,dep_count_per15,arr_count_per15,pb_count_per15,heavy_dep_per15,heavy_arr_per15,dep_demand_per15,,,,,,
6116,8,12,8,0,0,20,,,,,,
6117,11,13,4,0,0,17,,,,,,
6118,11,9,14,0,0,19,,,,,,
6119,11,4,5,0,0,13,,,,,,
6120,5,13,8,0,0,11,,,,,,
6121,9,8,9,0,0,15,,,,,,
6122,7,12,8,0,0,13,,,,,,
6123,12,9,8,0,0,14,,,,,,
6124,4,11,5,0,0,7,,,,,,
6125,8,10,11,0,0,14,,,,,,
6126,11,7,8,0,0,14,,,,,,
6127,8,8,6,0,0,9,,,,,,
6128,4,6,7,0,0,8,,,,,,
6129,8,12,13,0,0,17,,,,,,
6130,14,7,9,0,0,18,,,,,,
6131,13,4,13,0,0,17,,,,,,
6132,4,8,5,0,0,9,,,,,,
6133,8,13,8,0,0,13,,,,,,
6134,9,9,6,0,0,11,,,,,,
6135,4,8,6,0,0,8,,,,,,
6136,5,11,3,0,0,7,,,,,,
6137,4,10,11,0,0,13,,,,,,
6138,8,10,1,0,0,10,,,,,,
6139,3,9,2,0,0,4,,,,,,
6140,2,13,2,0,0,3,,,,,,
6141,1,13,0,0,0,1,,,,,,
6142,0,9,0,0,0,0,,,,,,
6143,0,11,2,0,0,2,,,,,,
6144,4,15,2,0,0,4,,,,,,
6145,2,10,3,0,0,3,,,,,,
6146,2,4,2,0,0,4,,,,,,
6147,1,10,1,0,0,3,,,,,,
6148,3,5,2,0,0,4,,,,,,
6149,3,2,3,0,0,4,,,,,,
6150,1,3,2,0,0,3,,,,,,
6151,4,0,5,0,0,7,,,,,,
6152,4,2,2,0,0,5,,,,,,
6153,1,0,1,0,0,2,,,,,,
6154,2,0,1,0,0,2,,,,,,
6155,3,0,4,0,0,4,,,,,,
6156,2,0,1,0,0,2,,,,,,
6157,0,0,2,0,0,2,,,,,,
6158,2,0,1,0,0,3,,,,,,
6159,1,1,0,0,0,1,,,,,,
6160,0,0,0,0,0,0,,,,,,
6161,0,3,1,0,0,1,,,,,,
6162,1,1,0,0,0,1,,,,,,
6163,0,0,0,0,0,0,,,,,,
6164,0,1,0,0,0,0,,,,,,
6165,0,3,1,0,0,1,,,,,,
6166,1,4,2,0,0,3,,,,,,
6167,2,2,1,0,0,3,,,,,,
6168,2,4,1,0,0,2,,,,,,
6169,0,2,0,0,0,0,,,,,,
6170,1,1,4,0,0,4,,,,,,
6171,6,2,8,0,0,11,,,,,,
6172,8,3,10,0,0,15,,,,,,
6173,9,0,8,0,0,15,,,,,,
6174,12,0,15,0,0,21,,,,,,
6175,14,1,19,0,0,28,,,,,,
6176,15,0,14,0,0,28,,,,,,
6177,19,1,20,0,0,33,,,,,,
6178,16,1,12,0,0,26,,,,,,
6179,18,6,15,0,0,25,,,,,,
6180,15,4,17,0,0,24,,,,,,
6181,11,7,11,0,0,20,,,,,,
6182,12,9,11,0,0,20,,,,,,
6183,11,8,8,0,0,16,,,,,,
6184,7,5,5,0,0,10,,,,,,
6185,4,10,6,0,0,9,,,,,,
6186,6,13,4,0,0,9,,,,,,
6187,5,14,11,0,0,14,,,,,,
6188,11,10,6,0,0,15,,,,,,
6189,6,12,7,0,0,11,,,,,,
6190,5,13,5,0,0,10,,,,,,
6191,12,10,16,0,0,21,,,,,,
6192,9,7,8,0,0,17,,,,,,
6193,7,10,10,0,0,18,,,,,,
6194,12,6,10,0,0,21,,,,,,
6195,10,11,9,0,0,18,,,,,,
6196,9,10,9,0,0,17,,,,,,
6197,13,10,13,0,0,21,,,,,,
6198,12,10,14,0,0,22,,,,,,
6199,12,5,11,2,1,21,,,,,,
6200,12,11,12,4,5,21,,,,,,
6201,10,10,14,4,6,23,,,,,,
6202,9,11,6,5,6,19,,,,,,
6203,8,10,5,4,3,16,,,,,,
6204,9,11,11,1,4,20,,,,,,
6205,9,8,11,4,2,21,,,,,,
6206,14,9,11,4,4,22,,,,,,
6207,10,8,10,4,2,18,,,,,,
6208,7,11,7,5,3,15,,,,,,
6209,10,10,12,3,4,20,,,,,,
6210,12,8,9,5,3,19,,,,,,
6211,9,12,7,1,1,14,,,,,,
6212,6,12,6,6,2,11,,,,,,
6213,9,12,10,2,3,16,,,,,,
6214,7,11,12,3,2,20,,,,,,
6215,10,8,9,2,1,21,,,,,,
6216,8,7,5,3,3,15,,,,,,
6217,13,10,11,2,3,18,,,,,,
6218,6,13,4,2,1,9,,,,,,
6219,4,12,9,0,0,12,,,,,,
6220,10,11,4,0,0,12,,,,,,
6221,6,12,10,0,0,12,,,,,,
6222,10,10,16,0,0,22,,,,,,
6223,11,8,6,0,0,18,,,,,,
6224,10,7,7,0,0,14,,,,,,
6225,7,12,16,0,0,20,,,,,,
6226,13,12,11,0,0,24,,,,,,
6227,15,8,9,0,0,20,,,,,,
6228,7,11,8,0,0,13,,,,,,
6229,9,7,12,0,0,18,,,,,,
6230,11,8,8,0,0,18,,,,,,
6231,8,10,8,0,0,14,,,,,,
6232,6,7,3,0,0,9,,,,,,
6233,9,10,14,0,0,17,,,,,,
6234,8,8,1,0,0,9,,,,,,
6235,2,12,1,0,0,2,,,,,,
6236,0,10,2,0,0,2,,,,,,
6237,2,12,0,0,0,2,,,,,,
6238,0,16,1,0,0,1,,,,,,
6239,3,10,2,0,0,3,,,,,,
6240,0,11,1,0,0,1,,,,,,
6241,3,11,2,0,0,3,,,,,,
6242,0,10,0,0,0,0,,,,,,
6243,0,8,1,0,0,1,,,,,,
6244,1,6,1,0,0,2,,,,,,
6245,3,6,3,0,0,4,,,,,,
6246,1,1,2,0,0,3,,,,,,
6247,3,2,2,0,0,4,,,,,,
6248,1,1,2,0,0,3,,,,,,
6249,2,1,0,0,0,2,,,,,,
6250,0,0,3,0,0,3,,,,,,
6251,2,0,0,0,0,3,,,,,,
6252,2,0,3,0,0,4,,,,,,
6253,2,0,0,0,0,2,,,,,,
6254,0,1,0,0,0,0,,,,,,
6255,0,0,0,0,0,0,,,,,,
6256,0,2,1,0,0,1,,,,,,
6257,2,1,1,0,0,2,,,,,,
6258,1,0,2,0,0,2,,,,,,
6259,1,0,0,0,0,1,,,,,,
6260,1,1,1,0,0,1,,,,,,
6261,0,7,0,0,0,0,,,,,,
6262,0,2,0,0,0,0,,,,,,
6263,1,4,2,0,0,2,,,,,,
6264,1,4,3,0,0,4,,,,,,
6265,3,3,0,0,0,3,,,,,,
6266,2,3,5,0,0,5,,,,,,
6267,9,2,13,0,0,16,,,,,,
6268,13,1,14,0,0,21,,,,,,
6269,13,3,14,0,0,22,,,,,,
6270,14,1,22,0,0,31,,,,,,
6271,18,3,14,0,0,31,,,,,,
6272,17,1,21,0,0,34,,,,,,
6273,20,1,22,0,0,39,,,,,,
6274,20,2,18,0,0,37,,,,,,
6275,18,5,19,0,0,36,,,,,,
6276,20,4,14,0,0,33,,,,,,
6277,14,8,13,0,0,26,,,,,,
6278,13,9,12,0,0,23,,,,,,
6279,10,11,8,0,0,18,,,,,,
6280,8,10,6,0,0,15,,,,,,
6281,6,13,7,0,0,14,,,,,,
6282,7,15,4,0,0,11,,,,,,
6283,7,12,13,0,0,17,,,,,,
6284,11,10,8,0,0,18,,,,,,
6285,9,8,5,0,0,12,,,,,,
6286,7,12,13,0,0,16,,,,,,
6287,13,12,12,0,0,21,,,,,,
6288,14,8,13,0,0,21,,,,,,
6289,11,10,7,0,0,14,,,,,,
6290,8,10,10,0,0,13,,,,,,
6291,5,12,10,0,0,15,,,,,,
6292,9,12,8,0,0,18,,,,,,
6293,13,11,13,0,0,22,,,,,,
6294,15,9,14,0,0,23,,,,,,
6295,8,14,13,0,0,21,,,,,,
6296,16,9,13,0,0,26,,,,,,
6297,8,13,13,0,0,23,,,,,,
6298,7,15,7,0,0,22,,,,,,
6299,17,7,8,0,0,23,,,,,,
6300,12,12,12,0,0,18,,,,,,
6301,8,14,11,0,0,17,,,,,,
6302,9,9,8,0,0,18,,,,,,
6303,8,13,10,0,0,19,,,,,,
6304,10,12,10,0,2,20,,,,,,
6305,9,12,14,3,4,24,,,,,,
6306,11,9,14,7,4,29,,,,,,
6307,11,13,8,2,3,26,,,,,,
6308,7,13,9,4,3,24,,,,,,
6309,13,11,10,4,6,29,,,,,,
6310,14,9,13,6,0,28,,,,,,
6311,13,11,6,2,2,19,,,,,,
6312,4,13,6,2,4,12,,,,,,
6313,11,12,16,2,2,24,,,,,,
6314,14,12,12,1,6,25,,,,,,
6315,5,12,14,3,3,25,,,,,,
6316,13,11,9,4,1,29,,,,,,
6317,10,15,12,1,0,28,,,,,,
6318,17,10,11,0,0,29,,,,,,
6319,14,10,11,0,0,23,,,,,,
6320,12,8,8,0,0,17,,,,,,
6321,9,8,16,0,0,21,,,,,,
6322,11,12,12,0,0,24,,,,,,
6323,13,12,13,0,0,26,,,,,,
6324,11,12,7,0,0,20,,,,,,
6325,7,12,8,0,0,17,,,,,,
6326,12,12,9,0,0,20,,,,,,
6327,9,9,11,0,0,18,,,,,,
6328,11,12,7,0,0,16,,,,,,
6329,6,15,9,0,0,14,,,,,,
6330,6,13,7,0,0,15,,,,,,
6331,7,14,3,0,0,12,,,,,,
6332,5,14,4,0,0,9,,,,,,
6333,2,15,1,0,0,5,,,,,,
6334,4,13,1,0,0,4,,,,,,
6335,1,13,1,0,0,1,,,,,,
6336,1,12,2,0,0,2,,,,,,
6337,3,16,2,0,0,3,,,,,,
6338,2,14,3,0,0,4,,,,,,
6339,2,12,1,0,0,3,,,,,,
6340,1,10,3,0,0,4,,,,,,
6341,5,6,3,0,0,6,,,,,,
6342,2,1,2,0,0,3,,,,,,
6343,3,1,2,0,0,4,,,,,,
6344,0,2,1,0,0,2,,,,,,
6345,3,0,2,0,0,3,,,,,,
6346,0,1,2,0,0,2,,,,,,
6347,3,0,1,0,0,3,,,,,,
6348,1,0,3,0,0,3,,,,,,
6349,2,0,0,0,0,2,,,,,,
6350,0,0,1,0,0,1,,,,,,
6351,1,1,0,0,0,1,,,,,,
6352,0,1,1,0,0,1,,,,,,
6353,1,1,0,0,0,1,,,,,,
6354,0,4,1,0,0,1,,,,,,
6355,1,2,0,0,0,1,,,,,,
6356,0,1,0,0,0,0,,,,,,
6357,0,2,1,0,0,1,,,,,,
6358,1,4,0,0,0,1,,,,,,
6359,0,3,0,0,0,0,,,,,,
6360,1,1,1,0,0,1,,,,,,
6361,0,1,2,0,0,2,,,,,,
6362,1,5,6,0,0,8,,,,,,
6363,12,1,12,0,0,19,,,,,,
6364,16,3,19,0,0,26,,,,,,
6365,15,2,13,0,0,23,,,,,,
6366,14,1,21,0,0,29,,,,,,
6367,17,1,22,0,0,37,,,,,,
6368,23,0,22,0,0,42,,,,,,
6369,17,2,18,0,0,37,,,,,,
6370,20,3,17,0,0,37,,,,,,
6371,21,4,19,0,0,36,,,,,,
6372,20,5,11,0,0,26,,,,,,
6373,12,9,20,0,0,26,,,,,,
6374,11,11,9,0,0,24,,,,,,
6375,12,8,9,0,0,22,,,,,,
6376,8,12,9,0,0,18,,,,,,
6377,7,11,3,0,0,13,,,,,,
6378,6,12,6,0,0,12,,,,,,
6379,8,15,10,0,0,16,,,,,,
6380,7,12,12,0,0,20,,,,,,
6381,12,12,8,0,0,21,,,,,,
6382,8,11,10,0,0,19,,,,,,
6383,12,14,15,0,0,26,,,,,,
6384,13,12,10,0,0,24,,,,,,
6385,14,10,14,0,0,25,,,,,,
6386,12,11,7,0,0,18,,,,,,
6387,8,11,8,0,0,14,,,,,,
6388,7,13,13,0,0,19,,,,,,
6389,13,9,14,0,0,26,,,,,,
6390,15,10,12,0,0,25,,,,,,
6391,7,9,13,0,0,23,,,,,,
6392,12,13,8,0,0,24,,,,,,
6393,3,15,8,0,0,20,,,,,,
6394,14,6,9,0,0,26,,,,,,
6395,10,12,12,0,0,24,,,,,,
6396,12,10,10,0,0,25,,,,,,
6397,13,11,14,1,2,26,,,,,,
6398,11,12,9,6,3,22,,,,,,
6399,10,12,12,3,3,23,,,,,,
6400,10,11,12,3,5,25,,,,,,
6401,12,10,13,5,4,29,,,,,,
6402,9,12,14,4,2,31,,,,,,
6403,13,11,12,4,4,34,,,,,,
6404,14,8,8,4,3,28,,,,,,
6405,14,10,8,5,2,23,,,,,,
6406,11,9,15,2,1,24,,,,,,
6407,12,11,10,4,3,22,,,,,,
6408,8,12,11,3,3,22,,,,,,
6409,7,13,13,3,2,27,,,,,,
6410,11,11,10,2,4,29,,,,,,
6411,11,10,15,2,4,33,,,,,,
6412,11,13,4,0,0,26,,,,,,
6413,16,9,7,0,0,22,,,,,,
6414,2,10,14,0,0,20,,,,,,
6415,11,8,16,0,0,34,,,,,,
6416,13,14,6,0,0,29,,,,,,
6417,15,11,17,0,0,33,,,,,,
6418,17,10,9,0,0,27,,,,,,
6419,11,10,6,0,0,16,,,,,,
6420,7,15,9,0,0,14,,,,,,
6421,9,13,12,0,0,19,,,,,,
6422,5,16,11,0,0,21,,,,,,
6423,9,10,11,0,0,27,,,,,,
6424,12,13,5,0,0,23,,,,,,
6425,10,13,10,0,0,21,,,,,,
6426,7,14,5,0,0,16,,,,,,
6427,8,15,5,0,0,14,,,,,,
6428,7,16,4,0,0,10,,,,,,
6429,5,12,3,0,0,6,,,,,,
6430,3,10,2,0,0,3,,,,,,
6431,1,12,1,0,0,1,,,,,,
6432,0,11,2,0,0,2,,,,,,
6433,3,12,4,0,0,6,,,,,,
6434,2,14,2,0,0,4,,,,,,
6435,3,11,1,0,0,3,,,,,,
6436,0,11,0,0,0,0,,,,,,
6437,0,10,1,0,0,1,,,,,,
6438,4,5,7,0,0,8,,,,,,
6439,4,1,1,0,0,5,,,,,,
6440,1,1,1,0,0,2,,,,,,
6441,2,1,1,0,0,2,,,,,,
6442,1,2,1,0,0,1,,,,,,
6443,2,0,2,0,0,3,,,,,,
6444,1,0,1,0,0,2,,,,,,
6445,0,1,0,0,0,0,,,,,,
6446,0,0,1,0,0,1,,,,,,
6447,1,0,0,0,0,1,,,,,,
6448,1,2,1,0,0,1,,,,,,
6449,0,0,0,0,0,0,,,,,,
6450,0,2,0,0,0,0,,,,,,
6451,0,3,2,0,0,3,,,,,,
6452,2,4,1,0,0,3,,,,,,
6453,1,2,0,0,0,1,,,,,,
6454,0,3,0,0,0,0,,,,,,
6455,1,1,2,0,0,2,,,,,,
6456,1,0,1,0,0,2,,,,,,
6457,1,2,1,0,0,2,,,,,,
6458,1,5,8,0,0,9,,,,,,
6459,8,3,13,0,0,21,,,,,,
6460,21,1,15,0,0,28,,,,,,
6461,11,1,8,0,0,15,,,,,,
6462,13,1,16,0,0,20,,,,,,
6463,14,1,28,0,0,35,,,,,,
6464,19,5,25,0,0,46,,,,,,
6465,26,2,18,0,0,45,,,,,,
6466,16,5,18,0,0,37,,,,,,
6467,21,4,22,0,0,43,,,,,,
6468,20,6,17,0,0,39,,,,,,
6469,17,7,18,0,0,37,,,,,,
6470,17,9,11,0,0,31,,,,,,
6471,14,9,13,0,0,27,,,,,,
6472,10,9,7,0,0,20,,,,,,
6473,9,10,4,0,0,14,,,,,,
6474,7,12,8,0,0,13,,,,,,
6475,9,12,7,0,0,13,,,,,,
6476,12,12,13,0,0,17,,,,,,
6477,7,14,5,0,0,10,,,,,,
6478,6,14,10,0,0,13,,,,,,
6479,10,15,11,0,0,18,,,,,,
6480,9,12,16,0,0,24,,,,,,
6481,15,12,14,0,0,29,,,,,,
6482,12,12,8,0,0,22,,,,,,
6483,12,10,8,0,0,18,,,,,,
6484,10,10,12,0,0,18,,,,,,
6485,10,10,16,0,0,24,,,,,,
6486,13,10,11,0,0,25,,,,,,
6487,12,10,14,0,0,26,,,,,,
6488,12,13,12,0,0,26,,,,,,
6489,11,12,14,0,0,28,,,,,,
6490,13,10,8,0,0,25,,,,,,
6491,16,10,10,0,0,22,,,,,,
6492,9,10,10,0,0,16,,,,,,
6493,11,10,11,0,0,20,,,,,,
6494,8,12,6,0,0,15,,,,,,
6495,10,12,17,1,1,22,,,,,,
6496,12,12,12,4,5,24,,,,,,
6497,13,11,12,6,3,24,,,,,,
6498,14,11,12,4,3,23,,,,,,
6499,11,13,12,1,4,21,,,,,,
6500,8,11,10,2,3,20,,,,,,
6501,13,9,9,6,4,23,,,,,,
6502,9,11,12,1,1,22,,,,,,
6503,11,13,13,4,5,25,,,,,,
6504,10,11,5,4,0,18,,,,,,
6505,11,9,13,0,0,21,,,,,,
6506,13,9,15,0,0,25,,,,,,
6507,11,9,10,0,0,22,,,,,,
6508,12,9,9,0,0,20,,,,,,
6509,9,12,14,0,0,22,,,,,,
6510,12,12,8,0,0,21,,,,,,
6511,10,11,10,0,0,19,,,,,,
6512,12,12,9,0,0,18,,,,,,
6513,9,11,14,0,0,20,,,,,,
6514,15,11,17,0,0,28,,,,,,
6515,14,8,9,0,0,22,,,,,,
6516,9,10,9,0,0,17,,,,,,
6517,11,14,14,0,0,22,,,,,,
6518,10,14,9,0,0,20,,,,,,
6519,9,13,11,0,0,21,,,,,,
6520,9,11,3,0,0,15,,,,,,
6521,9,11,8,0,0,14,,,,,,
6522,9,13,10,0,0,15,,,,,,
6523,8,14,6,0,0,12,,,,,,
6524,4,17,2,0,0,6,,,,,,
6525,3,14,2,0,0,4,,,,,,
6526,2,12,2,0,0,3,,,,,,
6527,4,12,3,0,0,4,,,,,,
6528,0,12,1,0,0,1,,,,,,
6529,4,11,5,0,0,6,,,,,,
6530,5,13,3,0,0,6,,,,,,
6531,2,13,2,0,0,4,,,,,,
6532,1,10,3,0,0,5,,,,,,
6533,3,9,3,0,0,7,,,,,,
6534,2,2,3,0,0,7,,,,,,
6535,3,5,1,0,0,6,,,,,,
6536,3,3,1,0,0,4,,,,,,
6537,2,1,3,0,0,4,,,,,,
6538,2,1,3,0,0,5,,,,,,
6539,3,0,0,0,0,3,,,,,,
6540,0,0,1,0,0,1,,,,,,
6541,3,0,2,0,0,3,,,,,,
6542,2,0,2,0,0,2,,,,,,
6543,0,0,1,0,0,1,,,,,,
6544,1,1,0,0,0,1,,,,,,
6545,0,1,0,0,0,0,,,,,,
6546,0,3,0,0,0,0,,,,,,
6547,0,2,0,0,0,0,,,,,,
6548,0,3,0,0,0,0,,,,,,
6549,0,1,2,0,0,2,,,,,,
6550,3,3,1,0,0,3,,,,,,
6551,1,3,3,0,0,3,,,,,,
6552,2,2,2,0,0,4,,,,,,
6553,2,5,0,0,0,2,,,,,,
6554,1,3,9,0,0,9,,,,,,
6555,11,3,12,0,0,20,,,,,,
6556,16,3,16,0,0,25,,,,,,
6557,13,2,11,0,0,20,,,,,,
6558,15,1,22,0,0,29,,,,,,
6559,17,1,23,0,0,37,,,,,,
6560,25,1,21,0,0,41,,,,,,
6561,21,2,17,0,0,33,,,,,,
6562,15,0,22,0,0,34,,,,,,
6563,21,4,18,0,0,38,,,,,,
6564,13,8,13,0,0,31,,,,,,
6565,20,6,13,0,0,31,,,,,,
6566,7,9,9,0,0,19,,,,,,
6567,10,10,12,0,0,23,,,,,,
6568,11,13,7,0,0,20,,,,,,
6569,8,11,2,0,0,11,,,,,,
6570,6,12,8,0,0,11,,,,,,
6571,9,13,13,0,0,18,,,,,,
6572,10,11,12,0,0,21,,,,,,
6573,14,13,7,0,0,18,,,,,,
6574,3,13,10,0,0,14,,,,,,
6575,13,13,15,0,0,26,,,,,,
6576,11,13,12,0,0,25,,,,,,
6577,16,12,10,0,0,24,,,,,,
6578,11,11,6,0,0,14,,,,,,
6579,8,11,11,0,0,14,,,,,,
6580,8,12,9,0,0,15,,,,,,
6581,10,12,13,0,0,20,,,,,,
6582,16,9,17,0,0,27,,,,,,
6583,14,11,11,0,0,22,,,,,,
6584,10,12,12,0,0,20,,,,,,
6585,11,13,13,0,0,23,,,,,,
6586,10,12,7,0,0,19,,,,,,
6587,11,12,6,2,2,15,,,,,,
6588,10,8,12,4,2,16,,,,,,
6589,12,12,14,7,3,20,,,,,,
6590,12,11,7,4,3,15,,,,,,
6591,8,13,17,2,4,21,,,,,,
6592,10,13,10,4,5,23,,,,,,
6593,10,13,8,2,7,20,,,,,,
6594,10,11,14,6,3,24,,,,,,
6595,11,8,14,2,1,28,,,,,,
6596,13,13,9,6,3,26,,,,,,
6597,12,13,11,3,5,26,,,,,,
6598,10,13,16,4,4,30,,,,,,
6599,15,10,9,2,0,28,,,,,,
6600,10,10,7,0,0,19,,,,,,
6601,15,12,13,0,0,22,,,,,,
6602,11,12,13,0,0,20,,,,,,
6603,13,10,15,0,0,24,,,,,,
6604,12,12,7,0,0,18,,,,,,
6605,7,11,12,0,0,18,,,,,,
6606,12,12,12,0,0,23,,,,,,
6607,14,8,7,0,0,18,,,,,,
6608,11,12,13,0,0,17,,,,,,
6609,10,12,12,0,0,18,,,,,,
6610,13,11,16,0,0,24,,,,,,
6611,17,8,14,0,0,25,,,,,,
6612,8,9,6,0,0,14,,,,,,
6613,9,11,9,0,0,15,,,,,,
6614,6,13,14,0,0,20,,,,,,
6615,12,8,8,0,0,22,,,,,,
6616,12,13,6,0,0,16,,,,,,
6617,6,14,9,0,0,13,,,,,,
6618,9,14,8,0,0,15,,,,,,
6619,8,13,4,0,0,10,,,,,,
6620,2,13,2,0,0,4,,,,,,
6621,3,14,3,0,0,5,,,,,,
6622,3,10,1,0,0,3,,,,,,
6623,4,9,4,0,0,4,,,,,,
6624,0,15,3,0,0,3,,,,,,
6625,1,11,4,0,0,7,,,,,,
6626,3,15,1,0,0,4,,,,,,
6627,2,12,1,0,0,2,,,,,,
6628,1,10,1,0,0,1,,,,,,
6629,1,7,2,0,0,2,,,,,,
6630,2,6,3,0,0,4,,,,,,
6631,5,1,4,0,0,6,,,,,,
6632,1,1,1,0,0,2,,,,,,
6633,2,1,4,0,0,6,,,,,,
6634,4,1,2,0,0,6,,,,,,
6635,1,0,2,0,0,3,,,,,,
6636,1,1,0,0,0,2,,,,,,
6637,1,0,1,0,0,2,,,,,,
6638,1,0,1,0,0,2,,,,,,
6639,1,0,1,0,0,2,,,,,,
6640,1,2,0,0,0,1,,,,,,
6641,0,0,0,0,0,0,,,,,,
6642,0,2,0,0,0,0,,,,,,
6643,0,4,0,0,0,0,,,,,,
6644,1,5,3,0,0,3,,,,,,
6645,3,2,1,0,0,3,,,,,,
6646,0,5,1,0,0,1,,,,,,
6647,1,2,1,0,0,2,,,,,,
6648,1,2,3,0,0,4,,,,,,
6649,3,1,0,0,0,3,,,,,,
6650,1,3,3,0,0,3,,,,,,
6651,2,5,10,0,0,12,,,,,,
6652,17,4,22,0,0,32,,,,,,
6653,20,4,13,0,0,28,,,,,,
6654,12,2,16,0,0,24,,,,,,
6655,18,0,27,0,0,39,,,,,,
6656,19,3,24,0,0,45,,,,,,
6657,22,4,13,0,0,39,,,,,,
6658,19,1,17,0,0,34,,,,,,
6659,20,3,20,0,0,35,,,,,,
6660,18,3,16,0,0,32,,,,,,
6661,14,10,16,0,0,29,,,,,,
6662,13,10,7,0,0,22,,,,,,
6663,10,11,10,0,0,19,,,,,,
6664,11,13,7,0,0,16,,,,,,
6665,7,11,6,0,0,11,,,,,,
6666,3,13,9,0,0,13,,,,,,
6667,8,14,11,0,0,21,,,,,,
6668,8,10,13,0,0,26,,,,,,
6669,14,9,8,0,0,26,,,,,,
6670,10,12,5,0,0,17,,,,,,
6671,8,15,12,0,0,19,,,,,,
6672,6,14,12,0,0,23,,,,,,
6673,14,7,17,0,0,34,,,,,,
6674,15,9,8,0,0,28,,,,,,
6675,10,12,6,0,0,19,,,,,,
6676,12,10,15,0,0,24,,,,,,
6677,14,11,12,0,0,24,,,,,,
6678,11,10,14,0,0,24,,,,,,
6679,15,11,16,0,0,29,,,,,,
6680,12,11,9,0,0,23,,,,,,
6681,10,12,17,0,1,29,,,,,,
6682,10,12,6,3,4,25,,,,,,
6683,12,12,9,3,6,24,,,,,,
6684,13,12,9,4,2,21,,,,,,
6685,7,9,12,3,4,20,,,,,,
6686,9,13,6,5,3,18,,,,,,
6687,9,12,16,2,3,25,,,,,,
6688,7,11,13,5,5,31,,,,,,
6689,12,13,11,3,4,35,,,,,,
6690,13,14,14,5,4,35,,,,,,
6691,15,8,10,5,2,32,,,,,,
6692,11,11,9,0,0,26,,,,,,
6693,11,13,10,0,0,26,,,,,,
6694,11,11,15,0,0,30,,,,,,
6695,11,11,11,0,0,30,,,,,,
6696,13,13,4,0,0,23,,,,,,
6697,11,12,13,0,0,23,,,,,,
6698,11,12,12,0,0,24,,,,,,
6699,9,13,14,0,0,26,,,,,,
6700,13,12,6,0,0,23,,,,,,
6701,10,13,14,0,0,24,,,,,,
6702,14,10,8,0,0,22,,,,,,
6703,12,7,8,0,0,16,,,,,,
6704,5,11,11,0,0,15,,,,,,
6705,7,13,12,0,0,22,,,,,,
6706,15,9,14,0,0,29,,,,,,
6707,12,13,10,0,0,24,,,,,,
6708,11,10,9,0,0,21,,,,,,
6709,11,14,10,0,0,20,,,,,,
6710,11,15,11,0,0,20,,,,,,
6711,13,7,10,0,0,19,,,,,,
6712,9,12,8,0,0,14,,,,,,
6713,8,11,8,0,0,13,,,,,,
6714,6,13,7,0,0,12,,,,,,
6715,4,17,7,0,0,13,,,,,,
6716,7,15,6,0,0,15,,,,,,
6717,6,16,1,0,0,9,,,,,,
6718,5,15,3,0,0,6,,,,,,
6719,2,13,1,0,0,2,,,,,,
6720,0,13,0,0,0,0,,,,,,
6721,1,12,6,0,0,6,,,,,,
6722,6,13,3,0,0,8,,,,,,
6723,5,13,2,0,0,5,,,,,,
6724,1,9,3,0,0,3,,,,,,
6725,2,9,1,0,0,3,,,,,,
6726,1,7,1,0,0,2,,,,,,
6727,3,1,4,0,0,5,,,,,,
6728,2,0,1,0,0,3,,,,,,
6729,2,3,3,0,0,4,,,,,,
6730,3,1,3,0,0,5,,,,,,
6731,3,1,3,0,0,5,,,,,,
6732,2,1,0,0,0,2,,,,,,
6733,0,1,0,0,0,1,,,,,,
6734,1,1,4,0,0,5,,,,,,
6735,3,1,1,0,0,4,,,,,,
6736,1,1,1,0,0,2,,,,,,
6737,1,1,0,0,0,1,,,,,,
6738,0,3,0,0,0,0,,,,,,
6739,0,3,0,0,0,0,,,,,,
6740,0,2,1,0,0,1,,,,,,
6741,1,4,2,0,0,3,,,,,,
6742,2,3,0,0,0,2,,,,,,
6743,0,2,2,0,0,2,,,,,,
6744,4,5,2,0,0,4,,,,,,
6745,1,1,4,0,0,4,,,,,,
6746,4,5,5,0,0,8,,,,,,
6747,8,4,11,0,0,15,,,,,,
6748,12,1,18,0,0,25,,,,,,
6749,14,0,10,0,0,23,,,,,,
6750,12,2,17,0,0,26,,,,,,
6751,16,4,25,0,0,39,,,,,,
6752,23,0,25,0,0,48,71,43,12,-18,32,8:00 AM
6753,22,2,17,0,0,42,,,,,,
6754,16,1,21,0,0,41,,,,,,
6755,23,2,18,0,0,43,,,,,,
6756,19,6,18,0,0,38,,,,,,
6757,14,8,14,0,0,33,,,,,,
6758,17,8,10,0,0,29,,,,,,
6759,8,13,6,0,0,18,,,,,,
6760,12,11,11,0,0,21,,,,,,
6761,6,13,4,0,0,13,,,,,,
6762,9,13,7,0,0,14,,,,,,
6763,7,13,11,0,0,16,,,,,,
6764,13,12,11,0,0,20,,,,,,
6765,8,13,8,0,0,15,,,,,,
6766,7,10,12,0,0,19,,,,,,
6767,11,14,12,0,0,24,,,,,,
6768,11,14,13,0,0,26,,,,,,
6769,12,8,6,0,0,21,,,,,,
6770,9,11,6,0,0,15,,,,,,
6771,10,14,12,0,0,18,,,,,,
6772,11,14,11,0,0,19,,,,,,
6773,11,11,17,0,0,25,,,,,,
6774,12,14,10,0,0,24,,,,,,
6775,15,9,14,0,0,27,,,,,,
6776,15,11,11,0,0,23,,,,,,
6777,10,9,13,0,0,20,,,,,,
6778,9,14,7,0,0,17,,,,,,
