,dep_count_per15,arr_count_per15,pb_count_per15,heavy_dep_per15,heavy_arr_per15,dep_demand_per15,,,,,,
663,7,10,5,1,0,10,,,,,,
664,3,11,9,2,2,12,,,,,,
665,6,13,6,0,5,15,,,,,,
666,5,12,4,1,1,13,,,,,,
667,4,13,5,1,3,13,,,,,,
668,6,14,2,0,5,11,,,,,,
669,1,12,0,1,6,5,,,,,,
670,0,11,0,0,2,4,,,,,,
671,1,9,0,1,0,4,,,,,,
672,1,11,1,0,7,4,,,,,,
673,1,12,3,0,6,6,,,,,,
674,0,14,2,0,4,5,,,,,,
675,3,12,4,1,3,9,,,,,,
676,8,13,1,1,1,10,,,,,,
677,4,14,8,0,3,12,,,,,,
678,7,12,5,2,7,12,,,,,,
679,6,10,4,4,3,9,,,,,,
680,5,5,5,3,3,8,,,,,,
681,3,6,3,1,1,6,,,,,,
682,5,8,4,2,1,7,,,,,,
683,5,5,4,2,1,6,,,,,,
684,2,1,4,0,1,5,,,,,,
685,3,4,2,2,0,5,,,,,,
686,2,2,1,2,1,3,,,,,,
687,1,1,1,1,0,2,,,,,,
688,2,0,1,1,0,2,,,,,,
689,0,1,0,0,1,0,,,,,,
690,0,1,0,0,1,0,,,,,,
691,0,4,0,0,2,0,,,,,,
692,1,1,2,1,0,2,,,,,,
693,1,0,0,1,0,1,,,,,,
694,0,1,1,0,1,1,,,,,,
695,1,4,0,0,3,1,,,,,,
696,0,1,1,0,1,1,,,,,,
697,1,3,0,1,3,1,,,,,,
698,0,3,1,0,3,1,,,,,,
699,1,0,2,0,0,3,,,,,,
700,1,2,17,0,2,19,,,,,,
701,6,2,9,0,2,27,,,,,,
702,8,1,16,0,1,37,,,,,,
703,9,0,22,1,0,51,8,-20,-51,-81,31,7:45 AM
704,13,1,16,4,1,58,8,-20,-51,-81,32,8:00 AM
705,14,0,12,2,0,57,8,-20,-51,-81,33,8:15 AM
706,14,4,16,2,1,59,8,-20,-51,-81,34,8:30 AM
707,14,4,11,4,2,56,8,-20,-51,-81,35,8:45 AM
708,11,5,16,2,0,58,8,-20,-51,-81,36,9:00 AM
709,16,3,12,7,1,59,8,-20,-51,-81,37,9:15 AM
710,8,9,6,4,2,49,8,-20,-51,-81,38,9:30 AM
711,16,6,15,4,0,56,8,-20,-51,-81,39,9:45 AM
712,17,9,15,5,2,55,8,-20,-51,-81,40,10:00 AM
713,16,9,13,5,1,51,8,-20,-51,-81,41,10:15 AM
714,15,13,13,3,3,48,8,-20,-51,-81,42,10:30 AM
715,10,13,11,4,4,44,,,,,,
716,9,15,10,3,1,44,,,,,,
717,18,10,13,6,1,48,8,-20,-51,-81,45,11:15 AM
718,17,9,15,3,1,45,,,,,,
719,17,10,12,3,3,40,,,,,,
720,17,9,16,7,4,39,,,,,,
721,18,10,12,3,4,34,,,,,,
722,12,9,11,4,2,27,,,,,,
723,12,5,10,5,3,25,,,,,,
724,12,13,13,3,4,26,,,,,,
725,9,15,10,3,6,24,,,,,,
726,18,8,12,2,1,27,,,,,,
727,12,7,13,1,2,22,,,,,,
728,11,10,11,5,3,21,,,,,,
729,13,9,11,5,1,21,,,,,,
730,11,9,11,6,4,20,,,,,,
731,9,12,12,7,3,20,,,,,,
732,12,8,10,3,1,21,,,,,,
733,10,11,5,3,3,14,,,,,,
734,8,12,12,2,3,16,,,,,,
735,9,14,13,2,5,21,,,,,,
736,5,15,14,2,3,26,,,,,,
737,11,14,13,6,5,34,,,,,,
738,13,11,10,3,3,33,,,,,,
739,11,12,5,3,4,26,,,,,,
740,9,12,13,2,5,29,,,,,,
741,10,12,17,0,4,35,,,,,,
742,10,11,12,4,3,37,,,,,,
743,10,11,7,3,4,34,,,,,,
744,9,15,12,3,3,36,,,,,,
745,12,13,11,2,5,39,,,,,,
746,11,13,8,4,8,35,,,,,,
747,13,10,6,5,1,31,,,,,,
748,10,13,9,3,2,27,,,,,,
749,4,17,13,2,4,29,,,,,,
750,9,14,14,3,2,38,,,,,,
751,15,10,9,4,0,38,,,,,,
752,12,14,10,3,2,33,,,,,,
753,13,10,11,5,2,32,,,,,,
754,13,12,18,6,2,37,,,,,,
755,13,10,16,2,2,40,,,,,,
756,13,9,13,3,1,40,,,,,,
757,8,11,12,2,3,39,,,,,,
758,14,11,9,5,4,40,,,,,,
759,19,7,9,2,1,35,,,,,,
760,14,8,6,3,1,22,,,,,,
761,5,15,7,1,5,16,,,,,,
762,9,14,5,1,4,16,,,,,,
763,7,11,9,0,3,16,,,,,,
764,4,15,1,0,5,9,,,,,,
765,5,15,6,1,4,11,,,,,,
766,2,10,2,1,4,8,,,,,,
767,2,7,3,1,1,9,,,,,,
768,4,12,2,0,5,9,,,,,,
769,2,15,2,1,2,7,,,,,,
770,2,14,1,2,4,3,,,,,,
771,1,11,0,0,2,1,,,,,,
772,1,14,5,0,2,5,,,,,,
773,1,13,1,1,5,5,,,,,,
774,2,11,3,1,3,7,,,,,,
775,1,7,2,0,2,7,,,,,,
776,5,5,3,5,2,9,,,,,,
777,5,4,6,3,0,10,,,,,,
778,5,1,0,5,0,5,,,,,,
779,0,1,4,0,0,4,,,,,,
780,5,1,3,2,0,7,,,,,,
781,2,1,0,0,1,2,,,,,,
782,0,2,0,0,1,0,,,,,,
783,0,0,0,0,0,0,,,,,,
784,0,1,0,0,1,0,,,,,,
785,0,1,0,0,1,0,,,,,,
786,0,0,0,0,0,0,,,,,,
787,0,1,0,0,0,0,,,,,,
788,0,1,0,0,1,0,,,,,,
789,0,2,0,0,1,0,,,,,,
790,0,2,0,0,2,0,,,,,,
791,0,3,1,0,3,1,,,,,,
792,1,1,0,1,1,1,,,,,,
793,1,1,1,0,1,1,,,,,,
794,0,2,3,0,1,3,,,,,,
795,7,4,13,2,2,16,,,,,,
796,14,2,13,0,2,22,,,,,,
797,14,0,16,3,0,24,,,,,,
798,16,2,14,4,2,24,,,,,,
799,14,3,13,2,1,21,,,,,,
800,16,1,26,3,0,33,,,,,,
801,19,1,14,4,1,31,,,,,,
802,16,1,18,4,0,30,,,,,,
803,15,5,21,3,1,35,,,,,,
804,21,4,20,7,0,40,,,,,,
805,18,4,19,7,1,38,,,,,,
806,13,9,6,4,1,26,,,,,,
807,13,8,13,5,2,26,,,,,,
808,12,11,8,5,3,21,,,,,,
809,7,9,3,4,2,12,,,,,,
810,6,10,11,3,1,16,,,,,,
811,7,12,8,0,3,18,,,,,,
812,7,11,16,2,3,27,,,,,,
813,11,7,6,2,1,26,,,,,,
814,6,13,6,1,1,21,,,,,,
815,11,12,9,3,3,24,,,,,,
816,11,11,9,2,5,22,,,,,,
817,8,14,16,1,4,27,,,,,,
818,12,9,7,4,2,26,,,,,,
819,13,6,9,3,3,23,,,,,,
820,14,10,16,3,4,26,,,,,,
821,13,13,12,1,6,24,,,,,,
822,13,10,13,8,3,24,,,,,,
823,13,7,16,5,3,27,,,,,,
824,9,14,14,3,3,29,,,,,,
825,11,13,5,5,2,25,,,,,,
826,15,6,13,6,3,26,,,,,,
827,12,11,9,7,4,20,,,,,,
828,10,10,11,3,2,20,,,,,,
829,13,11,10,4,3,20,,,,,,
830,9,11,8,4,1,14,,,,,,
831,8,13,12,2,5,17,,,,,,
832,8,16,9,3,5,19,,,,,,
833,10,14,13,6,7,24,,,,,,
834,10,15,7,3,7,21,,,,,,
835,12,15,11,3,4,21,,,,,,
836,13,8,10,2,2,19,,,,,,
837,8,13,10,2,3,17,,,,,,
838,12,8,13,3,1,22,,,,,,
839,12,12,16,7,4,25,,,,,,
840,14,12,7,4,3,20,,,,,,
841,10,13,13,4,3,19,,,,,,
842,8,13,7,3,2,16,,,,,,
843,8,15,11,3,3,19,,,,,,
844,10,14,8,3,3,19,,,,,,
845,9,14,11,2,1,20,,,,,,
846,8,16,9,1,2,20,,,,,,
847,11,13,12,3,2,25,,,,,,
848,11,10,10,4,1,24,,,,,,
849,13,9,12,3,2,24,,,,,,
850,14,9,19,4,3,30,,,,,,
851,13,10,14,2,4,30,,,,,,
852,15,12,10,3,2,28,,,,,,
853,6,14,11,0,4,24,,,,,,
854,12,10,7,4,2,24,,,,,,
855,11,6,4,2,0,16,,,,,,
856,9,9,9,2,3,14,,,,,,
857,6,17,6,2,5,11,,,,,,
858,6,13,11,2,2,17,,,,,,
859,7,16,4,1,9,15,,,,,,
860,8,10,3,1,4,10,,,,,,
861,2,15,3,0,5,5,,,,,,
862,4,14,2,1,3,5,,,,,,
863,2,12,2,2,2,3,,,,,,
864,2,15,3,0,4,4,,,,,,
865,0,13,1,0,2,3,,,,,,
866,3,14,4,2,3,5,,,,,,
867,1,13,3,0,3,5,,,,,,
868,5,7,1,2,3,5,,,,,,
869,2,5,3,2,0,3,,,,,,
870,2,4,3,1,2,4,,,,,,
871,2,3,2,0,0,4,,,,,,
872,1,4,3,1,2,5,,,,,,
873,2,6,0,2,1,4,,,,,,
874,2,2,2,2,0,4,,,,,,
875,3,0,2,2,0,4,,,,,,
876,1,3,1,0,2,2,,,,,,
877,1,1,1,0,1,2,,,,,,
878,1,4,0,0,1,1,,,,,,
879,0,3,0,0,2,0,,,,,,
880,0,0,0,0,0,0,,,,,,
881,0,1,2,0,1,2,,,,,,
882,3,0,1,0,0,3,,,,,,
883,0,1,0,0,1,0,,,,,,
884,1,2,1,0,1,1,,,,,,
885,0,5,0,0,3,0,,,,,,
886,0,2,1,0,1,1,,,,,,
887,1,2,0,0,1,1,,,,,,
888,1,1,2,1,0,2,,,,,,
889,1,0,2,1,0,3,,,,,,
890,2,4,1,0,2,3,,,,,,
891,5,4,15,0,3,16,,,,,,
892,19,1,20,1,1,31,,,,,,
893,17,3,17,4,3,29,,,,,,
894,14,1,17,2,1,29,,,,,,
895,17,2,15,3,1,30,,,,,,
896,14,0,21,1,0,34,,,,,,
897,19,1,19,4,1,39,,,,,,
898,18,2,18,8,1,38,,,,,,
899,19,6,16,4,1,36,,,,,,
900,18,4,24,8,1,42,,,,,,
901,13,4,15,5,0,39,,,,,,
902,13,7,11,5,3,37,,,,,,
903,13,10,7,2,1,30,,,,,,
904,11,9,13,3,2,30,,,,,,
905,8,13,3,6,4,22,,,,,,
906,8,13,8,4,4,22,,,,,,
907,9,12,8,3,0,22,,,,,,
908,10,11,14,3,1,27,,,,,,
909,10,12,9,1,1,26,,,,,,
910,8,16,10,0,4,26,,,,,,
911,7,17,10,2,6,28,,,,,,
912,7,13,9,4,5,30,,,,,,
913,14,11,10,3,4,33,,,,,,
914,12,9,10,3,4,29,,,,,,
915,14,12,17,4,3,34,,,,,,
916,14,10,11,3,5,31,,,,,,
917,14,12,11,4,3,28,,,,,,
918,17,5,15,5,1,29,,,,,,
919,12,10,14,4,2,26,,,,,,
920,13,12,14,8,5,28,,,,,,
921,14,11,10,7,5,26,,,,,,
922,10,9,7,4,3,18,,,,,,
923,12,11,12,3,3,20,,,,,,
924,12,10,7,3,3,16,,,,,,
925,7,8,10,2,2,14,,,,,,
926,8,11,10,3,4,16,,,,,,
927,7,12,9,3,3,18,,,,,,
928,10,14,17,3,7,27,,,,,,
929,9,14,11,6,7,28,,,,,,
930,11,12,9,3,3,29,,,,,,
931,13,13,12,4,3,30,,,,,,
932,12,13,10,4,2,26,,,,,,
933,11,10,11,3,4,25,,,,,,
934,15,9,11,4,1,26,,,,,,
935,15,9,14,6,4,24,,,,,,
936,8,17,8,3,7,17,,,,,,
937,10,14,13,3,2,22,,,,,,
938,11,10,9,1,0,21,,,,,,
939,8,12,11,2,5,21,,,,,,
940,9,13,12,2,2,25,,,,,,
941,7,14,8,1,3,24,,,,,,
942,18,8,17,5,0,34,,,,,,
943,14,7,6,3,1,22,,,,,,
944,11,10,6,3,1,14,,,,,,
945,10,9,17,4,2,20,,,,,,
946,13,10,14,2,4,24,,,,,,
947,14,10,11,3,0,22,,,,,,
948,8,13,10,0,6,19,,,,,,
949,10,9,5,3,3,15,,,,,,
950,8,10,11,1,3,16,,,,,,
951,8,7,10,2,0,18,,,,,,
952,7,13,3,0,4,13,,,,,,
953,6,13,8,2,4,15,,,,,,
954,9,17,4,0,5,13,,,,,,
955,3,16,3,0,5,6,,,,,,
956,4,15,1,1,5,4,,,,,,
957,1,17,6,0,5,6,,,,,,
958,5,11,2,1,1,7,,,,,,
959,4,12,3,1,3,5,,,,,,
960,1,13,0,0,3,1,,,,,,
961,0,13,2,0,3,2,,,,,,
962,2,12,2,1,4,4,,,,,,
963,2,12,2,2,1,4,,,,,,
964,3,9,2,1,1,4,,,,,,
965,1,7,1,1,3,2,,,,,,
966,1,5,3,1,0,4,,,,,,
967,3,4,2,1,1,5,,,,,,
968,4,4,6,3,1,8,,,,,,
969,4,1,0,3,1,4,,,,,,
970,0,0,3,0,0,3,,,,,,
971,3,0,1,1,0,4,,,,,,
972,1,1,1,0,0,2,,,,,,
973,1,1,0,0,0,1,,,,,,
974,1,1,1,0,0,1,,,,,,
975,0,0,2,0,0,2,,,,,,
976,1,0,0,1,0,2,,,,,,
977,1,3,0,1,1,1,,,,,,
978,0,1,0,0,0,0,,,,,,
979,0,1,0,0,1,0,,,,,,
980,0,3,0,0,1,0,,,,,,
981,0,3,0,0,2,0,,,,,,
982,1,0,2,0,0,2,,,,,,
983,1,4,0,0,2,1,,,,,,
984,0,0,1,0,0,1,,,,,,
985,1,3,1,0,1,2,,,,,,
986,1,5,1,1,4,2,,,,,,
987,5,3,13,0,2,14,,,,,,
988,15,2,13,1,2,22,,,,,,
989,13,0,14,4,0,21,,,,,,
990,12,2,16,2,2,24,,,,,,
991,17,2,19,3,0,31,,,,,,
992,16,3,24,2,1,38,,,,,,
993,21,1,17,5,1,39,,,,,,
994,18,1,16,8,0,34,,,,,,
995,17,5,20,5,1,36,,,,,,
996,15,5,22,4,0,43,,,,,,
997,17,6,14,10,3,42,,,,,,
998,12,7,10,3,1,35,,,,,,
999,19,6,9,4,0,31,,,,,,
1000,10,11,8,6,3,19,,,,,,
1001,6,14,8,3,3,17,,,,,,
1002,12,12,8,4,1,19,,,,,,
1003,6,14,9,1,4,16,,,,,,
1004,6,13,12,1,2,22,,,,,,
1005,12,11,11,3,3,27,,,,,,
1006,13,11,5,3,2,20,,,,,,
1007,6,13,13,1,4,20,,,,,,
1008,14,10,8,5,4,22,,,,,,
1009,10,10,12,1,2,20,,,,,,
1010,7,12,10,5,5,20,,,,,,
1011,9,13,10,1,4,23,,,,,,
1012,13,9,10,2,4,25,,,,,,
1013,9,10,9,3,2,20,,,,,,
1014,10,9,11,3,5,22,,,,,,
1015,14,8,19,3,1,31,,,,,,
1016,13,11,14,7,3,32,,,,,,
1017,12,14,11,4,3,30,,,,,,
1018,9,10,4,5,5,22,,,,,,
1019,9,10,11,3,5,24,,,,,,
1020,13,10,13,4,2,28,,,,,,
1021,14,10,11,5,4,25,,,,,,
1022,14,8,10,6,3,21,,,,,,
1023,8,11,10,4,4,17,,,,,,
1024,6,16,15,3,2,25,,,,,,
1025,7,12,7,2,10,26,,,,,,
1026,9,15,13,3,7,32,,,,,,
1027,13,13,11,2,1,34,,,,,,
1028,11,14,10,2,4,30,,,,,,
1029,13,11,13,3,2,32,,,,,,
1030,12,12,10,2,4,30,,,,,,
1031,15,10,15,6,3,32,,,,,,
1032,14,10,8,5,3,25,,,,,,
1033,12,11,13,5,3,24,,,,,,
1034,7,10,8,0,3,20,,,,,,
1035,14,11,15,2,3,28,,,,,,
1036,11,12,3,6,2,17,,,,,,
1037,11,11,18,3,2,24,,,,,,
1038,11,14,11,2,2,24,,,,,,
1039,14,9,8,4,1,21,,,,,,
1040,6,9,7,1,2,14,,,,,,
1041,12,11,14,3,4,22,,,,,,
1042,9,11,15,4,3,25,,,,,,
1043,15,10,12,2,3,28,,,,,,
1044,15,8,5,2,2,18,,,,,,
1045,4,12,6,1,1,9,,,,,,
1046,8,12,10,2,5,15,,,,,,
1047,8,13,7,2,1,14,,,,,,
1048,7,8,5,1,2,11,,,,,,
1049,5,14,9,0,2,13,,,,,,
1050,6,15,5,0,7,13,,,,,,
1051,6,14,3,0,5,11,,,,,,
1052,5,13,2,1,5,6,,,,,,
1053,2,17,4,0,7,5,,,,,,
1054,5,15,5,0,4,8,,,,,,
1055,4,10,1,2,2,4,,,,,,
1056,0,12,0,0,2,0,,,,,,
1057,2,12,3,1,1,3,,,,,,
1058,4,15,6,3,4,8,,,,,,
1059,4,13,2,0,2,7,,,,,,
1060,2,12,1,2,1,4,,,,,,
1061,1,5,0,1,0,2,,,,,,
1062,2,2,3,2,1,3,,,,,,
1063,1,1,2,0,1,3,,,,,,
1064,4,3,3,3,1,5,,,,,,
1065,3,2,2,2,1,3,,,,,,
1066,0,0,0,0,0,0,,,,,,
1067,2,2,2,1,0,2,,,,,,
1068,0,1,0,0,0,0,,,,,,
1069,0,0,2,0,0,2,,,,,,
1070,2,0,0,1,0,2,,,,,,
1071,0,1,0,0,0,0,,,,,,
1072,0,0,1,0,0,1,,,,,,
1073,1,3,0,0,1,1,,,,,,
1074,0,0,0,0,0,0,,,,,,
1075,1,5,2,0,1,2,,,,,,
1076,2,1,1,0,0,2,,,,,,
1077,1,2,1,0,2,1,,,,,,
1078,0,0,0,0,0,0,,,,,,
1079,0,2,2,0,2,2,,,,,,
1080,2,0,0,1,0,2,,,,,,
1081,0,5,0,0,3,0,,,,,,
1082,0,3,3,0,2,3,,,,,,
1083,7,0,10,0,0,13,,,,,,
1084,15,3,18,0,3,24,,,,,,
1085,13,0,13,3,0,22,,,,,,
1086,16,0,18,3,0,27,,,,,,
1087,17,3,20,4,0,31,,,,,,
1088,18,2,23,4,1,37,,,,,,
1089,19,2,19,6,1,38,,,,,,
1090,16,1,15,5,0,34,,,,,,
1091,19,5,20,7,1,38,,,,,,
1092,21,6,21,8,0,40,,,,,,
1093,20,4,19,9,1,38,,,,,,
1094,17,5,9,5,0,27,,,,,,
1095,14,11,11,4,1,21,,,,,,
1096,7,13,7,3,3,14,,,,,,
1097,9,8,5,3,1,12,,,,,,
1098,4,14,8,2,3,11,,,,,,
1099,9,13,14,0,0,21,,,,,,
1100,10,13,9,1,5,21,,,,,,
1101,11,12,10,3,3,21,,,,,,
1102,10,12,9,1,4,19,,,,,,
1103,11,13,13,5,2,22,,,,,,
1104,12,8,11,3,4,22,,,,,,
1105,14,12,13,1,6,23,,,,,,
1106,9,10,8,3,3,17,,,,,,
1107,14,8,12,6,1,20,,,,,,
1108,9,10,7,1,3,13,,,,,,
1109,8,11,15,2,4,19,,,,,,
1110,16,9,14,6,5,25,,,,,,
1111,12,9,14,3,3,23,,,,,,
1112,10,12,12,4,4,24,,,,,,
1113,9,13,11,5,4,24,,,,,,
1114,13,12,4,5,4,19,,,,,,
1115,11,8,11,5,1,17,,,,,,
1116,11,11,13,4,5,19,,,,,,
1117,11,12,6,4,5,14,,,,,,
1118,6,10,13,3,3,16,,,,,,
1119,10,12,11,3,3,21,,,,,,
1120,8,15,10,5,7,23,,,,,,
1121,11,14,10,5,4,24,,,,,,
1122,9,14,7,4,5,19,,,,,,
1123,7,12,14,1,4,24,,,,,,
1124,12,11,11,3,3,28,,,,,,
1125,11,11,16,4,3,32,,,,,,
1126,12,11,10,5,1,31,,,,,,
1127,14,10,11,6,4,31,,,,,,
1128,10,10,8,3,3,25,,,,,,
1129,16,11,13,6,5,28,,,,,,
1130,10,13,9,2,3,20,,,,,,
1131,12,14,10,3,3,20,,,,,,
1132,9,14,9,1,3,17,,,,,,
1133,9,14,11,2,1,19,,,,,,
1134,10,8,14,3,1,24,,,,,,
1135,14,6,6,4,1,20,,,,,,
1136,8,11,10,3,3,16,,,,,,
1137,12,10,18,3,3,26,,,,,,
1138,17,9,15,3,1,29,,,,,,
1139,14,9,8,2,1,20,,,,,,
1140,8,15,8,1,4,15,,,,,,
1141,7,14,6,2,3,12,,,,,,
1142,2,10,8,0,2,13,,,,,,
1143,12,8,9,1,2,20,,,,,,
1144,8,13,5,2,3,13,,,,,,
1145,8,13,7,0,3,12,,,,,,
1146,7,16,6,1,4,10,,,,,,
1147,5,13,5,0,3,8,,,,,,
1148,3,11,2,0,6,5,,,,,,
1149,5,17,7,1,4,9,,,,,,
1150,2,11,1,0,2,5,,,,,,
1151,3,12,1,1,2,4,,,,,,
1152,1,10,1,0,2,2,,,,,,
1153,1,14,1,0,2,2,,,,,,
1154,1,15,1,1,6,2,,,,,,
1155,0,11,1,0,2,2,,,,,,
1156,5,4,5,4,0,7,,,,,,
1157,2,5,0,1,1,2,,,,,,
1158,1,3,2,1,1,2,,,,,,
1159,1,2,2,1,0,3,,,,,,
1160,3,2,3,3,1,5,,,,,,
1161,2,3,2,2,1,4,,,,,,
1162,2,0,1,1,0,3,,,,,,
1163,2,1,2,1,0,3,,,,,,
1164,2,1,1,1,0,2,,,,,,
1165,1,0,1,1,0,1,,,,,,
1166,0,0,1,0,0,1,,,,,,
1167,2,3,1,0,0,2,,,,,,
1168,0,2,0,0,1,0,,,,,,
1169,0,0,0,0,0,0,,,,,,
1170,0,1,1,0,0,1,,,,,,
1171,2,2,1,0,0,2,,,,,,
1172,1,2,1,0,1,1,,,,,,
1173,0,1,0,0,1,0,,,,,,
1174,0,2,1,0,2,1,,,,,,
1175,1,2,0,0,0,1,,,,,,
1176,1,1,1,1,1,1,,,,,,
1177,0,3,1,0,1,1,,,,,,
1178,0,4,2,0,2,3,,,,,,
1179,5,3,8,1,2,11,,,,,,
1180,6,4,18,0,3,24,,,,,,
1181,20,1,14,2,1,32,,,,,,
1182,16,0,14,4,0,26,,,,,,
1183,16,1,18,3,0,28,,,,,,
1184,19,3,21,2,2,33,,,,,,
1185,21,4,20,3,0,34,,,,,,
1186,16,5,17,6,0,30,,,,,,
1187,19,4,23,8,1,37,,,,,,
1188,17,4,17,6,1,35,,,,,,
1189,22,5,19,9,1,37,,,,,,
1190,16,7,4,5,1,19,,,,,,
1191,7,11,9,3,3,12,,,,,,
1192,9,9,10,4,2,15,,,,,,
1193,8,10,5,1,0,11,,,,,,
1194,6,13,7,1,3,10,,,,,,
1195,6,12,14,0,3,18,,,,,,
1196,9,14,15,2,3,27,,,,,,
1197,10,13,7,3,3,25,,,,,,
1198,11,12,10,3,2,25,,,,,,
1199,12,13,13,0,3,27,,,,,,
1200,13,11,14,5,7,29,,,,,,
1201,16,11,12,5,4,28,,,,,,
1202,13,10,9,3,4,21,,,,,,
1203,11,10,10,1,2,18,,,,,,
1204,7,15,13,2,4,20,,,,,,
1205,13,9,12,3,3,25,,,,,,
1206,15,6,11,6,5,23,,,,,,
1207,13,8,16,4,0,24,,,,,,
1208,13,13,15,4,6,28,,,,,,
1209,10,11,13,5,2,28,,,,,,
1210,13,8,3,5,1,19,,,,,,
1211,9,11,8,4,2,14,,,,,,
1212,7,13,8,3,5,13,,,,,,
1213,8,15,12,2,5,18,,,,,,
1214,12,8,7,6,3,17,,,,,,
1215,9,13,15,3,5,21,,,,,,
1216,7,16,12,4,3,24,,,,,,
1217,8,15,10,4,8,26,,,,,,
1218,13,10,9,3,2,28,,,,,,
1219,12,11,6,0,4,21,,,,,,
1220,12,12,13,3,4,21,,,,,,
1221,9,10,11,2,2,21,,,,,,
1222,14,9,11,6,0,23,,,,,,
1223,14,10,13,3,4,21,,,,,,
1224,9,7,6,4,4,13,,,,,,
1225,6,13,12,0,5,16,,,,,,
1226,11,13,9,3,5,19,,,,,,
1227,11,13,8,4,4,16,,,,,,
1228,4,14,7,1,1,12,,,,,,
1229,1,15,13,0,0,22,,,,,,
1230,15,11,12,3,1,32,,,,,,
1231,19,7,11,7,0,28,,,,,,
1232,12,12,6,2,0,15,,,,,,
1233,10,11,14,3,4,17,,,,,,
1234,12,5,13,1,2,20,,,,,,
1235,12,11,13,0,2,21,,,,,,
1236,11,12,5,3,3,15,,,,,,
1237,5,15,9,1,2,12,,,,,,
1238,9,9,12,1,2,19,,,,,,
1239,13,8,6,2,3,16,,,,,,
1240,5,11,8,1,3,11,,,,,,
1241,8,13,9,1,4,15,,,,,,
1242,6,15,2,1,5,9,,,,,,
1243,4,12,3,1,4,6,,,,,,
1244,2,16,3,0,5,5,,,,,,
1245,4,12,6,0,4,9,,,,,,
1246,5,16,1,1,2,6,,,,,,
1247,1,11,1,1,3,2,,,,,,
1248,1,16,1,1,3,2,,,,,,
1249,3,13,1,2,3,2,,,,,,
1250,2,14,2,1,4,2,,,,,,
1251,1,8,4,1,2,4,,,,,,
1252,4,6,1,2,1,4,,,,,,
1253,0,2,1,0,1,1,,,,,,
1254,1,2,1,0,1,2,,,,,,
1255,2,3,3,2,1,4,,,,,,
1256,3,4,3,3,0,5,,,,,,
1257,3,3,3,3,1,5,,,,,,
1258,4,1,2,2,1,4,,,,,,
1259,0,2,0,0,1,0,,,,,,
1260,3,0,3,1,0,3,,,,,,
1261,1,0,2,1,0,2,,,,,,
1262,1,0,0,0,0,1,,,,,,
1263,0,0,0,0,0,0,,,,,,
1264,1,2,1,0,0,1,,,,,,
1265,0,0,1,0,0,1,,,,,,
1266,1,3,1,0,1,2,,,,,,
1267,1,2,1,0,0,2,,,,,,
1268,2,1,3,1,0,4,,,,,,
1269,2,3,0,0,3,2,,,,,,
1270,0,1,1,0,0,1,,,,,,
1271,2,3,2,0,2,3,,,,,,
1272,1,1,0,0,1,1,,,,,,
1273,1,2,2,1,1,2,,,,,,
1274,2,6,1,0,5,2,,,,,,
1275,1,1,3,0,1,3,,,,,,
1276,6,1,11,0,0,13,,,,,,
1277,10,3,11,2,2,18,,,,,,
1278,10,2,17,3,1,25,,,,,,
1279,13,4,15,3,2,30,,,,,,
1280,13,3,17,1,1,34,,,,,,
1281,15,0,19,4,0,40,,,,,,
1282,16,0,9,4,0,34,,,,,,
1283,10,5,22,3,1,40,,,,,,
1284,15,6,26,2,0,56,14,-14,-45,-75,36,9:00 AM
1285,22,2,19,10,0,61,14,-14,-45,-75,37,9:15 AM
1286,12,11,7,5,1,46,,,,,,
1287,13,10,14,5,2,48,14,-14,-45,-75,39,9:45 AM
1288,15,12,10,4,0,45,,,,,,
1289,14,8,5,4,3,35,,,,,,
1290,15,11,8,4,2,28,,,,,,
1291,9,14,9,3,2,22,,,,,,
1292,12,11,14,0,1,27,,,,,,
1293,14,10,8,3,2,23,,,,,,
1294,13,9,8,2,3,17,,,,,,
1295,9,8,15,1,1,19,,,,,,
1296,15,7,18,5,3,28,,,,,,
1297,12,9,9,3,6,22,,,,,,
1298,12,10,9,3,4,19,,,,,,
1299,9,10,8,1,4,15,,,,,,
1300,8,12,11,0,4,18,,,,,,
1301,10,11,12,4,2,22,,,,,,
1302,12,12,10,4,5,21,,,,,,
1303,12,10,15,5,1,24,,,,,,
1304,10,9,12,6,2,25,,,,,,
1305,11,11,12,4,4,26,,,,,,
1306,7,10,7,0,4,22,,,,,,
1307,11,11,12,4,3,27,,,,,,
1308,13,11,9,5,3,26,,,,,,
1309,14,11,5,3,1,18,,,,,,
1310,5,13,8,4,5,11,,,,,,
1311,10,12,14,3,4,21,,,,,,
1312,11,13,9,6,1,20,,,,,,
1313,6,12,12,2,6,20,,,,,,
1314,9,13,10,4,5,24,,,,,,
1315,13,11,13,0,3,29,,,,,,
1316,14,13,9,5,6,25,,,,,,
1317,9,11,10,2,1,20,,,,,,
1318,11,13,8,4,5,19,,,,,,
1319,13,9,9,3,2,17,,,,,,
1320,8,8,8,4,2,13,,,,,,
1321,5,11,9,0,2,15,,,,,,
1322,9,10,10,2,5,19,,,,,,
1323,9,10,8,3,2,17,,,,,,
1324,7,13,4,1,1,12,,,,,,
1325,10,14,11,2,2,16,,,,,,
1326,10,9,10,1,2,16,,,,,,
1327,11,7,8,2,0,14,,,,,,
1328,5,11,7,1,6,10,,,,,,
1329,6,13,12,2,3,17,,,,,,
1330,10,13,9,1,2,20,,,,,,
1331,14,8,11,1,1,22,,,,,,
