27,29,33,36,33,33,39,59,35,35,42,40,36,40,36,34,25,33,30,36,42,33,36,41,42,41,31,40,33,39,30,27,28,33,33,28,30,30,28,31,29,29,32,35,38,31,30,26,35,35,35,36,33,33,37,36,34,35,34,0,43,41,37,40,29,37,42,52,43,48,49,35,39,44,41,48,43,44,43,44,37,42,45,41,37,43,44,38,37,49,41,41,41,44,48,42,38,44,38,35,42,33,42,44,43,49,44,44,43,43,47,45,42,39,49,42,40,46,40,36
36,34,36,37,40,37,41,58,33,40,42,40,38,45,42,43,33,28,30,41,47,41,35,34,41,39,37,40,29,38,35,28,37,37,33,31,29,35,34,29,31,37,40,33,40,29,37,33,36,34,41,33,32,35,42,34,39,35,31,0,48,42,42,46,34,40,39,51,35,44,44,37,43,39,46,50,42,39,43,42,37,37,46,43,46,41,41,39,42,46,42,36,49,45,46,40,38,46,43,40,45,42,45,52,49,52,40,51,44,49,50,44,39,51,51,43,36,44,41,39
31,35,35,30,33,39,51,63,31,40,35,37,38,34,37,35,43,31,33,38,46,38,40,47,37,37,37,45,29,37,37,29,29,32,32,28,26,36,36,25,31,37,32,34,46,30,36,37,32,38,34,28,27,36,39,35,37,29,29,0,45,36,42,40,28,40,41,43,35,36,43,38,42,40,43,46,39,38,35,36,37,36,39,37,41,29,46,38,43,42,40,33,47,40,39,35,29,40,40,39,42,43,48,50,45,51,40,43,37,48,47,37,36,51,43,44,34,43,35,42
32,34,36,32,34,46,53,64,41,44,42,44,44,45,40,35,42,33,43,41,47,36,32,50,43,43,41,52,30,35,40,31,30,37,32,31,25,37,34,28,31,40,35,28,52,27,37,36,32,38,32,29,33,36,39,35,42,30,35,0,38,36,44,36,31,43,42,49,42,39,46,32,43,52,43,42,44,42,43,39,39,40,40,40,42,39,38,34,42,42,40,25,45,45,39,33,31,39,40,40,42,47,43,50,50,49,34,41,39,47,39,38,41,49,44,38,38,45,43,41
31,33,35,42,44,46,57,68,47,48,49,49,41,65,46,38,42,41,44,47,45,36,29,51,45,47,43,53,33,33,37,29,32,41,29,26,30,41,39,33,37,48,35,30,49,37,39,44,36,39,34,38,32,42,47,37,43,31,31,0,41,34,47,34,30,42,34,45,40,38,44,34,43,44,42,38,39,40,42,43,45,42,37,37,42,34,45,38,41,39,35,24,36,45,44,34,31,37,30,39,46,43,44,47,46,46,29,35,40,46,40,36,39,48,42,37,36,41,44,41
39,40,41,47,41,44,63,66,44,45,48,44,44,66,51,45,45,40,49,41,49,37,43,48,41,47,35,45,32,36,37,29,37,40,35,27,33,46,34,42,38,49,29,25,52,34,38,38,38,41,33,33,34,47,44,40,40,28,28,0,41,41,43,38,29,36,35,47,42,41,44,39,43,43,42,39,37,45,38,41,47,46,39,39,38,38,45,40,34,47,32,30,38,40,42,37,39,40,29,32,40,47,44,45,50,45,36,39,39,45,39,41,40,52,41,42,36,42,46,39
32,31,36,33,35,35,63,61,38,45,46,33,28,59,43,42,42,40,45,34,42,41,38,35,37,49,33,38,23,22,26,22,26,31,33,21,22,36,21,31,27,40,20,15,42,27,26,29,31,41,26,28,23,37,31,31,29,19,22,0,37,31,44,32,31,36,40,44,31,39,41,42,38,46,36,39,41,43,37,44,47,41,38,43,39,35,35,36,27,44,32,36,39,40,39,30,40,43,40,38,33,49,43,46,42,41,34,44,39,41,41,48,41,53,44,43,36,45,39,40
30,34,32,33,31,40,61,67,39,46,41,36,28,62,38,31,41,34,43,33,40,41,31,43,39,48,31,38,17,16,27,17,18,27,30,20,10,31,19,24,21,31,20,13,34,19,25,19,23,36,23,23,21,29,29,33,21,19,20,0,36,32,40,30,29,34,38,41,40,35,36,35,45,49,38,38,43,34,32,41,46,48,37,38,38,41,39,32,35,43,27,34,37,45,36,32,35,44,38,40,45,44,40,49,39,44,37,51,41,41,42,42,47,43,38,44,38,44,38,47
25,26,31,29,30,36,62,68,36,44,33,32,31,62,30,24,30,27,42,30,40,35,28,44,35,46,28,36,12,14,19,16,15,25,23,12,11,27,20,18,17,27,18,9,24,13,20,13,18,30,13,16,19,22,25,30,18,18,22,0,32,30,29,30,18,31,33,33,38,34,37,28,37,47,34,35,40,30,34,38,36,46,38,32,31,34,37,34,35,32,26,24,34,38,34,28,33,40,34,35,42,44,37,47,37,42,34,49,38,39,35,35,46,41,37,34,33,39,43,47
31,26,24,24,35,30,62,67,28,41,38,24,25,52,31,24,31,29,36,27,29,39,24,36,19,47,29,36,11,11,16,13,14,21,18,11,7,20,13,11,13,25,13,9,19,11,12,11,16,25,13,14,14,12,26,22,16,19,15,0,28,28,26,32,20,29,30,28,27,29,32,27,28,31,34,35,27,34,33,31,31,46,35,32,29,33,39,28,28,30,21,29,26,43,30,27,24,38,34,28,37,38,32,38,34,40,33,35,33,34,29,32,39,37,41,31,35,33,41,39
32,32,27,35,33,38,64,66,30,42,40,29,30,44,31,34,31,28,40,33,36,36,30,32,27,40,33,33,12,13,15,13,14,24,15,15,9,18,13,11,17,17,15,17,16,15,13,10,11,19,12,14,15,14,22,20,9,18,16,0,30,32,31,34,27,33,30,33,30,34,33,31,24,35,36,30,27,40,34,33,30,41,29,30,33,42,34,24,32,39,27,27,30,41,30,31,25,29,39,29,30,36,35,31,34,42,28,37,35,33,32,35,29,34,38,32,33,31,36,28
35,39,38,35,37,45,63,65,34,43,35,42,36,44,38,38,37,37,45,37,40,37,37,42,40,35,38,39,14,16,18,16,16,24,18,18,12,19,16,14,17,15,21,19,21,18,19,14,17,14,16,18,17,20,24,20,16,20,24,0,38,38,34,39,34,38,36,31,37,41,35,38,36,38,37,42,38,43,36,38,33,44,41,42,28,46,37,33,35,40,38,37,43,45,36,39,36,39,48,35,32,36,34,35,38,42,34,40,29,38,34,42,34,42,45,41,38,40,41,29
34,39,41,46,43,55,65,71,45,44,40,39,47,48,39,38,42,41,44,40,46,44,47,48,40,43,43,36,21,26,18,20,21,23,23,20,15,30,27,19,22,19,28,22,23,23,17,20,19,12,16,24,18,26,29,21,20,21,21,0,40,39,44,33,35,34,39,36,39,44,38,37,38,42,38,48,48,49,39,42,40,42,38,42,38,50,37,42,43,44,43,50,49,50,39,41,40,45,47,39,32,46,37,43,38,40,38,35,31,47,44,39,40,45,48,41,45,51,48,45
34,37,36,34,45,51,66,73,39,43,47,41,47,40,40,37,43,38,47,38,43,45,45,42,36,46,44,39,26,25,26,21,21,27,28,25,10,29,27,19,30,20,21,19,15,19,22,23,27,16,16,27,17,24,30,27,17,20,16,0,32,35,31,28,27,26,39,28,38,38,33,29,32,35,34,35,41,45,31,38,33,41,31,45,36,43,35,35,36,42,33,32,44,41,35,38,36,43,35,34,30,39,38,37,36,38,30,34,35,35,40,43,34,44,42,39,48,43,48,42
31,35,39,29,39,39,64,62,38,49,36,36,45,33,37,31,37,36,47,33,33,38,35,40,22,36,37,33,19,20,25,17,17,24,25,21,9,26,24,15,30,23,18,18,15,23,26,15,29,11,12,28,15,21,28,23,13,18,12,0,30,33,24,29,27,32,35,34,33,33,35,35,32,35,29,35,35,31,34,30,31,42,30,38,31,42,31,25,32,28,27,28,43,40,35,35,32,41,27,24,34,35,38,37,30,34,33,30,39,34,41,48,34,38,39,34,32,37,42,36
37,42,40,39,38,43,53,53,42,53,39,40,45,31,40,40,42,44,51,43,37,43,42,40,30,44,43,38,22,27,28,19,20,27,31,24,21,26,29,25,33,25,21,22,20,33,20,28,35,24,22,27,22,23,31,24,21,15,25,0,41,49,40,43,37,39,44,40,45,42,43,45,38,48,43,45,42,38,51,42,42,49,40,42,40,45,47,43,34,36,33,36,46,42,43,41,43,51,41,35,43,41,41,36,40,41,44,40,41,41,44,41,40,46,47,42,40,48,43,35
33,36,34,45,34,51,60,55,40,56,40,37,46,40,43,38,42,45,45,45,45,38,40,45,38,39,49,40,23,28,25,23,22,35,26,25,24,27,29,27,32,28,21,25,25,38,22,28,37,24,24,23,25,25,37,25,26,19,33,0,45,50,44,39,28,34,43,43,44,51,45,48,47,45,44,42,52,39,51,44,44,50,41,48,40,49,42,44,43,50,44,37,46,46,46,41,44,50,42,44,49,46,46,39,47,47,43,47,52,42,50,52,44,45,58,40,46,45,48,34
28,31,39,32,33,52,56,49,46,53,39,39,48,33,48,45,38,40,42,44,48,39,44,43,41,40,58,39,23,32,28,27,22,33,33,24,24,27,30,33,36,29,23,13,27,33,26,28,33,22,23,23,21,28,35,30,20,24,26,0,40,41,51,39,32,27,41,48,42,55,32,30,48,38,39,40,49,42,49,44,48,40,38,48,35,47,39,42,49,51,43,51,47,40,42,43,43,44,35,42,42,52,37,45,52,43,37,44,49,39,40,48,40,46,54,52,42,46,47,36
26,32,34,29,32,40,55,40,43,41,36,35,39,32,44,34,37,34,44,42,40,39,41,37,42,32,53,39,19,29,26,19,18,29,25,16,20,24,22,25,29,23,12,8,27,23,21,19,28,19,19,25,16,19,28,21,20,21,15,0,27,34,43,31,34,26,33,38,33,41,29,26,41,41,35,31,37,40,45,39,43,32,38,41,30,43,30,30,37,43,39,42,46,31,32,37,32,35,34,35,29,40,27,46,44,36,30,28,49,34,34,42,35,45,44,52,44,31,37,33
27,34,35,31,37,38,65,37,31,49,41,32,32,29,45,31,38,34,47,29,38,39,35,32,34,37,53,41,21,22,22,16,16,25,24,12,20,22,21,21,23,19,14,17,26,26,23,20,23,17,14,20,19,17,28,17,22,23,14,0,33,33,36,34,36,32,30,36,31,35,38,29,34,44,37,31,37,40,43,33,34,36,35,38,35,35,30,25,37,37,33,38,43,34,36,40,34,42,38,36,35,39,36,45,40,36,34,34,45,34,26,35,30,44,36,46,43,28,33,34
31,29,33,25,40,39,71,42,39,48,42,27,38,37,38,34,41,34,46,38,37,36,33,34,30,32,48,44,24,20,19,16,20,27,23,18,18,22,23,21,25,23,19,20,24,29,22,20,20,17,19,16,21,24,16,15,21,19,17,0,44,35,32,35,32,35,39,32,35,41,40,31,33,47,44,36,40,35,43,35,39,40,40,40,40,39,36,32,37,34,32,38,45,40,42,39,32,40,42,30,42,41,42,41,39,40,40,38,40,35,36,35,36,38,38,42,41,32,40,28
31,27,37,29,33,33,74,46,42,45,33,34,42,37,45,33,37,34,49,41,41,30,39,35,39,36,50,36,24,25,21,22,17,25,18,17,15,18,19,20,25,23,19,20,20,31,20,14,21,17,18,17,22,25,20,15,22,20,20,0,43,42,42,41,37,39,42,38,40,40,44,43,40,58,41,41,37,37,44,32,39,51,32,38,36,36,41,45,33,46,27,47,50,38,37,35,44,36,43,36,45,47,48,35,45,51,42,44,43,41,48,39,43,34,40,39,43,43,38,32
28,32,30,35,30,31,70,40,47,39,36,42,33,39,34,32,34,43,46,33,32,34,39,28,43,34,51,35,22,29,23,22,16,19,22,20,24,15,22,20,24,18,25,18,19,31,21,19,21,19,24,20,19,22,28,17,22,20,23,0,42,42,39,34,39,38,40,40,44,40,44,45,38,53,35,42,42,41,41,28,41,51,36,31,37,39,44,42,38,44,30,41,49,38,35,31,47,32,31,42,41,37,45,35,31,44,36,40,39,33,46,41,41,30,27,32,40,36,27,35
28,36,30,39,39,36,69,33,40,37,45,37,35,40,35,36,42,44,38,38,34,36,37,34,42,31,52,41,17,30,25,25,15,28,24,15,27,21,26,23,23,19,25,24,22,32,22,24,23,17,25,19,25,25,27,24,24,23,21,0,39,42,35,33,31,39,39,42,38,47,43,42,39,53,40,37,47,38,45,44,46,50,42,42,38,38,47,36,37,42,38,34,51,39,34,33,41,38,26,35,42,37,45,42,36,34,42,35,44,39,46,50,45,45,35,24,38,30,40,37
42,38,44,46,52,41,71,34,48,49,50,39,44,38,41,37,51,55,46,45,50,48,44,46,43,43,59,42,23,32,30,23,28,27,37,21,26,27,26,25,27,20,30,28,28,32,25,28,29,19,32,25,26,32,31,30,24,22,23,0,43,36,42,32,34,43,41,43,40,38,39,39,48,51,52,43,48,39,44,45,48,43,50,44,44,38,50,34,35,39,39,47,46,37,38,32,43,40,26,30,43,40,49,57,44,33,44,39,39,40,43,42,45,52,44,30,45,36,56,37
45,40,47,42,48,41,76,36,48,44,52,42,48,41,38,40,50,62,54,47,44,44,39,41,41,48,64,36,26,31,31,24,35,23,36,19,26,30,27,26,28,21,26,30,29,35,27,25,30,27,33,24,28,27,28,32,25,23,27,0,43,38,44,37,37,39,42,47,42,46,33,41,42,58,47,45,47,47,43,46,46,45,44,44,43,40,48,34,35,38,36,61,41,40,33,39,47,41,37,40,46,39,51,61,42,38,49,39,42,46,40,35,40,53,48,30,43,36,52,38
32,31,43,39,42,35,74,33,40,32,41,34,32,37,29,34,40,62,41,38,38,32,31,34,35,37,50,38,25,23,31,16,29,20,31,15,20,24,20,22,29,25,21,24,25,31,21,22,22,22,27,19,19,19,19,23,21,21,22,0,45,44,38,33,36,41,43,40,38,45,37,33,35,53,44,29,41,44,38,46,44,37,42,43,40,33,41,30,42,36,34,64,46,41,37,40,53,39,38,36,43,35,45,56,40,39,44,38,47,38,47,34,34,47,46,34,38,40,52,32
