"","x"
"80452",30
"80453",34
"80454",34
"80455",34
"80456",34
"80457",34
"80458",34
"80459",34
"80460",34
"80461",34
"80462",34
"80463",34
"80464",34
"80465",32
"80466",32
"80467",32
"80468",32
"80469",32
"80470",32
"80471",32
"80472",34
"80473",34
"80474",34
"80475",18
"80476",18
"80477",18
"80478",18
"80479",32
"80480",32
"80481",32
"80482",32
"80483",18
"80484",18
"80485",32
"80486",32
"80487",18
"80488",18
"80489",15
"80490",15
"80491",15
"80492",15
"80493",16
"80494",13
"80495",13
"80496",13
"80497",12
"80498",13
"80499",12
"80500",14
"80501",14
"80502",14
"80503",13
"80504",13
"80505",13
"80506",14
"80507",17
"80508",14
"80509",14
"80510",14
"80511",13
"80512",15
"80513",17
"80514",17
"80515",17
"80516",17
"80517",17
"80518",16
"80519",15
"80520",15
"80521",14
"80522",14
"80523",14
"80524",7
"80525",14
"80526",14
"80527",14
"80528",2
"80529",15
"80530",15
"80531",19
"80532",20
"80533",20
"80534",19
"80535",20
"80536",19
"80537",20
"80538",19
"80539",20
"80540",26
"80541",26
"80542",26
"80543",19
"80544",26
"80545",26
"80546",26
"80547",26
"80548",26
"80549",26
"80550",26
"80551",26
"80552",26
"80553",25
"80554",26
"80555",26
"80556",25
"80557",25
"80558",32
"80559",25
"80560",25
"80561",25
"80562",26
"80563",25
"80564",32
"80565",25
"80566",25
"80567",25
"80568",25
"80569",32
"80570",32
"80571",32
"80572",25
"80573",31
"80574",32
"80575",30
"80576",31
"80577",32
"80578",32
"80579",32
"80580",32
"80581",32
"80582",31
"80583",32
"80584",31
"80585",30
"80586",31
"80587",31
"80588",31
"80589",31
"80590",30
"80591",31
"80592",30
"80593",30
"80594",28
"80595",30
"80596",30
"80597",30
"80598",30
"80599",30
"80600",30
"80601",28
"80602",28
"80603",30
"80604",30
"80605",28
"80606",44
"80607",28
"80608",36
"80609",28
"80610",28
"80611",28
"80612",30
"80613",36
"80614",36
"80615",36
"80616",44
"80617",36
"80618",44
"80619",36
"80620",44
"80621",44
"80622",44
"80623",44
"80624",40
"80625",44
"80626",36
"80627",40
"80628",44
"80629",44
"80630",44
"80631",40
"80632",40
"80633",44
"80634",40
"80635",40
"80636",40
"80637",40
"80638",44
"80639",44
"80640",44
"80641",36
"80642",40
"80643",36
"80644",40
"80645",40
"80646",36
"80647",40
"80648",40
"80649",40
"80650",36
"80651",36
"80652",36
"80653",36
"80654",39
"80655",36
"80656",36
"80657",40
"80658",40
"80659",36
"80660",44
"80661",40
"80662",39
"80663",39
"80664",42
"80665",42
"80666",39
"80667",40
"80668",42
"80669",42
"80670",39
"80671",39
"80672",42
"80673",42
"80674",44
"80675",42
"80676",40
"80677",40
"80678",40
"80679",42
"80680",40
"80681",42
"80682",42
"80683",40
"80684",40
"80685",45
"80686",44
"80687",44
"80688",44
"80689",44
"80690",44
"80691",45
"80692",42
"80693",45
"80694",44
"80695",45
"80696",42
"80697",44
"80698",45
"80699",44
"80700",44
"80701",44
"80702",44
"80703",44
"80704",45
"80705",45
"80706",45
"80707",45
"80708",44
"80709",45
"80710",45
"80711",44
"80712",45
"80713",41
"80714",43
"80715",45
"80716",43
"80717",43
"80718",43
"80719",43
"80720",47
"80721",43
"80722",43
"80723",43
"80724",41
"80725",43
"80726",45
"80727",43
"80728",43
"80729",41
"80730",43
"80731",47
"80732",41
"80733",43
"80734",43
"80735",43
"80736",43
"80737",41
"80738",41
"80739",47
"80740",46
"80741",43
"80742",47
"80743",47
"80744",47
"80745",41
"80746",47
"80747",47
"80748",46
"80749",46
"80750",46
"80751",41
"80752",47
"80753",46
"80754",47
"80755",42
"80756",46
"80757",46
"80758",42
"80759",46
"80760",46
"80761",46
"80762",41
"80763",42
"80764",42
"80765",47
"80766",41
"80767",39
"80768",46
"80769",42
"80770",47
"80771",39
"80772",46
"80773",41
"80774",41
"80775",46
"80776",34
"80777",41
"80778",39
"80779",34
"80780",39
"80781",39
"80782",41
"80783",42
"80784",41
"80785",41
"80786",39
"80787",34
"80788",32
"80789",41
"80790",41
"80791",42
"80792",41
"80793",34
"80794",39
"80795",39
"80796",39
"80797",28
"80798",39
"80799",32
"80800",41
"80801",39
"80802",34
"80803",32
"80804",34
"80805",34
"80806",34
"80807",39
"80808",28
"80809",32
"80810",34
"80811",28
"80812",34
"80813",32
"80814",34
"80815",32
"80816",34
"80817",34
"80818",34
"80819",28
"80820",34
"80821",28
"80822",32
"80823",34
"80824",28
"80825",34
"80826",34
"80827",34
"80828",28
"80829",28
"80830",28
"80831",28
"80832",28
"80833",28
"80834",28
"80835",28
"80836",28
"80837",28
"80838",28
"80839",28
"80840",47
"80841",47
"80842",35
"80843",35
"80844",35
"80845",28
"80846",35
"80847",42
"80848",47
"80849",47
"80850",47
"80851",47
"80852",42
"80853",47
"80854",47
"80855",47
"80856",47
"80857",42
"80858",47
"80859",47
"80860",47
"80861",47
"80862",47
"80863",42
"80864",42
"80865",47
"80866",42
"80867",47
"80868",42
"80869",47
"80870",47
"80871",47
"80872",47
"80873",47
"80874",42
"80875",42
"80876",47
"80877",42
"80878",42
"80879",42
"80880",42
"80881",47
"80882",42
"80883",42
"80884",42
"80885",42
"80886",47
"80887",42
"80888",42
"80889",27
"80890",25
"80891",25
"80892",42
"80893",42
"80894",27
"80895",27
"80896",25
"80897",27
"80898",27
"80899",25
"80900",27
"80901",27
"80902",27
"80903",27
"80904",27
"80905",27
"80906",27
"80907",26
"80908",27
"80909",26
"80910",26
"80911",26
"80912",27
"80913",26
"80914",29
"80915",29
"80916",26
"80917",29
"80918",26
"80919",26
"80920",26
"80921",26
"80922",29
"80923",29
"80924",29
"80925",29
"80926",32
"80927",32
"80928",29
"80929",29
"80930",29
"80931",33
"80932",33
"80933",32
"80934",32
"80935",32
"80936",32
"80937",32
"80938",32
"80939",32
"80940",33
"80941",33
"80942",35
"80943",40
"80944",33
"80945",33
"80946",33
"80947",33
"80948",33
"80949",35
"80950",35
"80951",40
"80952",33
"80953",35
"80954",33
"80955",33
"80956",35
"80957",40
"80958",40
"80959",40
"80960",40
"80961",40
"80962",35
"80963",33
"80964",43
"80965",40
"80966",40
"80967",43
"80968",43
"80969",40
"80970",40
"80971",40
"80972",43
"80973",43
"80974",43
"80975",43
"80976",43
"80977",43
"80978",43
"80979",43
"80980",35
"80981",35
"80982",36
"80983",36
"80984",43
"80985",43
"80986",35
"80987",36
"80988",36
"80989",36
"80990",36
"80991",43
"80992",35
"80993",43
"80994",36
"80995",35
"80996",35
"80997",35
"80998",35
"80999",35
"81000",36
"81001",35
"81002",36
"81003",36
"81004",31
"81005",35
"81006",35
"81007",28
"81008",35
"81009",28
"81010",35
"81011",28
"81012",28
"81013",28
"81014",28
"81015",31
"81016",28
"81017",28
"81018",35
"81019",31
"81020",31
"81021",31
"81022",31
"81023",32
"81024",32
"81025",29
"81026",32
"81027",32
"81028",31
"81029",32
"81030",31
"81031",31
"81032",32
"81033",32
"81034",29
"81035",29
"81036",29
"81037",32
"81038",32
"81039",32
"81040",29
"81041",26
"81042",29
"81043",29
"81044",29
"81045",29
"81046",29
"81047",31
"81048",26
"81049",29
"81050",26
"81051",29
"81052",27
"81053",27
"81054",31
"81055",31
"81056",27
"81057",26
"81058",26
"81059",27
"81060",27
"81061",27
"81062",39
"81063",27
"81064",27
"81065",39
"81066",39
"81067",39
"81068",39
"81069",31
"81070",31
"81071",39
"81072",39
"81073",39
"81074",44
"81075",44
"81076",39
"81077",39
"81078",39
"81079",39
"81080",39
"81081",39
"81082",39
"81083",39
"81084",44
"81085",44
"81086",44
"81087",44
"81088",44
"81089",44
"81090",44
"81091",44
"81092",44
"81093",44
"81094",44
"81095",44
"81096",44
"81097",44
"81098",44
"81099",44
"81100",43
"81101",44
"81102",44
"81103",44
"81104",44
"81105",44
"81106",44
"81107",44
"81108",44
"81109",44
"81110",44
"81111",44
"81112",44
"81113",44
"81114",43
"81115",44
"81116",43
"81117",43
"81118",43
"81119",50
"81120",50
"81121",50
"81122",43
"81123",43
"81124",43
"81125",43
"81126",43
"81127",43
"81128",43
"81129",43
"81130",43
"81131",50
"81132",43
"81133",50
"81134",50
"81135",50
"81136",50
"81137",50
"81138",50
"81139",50
"81140",50
"81141",51
"81142",50
"81143",50
"81144",51
"81145",50
"81146",50
"81147",50
"81148",50
"81149",51
"81150",51
"81151",50
"81152",51
"81153",51
"81154",51
"81155",51
"81156",51
"81157",50
"81158",50
"81159",51
"81160",51
"81161",51
"81162",50
"81163",50
"81164",50
"81165",50
"81166",50
"81167",51
"81168",51
"81169",50
"81170",51
"81171",50
"81172",51
"81173",50
"81174",43
"81175",50
"81176",50
"81177",50
"81178",50
"81179",50
"81180",43
"81181",50
"81182",50
"81183",43
"81184",50
"81185",50
"81186",43
"81187",50
"81188",43
"81189",50
"81190",43
"81191",43
"81192",43
"81193",50
"81194",50
"81195",50
"81196",50
"81197",43
"81198",41
"81199",43
"81200",41
"81201",43
"81202",41
"81203",43
"81204",43
"81205",41
"81206",41
"81207",43
"81208",43
"81209",43
"81210",43
"81211",33
"81212",41
"81213",41
"81214",41
"81215",41
"81216",41
"81217",41
"81218",41
"81219",41
"81220",43
"81221",41
"81222",41
"81223",41
"81224",33
"81225",33
"81226",33
"81227",33
"81228",41
"81229",37
"81230",41
"81231",41
"81232",41
"81233",41
"81234",41
"81235",37
"81236",37
"81237",37
"81238",33
"81239",37
"81240",33
"81241",33
"81242",33
"81243",33
"81244",37
"81245",33
"81246",33
"81247",37
"81248",37
"81249",37
"81250",37
"81251",37
"81252",37
"81253",37
"81254",37
"81255",37
"81256",37
"81257",37
"81258",37
"81259",37
"81260",28
"81261",28
"81262",28
"81263",28
"81264",28
"81265",28
"81266",28
"81267",18
"81268",28
"81269",28
"81270",28
"81271",28
"81272",15
"81273",15
"81274",15
"81275",18
"81276",18
"81277",18
"81278",28
"81279",28
"81280",13
"81281",13
"81282",13
"81283",13
"81284",13
"81285",12
"81286",13
"81287",14
"81288",16
"81289",12
"81290",14
"81291",14
"81292",14
"81293",14
"81294",14
"81295",16
"81296",14
"81297",14
"81298",14
"81299",14
"81300",16
"81301",17
"81302",16
"81303",14
"81304",16
"81305",10
"81306",12
"81307",16
"81308",8
"81309",10
"81310",5
"81311",10
"81312",15
"81313",15
"81314",17
"81315",7
"81316",10
"81317",17
"81318",13
"81319",12
"81320",12
"81321",16
"81322",16
"81323",16
"81324",16
"81325",26
"81326",26
"81327",16
"81328",26
"81329",24
"81330",26
"81331",21
"81332",21
"81333",26
"81334",24
"81335",28
"81336",26
"81337",26
"81338",26
"81339",21
"81340",26
"81341",26
"81342",24
"81343",28
"81344",24
"81345",24
"81346",28
"81347",28
"81348",28
"81349",35
"81350",28
"81351",28
"81352",35
"81353",24
"81354",24
"81355",35
"81356",38
"81357",38
"81358",35
"81359",38
"81360",35
"81361",38
"81362",35
"81363",33
"81364",35
"81365",33
"81366",33
"81367",33
"81368",33
"81369",30
"81370",33
"81371",38
"81372",30
"81373",38
"81374",38
"81375",35
"81376",30
"81377",33
"81378",38
"81379",33
"81380",30
"81381",33
"81382",38
"81383",30
"81384",30
"81385",33
"81386",36
"81387",31
"81388",30
"81389",33
"81390",30
"81391",31
"81392",30
"81393",30
"81394",31
"81395",31
"81396",30
"81397",31
"81398",31
"81399",36
"81400",24
"81401",30
"81402",36
"81403",31
"81404",36
"81405",36
"81406",36
"81407",31
"81408",31
"81409",36
"81410",36
"81411",36
"81412",36
"81413",36
"81414",36
"81415",36
"81416",36
"81417",24
"81418",24
"81419",36
"81420",24
"81421",24
"81422",24
"81423",36
"81424",24
"81425",36
"81426",24
"81427",25
"81428",25
"81429",24
"81430",24
"81431",24
"81432",24
"81433",24
"81434",24
"81435",25
"81436",37
"81437",34
"81438",25
"81439",34
"81440",34
"81441",25
"81442",34
"81443",37
"81444",37
"81445",37
"81446",34
"81447",37
"81448",34
"81449",34
"81450",37
"81451",37
"81452",37
"81453",37
"81454",37
"81455",37
"81456",37
"81457",34
"81458",34
"81459",37
"81460",37
"81461",26
"81462",33
"81463",33
"81464",33
"81465",33
"81466",33
"81467",33
"81468",33
"81469",33
"81470",26
"81471",33
"81472",26
"81473",33
"81474",33
"81475",33
"81476",33
"81477",26
"81478",26
"81479",26
"81480",26
"81481",26
"81482",33
"81483",28
"81484",28
"81485",31
"81486",28
"81487",28
"81488",28
"81489",31
"81490",31
"81491",38
"81492",38
"81493",31
"81494",38
"81495",31
"81496",31
"81497",28
"81498",38
"81499",38
"81500",31
"81501",38
"81502",38
"81503",38
"81504",41
"81505",38
"81506",38
"81507",38
"81508",38
"81509",38
"81510",42
"81511",38
"81512",42
"81513",42
"81514",41
"81515",38
"81516",42
"81517",41
"81518",38
"81519",38
"81520",38
"81521",42
"81522",42
"81523",38
"81524",41
"81525",41
"81526",41
"81527",38
"81528",42
"81529",38
"81530",42
"81531",41
"81532",42
"81533",42
"81534",41
"81535",41
"81536",42
"81537",41
"81538",42
"81539",41
"81540",42
"81541",42
"81542",42
"81543",41
"81544",42
"81545",41
"81546",41
"81547",42
"81548",42
"81549",42
"81550",42
"81551",42
"81552",42
"81553",42
"81554",42
"81555",42
"81556",42
"81557",41
"81558",41
"81559",42
"81560",42
"81561",41
"81562",42
"81563",41
"81564",42
"81565",41
"81566",41
"81567",41
"81568",33
"81569",33
"81570",41
"81571",42
"81572",41
"81573",41
"81574",34
"81575",34
"81576",33
"81577",41
"81578",33
"81579",41
"81580",41
"81581",33
"81582",35
"81583",33
"81584",35
"81585",33
"81586",33
"81587",35
"81588",34
"81589",35
"81590",41
"81591",34
"81592",33
"81593",33
"81594",35
"81595",35
"81596",34
"81597",34
"81598",34
"81599",35
"81600",33
"81601",34
"81602",35
"81603",35
"81604",35
"81605",35
"81606",35
"81607",34
"81608",35
"81609",35
"81610",34
"81611",34
"81612",34
"81613",35
"81614",34
"81615",39
"81616",34
"81617",39
"81618",39
"81619",39
"81620",34
"81621",39
"81622",39
"81623",39
"81624",39
"81625",34
"81626",39
"81627",34
"81628",34
"81629",35
"81630",39
"81631",34
"81632",39
"81633",39
"81634",35
"81635",39
"81636",39
"81637",39
"81638",34
"81639",39
"81640",39
"81641",34
"81642",36
"81643",34
"81644",39
"81645",39
"81646",34
"81647",34
"81648",35
"81649",36
"81650",34
"81651",34
"81652",36
"81653",35
"81654",34
"81655",34
"81656",36
"81657",36
"81658",36
"81659",35
"81660",35
"81661",35
"81662",36
"81663",36
"81664",36
"81665",35
"81666",36
"81667",35
"81668",35
"81669",36
"81670",35
"81671",35
"81672",36
"81673",35
"81674",35
"81675",35
"81676",35
"81677",35
"81678",35
"81679",35
"81680",35
"81681",26
"81682",35
"81683",35
"81684",26
"81685",35
"81686",26
"81687",35
"81688",35
"81689",26
"81690",29
"81691",26
"81692",32
"81693",26
"81694",32
"81695",26
"81696",32
"81697",26
"81698",32
"81699",32
"81700",32
"81701",29
"81702",32
"81703",32
"81704",32
"81705",32
"81706",29
"81707",32
"81708",29
"81709",32
"81710",29
"81711",29
"81712",32
"81713",29
"81714",29
"81715",32
"81716",32
"81717",32
"81718",32
"81719",32
"81720",32
"81721",29
"81722",29
"81723",32
"81724",38
"81725",37
"81726",32
"81727",37
"81728",32
"81729",32
"81730",37
"81731",37
"81732",38
"81733",38
"81734",37
"81735",37
"81736",38
"81737",38
"81738",38
"81739",38
"81740",38
"81741",37
"81742",38
"81743",37
"81744",38
"81745",38
"81746",38
"81747",33
"81748",33
"81749",33
"81750",38
"81751",38
"81752",38
"81753",38
"81754",38
"81755",38
"81756",38
"81757",30
"81758",33
"81759",38
"81760",33
"81761",33
"81762",38
"81763",30
"81764",30
"81765",30
"81766",33
"81767",33
"81768",38
"81769",33
"81770",30
"81771",30
"81772",30
"81773",30
"81774",35
"81775",32
"81776",32
"81777",32
"81778",33
"81779",30
"81780",30
"81781",30
"81782",32
"81783",32
"81784",35
"81785",30
"81786",30
"81787",35
"81788",32
"81789",35
"81790",32
"81791",35
"81792",35
"81793",35
"81794",35
"81795",32
"81796",35
"81797",35
"81798",30
"81799",30
"81800",35
"81801",35
"81802",30
"81803",35
"81804",30
"81805",30
"81806",28
"81807",28
"81808",30
"81809",30
"81810",28
"81811",28
"81812",28
"81813",30
"81814",29
"81815",29
"81816",28
"81817",28
"81818",30
"81819",29
"81820",28
"81821",29
"81822",29
"81823",29
"81824",29
"81825",28
"81826",29
"81827",29
"81828",29
"81829",29
"81830",29
"81831",29
"81832",29
"81833",29
"81834",36
"81835",29
"81836",36
"81837",31
"81838",31
"81839",31
"81840",29
"81841",31
"81842",36
"81843",31
"81844",40
"81845",36
"81846",40
"81847",36
"81848",40
"81849",36
"81850",31
"81851",36
"81852",40
"81853",40
"81854",36
"81855",36
"81856",36
"81857",36
"81858",36
"81859",40
"81860",40
"81861",40
"81862",44
"81863",36
"81864",40
"81865",44
"81866",44
"81867",44
"81868",44
"81869",44
"81870",40
"81871",40
"81872",44
"81873",44
"81874",44
"81875",44
"81876",40
"81877",40
"81878",44
"81879",45
"81880",44
"81881",45
"81882",45
"81883",40
"81884",44
"81885",44
"81886",44
"81887",45
"81888",44
"81889",45
"81890",46
"81891",45
"81892",45
"81893",45
"81894",45
"81895",44
"81896",45
"81897",45
"81898",44
"81899",44
"81900",45
"81901",45
"81902",46
"81903",45
"81904",45
"81905",45
"81906",46
"81907",46
"81908",45
"81909",45
"81910",46
"81911",54
"81912",54
"81913",54
"81914",54
"81915",54
"81916",46
"81917",46
"81918",45
"81919",46
"81920",54
"81921",46
"81922",54
"81923",54
"81924",54
"81925",54
"81926",46
"81927",54
"81928",54
"81929",54
"81930",46
"81931",54
"81932",54
"81933",46
"81934",54
"81935",42
"81936",54
"81937",54
"81938",54
"81939",54
"81940",54
"81941",46
"81942",54
"81943",54
"81944",54
"81945",54
"81946",42
"81947",42
"81948",54
"81949",54
"81950",54
"81951",42
"81952",54
"81953",54
"81954",42
"81955",54
"81956",54
"81957",42
"81958",54
"81959",42
"81960",34
"81961",42
"81962",54
"81963",54
"81964",54
"81965",54
"81966",54
"81967",42
"81968",42
"81969",42
"81970",42
"81971",42
"81972",42
"81973",54
"81974",54
"81975",42
"81976",54
"81977",42
"81978",34
"81979",34
"81980",34
"81981",42
"81982",34
"81983",34
"81984",42
"81985",34
"81986",42
"81987",42
"81988",42
"81989",54
"81990",34
"81991",34
"81992",34
"81993",34
"81994",34
"81995",34
"81996",34
"81997",34
"81998",34
"81999",34
"82000",34
"82001",34
"82002",30
"82003",30
"82004",30
"82005",30
"82006",30
"82007",34
"82008",30
"82009",30
"82010",34
"82011",30
"82012",34
"82013",30
"82014",32
"82015",32
"82016",32
"82017",32
"82018",32
"82019",32
"82020",30
"82021",32
"82022",32
"82023",30
"82024",30
"82025",32
"82026",23
"82027",23
"82028",32
"82029",32
"82030",32
"82031",32
"82032",32
"82033",32
"82034",23
"82035",32
"82036",23
"82037",23
"82038",10
"82039",23
"82040",23
"82041",23
"82042",23
"82043",23
"82044",23
"82045",23
"82046",23
"82047",23
"82048",23
"82049",10
"82050",10
"82051",10
"82052",10
"82053",10
"82054",9
"82055",9
"82056",10
"82057",11
"82058",12
"82059",12
"82060",12
"82061",12
"82062",12
"82063",12
"82064",10
"82065",11
"82066",10
"82067",10
"82068",12
"82069",12
"82070",11
"82071",11
"82072",11
"82073",11
"82074",10
"82075",9
"82076",12
"82077",12
"82078",12
"82079",7
"82080",6
"82081",6
"82082",6
"82083",6
"82084",15
"82085",11
"82086",4
"82087",17
"82088",23
"82089",23
"82090",24
"82091",23
"82092",28
"82093",28
"82094",28
"82095",23
"82096",24
"82097",28
"82098",28
"82099",28
"82100",28
"82101",28
"82102",28
"82103",28
"82104",28
"82105",28
"82106",28
"82107",28
"82108",28
"82109",26
"82110",26
"82111",28
"82112",28
"82113",28
"82114",28
"82115",26
"82116",26
"82117",28
"82118",26
"82119",26
"82120",28
"82121",28
"82122",28
"82123",28
"82124",26
"82125",28
"82126",28
"82127",28
"82128",26
"82129",26
"82130",28
"82131",26
"82132",28
"82133",26
"82134",28
"82135",26
"82136",26
"82137",26
"82138",26
"82139",26
"82140",26
"82141",34
"82142",26
"82143",26
"82144",29
"82145",26
"82146",26
"82147",40
"82148",29
"82149",29
"82150",29
"82151",29
"82152",26
"82153",29
"82154",34
"82155",34
"82156",41
"82157",29
"82158",34
"82159",29
"82160",29
"82161",29
"82162",40
"82163",41
"82164",40
"82165",41
"82166",41
"82167",41
"82168",40
"82169",28
"82170",40
"82171",40
"82172",28
"82173",41
"82174",41
"82175",28
"82176",41
"82177",41
"82178",30
"82179",40
"82180",40
"82181",28
"82182",40
"82183",40
"82184",41
"82185",40
"82186",41
"82187",40
"82188",40
"82189",30
"82190",40
"82191",30
"82192",28
"82193",28
"82194",40
"82195",28
"82196",30
"82197",30
"82198",28
"82199",40
"82200",28
"82201",39
"82202",30
"82203",30
"82204",28
"82205",30
"82206",30
"82207",40
"82208",39
"82209",39
"82210",39
"82211",39
"82212",39
"82213",39
"82214",39
"82215",39
"82216",39
"82217",40
"82218",40
"82219",40
"82220",39
"82221",40
"82222",40
"82223",39
"82224",40
"82225",40
"82226",37
"82227",40
"82228",37
"82229",40
"82230",37
"82231",37
"82232",37
"82233",40
"82234",37
"82235",37
"82236",37
"82237",39
"82238",40
"82239",39
"82240",37
"82241",40
"82242",45
"82243",39
"82244",37
"82245",39
"82246",39
"82247",45
"82248",39
"82249",39
"82250",45
"82251",39
"82252",45
"82253",45
"82254",45
"82255",45
"82256",45
"82257",45
"82258",45
"82259",45
"82260",45
"82261",39
"82262",45
"82263",45
"82264",47
"82265",46
"82266",47
"82267",46
"82268",47
"82269",45
"82270",47
"82271",47
"82272",47
"82273",47
"82274",47
"82275",47
"82276",46
"82277",46
"82278",46
"82279",46
"82280",47
"82281",47
"82282",47
"82283",46
"82284",44
"82285",46
"82286",44
"82287",44
"82288",44
"82289",46
"82290",46
"82291",46
"82292",44
"82293",44
"82294",44
"82295",44
"82296",44
"82297",44
"82298",44
"82299",44
"82300",46
"82301",44
"82302",44
"82303",44
"82304",44
"82305",44
"82306",44
"82307",44
"82308",44
"82309",44
"82310",44
"82311",44
"82312",44
"82313",44
"82314",44
"82315",44
"82316",44
"82317",44
"82318",40
"82319",44
"82320",44
"82321",40
"82322",44
"82323",44
"82324",44
"82325",41
"82326",44
"82327",40
"82328",41
"82329",44
"82330",44
"82331",41
"82332",40
"82333",40
"82334",41
"82335",41
"82336",41
"82337",44
"82338",44
"82339",40
"82340",40
"82341",41
"82342",31
"82343",41
"82344",31
"82345",40
"82346",40
"82347",41
"82348",31
"82349",41
"82350",41
"82351",31
"82352",41
"82353",31
"82354",35
"82355",31
"82356",31
"82357",31
"82358",39
"82359",31
"82360",41
"82361",31
"82362",39
"82363",35
"82364",31
"82365",31
"82366",35
"82367",31
"82368",39
"82369",35
"82370",35
"82371",35
"82372",39
"82373",35
"82374",35
"82375",39
"82376",39
"82377",39
"82378",39
"82379",39
"82380",39
"82381",39
"82382",39
"82383",39
"82384",39
"82385",39
"82386",39
"82387",39
"82388",39
"82389",39
"82390",39
"82391",39
"82392",35
"82393",35
"82394",39
"82395",39
"82396",39
"82397",39
"82398",39
"82399",39
"82400",35
"82401",35
"82402",35
"82403",35
"82404",35
"82405",35
"82406",35
"82407",39
"82408",36
"82409",35
"82410",36
"82411",35
"82412",35
"82413",36
"82414",35
"82415",36
"82416",36
"82417",36
"82418",35
"82419",35
"82420",35
"82421",35
"82422",35
"82423",35
"82424",36
"82425",38
"82426",43
"82427",35
"82428",36
"82429",36
"82430",35
"82431",43
"82432",38
"82433",35
"82434",38
"82435",38
"82436",35
"82437",35
"82438",35
"82439",36
"82440",43
"82441",43
"82442",43
"82443",43
"82444",43
"82445",38
"82446",43
"82447",43
"82448",38
"82449",43
"82450",38
"82451",43
"82452",43
"82453",43
"82454",42
"82455",42
"82456",42
"82457",42
"82458",43
"82459",43
"82460",43
"82461",43
"82462",43
"82463",42
"82464",32
"82465",43
"82466",43
"82467",42
"82468",42
"82469",43
"82470",42
"82471",42
"82472",42
"82473",42
"82474",43
"82475",42
"82476",42
"82477",42
"82478",32
"82479",42
"82480",32
"82481",42
"82482",42
"82483",32
"82484",42
"82485",32
"82486",32
"82487",32
"82488",32
"82489",32
"82490",32
"82491",32
"82492",42
"82493",42
"82494",42
"82495",32
"82496",33
"82497",33
"82498",33
"82499",33
"82500",33
"82501",33
"82502",33
"82503",33
"82504",32
"82505",32
"82506",33
"82507",33
"82508",33
"82509",33
"82510",32
"82511",37
"82512",37
"82513",32
"82514",37
"82515",32
"82516",37
"82517",32
"82518",32
"82519",37
"82520",39
"82521",37
"82522",37
"82523",37
"82524",39
"82525",37
"82526",35
"82527",37
"82528",39
"82529",39
"82530",38
"82531",39
"82532",35
"82533",35
"82534",37
"82535",35
"82536",38
"82537",38
"82538",39
"82539",38
"82540",38
"82541",38
"82542",38
"82543",40
"82544",40
"82545",40
"82546",40
"82547",39
"82548",40
"82549",38
"82550",39
"82551",40
"82552",40
"82553",40
"82554",33
"82555",38
"82556",38
"82557",38
"82558",40
"82559",39
"82560",40
"82561",33
"82562",40
"82563",33
"82564",38
"82565",40
"82566",36
"82567",33
"82568",33
"82569",33
"82570",33
"82571",40
"82572",36
"82573",40
"82574",33
"82575",38
"82576",38
"82577",33
"82578",36
"82579",33
"82580",36
"82581",38
"82582",31
"82583",38
"82584",36
"82585",38
"82586",38
"82587",38
"82588",36
"82589",28
"82590",36
"82591",36
"82592",31
"82593",31
"82594",31
"82595",36
"82596",36
"82597",31
"82598",36
"82599",28
"82600",28
"82601",31
"82602",28
"82603",36
"82604",28
"82605",31
"82606",31
"82607",28
"82608",31
"82609",31
"82610",31
"82611",31
"82612",31
"82613",31
"82614",37
"82615",37
"82616",41
"82617",37
"82618",37
"82619",37
"82620",37
"82621",28
"82622",49
"82623",41
"82624",41
"82625",49
"82626",41
"82627",37
"82628",37
"82629",49
"82630",54
"82631",41
"82632",41
"82633",49
"82634",41
"82635",37
"82636",49
"82637",56
"82638",49
"82639",49
"82640",56
"82641",49
"82642",41
"82643",49
"82644",49
"82645",41
"82646",56
"82647",54
"82648",54
"82649",56
"82650",54
"82651",54
"82652",56
"82653",49
"82654",54
"82655",56
"82656",49
"82657",56
"82658",54
"82659",56
"82660",56
"82661",56
"82662",54
"82663",57
"82664",57
"82665",56
"82666",57
"82667",58
"82668",56
"82669",57
"82670",56
"82671",56
"82672",56
"82673",56
"82674",57
"82675",57
"82676",58
"82677",56
"82678",57
"82679",58
"82680",57
"82681",56
"82682",56
"82683",58
"82684",57
"82685",57
"82686",57
"82687",57
"82688",57
"82689",58
"82690",57
"82691",50
"82692",57
"82693",57
"82694",57
"82695",60
"82696",60
"82697",57
"82698",58
"82699",60
"82700",60
"82701",57
"82702",58
"82703",57
"82704",58
"82705",58
"82706",58
"82707",58
"82708",60
"82709",60
"82710",60
"82711",60
"82712",50
"82713",60
"82714",60
"82715",60
"82716",50
"82717",50
"82718",58
"82719",60
"82720",60
"82721",60
"82722",50
"82723",50
"82724",50
"82725",50
"82726",50
"82727",60
"82728",58
"82729",58
"82730",60
"82731",50
"82732",50
"82733",50
"82734",50
"82735",50
"82736",50
"82737",50
"82738",60
"82739",60
"82740",60
"82741",60
"82742",50
"82743",50
"82744",43
"82745",50
"82746",50
"82747",50
"82748",50
"82749",50
"82750",50
"82751",50
"82752",60
"82753",43
"82754",43
"82755",50
"82756",50
"82757",43
"82758",50
"82759",50
"82760",50
"82761",50
"82762",50
"82763",50
"82764",43
"82765",50
"82766",43
"82767",43
"82768",50
"82769",43
"82770",43
"82771",43
"82772",43
"82773",50
"82774",50
"82775",50
"82776",50
"82777",43
"82778",31
"82779",43
"82780",31
"82781",31
"82782",43
"82783",43
