"","x"
"11349",36
"11350",36
"11351",36
"11352",34
"11353",36
"11354",36
"11355",36
"11356",38
"11357",36
"11358",36
"11359",36
"11360",36
"11361",38
"11362",38
"11363",36
"11364",38
"11365",36
"11366",36
"11367",38
"11368",38
"11369",38
"11370",38
"11371",36
"11372",38
"11373",38
"11374",38
"11375",38
"11376",38
"11377",38
"11378",38
"11379",38
"11380",38
"11381",38
"11382",38
"11383",39
"11384",38
"11385",39
"11386",39
"11387",38
"11388",38
"11389",39
"11390",40
"11391",39
"11392",39
"11393",39
"11394",39
"11395",38
"11396",38
"11397",39
"11398",42
"11399",40
"11400",39
"11401",39
"11402",42
"11403",42
"11404",42
"11405",39
"11406",42
"11407",42
"11408",40
"11409",42
"11410",40
"11411",40
"11412",40
"11413",42
"11414",40
"11415",40
"11416",40
"11417",35
"11418",42
"11419",35
"11420",42
"11421",42
"11422",42
"11423",42
"11424",35
"11425",37
"11426",35
"11427",35
"11428",42
"11429",42
"11430",35
"11431",35
"11432",35
"11433",35
"11434",35
"11435",37
"11436",35
"11437",37
"11438",40
"11439",40
"11440",37
"11441",40
"11442",37
"11443",40
"11444",37
"11445",40
"11446",40
"11447",40
"11448",40
"11449",40
"11450",40
"11451",37
"11452",37
"11453",40
"11454",38
"11455",40
"11456",38
"11457",38
"11458",40
"11459",40
"11460",38
"11461",38
"11462",40
"11463",40
"11464",32
"11465",38
"11466",38
"11467",38
"11468",40
"11469",40
"11470",40
"11471",40
"11472",40
"11473",40
"11474",32
"11475",32
"11476",40
"11477",40
"11478",40
"11479",32
"11480",32
"11481",32
"11482",32
"11483",32
"11484",32
"11485",32
"11486",40
"11487",32
"11488",32
"11489",28
"11490",28
"11491",28
"11492",28
"11493",28
"11494",32
"11495",28
"11496",28
"11497",28
"11498",28
"11499",30
"11500",30
"11501",28
"11502",34
"11503",34
"11504",30
"11505",30
"11506",34
"11507",30
"11508",34
"11509",30
"11510",34
"11511",34
"11512",34
"11513",34
"11514",34
"11515",34
"11516",34
"11517",34
"11518",36
"11519",36
"11520",36
"11521",36
"11522",34
"11523",36
"11524",36
"11525",36
"11526",36
"11527",36
"11528",36
"11529",34
"11530",34
"11531",34
"11532",34
"11533",34
"11534",34
"11535",36
"11536",36
"11537",34
"11538",36
"11539",34
"11540",35
"11541",35
"11542",34
"11543",35
"11544",38
"11545",34
"11546",34
"11547",35
"11548",38
"11549",38
"11550",35
"11551",35
"11552",35
"11553",35
"11554",35
"11555",36
"11556",38
"11557",38
"11558",35
"11559",38
"11560",38
"11561",38
"11562",38
"11563",35
"11564",36
"11565",36
"11566",36
"11567",36
"11568",38
"11569",36
"11570",36
"11571",38
"11572",36
"11573",38
"11574",36
"11575",36
"11576",36
"11577",36
"11578",36
"11579",36
"11580",36
"11581",31
"11582",31
"11583",36
"11584",31
"11585",31
"11586",36
"11587",35
"11588",35
"11589",35
"11590",35
"11591",31
"11592",31
"11593",31
"11594",31
"11595",31
"11596",35
"11597",37
"11598",35
"11599",35
"11600",35
"11601",35
"11602",35
"11603",35
"11604",37
"11605",39
"11606",37
"11607",39
"11608",35
"11609",37
"11610",39
"11611",37
"11612",37
"11613",39
"11614",37
"11615",39
"11616",39
"11617",40
"11618",36
"11619",39
"11620",36
"11621",36
"11622",39
"11623",39
"11624",39
"11625",36
"11626",36
"11627",39
"11628",40
"11629",40
"11630",36
"11631",40
"11632",40
"11633",40
"11634",36
"11635",36
"11636",36
"11637",36
"11638",40
"11639",40
"11640",40
"11641",40
"11642",40
"11643",36
"11644",40
"11645",40
"11646",36
"11647",36
"11648",37
"11649",36
"11650",36
"11651",36
"11652",40
"11653",37
"11654",40
"11655",37
"11656",36
"11657",37
"11658",36
"11659",36
"11660",37
"11661",36
"11662",36
"11663",37
"11664",37
"11665",37
"11666",37
"11667",37
"11668",37
"11669",37
"11670",37
"11671",37
"11672",32
"11673",32
"11674",32
"11675",32
"11676",32
"11677",32
"11678",37
"11679",37
"11680",33
"11681",28
"11682",32
"11683",32
"11684",32
"11685",32
"11686",33
"11687",32
"11688",32
"11689",28
"11690",33
"11691",28
"11692",33
"11693",33
"11694",33
"11695",33
"11696",28
"11697",28
"11698",28
"11699",33
"11700",28
"11701",33
"11702",27
"11703",27
"11704",27
"11705",27
"11706",28
"11707",28
"11708",28
"11709",27
"11710",27
"11711",27
"11712",27
"11713",27
"11714",27
"11715",31
"11716",27
"11717",27
"11718",27
"11719",27
"11720",40
"11721",33
"11722",33
"11723",40
"11724",53
"11725",53
"11726",40
"11727",53
"11728",33
"11729",40
"11730",33
"11731",53
"11732",53
"11733",53
"11734",53
"11735",53
"11736",53
"11737",53
"11738",40
"11739",40
"11740",40
"11741",53
"11742",59
"11743",59
"11744",53
"11745",53
"11746",59
"11747",59
"11748",59
"11749",53
"11750",53
"11751",53
"11752",53
"11753",59
"11754",59
"11755",59
"11756",59
"11757",59
"11758",59
"11759",59
"11760",59
"11761",59
"11762",59
"11763",59
"11764",57
"11765",57
"11766",57
"11767",59
"11768",59
"11769",57
"11770",57
"11771",57
"11772",59
"11773",59
"11774",59
"11775",59
"11776",52
"11777",52
"11778",52
"11779",57
"11780",57
"11781",57
"11782",57
"11783",52
"11784",57
"11785",49
"11786",57
"11787",57
"11788",57
"11789",49
"11790",57
"11791",57
"11792",57
"11793",49
"11794",52
"11795",57
"11796",57
"11797",57
"11798",57
"11799",57
"11800",52
"11801",52
"11802",49
"11803",49
"11804",49
"11805",52
"11806",57
"11807",52
"11808",52
"11809",52
"11810",49
"11811",49
"11812",52
"11813",49
"11814",52
"11815",52
"11816",52
"11817",52
"11818",52
"11819",49
"11820",52
"11821",49
"11822",49
"11823",52
"11824",52
"11825",52
"11826",52
"11827",49
"11828",49
"11829",52
"11830",52
"11831",52
"11832",49
"11833",52
"11834",49
"11835",52
"11836",52
"11837",52
"11838",52
"11839",45
"11840",52
"11841",52
"11842",52
"11843",52
"11844",52
"11845",52
"11846",52
"11847",52
"11848",45
"11849",45
"11850",52
"11851",39
"11852",39
"11853",52
"11854",45
"11855",45
"11856",45
"11857",52
"11858",45
"11859",45
"11860",39
"11861",45
"11862",45
"11863",45
"11864",39
"11865",39
"11866",45
"11867",45
"11868",39
"11869",39
"11870",45
"11871",45
"11872",39
"11873",39
"11874",39
"11875",39
"11876",34
"11877",39
"11878",45
"11879",39
"11880",39
"11881",45
"11882",39
"11883",45
"11884",34
"11885",34
"11886",34
"11887",34
"11888",34
"11889",34
"11890",34
"11891",39
"11892",39
"11893",39
"11894",34
"11895",31
"11896",31
"11897",31
"11898",34
"11899",31
"11900",31
"11901",31
"11902",34
"11903",31
"11904",34
"11905",34
"11906",31
"11907",21
"11908",21
"11909",31
"11910",31
"11911",21
"11912",21
"11913",31
"11914",21
"11915",31
"11916",31
"11917",21
"11918",14
"11919",14
"11920",21
"11921",21
"11922",21
"11923",15
"11924",15
"11925",15
"11926",14
"11927",15
"11928",15
"11929",15
"11930",16
"11931",15
"11932",15
"11933",16
"11934",15
"11935",17
"11936",17
"11937",17
"11938",17
"11939",18
"11940",18
"11941",18
"11942",20
"11943",20
"11944",20
"11945",18
"11946",18
"11947",18
"11948",18
"11949",18
"11950",20
"11951",17
"11952",14
"11953",15
"11954",16
"11955",16
"11956",8
"11957",18
"11958",8
"11959",14
"11960",14
"11961",3
"11962",3
"11963",3
"11964",17
"11965",16
"11966",18
"11967",17
"11968",18
"11969",17
"11970",18
"11971",18
"11972",18
"11973",26
"11974",30
"11975",30
"11976",27
"11977",26
"11978",26
"11979",26
"11980",27
"11981",30
"11982",30
"11983",30
"11984",27
"11985",30
"11986",30
"11987",30
"11988",27
"11989",31
"11990",30
"11991",31
"11992",39
"11993",31
"11994",39
"11995",30
"11996",39
"11997",30
"11998",39
"11999",39
"12000",39
"12001",41
"12002",31
"12003",41
"12004",31
"12005",41
"12006",41
"12007",39
"12008",41
"12009",39
"12010",41
"12011",31
"12012",41
"12013",41
"12014",41
"12015",38
"12016",38
"12017",41
"12018",38
"12019",41
"12020",41
"12021",38
"12022",41
"12023",38
"12024",38
"12025",38
"12026",38
"12027",38
"12028",41
"12029",38
"12030",37
"12031",42
"12032",42
"12033",37
"12034",37
"12035",42
"12036",37
"12037",38
"12038",37
"12039",37
"12040",42
"12041",37
"12042",42
"12043",37
"12044",42
"12045",42
"12046",42
"12047",37
"12048",42
"12049",37
"12050",42
"12051",42
"12052",33
"12053",42
"12054",33
"12055",42
"12056",42
"12057",42
"12058",42
"12059",33
"12060",33
"12061",36
"12062",33
"12063",33
"12064",42
"12065",42
"12066",33
"12067",42
"12068",33
"12069",35
"12070",35
"12071",35
"12072",35
"12073",33
"12074",33
"12075",33
"12076",33
"12077",33
"12078",35
"12079",36
"12080",35
"12081",36
"12082",35
"12083",35
"12084",35
"12085",35
"12086",35
"12087",36
"12088",37
"12089",35
"12090",35
"12091",36
"12092",36
"12093",36
"12094",35
"12095",36
"12096",37
"12097",36
"12098",35
"12099",37
"12100",36
"12101",37
"12102",36
"12103",37
"12104",37
"12105",36
"12106",36
"12107",36
"12108",37
"12109",37
"12110",37
"12111",36
"12112",37
"12113",36
"12114",36
"12115",36
"12116",36
"12117",36
"12118",36
"12119",36
"12120",36
"12121",34
"12122",36
"12123",36
"12124",34
"12125",36
"12126",36
"12127",36
"12128",34
"12129",36
"12130",34
"12131",37
"12132",34
"12133",34
"12134",34
"12135",34
"12136",37
"12137",34
"12138",36
"12139",41
"12140",37
"12141",37
"12142",41
"12143",37
"12144",40
"12145",41
"12146",41
"12147",41
"12148",45
"12149",40
"12150",41
"12151",41
"12152",41
"12153",41
"12154",40
"12155",40
"12156",41
"12157",41
"12158",40
"12159",41
"12160",41
"12161",40
"12162",41
"12163",41
"12164",45
"12165",40
"12166",41
"12167",41
"12168",41
"12169",41
"12170",41
"12171",40
"12172",45
"12173",44
"12174",45
"12175",45
"12176",41
"12177",45
"12178",41
"12179",45
"12180",44
"12181",44
"12182",45
"12183",45
"12184",41
"12185",44
"12186",45
"12187",44
"12188",44
"12189",44
"12190",44
"12191",45
"12192",41
"12193",44
"12194",41
"12195",41
"12196",41
"12197",41
"12198",44
"12199",44
"12200",44
"12201",44
"12202",41
"12203",39
"12204",39
"12205",41
"12206",44
"12207",44
"12208",39
"12209",39
"12210",39
"12211",41
"12212",41
"12213",41
"12214",39
"12215",39
"12216",39
"12217",41
"12218",38
"12219",42
"12220",39
"12221",42
"12222",39
"12223",42
"12224",42
"12225",39
"12226",39
"12227",38
"12228",39
"12229",41
"12230",41
"12231",42
"12232",39
"12233",42
"12234",41
"12235",42
"12236",38
"12237",37
"12238",38
"12239",42
"12240",41
"12241",42
"12242",41
"12243",38
"12244",38
"12245",41
"12246",42
"12247",38
"12248",38
"12249",41
"12250",38
"12251",37
"12252",38
"12253",41
"12254",38
"12255",38
"12256",38
"12257",38
"12258",38
"12259",37
"12260",37
"12261",37
"12262",37
"12263",37
"12264",37
"12265",37
"12266",37
"12267",37
"12268",37
"12269",37
"12270",37
"12271",43
"12272",37
"12273",37
"12274",37
"12275",37
"12276",37
"12277",37
"12278",37
"12279",37
"12280",43
"12281",37
"12282",37
"12283",37
"12284",37
"12285",37
"12286",37
"12287",42
"12288",43
"12289",43
"12290",43
"12291",37
"12292",43
"12293",43
"12294",37
"12295",42
"12296",42
"12297",43
"12298",43
"12299",43
"12300",43
"12301",43
"12302",46
"12303",46
"12304",46
"12305",42
"12306",43
"12307",42
"12308",42
"12309",42
"12310",56
"12311",56
"12312",56
"12313",49
"12314",56
"12315",56
"12316",46
"12317",42
"12318",56
"12319",56
"12320",56
"12321",49
"12322",56
"12323",56
"12324",49
"12325",56
"12326",49
"12327",56
"12328",56
"12329",56
"12330",49
"12331",56
"12332",46
"12333",56
"12334",56
"12335",56
"12336",49
"12337",46
"12338",49
"12339",46
"12340",46
"12341",49
"12342",49
"12343",46
"12344",49
"12345",46
"12346",49
"12347",46
"12348",56
"12349",49
"12350",49
"12351",46
"12352",49
"12353",48
"12354",48
"12355",48
"12356",48
"12357",49
"12358",46
"12359",48
"12360",48
"12361",46
"12362",48
"12363",48
"12364",46
"12365",48
"12366",46
"12367",49
"12368",49
"12369",49
"12370",48
"12371",49
"12372",49
"12373",48
"12374",48
"12375",49
"12376",49
"12377",49
"12378",49
"12379",48
"12380",49
"12381",49
"12382",49
"12383",49
"12384",45
"12385",45
"12386",45
"12387",49
"12388",45
"12389",49
"12390",45
"12391",49
"12392",49
"12393",49
"12394",45
"12395",43
"12396",46
"12397",46
"12398",46
"12399",45
"12400",46
"12401",45
"12402",45
"12403",43
"12404",46
"12405",43
"12406",43
"12407",43
"12408",45
"12409",46
"12410",43
"12411",46
"12412",46
"12413",46
"12414",46
"12415",43
"12416",43
"12417",46
"12418",46
"12419",46
"12420",46
"12421",37
"12422",46
"12423",37
"12424",46
"12425",46
"12426",46
"12427",46
"12428",46
"12429",38
"12430",46
"12431",46
"12432",38
"12433",38
"12434",43
"12435",37
"12436",46
"12437",46
"12438",38
"12439",46
"12440",38
"12441",38
"12442",38
"12443",38
"12444",38
"12445",46
"12446",37
"12447",38
"12448",37
"12449",38
"12450",38
"12451",38
"12452",37
"12453",38
"12454",37
"12455",37
"12456",38
"12457",38
"12458",31
"12459",31
"12460",31
"12461",31
"12462",38
"12463",36
"12464",31
"12465",36
"12466",31
"12467",36
"12468",31
"12469",36
"12470",34
"12471",36
"12472",36
"12473",31
"12474",36
"12475",36
"12476",29
"12477",36
"12478",34
"12479",34
"12480",34
"12481",34
"12482",34
"12483",29
"12484",29
"12485",34
"12486",29
"12487",34
"12488",34
"12489",36
"12490",29
"12491",25
"12492",34
"12493",34
"12494",34
"12495",29
"12496",29
"12497",25
"12498",25
"12499",25
"12500",29
"12501",29
"12502",25
"12503",25
"12504",25
"12505",25
"12506",25
"12507",25
"12508",25
"12509",25
"12510",25
"12511",25
"12512",30
"12513",30
"12514",25
"12515",25
"12516",25
"12517",25
"12518",36
"12519",30
"12520",30
"12521",30
"12522",30
"12523",25
"12524",36
"12525",36
"12526",36
"12527",30
"12528",30
"12529",36
"12530",30
"12531",36
"12532",49
"12533",49
"12534",36
"12535",43
"12536",43
"12537",43
"12538",43
"12539",36
"12540",36
"12541",36
"12542",49
"12543",49
"12544",43
"12545",43
"12546",43
"12547",49
"12548",43
"12549",49
"12550",43
"12551",43
"12552",43
"12553",49
"12554",49
"12555",49
"12556",49
"12557",49
"12558",49
"12559",49
"12560",49
"12561",49
"12562",43
"12563",49
"12564",47
"12565",47
"12566",47
"12567",47
"12568",47
"12569",49
"12570",49
"12571",47
"12572",47
"12573",49
"12574",49
"12575",49
"12576",46
"12577",46
"12578",47
"12579",47
"12580",46
"12581",47
"12582",47
"12583",46
"12584",47
"12585",47
"12586",47
"12587",46
"12588",47
"12589",46
"12590",46
"12591",47
"12592",47
"12593",47
"12594",47
"12595",46
"12596",46
"12597",47
"12598",47
"12599",47
"12600",47
"12601",47
"12602",46
"12603",46
"12604",46
"12605",46
"12606",46
"12607",47
"12608",46
"12609",47
"12610",41
"12611",41
"12612",47
"12613",47
"12614",47
"12615",47
"12616",47
"12617",47
"12618",47
"12619",46
"12620",47
"12621",47
"12622",41
"12623",41
"12624",41
"12625",41
"12626",41
"12627",41
"12628",41
"12629",47
"12630",47
"12631",47
"12632",47
"12633",41
"12634",41
"12635",41
"12636",45
"12637",45
"12638",45
"12639",41
"12640",41
"12641",41
"12642",41
"12643",41
"12644",41
"12645",45
"12646",45
"12647",45
"12648",45
"12649",45
"12650",45
"12651",45
"12652",45
"12653",45
"12654",45
"12655",38
"12656",45
"12657",38
"12658",38
"12659",45
"12660",45
"12661",45
"12662",45
"12663",45
"12664",45
"12665",45
"12666",38
"12667",37
"12668",38
"12669",38
"12670",38
"12671",38
"12672",45
"12673",38
"12674",38
"12675",38
"12676",38
"12677",37
"12678",37
"12679",37
"12680",37
"12681",38
"12682",37
"12683",37
"12684",37
"12685",37
"12686",37
"12687",37
"12688",37
"12689",32
"12690",32
"12691",32
"12692",37
"12693",37
"12694",37
"12695",37
"12696",37
"12697",32
"12698",32
"12699",20
"12700",20
"12701",20
"12702",32
"12703",32
"12704",32
"12705",32
"12706",32
"12707",32
"12708",32
"12709",32
"12710",20
"12711",16
"12712",16
"12713",20
"12714",16
"12715",20
"12716",20
"12717",32
"12718",16
"12719",15
"12720",15
"12721",15
"12722",15
"12723",16
"12724",15
"12725",13
"12726",14
"12727",13
"12728",15
"12729",15
"12730",17
"12731",17
"12732",16
"12733",14
"12734",14
"12735",14
"12736",15
"12737",15
"12738",15
"12739",15
"12740",15
"12741",16
"12742",14
"12743",15
"12744",14
"12745",15
"12746",14
"12747",13
"12748",18
"12749",17
"12750",18
"12751",18
"12752",18
"12753",18
"12754",14
"12755",4
"12756",12
"12757",13
"12758",13
"12759",13
"12760",13
"12761",15
"12762",15
"12763",24
"12764",20
"12765",24
"12766",24
"12767",24
"12768",20
"12769",20
"12770",20
"12771",24
"12772",20
"12773",20
"12774",24
"12775",21
"12776",21
"12777",21
"12778",21
"12779",20
"12780",21
"12781",25
"12782",25
"12783",27
"12784",25
"12785",21
"12786",25
"12787",21
"12788",27
"12789",27
"12790",27
"12791",27
"12792",27
"12793",25
"12794",27
"12795",24
"12796",27
"12797",24
"12798",27
"12799",24
"12800",27
"12801",24
"12802",27
"12803",27
"12804",33
"12805",31
"12806",24
"12807",24
"12808",24
"12809",31
"12810",31
"12811",33
"12812",33
"12813",31
"12814",31
"12815",31
"12816",31
"12817",31
"12818",33
"12819",33
"12820",33
"12821",33
"12822",33
"12823",33
"12824",33
"12825",33
"12826",33
"12827",33
"12828",33
"12829",33
"12830",33
"12831",32
"12832",33
"12833",33
"12834",32
"12835",32
"12836",32
"12837",32
"12838",32
"12839",32
"12840",32
"12841",32
"12842",32
"12843",32
"12844",32
"12845",32
"12846",32
"12847",32
"12848",32
"12849",32
"12850",32
"12851",32
"12852",32
"12853",32
"12854",32
"12855",32
"12856",32
"12857",32
"12858",32
"12859",23
"12860",23
"12861",23
"12862",26
"12863",26
"12864",23
"12865",32
"12866",23
"12867",23
"12868",26
"12869",26
"12870",26
"12871",26
"12872",26
"12873",26
"12874",23
"12875",26
"12876",24
"12877",24
"12878",24
"12879",26
"12880",26
"12881",26
"12882",26
"12883",24
"12884",24
"12885",24
"12886",24
"12887",24
"12888",24
"12889",24
"12890",24
"12891",24
"12892",24
"12893",24
"12894",24
"12895",24
"12896",24
"12897",37
"12898",28
"12899",28
"12900",24
"12901",28
"12902",28
"12903",24
"12904",28
"12905",37
"12906",37
"12907",37
"12908",37
"12909",37
"12910",28
"12911",28
"12912",37
"12913",37
"12914",37
"12915",34
"12916",37
"12917",37
"12918",37
"12919",34
"12920",34
"12921",40
"12922",40
"12923",34
"12924",37
"12925",34
"12926",34
"12927",34
"12928",37
"12929",37
"12930",34
"12931",40
"12932",48
"12933",48
"12934",40
"12935",48
"12936",40
"12937",48
"12938",34
"12939",48
"12940",40
"12941",48
"12942",44
"12943",44
"12944",44
"12945",44
"12946",44
"12947",48
"12948",39
"12949",44
"12950",48
"12951",48
"12952",39
"12953",40
"12954",44
"12955",44
"12956",39
"12957",48
"12958",44
"12959",39
"12960",48
"12961",42
"12962",42
"12963",44
"12964",44
"12965",48
"12966",42
"12967",44
"12968",37
"12969",42
"12970",42
"12971",37
"12972",42
"12973",42
"12974",42
"12975",44
"12976",37
"12977",39
"12978",39
"12979",37
"12980",37
"12981",42
"12982",42
"12983",34
"12984",42
"12985",42
"12986",37
"12987",37
"12988",37
"12989",34
"12990",34
"12991",34
"12992",42
"12993",34
"12994",34
"12995",33
"12996",33
"12997",33
"12998",37
"12999",34
"13000",34
"13001",34
"13002",34
"13003",34
"13004",33
"13005",33
"13006",34
"13007",33
"13008",34
"13009",34
"13010",33
"13011",33
"13012",34
"13013",34
"13014",37
"13015",34
"13016",37
"13017",39
"13018",34
"13019",37
"13020",39
"13021",37
"13022",34
"13023",37
"13024",34
"13025",39
"13026",33
"13027",37
"13028",39
"13029",39
"13030",33
"13031",37
"13032",37
"13033",37
"13034",39
"13035",39
"13036",39
"13037",39
"13038",37
"13039",39
"13040",39
"13041",39
"13042",37
"13043",33
"13044",39
"13045",33
"13046",39
"13047",39
"13048",33
"13049",39
"13050",39
"13051",33
"13052",37
"13053",37
"13054",36
"13055",36
"13056",33
"13057",37
"13058",36
"13059",37
"13060",37
"13061",37
"13062",36
"13063",36
"13064",33
"13065",36
"13066",36
"13067",36
"13068",36
"13069",36
"13070",36
"13071",37
"13072",36
"13073",31
"13074",31
"13075",36
"13076",31
"13077",36
"13078",31
"13079",31
"13080",39
"13081",39
"13082",39
"13083",31
"13084",36
"13085",31
"13086",39
"13087",36
"13088",39
"13089",39
"13090",31
"13091",39
"13092",36
"13093",33
"13094",31
"13095",30
"13096",39
"13097",33
"13098",36
"13099",33
"13100",39
"13101",33
"13102",30
"13103",36
"13104",39
"13105",36
"13106",36
"13107",36
"13108",39
"13109",39
"13110",36
"13111",36
"13112",36
"13113",30
"13114",30
"13115",36
"13116",30
"13117",36
"13118",30
"13119",30
"13120",36
"13121",30
"13122",30
"13123",30
"13124",30
"13125",30
"13126",30
"13127",30
"13128",30
"13129",30
"13130",30
"13131",29
"13132",29
"13133",29
"13134",29
"13135",29
"13136",29
"13137",29
"13138",29
"13139",30
"13140",30
"13141",29
"13142",29
"13143",29
"13144",29
"13145",29
"13146",29
"13147",29
"13148",29
"13149",29
"13150",26
"13151",29
"13152",26
"13153",29
"13154",26
"13155",26
"13156",29
"13157",31
"13158",26
"13159",26
"13160",26
"13161",26
"13162",29
"13163",26
"13164",26
"13165",31
"13166",31
"13167",31
"13168",31
"13169",31
"13170",31
"13171",31
"13172",31
"13173",31
"13174",31
"13175",31
"13176",31
"13177",31
"13178",31
"13179",31
"13180",34
"13181",31
"13182",31
"13183",34
"13184",31
"13185",34
"13186",34
"13187",31
"13188",34
"13189",34
"13190",34
"13191",34
"13192",34
"13193",34
"13194",34
"13195",34
"13196",34
"13197",34
"13198",34
"13199",34
"13200",34
"13201",34
"13202",34
"13203",34
"13204",34
"13205",34
"13206",31
"13207",31
"13208",34
"13209",31
"13210",34
"13211",34
"13212",34
"13213",31
"13214",31
"13215",31
"13216",31
"13217",31
"13218",31
"13219",31
"13220",31
"13221",31
"13222",31
"13223",26
"13224",26
"13225",26
"13226",31
"13227",31
"13228",26
"13229",26
"13230",26
"13231",30
"13232",26
"13233",26
"13234",30
"13235",30
"13236",27
"13237",30
"13238",30
"13239",30
"13240",30
"13241",30
"13242",30
"13243",27
"13244",27
"13245",27
"13246",27
"13247",24
"13248",27
"13249",24
"13250",27
"13251",27
"13252",27
"13253",27
"13254",27
"13255",30
"13256",24
"13257",24
"13258",24
"13259",27
"13260",27
"13261",30
"13262",24
"13263",30
"13264",30
"13265",24
"13266",24
"13267",43
"13268",50
"13269",50
"13270",49
"13271",50
"13272",43
"13273",50
"13274",50
"13275",49
"13276",50
"13277",50
"13278",49
"13279",49
"13280",43
"13281",43
"13282",43
"13283",43
"13284",50
"13285",50
"13286",43
"13287",42
"13288",50
"13289",50
"13290",43
"13291",43
"13292",42
"13293",43
"13294",42
"13295",42
"13296",43
"13297",43
"13298",43
"13299",42
"13300",43
"13301",43
"13302",43
"13303",50
"13304",42
"13305",42
"13306",42
"13307",42
"13308",42
"13309",43
"13310",43
"13311",43
"13312",42
"13313",42
"13314",42
"13315",30
"13316",30
"13317",30
"13318",42
"13319",42
"13320",30
"13321",42
"13322",42
"13323",42
"13324",30
"13325",42
"13326",26
"13327",26
"13328",30
"13329",30
"13330",30
"13331",30
"13332",30
"13333",30
"13334",26
"13335",30
"13336",42
"13337",30
"13338",26
"13339",26
"13340",26
"13341",26
"13342",26
"13343",26
"13344",30
"13345",26
"13346",26
"13347",26
"13348",16
"13349",13
"13350",12
"13351",16
"13352",16
"13353",12
"13354",26
"13355",16
"13356",16
"13357",13
"13358",13
"13359",13
"13360",11
"13361",13
"13362",12
"13363",12
"13364",11
"13365",13
"13366",13
"13367",14
"13368",13
"13369",13
"13370",13
"13371",13
"13372",14
"13373",11
"13374",13
"13375",11
"13376",14
"13377",14
"13378",14
"13379",11
"13380",13
"13381",15
"13382",15
"13383",11
"13384",11
"13385",10
"13386",8
"13387",9
"13388",10
"13389",8
"13390",5
"13391",5
"13392",5
"13393",9
"13394",11
"13395",12
"13396",11
"13397",13
"13398",13
"13399",13
"13400",12
"13401",10
"13402",13
"13403",13
"13404",10
"13405",16
"13406",16
"13407",16
"13408",20
"13409",16
"13410",20
"13411",20
"13412",20
"13413",20
"13414",20
"13415",20
"13416",15
"13417",15
"13418",15
"13419",15
"13420",20
"13421",20
"13422",23
"13423",23
"13424",23
"13425",23
"13426",15
"13427",23
"13428",23
"13429",24
"13430",24
"13431",24
"13432",24
"13433",24
"13434",24
"13435",23
"13436",24
"13437",23
"13438",24
"13439",23
"13440",25
"13441",25
"13442",25
"13443",25
"13444",24
"13445",25
"13446",25
"13447",25
"13448",25
"13449",22
"13450",25
"13451",22
"13452",22
"13453",22
"13454",22
"13455",22
"13456",28
"13457",22
"13458",22
"13459",28
"13460",28
"13461",28
"13462",28
"13463",28
"13464",28
"13465",28
"13466",28
"13467",28
"13468",28
"13469",28
"13470",28
"13471",28
"13472",28
"13473",28
"13474",28
"13475",28
"13476",28
"13477",28
"13478",28
"13479",28
"13480",28
"13481",28
"13482",28
"13483",28
"13484",28
"13485",28
"13486",28
"13487",28
"13488",28
"13489",28
"13490",28
"13491",28
"13492",28
"13493",28
"13494",25
"13495",25
"13496",28
"13497",27
"13498",28
"13499",25
"13500",28
"13501",25
"13502",25
"13503",27
"13504",27
"13505",25
"13506",25
"13507",27
"13508",25
"13509",27
"13510",27
"13511",27
"13512",22
"13513",27
"13514",27
"13515",27
"13516",27
"13517",22
"13518",22
"13519",22
"13520",22
"13521",22
"13522",27
"13523",27
"13524",22
"13525",19
"13526",22
"13527",19
"13528",19
"13529",22
"13530",22
"13531",22
"13532",19
"13533",19
"13534",19
"13535",19
"13536",19
"13537",19
"13538",19
"13539",19
"13540",19
"13541",19
"13542",19
"13543",24
"13544",24
"13545",24
"13546",24
"13547",19
"13548",19
"13549",24
"13550",26
"13551",26
"13552",26
"13553",24
"13554",24
"13555",24
"13556",24
"13557",26
"13558",26
"13559",26
"13560",26
"13561",26
"13562",26
"13563",26
"13564",24
"13565",30
"13566",30
"13567",30
"13568",30
"13569",30
"13570",30
"13571",26
"13572",30
"13573",29
"13574",30
"13575",29
"13576",30
"13577",29
"13578",29
"13579",29
"13580",30
"13581",29
"13582",29
"13583",29
"13584",29
"13585",28
"13586",29
"13587",29
"13588",28
"13589",28
"13590",28
"13591",28
"13592",28
"13593",28
"13594",28
"13595",28
"13596",29
"13597",26
"13598",26
"13599",26
"13600",26
"13601",26
"13602",28
"13603",28
"13604",28
"13605",28
"13606",26
"13607",27
"13608",26
"13609",27
"13610",26
"13611",27
"13612",26
"13613",26
"13614",27
"13615",27
"13616",27
"13617",27
"13618",27
"13619",27
"13620",26
"13621",26
"13622",26
"13623",31
"13624",26
"13625",27
"13626",27
"13627",26
"13628",26
"13629",31
"13630",31
"13631",31
"13632",29
"13633",31
"13634",31
"13635",26
"13636",31
"13637",31
"13638",29
"13639",29
"13640",29
"13641",29
"13642",31
"13643",29
"13644",29
"13645",29
"13646",29
"13647",29
"13648",29
"13649",29
"13650",31
"13651",27
"13652",27
"13653",29
"13654",29
"13655",29
"13656",30
"13657",30
"13658",30
"13659",27
"13660",27
"13661",27
"13662",27
"13663",31
"13664",31
"13665",31
"13666",31
"13667",31
"13668",30
"13669",31
"13670",25
"13671",31
"13672",25
"13673",25
"13674",31
"13675",31
"13676",31
"13677",31
"13678",30
"13679",31
"13680",30
