"dep_count_per15","arr_count_per15","pb_count_per15","heavy_dep_per15","heavy_arr_per15","dep_demand_per15","dep_taxi_per_window"
12,6,6,0,0,17,14
6,10,10,0,0,15,10.1818181818182
10,11,8,0,0,17,13.2222222222222
9,12,10,0,0,17,12.2222222222222
10,12,9,0,0,17,13.875
8,12,9,0,0,16,11.3
13,10,11,0,0,19,9.6
14,10,14,0,0,20,8
8,10,7,0,0,13,10
9,13,14,0,0,19,11.6428571428571
12,12,10,0,0,20,15
9,9,10,0,0,18,21.7
11,10,8,0,0,17,9.57142857142857
3,13,6,0,0,12,25.8333333333333
7,14,4,0,0,13,40.75
0,6,4,0,0,10,27.4
2,14,6,0,0,16,34
8,13,3,0,0,17,32.6666666666667
4,12,1,0,0,10,19
6,13,0,0,0,6,0
1,11,3,1,0,3,8
4,10,3,0,0,5,7.66666666666667
2,13,4,0,0,6,12
4,10,0,0,0,4,0
1,12,1,0,0,1,7
1,10,1,0,1,1,10
1,6,2,0,1,2,9
2,7,2,2,1,4,9.66666666666667
3,1,4,3,0,6,13
1,3,1,0,0,3,15
2,1,1,2,1,3,8
2,2,1,1,0,2,8
1,1,2,0,1,2,9
2,0,1,2,0,2,10
0,1,1,0,1,1,14
1,1,2,1,0,3,10.5
2,2,0,0,1,2,0
0,2,0,0,0,0,0
1,2,1,0,0,1,10
0,0,2,0,0,2,12
2,3,0,1,1,2,0
0,3,1,0,2,1,9
1,3,0,1,2,1,0
1,3,2,1,2,2,3.5
1,3,0,1,1,1,0
0,4,0,0,2,0,18
1,3,5,0,3,5,9
8,1,14,0,0,18,7.73333333333333
18,2,19,1,1,29,8.78947368421053
16,3,15,2,3,26,8.92857142857143
15,2,15,1,1,25,9.66666666666667
15,2,19,3,0,29,11.85
18,0,23,2,0,37,12.5
20,2,21,5,1,40,17.1739130434783
19,3,19,4,0,39,15.0526315789474
17,5,19,4,1,39,17.9
20,4,18,10,1,40,17
16,5,16,8,2,36,20.8
15,11,9,4,0,29,19.6666666666667
16,9,11,3,3,25,10.8
9,9,7,3,3,16,11.6
7,11,5,5,1,13,17
5,12,6,2,2,12,15.6
6,14,7,0,1,13,10.2
11,12,14,3,3,21,9.72727272727273
11,9,6,3,0,16,11.5
6,11,6,4,3,11,8.625
9,14,15,2,3,20,14.3846153846154
10,13,13,3,6,24,22.5384615384615
7,15,11,0,3,25,17.9090909090909
16,10,7,7,4,25,11.75
13,11,9,2,2,19,14.375
6,12,9,1,4,15,9.09090909090909
15,11,17,3,5,25,11.0625
15,12,12,3,5,22,10.3333333333333
8,10,13,1,1,20,12
14,9,16,9,4,28,19.9375
10,12,14,5,7,28,25.3076923076923
10,12,4,3,3,22,15.5
14,12,9,4,4,21,13.1111111111111
10,12,11,4,5,19,10
12,10,9,6,0,19,9.66666666666667
8,12,11,0,0,17,13.3
11,14,12,0,0,20,13
11,11,15,0,0,24,16.6666666666667
12,11,10,0,0,23,15.6363636363636
10,12,12,0,0,23,23.6363636363636
10,12,13,0,0,26,23.4166666666667
9,11,8,0,0,24,30.625
11,10,13,0,0,29,15.0714285714286
14,11,9,0,0,28,15.75
10,8,11,0,0,24,21.9166666666667
10,10,7,0,0,20,19.4285714285714
9,11,14,0,0,24,18.375
10,12,12,0,0,27,26.1
14,11,17,0,0,34,24.8823529411765
10,12,8,0,0,28,19.7142857142857
12,11,9,0,0,27,19.1818181818182
14,12,13,0,0,28,17.7272727272727
14,10,9,0,0,23,14.4444444444444
8,14,10,0,0,19,18.2
10,9,10,0,0,21,11.3846153846154
13,10,15,0,0,26,21.5
10,13,12,0,0,25,20.0769230769231
10,10,11,0,0,26,22
12,11,13,0,0,29,20.9285714285714
11,14,11,0,0,28,23.8
11,10,7,0,0,24,26.8571428571429
8,11,6,0,0,19,18
8,12,8,0,0,19,18.5
9,12,9,0,0,20,26.625
7,17,5,0,0,16,19
5,17,3,0,0,12,23.3333333333333
7,14,5,0,0,12,9.8
5,14,2,0,0,7,18.3333333333333
3,13,5,0,0,7,9
4,12,3,0,1,7,10.3333333333333
2,15,4,0,0,8,9.5
3,13,3,0,0,6,12.5
3,12,2,0,0,4,9
2,13,3,0,0,4,11.3333333333333
2,6,2,0,0,4,7.66666666666667
3,6,3,0,0,5,11.5
1,3,2,0,0,4,9.5
3,0,2,0,0,5,11.5
3,4,2,0,0,4,9.5
3,0,2,0,0,3,6.5
0,0,2,0,0,2,13
2,2,0,0,0,2,0
0,0,2,0,0,2,9.5
2,1,2,0,0,4,9
2,0,0,0,0,2,0
0,2,1,0,0,1,3
1,0,0,0,0,1,0
0,4,0,0,0,0,0
0,0,1,0,0,1,12
2,3,1,0,0,2,10
1,4,1,0,0,1,9
0,5,1,0,0,1,9
3,2,2,0,0,3,7
1,3,2,0,0,2,29
0,3,1,0,0,2,8
5,4,10,0,0,12,8.66666666666667
8,1,11,0,0,18,9.27272727272727
16,3,16,0,0,26,9.35294117647059
17,1,14,1,0,24,7.92307692307692
12,0,12,0,0,19,10.875
14,1,21,2,1,28,11.0952380952381
18,2,24,2,0,38,12.55
22,2,23,6,0,43,14.875
22,3,15,6,1,36,11.6428571428571
19,2,18,6,0,32,9.5
18,6,13,5,3,26,9.69230769230769
14,8,19,5,1,27,10.2941176470588
14,8,7,6,0,20,10
9,9,11,2,1,17,9.90909090909091
9,12,5,4,3,13,8
5,14,9,1,3,13,12.6666666666667
8,13,5,5,2,13,19.4
5,16,10,0,2,15,11.7
11,7,8,1,1,18,10.8
11,10,10,2,5,17,11.25
6,11,8,2,1,14,13.4444444444444
12,11,19,3,3,27,13.2777777777778
13,12,7,2,3,22,18.1428571428571
13,12,13,1,4,22,10.3076923076923
12,10,7,7,1,16,8.14285714285714
7,13,11,1,3,15,14
8,12,11,2,6,19,13.3636363636364
14,11,13,2,4,24,11.3333333333333
13,10,11,2,5,21,10.6363636363636
13,9,11,1,4,19,10.5454545454545
8,11,10,3,3,16,12.0909090909091
10,12,13,7,5,21,13.6923076923077
11,10,4,5,2,15,14.6666666666667
10,11,13,0,0,17,8.6875
12,9,12,0,0,19,13.7272727272727
6,12,7,0,0,16,18.8
7,13,10,0,0,19,19.7
9,10,9,0,0,20,17.3636363636364
11,10,15,0,0,26,21.2857142857143
10,13,11,0,0,26,17.7
10,9,9,0,0,25,18.2727272727273
12,11,9,0,0,24,21.625
8,12,8,0,0,20,15.2857142857143
11,13,4,0,0,17,9.75
11,9,14,0,0,19,8.35714285714286
11,4,5,0,0,13,8.8
5,13,8,0,0,11,8.875
9,8,9,0,0,15,10.6666666666667
7,12,8,0,0,13,9.875
12,9,8,0,0,14,6
4,11,5,0,0,7,7.66666666666667
8,10,11,0,0,14,7.9
11,7,8,0,0,14,6.55555555555556
8,8,6,0,0,9,6
4,6,7,0,0,8,10.1666666666667
8,12,13,0,0,17,9.5
14,7,9,0,0,18,8.1
13,4,13,0,0,17,7.27272727272727
4,8,5,0,0,9,11
8,13,8,0,0,13,9.125
9,9,6,0,0,11,6.66666666666667
4,8,6,0,0,8,11.3333333333333
5,11,3,0,0,7,10.6666666666667
4,10,11,0,0,13,12
8,10,1,0,0,10,14
3,9,2,0,0,4,8
2,13,2,0,0,3,8
1,13,0,0,0,1,0
0,9,0,0,0,0,0
0,11,2,0,0,2,9.75
4,15,2,0,0,4,0
2,10,3,0,0,3,7.5
2,4,2,0,0,4,21
1,10,1,0,0,3,12
3,5,2,0,0,4,7
3,2,3,0,0,4,7
1,3,2,0,0,3,10
4,0,5,0,0,7,8
4,2,2,0,0,5,7.5
1,0,1,0,0,2,7
2,0,1,0,0,2,0
3,0,4,0,0,4,8
2,0,1,0,0,2,4
0,0,2,0,0,2,9.5
2,0,1,0,0,3,14
1,1,0,0,0,1,0
0,0,0,0,0,0,0
0,3,1,0,0,1,12
1,1,0,0,0,1,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,3,1,0,0,1,20
1,4,2,0,0,3,10.5
2,2,1,0,0,3,8
2,4,1,0,0,2,4
0,2,0,0,0,0,0
1,1,4,0,0,4,9.75
6,2,8,0,0,11,7
8,3,10,0,0,15,6.33333333333333
9,0,8,0,0,15,8
12,0,15,0,0,21,7.2
14,1,19,0,0,28,12.4210526315789
15,0,14,0,0,28,10.6
19,1,20,0,0,33,12.2
16,1,12,0,0,26,9.25
18,6,15,0,0,25,9.4
15,4,17,0,0,24,9.82352941176471
11,7,11,0,0,20,12.4545454545455
12,9,11,0,0,20,8.9
11,8,8,0,0,16,8.375
7,5,5,0,0,10,8.4
4,10,6,0,0,9,12.6666666666667
6,13,4,0,0,9,11
5,14,11,0,0,14,10.8181818181818
11,10,6,0,0,15,11.1666666666667
6,12,7,0,0,11,13.7142857142857
5,13,5,0,0,10,9.33333333333333
12,10,16,0,0,21,12.3333333333333
9,7,8,0,0,17,15.125
7,10,10,0,0,18,12.8181818181818
12,6,10,0,0,21,14.8
10,11,9,0,0,18,13.1111111111111
9,10,9,0,0,17,11.875
13,10,13,0,0,21,10.8
12,10,14,0,0,22,10.8333333333333
12,5,11,2,1,21,11.1818181818182
12,11,12,4,5,21,14.3846153846154
10,10,14,4,6,23,19.6153846153846
9,11,6,5,6,19,15.5
8,10,5,4,3,16,13.8
9,11,11,1,4,20,13.5454545454545
9,8,11,4,2,21,13
14,9,11,4,4,22,10.6363636363636
10,8,10,4,2,18,15.0833333333333
7,11,7,5,3,15,12.2
10,10,12,3,4,20,11.7692307692308
12,8,9,5,3,19,11.125
9,12,7,1,1,14,13.5714285714286
6,12,6,6,2,11,12.1666666666667
9,12,10,2,3,16,11.4545454545455
7,11,12,3,2,20,18.8181818181818
10,8,9,2,1,21,18
8,7,5,3,3,15,8.83333333333333
13,10,11,2,3,18,8.4
6,13,4,2,1,9,14.5
4,12,9,0,0,12,12.4444444444444
10,11,4,0,0,12,7.5
6,12,10,0,0,12,9.66666666666667
10,10,16,0,0,22,13.0666666666667
11,8,6,0,0,18,16.2
10,7,7,0,0,14,8.77777777777778
7,12,16,0,0,20,14.4666666666667
13,12,11,0,0,24,11.5454545454545
15,8,9,0,0,20,10.125
7,11,8,0,0,13,10.25
9,7,12,0,0,18,13.875
11,8,8,0,0,18,10.5555555555556
8,10,8,0,0,14,13.5714285714286
6,7,3,0,0,9,6.75
9,10,14,0,0,17,9.61538461538461
8,8,1,0,0,9,9
2,12,1,0,0,2,3
0,10,2,0,0,2,12.5
2,12,0,0,0,2,0
0,16,1,0,0,1,11
3,10,2,0,0,3,8
0,11,1,0,0,1,8
3,11,2,0,0,3,10
0,10,0,0,0,0,0
0,8,1,0,0,1,16
1,6,1,0,0,2,12
3,6,3,0,0,4,6
1,1,2,0,0,3,11
3,2,2,0,0,4,17
1,1,2,0,0,3,11.5
2,1,0,0,0,2,0
0,0,3,0,0,3,13.3333333333333
2,0,0,0,0,3,0
2,0,3,0,0,4,14.3333333333333
2,0,0,0,0,2,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,2,1,0,0,1,11
2,1,1,0,0,2,0
1,0,2,0,0,2,8
1,0,0,0,0,1,0
1,1,1,0,0,1,9
0,7,0,0,0,0,0
0,2,0,0,0,0,0
1,4,2,0,0,2,6
1,4,3,0,0,4,12.6666666666667
3,3,0,0,0,3,0
2,3,5,0,0,5,6.66666666666667
9,2,13,0,0,16,7
13,1,14,0,0,21,8.8
13,3,14,0,0,22,8.46153846153846
14,1,22,0,0,31,10.5454545454545
18,3,14,0,0,31,10.6428571428571
17,1,21,0,0,34,11.4090909090909
20,1,22,0,0,39,14.9090909090909
20,2,18,0,0,37,12.4444444444444
18,5,19,0,0,36,11.1111111111111
20,4,14,0,0,33,13.6
14,8,13,0,0,26,12.6153846153846
13,9,12,0,0,23,11
10,11,8,0,0,18,14.5555555555556
8,10,6,0,0,15,10.8
6,13,7,0,0,14,13.5714285714286
7,15,4,0,0,11,14.75
7,12,13,0,0,17,10.6923076923077
11,10,8,0,0,18,15.875
9,8,5,0,0,12,6.2
7,12,13,0,0,16,11.3846153846154
13,12,12,0,0,21,9.53333333333333
14,8,13,0,0,21,9.9
11,10,7,0,0,14,7.125
8,10,10,0,0,13,9.36363636363636
5,12,10,0,0,15,14.75
9,12,8,0,0,18,11.5555555555556
13,11,13,0,0,22,9.71428571428571
15,9,14,0,0,23,11.3333333333333
8,14,13,0,0,21,13.2307692307692
16,9,13,0,0,26,16.3846153846154
8,13,13,0,0,23,23.1538461538462
7,15,7,0,0,22,14.7142857142857
17,7,8,0,0,23,10
12,12,12,0,0,18,8.90909090909091
8,14,11,0,0,17,12.8181818181818
9,9,8,0,0,18,12.7777777777778
8,13,10,0,0,19,16.5
10,12,10,0,2,20,18.1
9,12,14,3,4,24,19.8461538461538
11,9,14,7,4,29,22.2142857142857
11,13,8,2,3,26,26.625
7,13,9,4,3,24,20.3333333333333
13,11,10,4,6,29,18.7
14,9,13,6,0,28,12.7692307692308
13,11,6,2,2,19,20.7142857142857
4,13,6,2,4,12,12.8571428571429
11,12,16,2,2,24,16.2857142857143
14,12,12,1,6,25,21.75
5,12,14,3,3,25,24.2142857142857
13,11,9,4,1,29,20.8888888888889
10,15,12,1,0,28,17.25
17,10,11,0,0,29,13.4615384615385
14,10,11,0,0,23,12.3333333333333
12,8,8,0,0,17,11.4444444444444
9,8,16,0,0,21,16.25
11,12,12,0,0,24,14.0909090909091
13,12,13,0,0,26,15.3076923076923
11,12,7,0,0,20,13.7142857142857
7,12,8,0,0,17,16.7777777777778
12,12,9,0,0,20,10.2222222222222
9,9,11,0,0,18,15.4545454545455
11,12,7,0,0,16,11.8333333333333
6,15,9,0,0,14,19.1111111111111
6,13,7,0,0,15,14.4285714285714
7,14,3,0,0,12,19
5,14,4,0,0,9,19.6
2,15,1,0,0,5,0
4,13,1,0,0,4,8
1,13,1,0,0,1,7
1,12,2,0,0,2,9.5
3,16,2,0,0,3,7
2,14,3,0,0,4,10
2,12,1,0,0,3,8
1,10,3,0,0,4,13
5,6,3,0,0,6,9.66666666666667
2,1,2,0,0,3,9.33333333333333
3,1,2,0,0,4,8
0,2,1,0,0,2,7
3,0,2,0,0,3,8.5
0,1,2,0,0,2,9
3,0,1,0,0,3,8
1,0,3,0,0,3,9.5
2,0,0,0,0,2,0
0,0,1,0,0,1,12
1,1,0,0,0,1,19
0,1,1,0,0,1,0
1,1,0,0,0,1,0
0,4,1,0,0,1,8
1,2,0,0,0,1,0
0,1,0,0,0,0,0
0,2,1,0,0,1,12
1,4,0,0,0,1,0
0,3,0,0,0,0,0
1,1,1,0,0,1,9
0,1,2,0,0,2,17
1,5,6,0,0,8,12.5
12,1,12,0,0,19,9.07692307692308
16,3,19,0,0,26,9.05882352941176
15,2,13,0,0,23,11.3076923076923
14,1,21,0,0,29,10.8181818181818
17,1,22,0,0,37,15.0454545454545
23,0,22,0,0,42,11.8571428571429
17,2,18,0,0,37,15.5294117647059
20,3,17,0,0,37,13.2631578947368
21,4,19,0,0,36,12.2105263157895
20,5,11,0,0,26,10.4
12,9,20,0,0,26,14.8421052631579
11,11,9,0,0,24,14.8181818181818
12,8,9,0,0,22,18.4285714285714
8,12,9,0,0,18,19.1111111111111
7,11,3,0,0,13,13
6,12,6,0,0,12,18.8
8,15,10,0,0,16,13.9
7,12,12,0,0,20,20.1666666666667
12,12,8,0,0,21,12.7
8,11,10,0,0,19,15.125
12,14,15,0,0,26,14.4375
13,12,10,0,0,24,18.7272727272727
14,10,14,0,0,25,11.8461538461538
12,11,7,0,0,18,9.33333333333333
8,11,8,0,0,14,12
7,13,13,0,0,19,13.8333333333333
13,9,14,0,0,26,13.8666666666667
15,10,12,0,0,25,21.3636363636364
7,9,13,0,0,23,19.6153846153846
12,13,8,0,0,24,21.125
3,15,8,0,0,20,20.625
14,6,9,0,0,26,15.7
10,12,12,0,0,24,16.0833333333333
12,10,10,0,0,25,13
13,11,14,1,2,26,16.9230769230769
11,12,9,6,3,22,18.2222222222222
10,12,12,3,3,23,15.4166666666667
10,11,12,3,5,25,19.2307692307692
12,10,13,5,4,29,21.5384615384615
9,12,14,4,2,31,24.9230769230769
13,11,12,4,4,34,21.8461538461538
14,8,8,4,3,28,16.7142857142857
14,10,8,5,2,23,13.5
11,9,15,2,1,24,12.6875
12,11,10,4,3,22,18.2222222222222
8,12,11,3,3,22,23.5
7,13,13,3,2,27,28.4615384615385
11,11,10,2,4,29,22.3636363636364
11,10,15,2,4,33,21.4615384615385
11,13,4,0,0,26,22.4
16,9,7,0,0,22,20.3333333333333
2,10,14,0,0,20,21.1875
11,8,16,0,0,34,24.9285714285714
13,14,6,0,0,29,20.5
15,11,17,0,0,33,12.5294117647059
17,10,9,0,0,27,11.5555555555556
11,10,6,0,0,16,10.3333333333333
7,15,9,0,0,14,12.4
9,13,12,0,0,19,17.25
5,16,11,0,0,21,25.25
9,10,11,0,0,27,22.1
12,13,5,0,0,23,22.25
10,13,10,0,0,21,20
7,14,5,0,0,16,21
8,15,5,0,0,14,11.2
7,16,4,0,0,10,10
5,12,3,0,0,6,8
3,10,2,0,0,3,6
1,12,1,0,0,1,0
0,11,2,0,0,2,9.5
3,12,4,0,0,6,9.66666666666667
2,14,2,0,0,4,9.5
3,11,1,0,0,3,10
0,11,0,0,0,0,0
0,10,1,0,0,1,16
4,5,7,0,0,8,7.42857142857143
4,1,1,0,0,5,9
1,1,1,0,0,2,13
2,1,1,0,0,2,9
1,2,1,0,0,1,0
2,0,2,0,0,3,7.5
1,0,1,0,0,2,8
0,1,0,0,0,0,0
0,0,1,0,0,1,12
1,0,0,0,0,1,0
1,2,1,0,0,1,10
0,0,0,0,0,0,0
0,2,0,0,0,0,0
0,3,2,0,0,3,17.6666666666667
2,4,1,0,0,3,0
1,2,0,0,0,1,0
0,3,0,0,0,0,13
1,1,2,0,0,2,14
1,0,1,0,0,2,9
1,2,1,0,0,2,17
1,5,8,0,0,9,14.875
8,3,13,0,0,21,10.1538461538462
21,1,15,0,0,28,9
11,1,8,0,0,15,9.5
13,1,16,0,0,20,10.1764705882353
14,1,28,0,0,35,14.7307692307692
19,5,25,0,0,46,15.2962962962963
26,2,18,0,0,45,16.4666666666667
16,5,18,0,0,37,16.25
21,4,22,0,0,43,17.1
20,6,17,0,0,39,17.7222222222222
17,7,18,0,0,37,16.4705882352941
17,9,11,0,0,31,17.7142857142857
14,9,13,0,0,27,16.8
10,9,7,0,0,20,15.5555555555556
9,10,4,0,0,14,10.3333333333333
7,12,8,0,0,13,9
9,12,7,0,0,13,10.7142857142857
12,12,13,0,0,17,9.85714285714286
7,14,5,0,0,10,10.5
6,14,10,0,0,13,10.5454545454545
10,15,11,0,0,18,12.1818181818182
9,12,16,0,0,24,18.125
15,12,14,0,0,29,16.6923076923077
12,12,8,0,0,22,12
12,10,8,0,0,18,9.7
10,10,12,0,0,18,9.76923076923077
10,10,16,0,0,24,17.3076923076923
13,10,11,0,0,25,14.7272727272727
12,10,14,0,0,26,17.7142857142857
12,13,12,0,0,26,17.3846153846154
11,12,14,0,0,28,18
13,10,8,0,0,25,13.875
16,10,10,0,0,22,12.8
9,10,10,0,0,16,6.63636363636364
11,10,11,0,0,20,9.9
8,12,6,0,0,15,8.83333333333333
10,12,17,1,1,22,13.2631578947368
12,12,12,4,5,24,17.4
13,11,12,6,3,24,13.1428571428571
14,11,12,4,3,23,12.8461538461538
11,13,12,1,4,21,16.9
8,11,10,2,3,20,17
13,9,9,6,4,23,15.375
9,11,12,1,1,22,12.3333333333333
11,13,13,4,5,25,15.5384615384615
10,11,5,4,0,18,16.4
11,9,13,0,0,21,10.8
13,9,15,0,0,25,13.5714285714286
11,9,10,0,0,22,9.9
12,9,9,0,0,20,15.1
9,12,14,0,0,22,18.4166666666667
12,12,8,0,0,21,12.875
10,11,10,0,0,19,10.5
12,12,9,0,0,18,12.7777777777778
9,11,14,0,0,20,9.25
15,11,17,0,0,28,10.8125
14,8,9,0,0,22,13.5
9,10,9,0,0,17,10.8888888888889
11,14,14,0,0,22,14.9333333333333
10,14,9,0,0,20,14.5
9,13,11,0,0,21,19
9,11,3,0,0,15,11
9,11,8,0,0,14,9.5
9,13,10,0,0,15,8.66666666666667
8,14,6,0,0,12,9.25
4,17,2,0,0,6,13
3,14,2,0,0,4,14.5
2,12,2,0,0,3,9.5
4,12,3,0,0,4,3.66666666666667
0,12,1,0,0,1,10
4,11,5,0,0,6,9.2
5,13,3,0,0,6,14.6666666666667
2,13,2,0,0,4,17
1,10,3,0,0,5,29.5
3,9,3,0,0,7,19.6666666666667
2,2,3,0,0,7,20.6666666666667
3,5,1,0,0,6,13
3,3,1,0,0,4,13
2,1,3,0,0,4,6
2,1,3,0,0,5,8
3,0,0,0,0,3,0
0,0,1,0,0,1,11
3,0,2,0,0,3,8
2,0,2,0,0,2,8.5
0,0,1,0,0,1,11
1,1,0,0,0,1,0
0,1,0,0,0,0,0
0,3,0,0,0,0,0
0,2,0,0,0,0,0
0,3,0,0,0,0,0
0,1,2,0,0,2,20
3,3,1,0,0,3,10
1,3,3,0,0,3,11
2,2,2,0,0,4,10.5
2,5,0,0,0,2,0
1,3,9,0,0,9,10.2222222222222
11,3,12,0,0,20,8.76923076923077
16,3,16,0,0,25,7.73333333333333
13,2,11,0,0,20,10.4545454545455
15,1,22,0,0,29,11.84
17,1,23,0,0,37,13.3809523809524
25,1,21,0,0,41,9.23809523809524
21,2,17,0,0,33,11.7222222222222
15,0,22,0,0,34,14.6363636363636
21,4,18,0,0,38,14.5294117647059
13,8,13,0,0,31,12.0769230769231
20,6,13,0,0,31,17.3846153846154
7,9,9,0,0,19,14.8888888888889
10,10,12,0,0,23,14
11,13,7,0,0,20,14.8571428571429
8,11,2,0,0,11,9
6,12,8,0,0,11,9.125
9,13,13,0,0,18,14.8571428571429
10,11,12,0,0,21,12
14,13,7,0,0,18,12.5714285714286
3,13,10,0,0,14,14.5
13,13,15,0,0,26,14
11,13,12,0,0,25,15.8333333333333
16,12,10,0,0,24,9.90909090909091
11,11,6,0,0,14,7
8,11,11,0,0,14,10.3
8,12,9,0,0,15,10
10,12,13,0,0,20,10.6923076923077
16,9,17,0,0,27,10.2631578947368
14,11,11,0,0,22,11.6
10,12,12,0,0,20,13.9166666666667
11,13,13,0,0,23,14.75
10,12,7,0,0,19,14.7142857142857
11,12,6,2,2,15,8
10,8,12,4,2,16,8
12,12,14,7,3,20,10.4166666666667
12,11,7,4,3,15,7.42857142857143
8,13,17,2,4,21,15.2941176470588
10,13,10,4,5,23,15.1
10,13,8,2,7,20,21
10,11,14,6,3,24,16.2142857142857
11,8,14,2,1,28,19.9375
13,13,9,6,3,26,19.6666666666667
12,13,11,3,5,26,16.6
10,13,16,4,4,30,18.3571428571429
15,10,9,2,0,28,18.3333333333333
10,10,7,0,0,19,12.2222222222222
15,12,13,0,0,22,8.83333333333333
11,12,13,0,0,20,7.91666666666667
13,10,15,0,0,24,11.6
12,12,7,0,0,18,12.7142857142857
7,11,12,0,0,18,11.9166666666667
12,12,12,0,0,23,9.33333333333333
14,8,7,0,0,18,8
11,12,13,0,0,17,7.46153846153846
10,12,12,0,0,18,10.5
13,11,16,0,0,24,9.66666666666667
17,8,14,0,0,25,8.14285714285714
8,9,6,0,0,14,8.33333333333333
9,11,9,0,0,15,12.1111111111111
6,13,14,0,0,20,13.5714285714286
12,8,8,0,0,22,13.6666666666667
12,13,6,0,0,16,9.8
6,14,9,0,0,13,10.5
9,14,8,0,0,15,10.25
8,13,4,0,0,10,8.66666666666667
2,13,2,0,0,4,10.6666666666667
3,14,3,0,0,5,8
3,10,1,0,0,3,11
4,9,4,0,0,4,8.66666666666667
0,15,3,0,0,3,13
1,11,4,0,0,7,12
3,15,1,0,0,4,12
2,12,1,0,0,2,9
1,10,1,0,0,1,9.5
1,7,2,0,0,2,7
2,6,3,0,0,4,9
5,1,4,0,0,6,8.66666666666667
1,1,1,0,0,2,9
2,1,4,0,0,6,9.5
4,1,2,0,0,6,11
1,0,2,0,0,3,18
1,1,0,0,0,2,0
1,0,1,0,0,2,14
1,0,1,0,0,2,16
1,0,1,0,0,2,9
1,2,0,0,0,1,0
0,0,0,0,0,0,0
0,2,0,0,0,0,0
0,4,0,0,0,0,0
1,5,3,0,0,3,6.66666666666667
3,2,1,0,0,3,7
0,5,1,0,0,1,6
1,2,1,0,0,2,9
1,2,3,0,0,4,9
3,1,0,0,0,3,0
1,3,3,0,0,3,9.66666666666667
2,5,10,0,0,12,10.5454545454545
17,4,22,0,0,32,10
20,4,13,0,0,28,9.69230769230769
12,2,16,0,0,24,11.2777777777778
18,0,27,0,0,39,16.4615384615385
19,3,24,0,0,45,13.2608695652174
22,4,13,0,0,39,13.25
19,1,17,0,0,34,10.5555555555556
20,3,20,0,0,35,12.35
18,3,16,0,0,32,12.8125
14,10,16,0,0,29,16.6875
13,10,7,0,0,22,15.8571428571429
10,11,10,0,0,19,12.7777777777778
11,13,7,0,0,16,10.75
7,11,6,0,0,11,14.8333333333333
3,13,9,0,0,13,20.875
8,14,11,0,0,21,18.0833333333333
8,10,13,0,0,26,17.0833333333333
14,9,8,0,0,26,22.375
10,12,5,0,0,17,20
8,15,12,0,0,19,20.1666666666667
6,14,12,0,0,23,20.9230769230769
14,7,17,0,0,34,21.5333333333333
15,9,8,0,0,28,18.1111111111111
10,12,6,0,0,19,15.5714285714286
12,10,15,0,0,24,10.5384615384615
14,11,12,0,0,24,12.2307692307692
11,10,14,0,0,24,11.3076923076923
15,11,16,0,0,29,14.0588235294118
12,11,9,0,0,23,19.3
10,12,17,0,1,29,20.9333333333333
10,12,6,3,4,25,13.6666666666667
12,12,9,3,6,24,12.7777777777778
13,12,9,4,2,21,10.5555555555556
7,9,12,3,4,20,16.9166666666667
9,13,6,5,3,18,20.8571428571429
9,12,16,2,3,25,19.6
7,11,13,5,5,31,25.6428571428571
12,13,11,3,4,35,23.1818181818182
13,14,14,5,4,35,26.3076923076923
15,8,10,5,2,32,17.9
11,11,9,0,0,26,22.6
11,13,10,0,0,26,17
11,11,15,0,0,30,20.7333333333333
11,11,11,0,0,30,20.6363636363636
13,13,4,0,0,23,25
11,12,13,0,0,23,16.0769230769231
11,12,12,0,0,24,14.9166666666667
9,13,14,0,0,26,17.6428571428571
13,12,6,0,0,23,21.8571428571429
10,13,14,0,0,24,19
14,10,8,0,0,22,9.625
12,7,8,0,0,16,7.5
5,11,11,0,0,15,14.9090909090909
7,13,12,0,0,22,14.6666666666667
15,9,14,0,0,29,16.4545454545455
12,13,10,0,0,24,14.3636363636364
11,10,9,0,0,21,13.625
11,14,10,0,0,20,13.3
11,15,11,0,0,20,9
13,7,10,0,0,19,11.5555555555556
9,12,8,0,0,14,8.625
8,11,8,0,0,13,11
6,13,7,0,0,12,17.7142857142857
4,17,7,0,0,13,22
7,15,6,0,0,15,15.6
6,16,1,0,0,9,15
5,15,3,0,0,6,9
2,13,1,0,0,2,3
0,13,0,0,0,0,0
1,12,6,0,0,6,15
6,13,3,0,0,8,10.6666666666667
5,13,2,0,0,5,8
1,9,3,0,0,3,12.6666666666667
2,9,1,0,0,3,21
1,7,1,0,0,2,11
3,1,4,0,0,5,7.75
2,0,1,0,0,3,6
2,3,3,0,0,4,13
3,1,3,0,0,5,9
3,1,3,0,0,5,12.5
2,1,0,0,0,2,0
0,1,0,0,0,1,6
1,1,4,0,0,5,14.3333333333333
3,1,1,0,0,4,10
1,1,1,0,0,2,17
1,1,0,0,0,1,0
0,3,0,0,0,0,0
0,3,0,0,0,0,0
0,2,1,0,0,1,10
1,4,2,0,0,3,7
2,3,0,0,0,2,0
0,2,2,0,0,2,9
4,5,2,0,0,4,7.5
1,1,4,0,0,4,10.2
4,5,5,0,0,8,12
8,4,11,0,0,15,8.5
12,1,18,0,0,25,11.3888888888889
14,0,10,0,0,23,15.7777777777778
