"dep_count_per15","arr_count_per15","pb_count_per15","heavy_dep_per15","heavy_arr_per15","dep_demand_per15","dep_taxi_per_window"
2,1,0,0,1,2,0
0,2,0,0,1,0,0
0,0,0,0,0,0,0
0,1,0,0,1,0,0
0,1,0,0,1,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,1,0,0
0,2,0,0,1,0,0
0,2,0,0,2,0,0
0,3,1,0,3,1,5
1,1,0,1,1,1,0
1,1,1,0,1,1,5
0,2,3,0,1,3,13.6666666666667
7,4,13,2,2,16,8.78571428571429
14,2,13,0,2,22,8.375
14,0,16,3,0,24,8.73333333333333
16,2,14,4,2,24,8.25
14,3,13,2,1,21,9.26666666666667
16,1,26,3,0,33,13.5
19,1,14,4,1,31,12.3571428571429
16,1,18,4,0,30,15.6842105263158
15,5,21,3,1,35,13.65
21,4,20,7,0,40,14.0952380952381
18,4,19,7,1,38,21.1176470588235
13,9,6,4,1,26,24.6666666666667
13,8,13,5,2,26,16.4615384615385
12,11,8,5,3,21,13.375
7,9,3,4,2,12,18.75
6,10,11,3,1,16,17.8
7,12,8,0,3,18,19
7,11,16,2,3,27,26.875
11,7,6,2,1,26,28.6666666666667
6,13,6,1,1,21,19.6666666666667
11,12,9,3,3,24,19.4
11,11,9,2,5,22,25.5555555555556
8,14,16,1,4,27,18.875
12,9,7,4,2,26,19.25
13,6,9,3,3,23,11.2222222222222
14,10,16,3,4,26,11.9285714285714
13,13,12,1,6,24,11.6666666666667
13,10,13,8,3,24,12.4615384615385
13,7,16,5,3,27,20.0526315789474
9,14,14,3,3,29,25.3636363636364
11,13,5,5,2,25,19.3333333333333
15,6,13,6,3,26,14.6923076923077
12,11,9,7,4,20,13.5
10,10,11,3,2,20,10.9090909090909
13,11,10,4,3,20,10.1
9,11,8,4,1,14,8.7
8,13,12,2,5,17,15.3
8,16,9,3,5,19,17
10,14,13,6,7,24,17.5714285714286
10,15,7,3,7,21,17.8333333333333
12,15,11,3,4,21,12.4545454545455
13,8,10,2,2,19,8.8
8,13,10,2,3,17,11.3333333333333
12,8,13,3,1,22,10.125
12,12,16,7,4,25,13.7857142857143
14,12,7,4,3,20,11.1428571428571
10,13,13,4,3,19,12.25
8,13,7,3,2,16,13.4285714285714
8,15,11,3,3,19,13.2727272727273
10,14,8,3,3,19,14.7777777777778
9,14,11,2,1,20,16.7
8,16,9,1,2,20,17.5555555555556
11,13,12,3,2,25,18.6153846153846
11,10,10,4,1,24,15.8888888888889
13,9,12,3,2,24,11.6666666666667
14,9,19,4,3,30,13.9473684210526
13,10,14,2,4,30,18.9333333333333
15,12,10,3,2,28,20
6,14,11,0,4,24,19.1818181818182
12,10,7,4,2,24,13.8571428571429
11,6,4,2,0,16,11.2
9,9,9,2,3,14,11.25
6,17,6,2,5,11,14.125
6,13,11,2,2,17,16.1
7,16,4,1,9,15,11
8,10,3,1,4,10,7
2,15,3,0,5,5,13
4,14,2,1,3,5,19
2,12,2,2,2,3,7
2,15,3,0,4,4,10.3333333333333
0,13,1,0,2,3,10
3,14,4,2,3,5,10
1,13,3,0,3,5,10.75
5,7,1,2,3,5,0
2,5,3,2,0,3,11.6666666666667
2,4,3,1,2,4,10
2,3,2,0,0,4,17
1,4,3,1,2,5,17
2,6,0,2,1,4,0
2,2,2,2,0,4,8.5
3,0,2,2,0,4,11.5
1,3,1,0,2,2,22
1,1,1,0,1,2,10
1,4,0,0,1,1,0
0,3,0,0,2,0,0
0,0,0,0,0,0,0
0,1,2,0,1,2,10.5
3,0,1,0,0,3,11
0,1,0,0,1,0,0
1,2,1,0,1,1,2
0,5,0,0,3,0,0
0,2,1,0,1,1,11
1,2,0,0,1,1,0
1,1,2,1,0,2,10.5
1,0,2,1,0,3,9
2,4,1,0,2,3,6.66666666666667
5,4,15,0,3,16,8.4375
19,1,20,1,1,31,9.26315789473684
17,3,17,4,3,29,11.1111111111111
14,1,17,2,1,29,15.5882352941176
17,2,15,3,1,30,12
14,0,21,1,0,34,16.2727272727273
19,1,19,4,1,39,16.2857142857143
18,2,18,8,1,38,16.6875
19,6,16,4,1,36,14.7058823529412
18,4,24,8,1,42,19.7727272727273
13,4,15,5,0,39,29.375
13,7,11,5,3,37,34.7
13,10,7,2,1,30,24.1428571428571
11,9,13,3,2,30,28
8,13,3,6,4,22,20.3333333333333
8,13,8,4,4,22,23.875
9,12,8,3,0,22,19
10,11,14,3,1,27,27
10,12,9,1,1,26,29.8888888888889
8,16,10,0,4,26,25.4
7,17,10,2,6,28,35.3
7,13,9,4,5,30,26.8
14,11,10,3,4,33,23.1111111111111
12,9,10,3,4,29,20.4
14,12,17,4,3,34,21.5294117647059
14,10,11,3,5,31,18.4166666666667
14,12,11,4,3,28,13.1
17,5,15,5,1,29,12.1875
12,10,14,4,2,26,14.2857142857143
13,12,14,8,5,28,17.6428571428571
14,11,10,7,5,26,19.3333333333333
10,9,7,4,3,18,14.2222222222222
12,11,12,3,3,20,13.1
12,10,7,3,3,16,8
7,8,10,2,2,14,10.0909090909091
8,11,10,3,4,16,14.4
7,12,9,3,3,18,17.3333333333333
10,14,17,3,7,27,23.0625
9,14,11,6,7,28,21.2727272727273
11,12,9,3,3,29,19.4545454545455
13,13,12,4,3,30,21.3636363636364
12,13,10,4,2,26,19.4
11,10,11,3,4,25,15
15,9,11,4,1,26,12.4615384615385
15,9,14,6,4,24,15.75
8,17,8,3,7,17,15.4
10,14,13,3,2,22,16.4545454545455
11,10,9,1,0,21,15.3333333333333
8,12,11,2,5,21,20.8461538461538
9,13,12,2,2,25,23.2727272727273
7,14,8,1,3,24,16.1818181818182
18,8,17,5,0,34,16.2857142857143
14,7,6,3,1,22,11.6666666666667
11,10,6,3,1,14,9
10,9,17,4,2,20,8.5
13,10,14,2,4,24,13.2857142857143
14,10,11,3,0,22,19.2222222222222
8,13,10,0,6,19,11.1818181818182
10,9,5,3,3,15,14.5
8,10,11,1,3,16,16.4545454545455
8,7,10,2,0,18,14.2
7,13,3,0,4,13,17.75
6,13,8,2,4,15,12.8571428571429
9,17,4,0,5,13,16.2
3,16,3,0,5,6,8.66666666666667
4,15,1,1,5,4,0
1,17,6,0,5,6,12.8571428571429
5,11,2,1,1,7,14
4,12,3,1,3,5,10.3333333333333
1,13,0,0,3,1,0
0,13,2,0,3,2,12
2,12,2,1,4,4,10
2,12,2,2,1,4,11.5
3,9,2,1,1,4,9.5
1,7,1,1,3,2,11
1,5,3,1,0,4,12.3333333333333
3,4,2,1,1,5,10.3333333333333
4,4,6,3,1,8,11
4,1,0,3,1,4,0
0,0,3,0,0,3,7.33333333333333
3,0,1,1,0,4,11
1,1,1,0,0,2,8
1,1,0,0,0,1,0
1,1,1,0,0,1,10
0,0,2,0,0,2,21
1,0,0,1,0,2,0
1,3,0,1,1,1,0
0,1,0,0,0,0,0
0,1,0,0,1,0,0
0,3,0,0,1,0,0
0,3,0,0,2,0,0
1,0,2,0,0,2,10
1,4,0,0,2,1,0
0,0,1,0,0,1,5
1,3,1,0,1,2,20
1,5,1,1,4,2,14.5
5,3,13,0,2,14,8.69230769230769
15,2,13,1,2,22,7.53846153846154
13,0,14,4,0,21,9.84615384615385
12,2,16,2,2,24,10.1764705882353
17,2,19,3,0,31,10.1666666666667
16,3,24,2,1,38,13.9310344827586
21,1,17,5,1,39,15.7857142857143
18,1,16,8,0,34,15.5882352941176
17,5,20,5,1,36,16.9473684210526
15,5,22,4,0,43,22.3181818181818
17,6,14,10,3,42,25.5833333333333
12,7,10,3,1,35,20.0909090909091
19,6,9,4,0,31,18
10,11,8,6,3,19,18.6666666666667
6,14,8,3,3,17,15.5714285714286
12,12,8,4,1,19,18.75
6,14,9,1,4,16,20.7777777777778
6,13,12,1,2,22,18.0714285714286
12,11,11,3,3,27,19.4
13,11,5,3,2,20,18.25
6,13,13,1,4,20,16.7692307692308
14,10,8,5,4,22,16
10,10,12,1,2,20,25.25
7,12,10,5,5,20,17
9,13,10,1,4,23,14.3
13,9,10,2,4,25,18
9,10,9,3,2,20,17.6666666666667
10,9,11,3,5,22,10.9166666666667
14,8,19,3,1,31,21.0526315789474
13,11,14,7,3,32,17.3571428571429
12,14,11,4,3,30,30.2
9,10,4,5,5,22,16.1666666666667
9,10,11,3,5,24,19.3636363636364
13,10,13,4,2,28,14.0714285714286
14,10,11,5,4,25,15
14,8,10,6,3,21,10.4
8,11,10,4,4,17,19.4545454545455
6,16,15,3,2,25,27.4285714285714
7,12,7,2,10,26,29
9,15,13,3,7,32,27.7857142857143
13,13,11,2,1,34,29.7
11,14,10,2,4,30,24.8181818181818
13,11,13,3,2,32,21.5
12,12,10,2,4,30,18.3333333333333
15,10,15,6,3,32,16.0769230769231
14,10,8,5,3,25,15.5555555555556
12,11,13,5,3,24,19.6666666666667
7,10,8,0,3,20,18.4
14,11,15,2,3,28,15.6923076923077
11,12,3,6,2,17,7.25
11,11,18,3,2,24,13.25
11,14,11,2,2,24,17.125
14,9,8,4,1,21,14.375
6,9,7,1,2,14,15.25
12,11,14,3,4,22,11.9285714285714
9,11,15,4,3,25,15.5
15,10,12,2,3,28,14.1
15,8,5,2,2,18,8.8
4,12,6,1,1,9,9.875
8,12,10,2,5,15,14.1111111111111
8,13,7,2,1,14,11.3333333333333
7,8,5,1,2,11,15.6
5,14,9,0,2,13,16.3
6,15,5,0,7,13,15
6,14,3,0,5,11,15.6666666666667
5,13,2,1,5,6,12.5
2,17,4,0,7,5,8.75
5,15,5,0,4,8,11
4,10,1,2,2,4,5
0,12,0,0,2,0,0
2,12,3,1,1,3,8.33333333333333
4,15,6,3,4,8,11.1666666666667
4,13,2,0,2,7,7.5
2,12,1,2,1,4,7
1,5,0,1,0,2,0
2,2,3,2,1,3,7
1,1,2,0,1,3,10.25
4,3,3,3,1,5,9.5
3,2,2,2,1,3,7
0,0,0,0,0,0,0
2,2,2,1,0,2,6.5
0,1,0,0,0,0,0
0,0,2,0,0,2,8.5
2,0,0,1,0,2,0
0,1,0,0,0,0,0
0,0,1,0,0,1,15
1,3,0,0,1,1,0
0,0,0,0,0,0,0
1,5,2,0,1,2,11
2,1,1,0,0,2,2
1,2,1,0,2,1,4
0,0,0,0,0,0,0
0,2,2,0,2,2,5
2,0,0,1,0,2,0
0,5,0,0,3,0,0
0,3,3,0,2,3,6.33333333333333
7,0,10,0,0,13,7.09090909090909
15,3,18,0,3,24,9.11764705882353
13,0,13,3,0,22,9.69230769230769
16,0,18,3,0,27,9.94736842105263
17,3,20,4,0,31,11.05
18,2,23,4,1,37,12.1818181818182
19,2,19,6,1,38,15.4285714285714
16,1,15,5,0,34,14
19,5,20,7,1,38,14.9
21,6,21,8,0,40,12.0909090909091
20,4,19,9,1,38,16.4285714285714
17,5,9,5,0,27,13.3333333333333
14,11,11,4,1,21,13.3636363636364
7,13,7,3,3,14,13.75
9,8,5,3,1,12,8.75
4,14,8,2,3,11,15.5
9,13,14,0,0,21,14
10,13,9,1,5,21,16.9
11,12,10,3,3,21,13.4444444444444
10,12,9,1,4,19,13.7
11,13,13,5,2,22,13.6923076923077
12,8,11,3,4,22,13.6153846153846
14,12,13,1,6,23,15
9,10,8,3,3,17,9.875
14,8,12,6,1,20,6.75
9,10,7,1,3,13,10
8,11,15,2,4,19,11.6875
16,9,14,6,5,25,8.15384615384615
12,9,14,3,3,23,12.6875
10,12,12,4,4,24,19.0909090909091
9,13,11,5,4,24,19.3636363636364
13,12,4,5,4,19,15.6
11,8,11,5,1,17,10
11,11,13,4,5,19,10.9090909090909
11,12,6,4,5,14,7.16666666666667
6,10,13,3,3,16,10.5
10,12,11,3,3,21,19.5
8,15,10,5,7,23,19.3636363636364
11,14,10,5,4,24,24.1111111111111
9,14,7,4,5,19,21
7,12,14,1,4,24,19.4285714285714
12,11,11,3,3,28,22.7272727272727
11,11,16,4,3,32,23.6
12,11,10,5,1,31,19.9230769230769
14,10,11,6,4,31,22.5
10,10,8,3,3,25,14.625
16,11,13,6,5,28,12.8461538461538
10,13,9,2,3,20,12.4444444444444
12,14,10,3,3,20,12.0909090909091
9,14,9,1,3,17,13.5
9,14,11,2,1,19,16.1666666666667
10,8,14,3,1,24,16.0714285714286
14,6,6,4,1,20,15.3333333333333
8,11,10,3,3,16,15.8
12,10,18,3,3,26,11.8823529411765
17,9,15,3,1,29,12.6
14,9,8,2,1,20,10.4444444444444
8,15,8,1,4,15,14.375
7,14,6,2,3,12,21.2857142857143
2,10,8,0,2,13,18.1666666666667
12,8,9,1,2,20,11.8888888888889
8,13,5,2,3,13,11.8
8,13,7,0,3,12,10.875
7,16,6,1,4,10,12.8
5,13,5,0,3,8,9.6
3,11,2,0,6,5,8.5
5,17,7,1,4,9,16.5714285714286
2,11,1,0,2,5,17
3,12,1,1,2,4,7
1,10,1,0,2,2,6
1,14,1,0,2,2,6
1,15,1,1,6,2,19
0,11,1,0,2,2,15
5,4,5,4,0,7,9.2
2,5,0,1,1,2,8
1,3,2,1,1,2,11
1,2,2,1,0,3,15
3,2,3,3,1,5,10
2,3,2,2,1,4,7.5
2,0,1,1,0,3,6
2,1,2,1,0,3,7
2,1,1,1,0,2,4
1,0,1,1,0,1,4
0,0,1,0,0,1,8
2,3,1,0,0,2,4
0,2,0,0,1,0,0
0,0,0,0,0,0,0
0,1,1,0,0,1,12
2,2,1,0,0,2,0
1,2,1,0,1,1,1
0,1,0,0,1,0,0
0,2,1,0,2,1,14
1,2,0,0,0,1,0
1,1,1,1,1,1,8
0,3,1,0,1,1,22
0,4,2,0,2,3,18.5
5,3,8,1,2,11,14.2
6,4,18,0,3,24,13.5
20,1,14,2,1,32,12.625
16,0,14,4,0,26,10.6153846153846
16,1,18,3,0,28,10.1176470588235
19,3,21,2,2,33,9.48
21,4,20,3,0,34,10.9375
16,5,17,6,0,30,10.6842105263158
19,4,23,8,1,37,13.2608695652174
17,4,17,6,1,35,13.4117647058824
22,5,19,9,1,37,11.5882352941176
16,7,4,5,1,19,11.25
7,11,9,3,3,12,9.7
9,9,10,4,2,15,9.33333333333333
8,10,5,1,0,11,9.2
6,13,7,1,3,10,14.9
6,12,14,0,3,18,21.5
9,14,15,2,3,27,20.6
10,13,7,3,3,25,25.2857142857143
11,12,10,3,2,25,18.1
12,13,13,0,3,27,17.7692307692308
13,11,14,5,7,29,15.2666666666667
16,11,12,5,4,28,14.25
13,10,9,3,4,21,13.7142857142857
11,10,10,1,2,18,11.7272727272727
7,15,13,2,4,20,12.6666666666667
13,9,12,3,3,25,10.6666666666667
15,6,11,6,5,23,9.21428571428571
13,8,16,4,0,24,14.3571428571429
13,13,15,4,6,28,16
10,11,13,5,2,28,18.1818181818182
13,8,3,5,1,19,13.3333333333333
9,11,8,4,2,14,10.75
7,13,8,3,5,13,14.5454545454545
8,15,12,2,5,18,11.8
12,8,7,6,3,17,10
9,13,15,3,5,21,23.7142857142857
7,16,12,4,3,24,19
8,15,10,4,8,26,19.7272727272727
13,10,9,3,2,28,14.875
12,11,6,0,4,21,13
12,12,13,3,4,21,16
9,10,11,2,2,21,11
14,9,11,6,0,23,9.64285714285714
14,10,13,3,4,21,7.88888888888889
9,7,6,4,4,13,7.25
6,13,12,0,5,16,13.0909090909091
11,13,9,3,5,19,12.125
11,13,8,4,4,16,15.75
4,14,7,1,1,12,25.5
1,15,13,0,0,22,20.0833333333333
15,11,12,3,1,32,13.6666666666667
19,7,11,7,0,28,8.45454545454546
12,12,6,2,0,15,7.33333333333333
10,11,14,3,4,17,6.6
12,5,13,1,2,20,10
12,11,13,0,2,21,12.4285714285714
11,12,5,3,3,15,12.25
5,15,9,1,2,12,13.8888888888889
9,9,12,1,2,19,11.7857142857143
13,8,6,2,3,16,8.25
5,11,8,1,3,11,7.125
8,13,9,1,4,15,12.7777777777778
6,15,2,1,5,9,8
4,12,3,1,4,6,9
2,16,3,0,5,5,8.66666666666667
4,12,6,0,4,9,10
5,16,1,1,2,6,9
1,11,1,1,3,2,7
1,16,1,1,3,2,12
3,13,1,2,3,2,10
2,14,2,1,4,2,5
1,8,4,1,2,4,9
4,6,1,2,1,4,3
0,2,1,0,1,1,8
1,2,1,0,1,2,10
2,3,3,2,1,4,10
3,4,3,3,0,5,12.25
3,3,3,3,1,5,8.5
4,1,2,2,1,4,4
0,2,0,0,1,0,0
3,0,3,1,0,3,7
1,0,2,1,0,2,7.5
1,0,0,0,0,1,0
0,0,0,0,0,0,0
1,2,1,0,0,1,6
0,0,1,0,0,1,13
1,3,1,0,1,2,6
1,2,1,0,0,2,23
2,1,3,1,0,4,3.33333333333333
2,3,0,0,3,2,0
0,1,1,0,0,1,9
2,3,2,0,2,3,7
1,1,0,0,1,1,0
1,2,2,1,1,2,7.5
2,6,1,0,5,2,7
1,1,3,0,1,3,13.6666666666667
6,1,11,0,0,13,10.2727272727273
10,3,11,2,2,18,10.5833333333333
10,2,17,3,1,25,16.125
13,4,15,3,2,30,18.375
13,3,17,1,1,34,20.5
15,0,19,4,0,40,28.1
16,0,9,4,0,34,19.5
10,5,22,3,1,40,23.7083333333333
15,6,26,2,0,56,33.2692307692308
22,2,19,10,0,61,38.7058823529412
12,11,7,5,1,46,40.8571428571429
13,10,14,5,2,48,33.6875
15,12,10,4,0,45,33
14,8,5,4,3,35,29.2
15,11,8,4,2,28,20.6363636363636
9,14,9,3,2,22,15.5714285714286
12,11,14,0,1,27,16.1428571428571
14,10,8,3,2,23,12.75
13,9,8,2,3,17,6.66666666666667
9,8,15,1,1,19,9.92857142857143
15,7,18,5,3,28,11
12,9,9,3,6,22,12.7777777777778
12,10,9,3,4,19,11.6666666666667
9,10,8,1,4,15,9.875
8,12,11,0,4,18,9.33333333333333
10,11,12,4,2,22,11.5454545454545
12,12,10,4,5,21,12.9090909090909
12,10,15,5,1,24,14.3333333333333
10,9,12,6,2,25,20.9230769230769
11,11,12,4,4,26,24.8
7,10,7,0,4,22,22.1428571428571
11,11,12,4,3,27,17.25
13,11,9,5,3,26,13.1
14,11,5,3,1,18,10.8
5,13,8,4,5,11,9.875
10,12,14,3,4,21,11.6153846153846
11,13,9,6,1,20,15.8
6,12,12,2,6,20,20
9,13,10,4,5,24,20.2
13,11,13,0,3,29,15.8461538461538
14,13,9,5,6,25,21.625
9,11,10,2,1,20,12.3
11,13,8,4,5,19,10.6666666666667
13,9,9,3,2,17,10.125
8,8,8,4,2,13,10.375
5,11,9,0,2,15,16
9,10,10,2,5,19,11.6
9,10,8,3,2,17,15.875
7,13,4,1,1,12,8.5
10,14,11,2,2,16,9
10,9,10,1,2,16,6.9
11,7,8,2,0,14,8.44444444444444
5,11,7,1,6,10,10.5
6,13,12,2,3,17,14.1666666666667
10,13,9,1,2,20,13.5555555555556
14,8,11,1,1,22,9.72727272727273
8,8,6,3,2,14,9.83333333333333
9,9,10,2,4,15,8.4
10,5,10,1,1,16,10.3
10,8,6,1,1,12,10.1666666666667
4,10,6,1,2,8,9.5
7,11,8,1,3,12,10.5
6,11,3,0,3,8,5.33333333333333
3,13,1,0,5,3,6
0,13,3,0,5,3,9.66666666666667
4,12,3,0,3,6,9
2,12,1,1,2,3,8
1,13,0,1,3,1,0
0,11,2,0,3,2,10.5
1,12,2,1,2,4,9.33333333333333
2,11,3,1,1,4,12
4,7,4,1,2,6,10
2,3,0,1,1,2,0
1,3,3,1,1,3,11
3,1,2,3,0,4,11
2,2,2,2,0,3,9.33333333333333
3,2,5,3,1,6,9.6
5,1,2,4,0,5,8
0,1,1,0,0,1,6
3,0,2,1,0,3,9
0,0,0,0,0,0,0
1,0,2,1,0,2,8.5
1,0,0,0,0,1,0
0,3,0,0,1,0,0
0,0,0,0,0,0,0
0,2,0,0,0,0,0
0,2,1,0,0,1,11
1,1,1,0,0,2,9
1,1,1,0,0,2,13
1,5,1,0,4,2,14
1,2,1,0,2,2,9
1,3,1,0,2,2,17
1,2,0,1,2,1,0
0,0,1,0,0,1,11
1,3,1,0,3,2,14
3,2,6,0,1,7,10
8,2,17,1,2,21,9.61111111111111
20,1,14,5,1,27,8.06666666666667
15,2,18,2,1,25,9.73333333333333
16,1,15,4,0,25,8.86666666666667
14,4,22,2,2,31,14.1666666666667
21,1,22,6,0,39,13.75
17,1,16,5,0,34,13.875
18,5,17,7,0,34,15.2222222222222
15,6,22,5,2,38,17.5833333333333
17,5,19,9,0,42,21.3529411764706
17,6,9,4,0,34,19.75
16,8,9,7,3,26,17.3
8,11,7,1,2,17,24.8333333333333
8,11,7,4,3,16,16.7142857142857
5,12,6,2,2,14,19.2857142857143
9,13,9,2,1,18,17.4
8,13,11,1,1,20,16.3
12,11,10,2,2,22,17.9090909090909
11,11,11,1,4,21,16.8
7,14,9,3,2,19,20.5
13,9,17,2,5,29,22.5
9,12,13,1,3,29,21.6666666666667
9,12,6,5,5,26,19.1666666666667
16,11,9,4,0,28,18.8888888888889
8,12,9,1,6,20,16.8
15,9,16,2,4,27,10.2666666666667
17,9,11,7,3,23,6.90909090909091
12,9,14,2,3,20,11.7333333333333
9,11,19,5,4,27,15.2105263157895
17,9,7,4,1,25,11
11,9,7,9,2,15,10
10,12,10,4,4,14,10.2
6,13,8,1,2,14,11.2857142857143
10,8,9,4,2,17,10.3
10,9,11,4,3,17,9.36363636363636
9,11,14,3,3,21,14.1538461538462
11,13,9,5,3,22,21.5555555555556
7,16,9,3,8,19,20.1111111111111
9,11,15,2,4,26,17.9333333333333
11,13,6,2,4,23,21.3333333333333
7,12,6,0,3,18,17.6666666666667
12,13,14,3,1,26,17.6
10,13,14,2,4,29,13.3076923076923
16,7,12,4,1,30,14.5384615384615
13,12,6,4,6,19,13
8,15,10,1,4,16,16.3
7,13,7,1,7,16,15.7142857142857
10,11,9,2,1,18,10.6666666666667
8,12,6,3,1,13,9.57142857142857
10,13,17,1,2,22,12.3888888888889
14,12,12,2,3,24,15.8
8,7,9,1,0,19,18.9166666666667
10,11,12,4,2,23,22.2222222222222
10,12,15,3,2,28,18.9375
11,11,14,3,2,32,17.5384615384615
16,9,11,1,1,33,21.8181818181818
12,13,10,2,3,27,19.1
9,14,7,3,5,21,19
14,10,11,3,0,23,13.3636363636364
12,4,5,2,2,14,8.6
5,10,5,0,5,7,11.1666666666667
4,14,9,1,4,12,12.8
7,14,3,0,4,11,26
3,14,1,0,1,4,5
3,14,5,0,5,6,8
3,15,3,0,3,6,15.75
4,12,2,1,3,5,11
3,9,2,2,4,3,8.66666666666667
1,12,1,0,1,2,0
1,13,3,1,1,4,7.33333333333333
2,11,0,2,3,2,0
0,13,1,0,4,1,19
1,13,1,0,0,2,21
1,6,3,1,1,4,13
4,3,3,2,1,6,12.25
3,3,3,3,0,5,13.6666666666667
2,3,5,1,2,7,14
5,1,0,5,0,5,0
0,1,0,0,0,0,0
2,0,4,1,0,4,9.25
3,0,1,0,0,3,10
0,2,1,0,1,1,9
1,0,0,1,0,1,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,1,1,0,1,1,18
1,1,0,1,0,1,0
0,2,0,0,2,0,0
0,2,1,0,1,1,5
1,1,0,0,1,1,0
0,4,0,0,4,0,0
1,1,3,1,1,3,9.33333333333333
2,1,1,1,1,3,10
1,3,0,1,2,1,0
0,3,1,0,1,1,7
2,0,7,0,0,8,7.66666666666667
13,3,15,1,2,21,12.2857142857143
14,2,16,4,1,24,11.75
13,0,17,4,0,27,13.05
17,1,15,3,0,29,15
15,3,19,2,1,31,11.7647058823529
19,1,25,2,0,41,14.6153846153846
21,2,11,7,0,33,13
19,3,19,6,0,31,8.73684210526316
19,4,21,6,1,33,11.1739130434783
16,7,22,5,1,36,17.2222222222222
18,6,12,6,0,32,19.9166666666667
12,9,5,5,1,19,14.8
10,9,5,4,3,12,8.71428571428571
3,9,8,1,1,10,11.6666666666667
9,12,9,2,1,16,10.6666666666667
9,12,13,2,2,20,13.3846153846154
10,10,10,0,2,21,13.75
14,10,8,2,2,19,13.5714285714286
6,12,11,2,3,16,14.2727272727273
12,12,12,2,2,22,12.4545454545455
11,10,12,3,3,22,11.6666666666667
13,11,15,3,4,26,12.0666666666667
13,13,5,4,3,18,7.5
8,10,9,1,3,14,10.6666666666667
10,11,13,2,5,19,10
14,8,13,1,5,22,10.3846153846154
13,7,14,7,3,22,8
15,9,14,4,1,23,9.92307692307692
12,10,13,5,3,22,10
12,12,15,5,3,24,17.2
8,12,4,5,4,16,11.8
11,12,12,6,3,20,11.7272727272727
13,8,9,6,2,19,8
10,10,8,4,4,14,7.5
7,11,11,5,5,14,10.1666666666667
9,12,8,3,6,15,11.7142857142857
6,13,14,1,3,20,26.7333333333333
8,17,12,3,8,26,25.6923076923077
10,15,11,4,5,29,28.6666666666667
8,15,4,1,4,23,21.5
11,13,8,4,3,23,15
11,11,15,2,2,27,15.1333333333333
15,12,14,7,3,32,14.625
15,9,11,1,4,28,16.5
11,12,13,6,1,24,25.4166666666667
9,14,12,1,4,25,22.4545454545455
10,14,9,4,6,25,25.125
10,15,13,4,4,28,19.3571428571429
11,11,5,1,2,23,15.75
13,14,18,1,4,30,19.6666666666667
10,15,9,1,2,26,19.2222222222222
15,9,13,5,1,29,15.7142857142857
14,9,11,6,4,25,14
11,14,14,4,4,25,14.6923076923077
14,10,15,2,2,29,15.6842105263158
16,10,16,3,1,31,14.8333333333333
13,11,4,4,2,19,14.6
6,14,8,0,5,14,14.25
11,10,13,5,0,21,11.3333333333333
13,12,9,4,1,19,10.1
8,7,6,0,1,12,11
7,15,10,1,5,14,12
9,13,7,2,2,14,12.5714285714286
8,14,3,0,4,8,4.5
0,13,1,0,2,1,6
2,15,4,0,6,5,12.25
2,13,0,0,3,3,0
1,9,1,1,3,2,20
2,12,1,1,6,2,10
0,11,2,0,2,2,11
2,13,2,1,4,4,13.5
2,10,1,1,1,3,23
1,8,4,1,2,5,12.25
3,9,1,2,3,5,11
3,5,3,1,0,5,10
2,5,3,2,1,5,11.3333333333333
4,3,2,4,1,5,7.5
1,2,1,1,1,2,14
2,0,2,2,0,3,5.5
1,2,0,0,1,1,0
0,0,1,0,0,1,12
1,1,1,0,0,2,14
1,2,0,0,0,1,0
0,0,1,0,0,1,14
1,1,0,1,1,1,0
0,1,1,0,1,1,11
1,1,0,0,0,1,0
0,1,1,0,1,1,14
1,2,1,0,0,2,15
1,3,0,1,2,1,0
0,4,0,0,3,0,0
0,1,0,0,0,0,0
1,2,1,1,1,1,4
0,1,1,0,1,1,13
1,1,1,0,1,2,10
6,2,12,0,1,13,7.08333333333333
14,3,17,1,3,24,9.1875
15,2,13,3,2,23,10.9333333333333
12,2,15,4,1,23,11.5625
19,0,18,1,0,29,8.86666666666667
18,0,15,3,0,25,7.66666666666667
13,3,23,3,2,30,13.6190476190476
17,5,18,7,1,35,14
19,4,17,7,0,35,12.2777777777778
20,3,19,9,2,36,13.3888888888889
18,5,22,6,1,38,17.7391304347826
15,8,11,4,0,31,18.2727272727273
15,9,11,7,2,26,13.4444444444444
12,10,5,5,1,16,10.3333333333333
9,9,11,3,4,15,11.2
7,15,5,3,2,11,13.75
8,13,12,1,3,16,12.5555555555556
8,14,13,2,2,21,16.5384615384615
11,13,8,0,4,21,19.125
7,14,7,3,3,17,13.3
13,11,13,2,5,23,17.1
13,9,15,4,2,25,12.5
12,8,13,3,3,25,15.5833333333333
15,8,12,3,6,25,12.5
11,14,11,4,4,22,14.75
10,12,9,2,4,20,12.25
11,10,9,2,0,18,13
10,9,12,2,4,19,13.6428571428571
7,15,15,4,4,24,21.4285714285714
13,11,15,6,5,32,20.875
14,11,10,4,4,30,26
8,12,7,4,4,22,25
8,13,11,3,3,25,19.3636363636364
14,10,10,6,5,28,18.3636363636364
12,13,9,3,4,23,12
14,10,10,8,5,22,15
8,13,12,2,3,18,16.8181818181818
9,14,12,5,7,22,19.2142857142857
6,13,12,2,8,25,25.25
