"dep_count_per15","arr_count_per15","pb_count_per15","heavy_dep_per15","heavy_arr_per15","dep_demand_per15"
3,1,1,3,0,3
1,0,2,1,0,2
1,1,0,0,1,1
0,0,0,0,0,0
0,2,1,0,0,1
1,0,0,1,0,1
0,4,0,0,1,0
0,0,0,0,0,0
0,0,1,0,0,1
1,4,1,0,3,2
1,1,1,0,1,2
1,2,2,1,1,3
3,1,1,3,1,3
0,3,1,0,3,1
1,2,3,0,2,4
5,2,10,0,0,13
11,3,9,3,1,17
13,1,13,2,1,19
11,0,13,2,0,19
15,1,21,3,1,29
20,1,16,2,0,30
20,1,19,6,0,29
14,3,17,2,0,26
16,3,13,4,0,25
16,4,21,4,0,30
20,5,19,7,0,33
17,9,9,10,1,22
7,8,5,2,1,10
8,4,8,1,2,11
5,11,4,3,3,7
5,10,7,2,2,9
9,13,8,2,2,12
9,12,12,0,2,15
9,6,4,2,2,10
5,12,8,2,2,9
9,13,17,1,3,21
10,11,12,4,3,24
11,10,10,0,4,24
13,10,7,4,4,20
11,12,13,2,1,20
14,9,9,3,3,18
6,10,11,1,6,15
13,10,15,6,1,24
13,9,16,2,5,27
11,10,11,5,2,26
15,12,11,8,4,26
13,9,10,4,6,20
12,12,8,6,2,15
6,11,12,2,5,15
9,12,7,3,5,16
7,12,7,4,3,15
8,14,16,4,5,23
13,12,11,5,5,26
10,14,8,5,7,21
8,14,12,2,6,23
10,13,12,1,1,27
10,15,12,3,3,29
8,12,11,4,3,30
11,10,3,3,4,25
12,8,14,3,3,30
15,11,18,8,4,35
16,11,9,2,2,28
13,12,11,5,3,23
12,12,14,3,4,24
12,13,8,3,1,20
9,14,11,1,4,19
10,14,13,1,3,23
9,13,13,5,1,26
11,11,9,4,0,26
14,10,15,2,4,30
18,10,13,4,3,29
18,11,11,3,2,23
6,11,7,2,2,11
9,9,11,2,3,16
11,14,14,1,3,21
12,11,5,2,0,15
5,9,2,0,2,5
2,14,10,1,3,10
10,13,5,0,3,13
5,14,4,1,4,7
3,15,3,0,3,5
2,14,2,1,4,4
2,12,0,0,5,2
1,12,1,1,4,1
0,14,1,0,2,1
0,12,2,0,2,3
2,16,0,2,5,2
0,14,2,0,3,2
2,5,1,1,0,3
3,2,2,3,2,3
0,1,2,0,0,2
4,1,3,2,1,5
1,2,1,1,1,2
2,0,1,2,0,2
0,2,1,0,1,1
3,0,2,2,0,3
0,0,1,0,0,1
3,0,3,0,0,4
1,0,1,1,0,2
0,0,1,0,0,2
2,1,1,2,1,3
1,1,1,0,0,2
1,2,0,1,2,1
0,4,0,0,1,0
0,1,0,0,1,0
0,2,1,0,2,1
1,2,1,0,2,2
1,2,0,1,0,1
1,2,2,1,0,2
1,1,1,0,1,2
2,4,3,0,3,4
5,2,6,0,2,8
11,2,15,1,2,18
13,3,16,3,2,23
14,1,12,1,1,22
15,1,14,3,1,22
15,1,23,1,0,30
18,2,20,3,0,35
19,3,19,6,0,36
19,4,20,5,1,37
15,4,23,7,3,41
19,7,19,8,0,46
16,9,9,8,1,36
9,14,11,3,3,31
13,9,5,4,2,27
12,10,7,3,4,20
7,13,10,4,2,18
4,17,8,1,2,19
7,14,15,3,4,30
12,10,6,1,4,29
13,11,9,4,1,26
12,13,13,1,2,26
12,9,13,4,6,27
13,10,12,3,4,27
12,9,10,3,3,24
11,13,10,5,3,22
14,9,11,3,2,22
12,8,10,2,2,18
9,10,9,4,7,15
9,11,15,3,2,21
11,13,15,3,4,27
13,10,14,5,4,30
13,8,7,6,1,24
7,14,10,3,3,22
11,10,10,4,6,25
9,14,7,4,7,20
13,11,10,6,4,22
7,10,11,2,1,20
6,15,11,5,9,23
12,16,10,4,6,27
11,13,9,1,6,25
12,12,11,6,6,25
13,11,8,4,2,20
9,15,15,3,3,22
12,12,10,5,2,24
11,9,10,3,4,22
13,10,8,4,1,19
8,8,11,2,1,17
6,12,10,3,4,18
13,10,14,1,2,26
14,12,7,3,2,20
11,12,12,3,0,18
10,12,8,0,2,15
9,9,10,2,1,15
11,11,10,2,4,16
11,11,13,2,4,18
10,9,10,0,2,17
11,7,13,2,2,20
8,13,11,4,3,20
13,11,10,3,3,22
12,9,12,2,1,21
10,8,5,1,3,14
7,12,6,0,1,10
7,13,6,1,4,9
7,12,6,1,2,8
3,14,2,0,3,3
1,12,2,0,4,2
2,12,4,0,5,5
5,14,3,2,4,6
1,13,0,1,4,1
0,14,0,0,3,0
2,14,4,1,3,4
2,12,2,1,2,4
2,9,0,2,1,2
1,11,3,1,2,3
2,2,0,2,1,2
1,1,3,0,1,3
4,1,2,2,0,4
2,2,3,1,1,3
3,1,2,3,0,3
0,0,0,0,0,0
3,0,3,2,0,3
0,0,0,0,0,0
0,0,2,0,0,2
3,0,1,1,0,3
1,1,3,0,1,3
2,2,0,2,1,2
0,2,0,0,0,0
0,2,0,0,0,0
0,2,1,0,1,1
2,4,1,0,2,2
0,3,0,0,3,0
1,3,1,0,2,1
1,0,2,0,0,2
1,2,0,1,1,1
0,1,3,0,1,3
3,3,0,0,1,3
3,2,9,1,1,9
12,3,12,0,2,18
12,0,14,3,0,20
11,1,14,1,0,22
16,1,16,2,0,27
17,3,17,2,2,28
15,2,23,2,0,34
20,3,17,7,0,36
16,4,18,5,0,34
20,6,20,7,1,39
18,5,15,6,2,34
12,8,5,5,1,21
9,14,11,3,2,19
12,11,10,4,3,20
9,9,5,3,1,13
6,12,9,3,2,13
4,15,9,1,1,16
6,11,15,1,4,27
13,10,6,0,4,27
11,12,10,3,2,24
13,13,16,3,3,29
10,10,13,3,3,29
16,9,11,4,4,30
10,12,8,4,4,22
11,13,9,2,0,21
14,9,13,4,3,23
10,8,10,4,3,19
12,8,13,3,5,22
11,12,16,4,5,26
11,10,11,5,3,26
11,12,12,4,6,27
15,8,4,7,3,20
9,10,8,4,1,13
8,11,9,2,3,14
9,11,10,4,5,16
9,10,9,6,3,16
9,9,10,2,1,16
7,15,13,5,5,20
5,14,12,2,11,25
12,13,10,5,4,31
7,12,9,0,4,28
10,11,7,1,3,27
12,10,9,5,4,26
11,11,14,3,2,29
18,7,14,4,1,32
9,11,10,5,3,24
14,10,9,3,4,23
9,11,12,3,4,21
12,10,6,2,1,18
7,11,7,2,3,13
10,12,13,4,4,19
8,14,9,1,2,18
12,8,9,1,2,19
6,10,7,2,3,14
7,13,11,1,3,19
8,11,12,3,3,24
11,12,10,1,4,26
9,12,8,2,2,23
12,9,7,4,3,21
10,8,10,1,0,19
9,6,8,1,1,17
9,10,8,0,3,16
5,12,5,1,4,12
8,15,6,1,6,13
4,16,1,0,2,6
3,13,1,1,3,3
2,11,6,0,7,6
4,12,0,1,0,4
0,9,0,0,4,0
0,12,0,0,3,0
3,11,5,2,3,5
4,11,1,2,2,4
0,9,1,0,1,1
1,4,1,0,0,2
2,6,2,2,2,3
1,2,2,0,0,3
3,0,2,2,0,4
2,2,3,2,0,4
3,1,1,3,0,3
1,0,1,0,0,1
2,1,2,1,0,2
0,0,0,0,0,0
0,1,1,0,0,1
1,0,0,1,0,1
1,1,1,0,1,1
1,0,1,0,0,1
0,3,0,0,0,0
0,1,0,0,0,0
1,5,2,0,2,2
2,0,2,1,0,3
1,2,0,0,2,1
0,2,0,0,2,0
1,1,3,0,1,3
2,3,1,2,1,3
1,2,1,1,2,2
1,3,0,0,2,1
4,1,8,0,1,8
12,1,13,0,0,17
14,0,18,4,0,23
16,1,16,0,0,25
13,3,14,3,1,23
18,1,21,2,0,31
17,1,16,5,0,29
17,1,13,4,0,25
16,4,20,5,0,28
17,6,21,7,1,33
17,5,26,5,2,42
18,9,6,9,0,31
14,10,11,8,4,24
10,10,8,2,2,18
7,11,3,1,2,11
7,13,7,5,0,11
6,13,10,1,2,14
10,14,11,3,3,19
13,10,10,2,3,19
6,11,9,1,2,15
14,9,16,2,3,25
7,10,16,3,4,27
16,11,13,3,6,33
11,11,8,3,4,25
14,11,7,2,1,21
12,12,14,3,4,21
11,11,11,2,4,20
13,6,11,3,4,20
10,12,16,2,5,23
11,9,11,5,2,25
10,12,12,3,5,26
10,11,7,5,4,22
12,11,8,7,2,20
10,12,14,3,6,22
15,12,10,6,6,22
9,13,9,5,2,16
11,10,11,7,4,19
8,14,11,3,6,19
10,13,14,5,6,24
14,13,10,3,4,25
10,13,13,3,5,24
8,11,8,2,5,21
8,12,10,2,2,23
13,12,13,6,2,28
15,7,13,6,3,28
15,9,9,4,2,23
11,10,8,4,3,16
7,16,10,1,6,14
7,15,10,2,3,17
10,14,9,2,2,19
11,10,12,2,2,21
13,9,10,1,0,20
12,8,15,1,1,22
12,11,9,3,4,19
12,8,15,1,1,22
14,7,10,3,4,20
11,15,14,2,4,20
11,12,8,5,2,17
8,8,5,2,3,11
8,5,12,2,0,15
4,9,7,1,1,15
9,12,6,0,4,18
3,12,5,2,0,15
6,15,2,0,7,12
3,12,3,0,4,9
7,11,3,1,1,8
2,12,2,0,5,3
2,11,1,1,4,2
1,9,1,1,1,1
3,11,4,2,2,4
3,12,5,1,4,6
5,9,2,4,2,5
0,7,2,0,1,3
1,9,3,0,4,6
4,3,1,3,1,6
5,5,4,3,0,6
1,3,1,1,1,2
1,4,2,1,0,3
4,2,2,4,0,4
0,0,1,0,0,1
2,1,1,2,1,2
0,0,1,0,0,1
2,2,1,1,1,2
2,0,2,1,0,2
1,0,1,0,0,1
0,2,0,0,1,0
0,0,0,0,0,0
0,3,0,0,1,0
1,2,2,1,1,2
1,1,0,0,0,1
0,2,1,0,1,1
1,1,2,0,0,3
2,2,1,2,1,3
1,1,2,1,1,3
1,2,3,1,2,5
4,3,1,0,2,5
5,3,7,0,1,8
9,5,15,2,2,18
13,0,12,3,0,21
12,2,14,0,2,22
18,1,18,0,0,28
18,0,19,3,0,29
16,1,20,3,0,31
19,3,16,8,0,31
15,6,19,6,2,31
17,6,21,6,2,37
17,5,18,5,0,38
17,6,6,8,1,27
10,11,11,1,2,21
9,11,6,3,4,17
4,14,5,1,5,13
7,13,8,3,3,17
7,13,7,2,2,17
8,13,12,2,1,22
9,11,16,1,5,30
12,11,9,5,4,30
7,12,15,4,2,33
9,14,6,3,4,32
15,10,13,3,6,36
14,13,8,2,3,29
14,8,8,5,2,23
9,14,16,2,4,25
13,10,9,4,3,25
15,8,12,5,4,24
13,8,14,2,3,23
10,13,16,4,3,27
11,9,12,5,3,28
11,12,12,3,6,29
13,10,6,5,2,24
9,10,15,1,4,26
7,7,5,4,1,22
8,6,10,5,4,26
11,11,11,2,4,30
5,14,11,4,6,29
11,13,7,2,3,31
10,14,10,6,5,29
10,13,10,2,4,29
9,14,7,2,6,26
12,11,13,8,0,30
14,11,16,2,3,34
13,12,16,4,5,38
15,7,8,7,3,32
13,8,9,2,2,25
7,12,9,0,3,21
8,11,7,2,4,21
11,11,5,3,2,18
12,12,14,2,3,21
7,11,8,1,1,17
10,10,14,1,1,24
11,10,10,5,0,24
9,8,13,2,2,26
12,10,10,3,2,27
8,11,10,0,3,26
12,4,11,5,0,29
10,16,5,2,2,21
6,15,13,1,7,24
10,14,8,1,2,26
10,11,6,2,1,22
12,14,10,1,4,22
9,12,10,1,3,20
9,11,7,2,3,18
7,17,1,0,8,10
3,12,1,0,5,4
3,16,5,1,2,6
4,11,1,2,3,4
0,10,2,0,1,2
3,11,2,1,5,4
2,12,1,1,2,2
2,12,2,1,4,2
0,11,1,0,3,1
2,10,2,1,1,3
1,6,1,1,1,2
4,1,3,3,0,4
2,0,5,1,0,5
3,3,0,3,0,3
0,0,3,0,0,3
3,2,1,1,1,4
2,0,1,2,0,2
0,1,1,0,1,1
2,0,1,0,0,2
0,0,0,0,0,0
0,1,1,0,0,1
1,1,0,0,1,1
0,2,1,0,0,1
2,1,2,0,0,3
1,3,0,1,2,1
0,2,1,0,0,1
1,4,1,1,3,2
2,3,1,1,1,2
1,1,1,1,1,1
0,2,0,0,1,0
2,4,4,0,2,4
7,3,8,1,1,10
12,0,17,1,0,20
14,2,15,4,0,23
12,2,15,1,1,24
16,1,18,1,1,30
16,1,15,4,1,29
16,4,24,2,2,37
17,2,16,5,0,37
17,6,18,4,0,40
17,1,25,5,0,48
16,7,19,8,2,49
16,8,8,7,1,40
13,10,7,5,2,31
9,12,9,2,3,27
16,10,7,4,2,25
7,12,8,3,2,17
10,12,5,5,2,15
6,14,14,1,0,19
12,12,7,3,3,20
12,11,15,2,4,23
8,12,14,3,2,25
11,11,11,2,3,28
14,10,12,3,4,29
13,8,8,2,5,23
12,11,9,4,2,19
9,11,16,2,3,23
14,12,9,4,3,23
12,9,9,4,5,18
10,10,13,4,6,19
8,13,10,4,3,20
11,9,9,5,1,21
9,5,16,4,3,25
12,7,12,3,3,28
6,13,10,2,5,27
12,10,8,4,6,29
7,13,7,4,4,25
7,12,10,3,5,28
9,14,10,2,4,29
7,14,7,2,3,27
5,13,4,2,6,24
8,12,11,6,6,31
15,12,12,5,2,35
12,11,14,4,2,34
8,13,8,2,2,29
16,8,16,6,2,38
12,9,13,4,5,35
11,10,12,5,1,35
12,12,10,4,2,34
13,11,12,4,5,33
14,11,7,2,3,27
9,10,13,2,3,26
12,12,14,0,3,31
10,10,11,0,1,30
12,9,6,0,3,26
7,12,16,4,1,30
14,11,10,4,5,33
17,11,18,3,1,37
14,12,10,3,3,30
17,11,8,6,2,24
9,11,9,3,3,16
10,11,11,1,2,18
11,12,7,3,1,15
7,14,9,1,3,13
7,12,4,0,3,10
6,15,8,0,3,11
6,18,4,1,2,9
3,16,3,0,10,6
3,12,4,1,4,7
4,8,1,1,0,5
2,12,3,1,2,4
1,12,5,0,3,7
4,12,1,2,2,5
1,13,2,1,6,3
2,11,3,1,2,5
3,8,0,3,1,3
0,9,2,0,2,2
5,3,5,4,0,7
2,1,2,2,0,4
2,3,2,2,1,4
2,0,0,2,0,2
1,0,1,1,0,1
0,0,0,0,0,0
2,1,3,0,0,3
2,0,1,2,0,2
0,1,0,0,0,0
0,0,0,0,0,0
0,3,1,0,1,1
1,1,0,0,0,1
0,5,1,0,2,1
1,3,0,0,2,1
1,2,3,0,2,3
3,3,1,2,2,3
0,2,0,0,1,0
0,1,1,0,0,1
2,1,2,2,1,3
2,4,4,0,4,5
6,3,6,0,2,9
13,3,20,3,2,23
15,1,13,4,1,23
15,1,15,2,1,23
13,0,17,2,0,25
15,2,20,1,0,32
22,0,23,5,0,40
17,3,14,4,0,32
19,7,20,7,0,35
20,5,19,7,1,35
16,4,14,5,1,29
9,10,7,2,2,20
10,10,9,2,2,20
12,10,8,4,3,18
4,9,7,2,2,13
5,13,6,4,1,15
7,15,11,2,1,21
11,10,14,2,2,28
13,10,4,2,3,21
11,12,10,3,2,18
11,13,14,1,5,21
12,13,11,4,3,21
14,10,14,5,6,23
9,9,3,2,0,12
6,12,11,2,3,14
10,13,11,1,2,19
8,10,10,1,4,19
14,6,14,4,3,25
13,9,14,4,4,25
11,12,17,4,3,30
15,10,8,5,3,26
11,9,10,5,5,21
9,12,5,6,4,15
8,12,12,3,2,18
11,11,7,3,5,18
8,10,9,4,2,16
8,14,9,2,5,17
7,15,13,2,6,21
10,11,10,2,6,24
13,9,11,5,1,25
9,10,11,3,3,23
10,13,8,2,2,22
13,11,11,2,3,24
9,13,10,4,2,22
12,9,12,3,1,24
14,7,9,5,3,20
8,12,10,2,2,17
8,13,9,2,3,18
13,10,9,3,2,19
7,13,6,1,3,11
8,11,12,0,5,16
11,10,10,0,0,18
11,10,9,2,1,16
7,10,11,3,2,16
9,10,10,1,3,19
13,11,14,1,3,24
14,9,8,4,1,20
4,10,8,1,2,14
10,11,9,3,3,19
11,7,10,2,0,18
9,6,4,1,2,11
8,9,11,1,1,13
7,13,7,0,5,12
4,15,0,0,4,5
1,12,0,0,2,1
0,9,1,0,4,1
3,15,3,0,2,4
2,13,2,1,4,3
2,9,1,2,6,2
1,13,1,1,4,1
1,14,3,1,3,3
4,12,2,2,4,4
0,10,1,0,0,1
2,5,2,1,1,3
1,3,1,1,0,2
3,1,4,1,0,5
4,1,3,4,0,5
2,0,3,2,0,4
3,0,2,3,0,4
2,0,3,1,0,4
2,0,1,1,0,3
1,0,1,0,0,2
2,0,1,1,0,2
0,1,0,0,1,0
0,1,2,0,0,2
2,2,0,2,1,2
0,2,0,0,1,0
0,2,0,0,0,0
1,1,1,0,1,1
0,2,0,0,2,0
0,2,0,0,1,0
0,2,0,0,2,0
0,1,3,0,1,3
5,2,3,4,2,6
1,2,0,0,2,1
0,4,2,0,1,2
6,3,8,0,2,10
13,0,13,3,0,17
9,0,12,2,0,16
10,0,14,1,0,21
17,2,14,2,1,25
20,1,27,2,0,35
19,1,18,5,0,33
19,2,20,3,0,34
20,4,13,8,0,28
15,4,22,5,0,30
15,8,10,6,2,25
12,7,5,7,0,15
9,11,10,5,3,13
7,6,5,2,3,9
4,11,7,2,2,9
5,14,12,2,2,17
10,14,7,1,1,19
12,11,13,1,2,22
12,11,9,3,2,19
11,11,11,3,2,18
8,14,15,1,5,22
19,7,11,5,3,25
10,9,7,3,5,13
6,12,5,1,4,8
9,10,15,3,2,17
9,13,11,1,3,20
12,9,9,1,4,20
12,8,11,4,4,18
12,10,18,3,4,24
12,11,16,6,3,28
16,10,14,8,5,30
12,10,10,7,3,24
16,8,10,8,2,22
8,12,10,1,7,17
12,12,8,5,6,16
7,13,10,4,3,14
14,11,17,3,2,25
8,15,13,4,7,24
8,13,9,4,9,24
9,14,9,4,2,26
14,14,7,3,5,23
8,12,14,1,2,23
13,13,13,7,3,28
10,11,15,4,1,30
15,11,13,6,4,34
10,13,8,2,4,27
14,10,14,5,3,30
10,14,7,2,4,23
12,13,11,4,2,24
11,13,7,1,2,19
14,13,14,3,3,22
14,8,14,2,0,22
13,10,9,5,1,17
7,14,10,0,3,14
11,12,15,3,0,22
13,7,14,3,4,25
14,10,9,4,2,21
7,15,8,1,5,15
7,13,11,2,2,19
10,11,9,3,2,21
12,7,8,1,1,19
9,12,7,2,4,14
7,13,13,1,2,18
8,13,4,0,2,15
4,17,3,2,5,10
3,15,1,0,6,7
5,14,4,0,4,8
2,14,0,1,3,3
2,13,1,1,5,2
0,15,0,0,5,0
0,14,1,0,3,1
1,11,2,1,2,3
3,8,2,2,1,4
3,7,3,2,0,4
1,1,0,1,0,1
1,4,4,0,2,4
2,0,1,2,0,4
3,0,3,3,0,5
2,1,0,2,0,2
0,0,2,0,0,2
3,1,1,1,0,3
0,0,1,0,0,1
2,1,2,0,0,3
1,1,1,0,1,2
1,0,0,1,0,1
0,2,1,0,1,1
1,1,1,0,0,2
1,3,0,0,3,1
0,1,1,0,0,1
1,2,1,0,0,2
1,3,1,1,3,2
1,3,0,0,2,1
0,1,2,0,0,2
3,2,1,3,2,3
0,3,1,0,2,1
1,1,3,0,1,4
8,1,11,0,1,14
14,3,13,0,1,19
10,2,16,2,2,21
8,3,13,2,1,24
12,4,14,1,3,30
15,2,20,3,0,38
14,0,17,3,0,40
18,4,20,5,0,46
23,3,24,5,0,52
20,5,20,8,2,49
19,6,22,7,0,52
16,9,9,4,3,42
15,10,8,3,3,34
11,10,6,6,2,24
14,10,6,7,2,19
7,14,11,1,4,16
9,14,12,3,3,21
12,13,11,2,1,23
11,12,4,2,5,15
9,13,11,3,2,15
8,13,14,4,3,20
10,9,13,3,4,25
12,10,12,2,5,27
10,11,12,5,3,27
12,13,9,5,3,26
14,12,10,4,5,24
11,12,10,2,5,20
13,6,10,5,2,19
10,12,16,3,5,22
11,14,16,6,2,28
9,12,11,2,7,29
14,8,5,4,2,25
11,11,9,6,2,19
11,11,12,4,7,21
7,10,5,4,4,15
9,12,9,5,4,16
8,15,14,4,3,21
10,13,12,3,6,25
5,14,9,2,7,25
9,14,9,4,5,29
8,14,10,1,6,30
12,12,12,2,3,33
10,15,7,2,1,28
11,10,8,6,3,26
11,9,15,5,4,31
17,8,17,4,1,37
13,11,11,3,5,31
13,14,12,6,4,29
14,12,10,2,4,26
12,11,7,2,2,19
5,14,9,2,2,16
17,9,18,2,1,29
13,8,7,3,1,19
10,13,9,3,3,15
8,11,11,1,1,16
11,9,11,2,1,19
13,11,16,1,3,24
11,11,10,3,2,22
11,11,13,2,4,23
12,10,13,3,3,25
11,8,5,0,1,18
7,14,6,1,5,13
6,14,8,2,4,14
6,15,4,0,4,12
7,16,2,0,4,8
1,10,1,0,2,2
3,13,5,0,2,6
4,12,1,1,2,4
2,9,2,1,4,2
1,11,1,0,2,1
1,12,3,1,1,3
4,14,2,3,2,5
2,10,2,1,2,3
3,8,2,3,1,3
0,5,0,0,1,0
0,0,3,0,0,3
4,1,3,2,1,6
3,3,2,3,1,4
1,2,0,1,0,1
1,1,1,1,0,1
2,0,4,0,0,4
1,0,0,0,0,2
1,0,1,0,0,2
4,0,5,3,0,6
2,1,0,0,0,2
0,1,0,0,0,0
0,2,0,0,0,0
1,2,1,0,1,1
0,4,1,0,1,1
2,3,1,0,1,2
0,2,0,0,2,0
0,1,1,0,0,1
1,1,0,1,1,1
1,3,1,0,2,1
1,3,2,1,1,2
2,3,2,0,3,3
7,1,10,2,1,11
9,3,11,3,1,15
15,0,16,1,0,22
13,1,16,1,1,23
13,1,15,1,0,25
20,2,19,1,0,31
16,2,18,5,1,29
18,1,17,4,0,30
16,5,15,5,0,27
18,6,26,9,2,37
16,8,15,6,2,34
13,10,9,4,1,27
13,9,5,1,1,19
7,8,7,3,4,13
4,12,5,1,2,11
4,16,8,2,1,15
6,17,7,4,3,18
12,7,11,2,1,23
6,5,8,0,2,19
8,10,10,4,3,23
9,12,18,1,1,33
11,13,14,0,4,38
14,11,6,5,4,33
11,12,4,6,5,23
8,13,14,1,4,26
9,11,11,2,1,29
14,11,11,2,3,31
13,7,14,3,2,31
13,9,14,6,3,32
12,8,12,5,2,32
12,10,15,5,2,35
13,12,9,3,5,31
13,11,6,6,4,24
12,11,16,6,3,28
10,11,6,3,4,22
9,10,9,6,5,21
9,11,11,3,3,24
8,12,12,3,2,28
6,12,8,2,8,27
8,15,9,5,7,30
9,12,8,3,3,29
9,13,8,1,3,27
9,13,13,3,2,31
9,13,7,1,3,29
10,10,10,3,3,31
12,12,14,1,2,35
13,11,15,3,5,37
12,12,8,5,4,32
14,10,14,4,1,34
13,11,9,5,5,29
15,7,15,3,2,31
12,9,11,1,1,27
13,12,9,3,3,24
11,9,9,4,0,21
9,13,7,2,1,17
8,11,13,0,3,20
11,12,9,3,3,21
13,8,10,3,1,20
6,12,13,1,4,20
2,11,7,1,4,21
12,13,10,2,4,29
14,10,4,1,3,21
8,15,8,1,4,15
11,12,5,1,3,12
1,14,3,0,3,4
4,13,4,0,5,7
4,14,6,2,2,9
5,10,4,1,4,9
4,9,0,3,0,4
0,12,1,0,4,1
1,12,4,1,2,6
4,13,1,2,4,5
0,10,3,0,0,4
3,8,2,2,2,6
3,3,1,2,1,4
0,6,0,0,2,1
0,1,3,0,0,4
4,3,4,4,1,8
4,0,2,3,0,6
1,3,1,0,0,3
1,0,1,1,0,3
1,0,0,0,0,2
0,1,0,0,1,0
0,2,1,0,0,1
1,2,1,0,1,2
1,1,0,1,0,1
0,1,1,0,0,1
1,1,0,0,0,1
1,2,2,0,0,2
1,2,0,0,1,1
0,3,1,0,2,1
0,4,1,0,3,2
2,1,2,1,0,4
2,2,2,2,2,4
3,4,1,1,2,3
1,1,1,0,1,1
2,2,11,0,1,11
14,3,16,1,1,25
19,0,15,3,0,26
10,1,11,1,0,18
15,1,21,3,0,29
18,1,16,1,1,30
18,1,25,3,0,37
17,3,17,6,0,36
19,3,18,7,1,37
20,3,20,8,0,39
18,4,19,7,0,38
12,7,7,5,0,26
13,12,11,4,2,25
11,10,8,2,4,20
7,12,3,3,3,12
4,15,8,1,1,13
7,13,10,1,2,19
10,13,5,1,3,17
7,11,15,1,4,22
16,9,11,4,1,26
10,12,10,1,3,20
11,11,12,3,5,22
13,11,15,4,6,26
10,10,8,5,4,21
11,10,12,3,2,23
13,10,10,4,4,22
11,10,11,3,3,20
13,6,12,4,4,21
11,10,14,5,4,22
9,12,14,3,3,25
13,13,11,4,3,27
12,9,7,8,5,21
12,11,9,6,4,18
8,9,11,3,4,17
12,11,11,5,5,20
6,11,7,3,2,16
7,14,11,4,5,20
7,15,10,5,4,24
10,12,8,6,8,25
8,11,9,1,3,23
11,15,11,2,2,26
11,12,12,3,3,27
15,11,10,4,2,27
9,13,13,4,4,24
12,11,14,3,3,30
9,12,9,2,4,27
12,11,12,7,4,30
14,10,10,2,3,29
13,10,12,6,4,26
9,7,6,0,1,19
9,13,13,3,3,22
12,12,13,4,3,26
12,11,7,1,2,21
11,10,11,4,3,20
13,8,10,3,1,19
4,7,12,0,2,18
10,12,10,1,2,24
11,12,7,4,4,21
11,12,5,3,2,15
9,11,11,2,4,15
8,10,6,2,1,12
6,10,7,0,3,11
6,10,10,1,2,15
7,15,7,3,5,16
6,16,2,0,3,11
5,14,5,0,2,10
5,15,4,1,6,9
5,11,2,1,2,6
1,9,2,0,3,3
2,8,0,1,4,2
4,12,4,4,4,4
3,11,1,1,2,3
0,11,1,0,5,1
3,10,5,3,1,6
2,8,0,1,3,3
1,6,1,0,1,2
1,2,2,0,1,3
1,2,4,1,1,6
4,4,1,4,0,6
2,1,1,1,0,3
2,0,1,1,0,2
0,2,1,0,0,1
1,1,0,0,0,1
1,1,2,1,0,2
1,1,1,0,0,2
1,1,0,1,1,1
0,2,0,0,1,0
0,1,0,0,0,0
0,2,0,0,0,0
0,1,1,0,0,1
1,2,1,0,1,2
1,2,1,1,2,2
1,2,3,0,1,4
4,1,1,3,1,4
0,3,0,0,1,0
1,4,4,0,3,4
5,4,8,0,1,11
12,4,14,1,2,20
13,0,14,3,0,22
13,2,17,2,1,26
19,1,16,3,0,29
18,0,16,1,0,26
16,1,25,3,1,33
20,3,20,9,1,37
19,4,19,4,1,36
18,7,27,7,1,44
15,6,12,5,1,38
18,8,6,6,1,29
14,10,8,3,1,19
7,12,8,4,2,13
9,10,5,5,3,11
6,10,8,2,4,10
6,14,10,3,1,14
9,12,12,1,2,20
15,9,12,3,4,23
10,10,7,2,3,15
8,13,23,2,1,28
11,13,8,2,5,28
17,9,11,4,3,28
11,11,8,7,4,19
12,9,12,1,3,20
11,12,12,3,5,20
11,9,5,4,2,14
9,8,16,3,4,19
13,10,14,2,2,24
14,11,17,7,5,28
11,14,11,5,3,25
11,9,8,8,3,22
12,8,9,4,3,21
8,10,10,3,3,19
14,13,11,3,7,22
13,11,9,4,2,17
7,9,10,3,2,13
5,14,9,3,5,16
5,14,10,1,7,21
11,13,13,4,5,28
11,11,9,1,4,26
10,13,8,3,2,23
12,11,14,5,3,27
9,13,13,3,3,29
14,9,16,4,2,36
16,10,5,3,1,27
11,12,6,3,6,18
6,15,9,3,3,16
7,15,10,2,3,18
12,13,10,4,3,21
11,8,13,1,1,22
8,13,5,1,3,16
16,10,19,2,2,27
9,14,15,3,2,26
13,11,8,3,3,25
14,7,15,4,2,27
13,12,8,1,6,21
11,13,8,4,0,16
6,16,11,1,6,16
8,11,13,2,5,23
11,11,1,0,0,17
7,12,9,1,1,15
8,13,10,1,4,17
10,12,6,3,7,15
3,16,8,0,4,13
5,14,2,0,3,12
6,12,5,2,3,12
6,16,1,1,4,7
1,13,1,1,3,2
2,14,3,1,4,4
4,12,3,2,1,5
2,11,2,1,5,4
4,9,2,2,2,4
0,6,2,0,1,2
2,6,1,1,2,3
2,0,3,2,0,4
2,4,3,0,0,5
3,2,2,3,1,5
2,4,1,2,0,3
2,2,2,2,0,3
1,1,0,0,1,1
1,0,1,1,0,1
1,2,2,0,1,2
1,1,2,1,0,3
2,1,0,1,0,2
0,1,1,0,0,1
1,2,1,0,0,2
1,2,0,0,0,1
0,3,1,0,0,1
1,2,0,0,0,1
0,2,1,0,0,1
