"dep_count_per15","arr_count_per15","pb_count_per15","heavy_dep_per15","heavy_arr_per15","dep_demand_per15"
8,13,5,2,3,13
8,13,7,0,3,12
7,16,6,1,4,10
5,13,5,0,3,8
3,11,2,0,6,5
5,17,7,1,4,9
2,11,1,0,2,5
3,12,1,1,2,4
1,10,1,0,2,2
1,14,1,0,2,2
1,15,1,1,6,2
0,11,1,0,2,2
5,4,5,4,0,7
2,5,0,1,1,2
1,3,2,1,1,2
1,2,2,1,0,3
3,2,3,3,1,5
2,3,2,2,1,4
2,0,1,1,0,3
2,1,2,1,0,3
2,1,1,1,0,2
1,0,1,1,0,1
0,0,1,0,0,1
2,3,1,0,0,2
0,2,0,0,1,0
0,0,0,0,0,0
0,1,1,0,0,1
2,2,1,0,0,2
1,2,1,0,1,1
0,1,0,0,1,0
0,2,1,0,2,1
1,2,0,0,0,1
1,1,1,1,1,1
0,3,1,0,1,1
0,4,2,0,2,3
5,3,8,1,2,11
6,4,18,0,3,24
20,1,14,2,1,32
16,0,14,4,0,26
16,1,18,3,0,28
19,3,21,2,2,33
21,4,20,3,0,34
16,5,17,6,0,30
19,4,23,8,1,37
17,4,17,6,1,35
22,5,19,9,1,37
16,7,4,5,1,19
7,11,9,3,3,12
9,9,10,4,2,15
8,10,5,1,0,11
6,13,7,1,3,10
6,12,14,0,3,18
9,14,15,2,3,27
10,13,7,3,3,25
11,12,10,3,2,25
12,13,13,0,3,27
13,11,14,5,7,29
16,11,12,5,4,28
13,10,9,3,4,21
11,10,10,1,2,18
7,15,13,2,4,20
13,9,12,3,3,25
15,6,11,6,5,23
13,8,16,4,0,24
13,13,15,4,6,28
10,11,13,5,2,28
13,8,3,5,1,19
9,11,8,4,2,14
7,13,8,3,5,13
8,15,12,2,5,18
12,8,7,6,3,17
9,13,15,3,5,21
7,16,12,4,3,24
8,15,10,4,8,26
13,10,9,3,2,28
12,11,6,0,4,21
12,12,13,3,4,21
9,10,11,2,2,21
14,9,11,6,0,23
14,10,13,3,4,21
9,7,6,4,4,13
6,13,12,0,5,16
11,13,9,3,5,19
11,13,8,4,4,16
4,14,7,1,1,12
1,15,13,0,0,22
15,11,12,3,1,32
19,7,11,7,0,28
12,12,6,2,0,15
10,11,14,3,4,17
12,5,13,1,2,20
12,11,13,0,2,21
11,12,5,3,3,15
5,15,9,1,2,12
9,9,12,1,2,19
13,8,6,2,3,16
5,11,8,1,3,11
8,13,9,1,4,15
6,15,2,1,5,9
4,12,3,1,4,6
2,16,3,0,5,5
4,12,6,0,4,9
5,16,1,1,2,6
1,11,1,1,3,2
1,16,1,1,3,2
3,13,1,2,3,2
2,14,2,1,4,2
1,8,4,1,2,4
4,6,1,2,1,4
0,2,1,0,1,1
1,2,1,0,1,2
2,3,3,2,1,4
3,4,3,3,0,5
3,3,3,3,1,5
4,1,2,2,1,4
0,2,0,0,1,0
3,0,3,1,0,3
1,0,2,1,0,2
1,0,0,0,0,1
0,0,0,0,0,0
1,2,1,0,0,1
0,0,1,0,0,1
1,3,1,0,1,2
1,2,1,0,0,2
2,1,3,1,0,4
2,3,0,0,3,2
0,1,1,0,0,1
2,3,2,0,2,3
1,1,0,0,1,1
1,2,2,1,1,2
2,6,1,0,5,2
1,1,3,0,1,3
6,1,11,0,0,13
10,3,11,2,2,18
10,2,17,3,1,25
13,4,15,3,2,30
13,3,17,1,1,34
15,0,19,4,0,40
16,0,9,4,0,34
10,5,22,3,1,40
15,6,26,2,0,56
22,2,19,10,0,61
12,11,7,5,1,46
13,10,14,5,2,48
15,12,10,4,0,45
14,8,5,4,3,35
15,11,8,4,2,28
9,14,9,3,2,22
12,11,14,0,1,27
14,10,8,3,2,23
13,9,8,2,3,17
9,8,15,1,1,19
15,7,18,5,3,28
12,9,9,3,6,22
12,10,9,3,4,19
9,10,8,1,4,15
8,12,11,0,4,18
10,11,12,4,2,22
12,12,10,4,5,21
12,10,15,5,1,24
10,9,12,6,2,25
11,11,12,4,4,26
7,10,7,0,4,22
11,11,12,4,3,27
13,11,9,5,3,26
14,11,5,3,1,18
5,13,8,4,5,11
10,12,14,3,4,21
11,13,9,6,1,20
6,12,12,2,6,20
9,13,10,4,5,24
13,11,13,0,3,29
14,13,9,5,6,25
9,11,10,2,1,20
11,13,8,4,5,19
13,9,9,3,2,17
8,8,8,4,2,13
5,11,9,0,2,15
9,10,10,2,5,19
9,10,8,3,2,17
7,13,4,1,1,12
10,14,11,2,2,16
10,9,10,1,2,16
11,7,8,2,0,14
5,11,7,1,6,10
6,13,12,2,3,17
10,13,9,1,2,20
14,8,11,1,1,22
8,8,6,3,2,14
9,9,10,2,4,15
10,5,10,1,1,16
10,8,6,1,1,12
4,10,6,1,2,8
7,11,8,1,3,12
6,11,3,0,3,8
3,13,1,0,5,3
0,13,3,0,5,3
4,12,3,0,3,6
2,12,1,1,2,3
1,13,0,1,3,1
0,11,2,0,3,2
1,12,2,1,2,4
2,11,3,1,1,4
4,7,4,1,2,6
2,3,0,1,1,2
1,3,3,1,1,3
3,1,2,3,0,4
2,2,2,2,0,3
3,2,5,3,1,6
5,1,2,4,0,5
0,1,1,0,0,1
3,0,2,1,0,3
0,0,0,0,0,0
1,0,2,1,0,2
1,0,0,0,0,1
0,3,0,0,1,0
0,0,0,0,0,0
0,2,0,0,0,0
0,2,1,0,0,1
1,1,1,0,0,2
1,1,1,0,0,2
1,5,1,0,4,2
1,2,1,0,2,2
1,3,1,0,2,2
1,2,0,1,2,1
0,0,1,0,0,1
1,3,1,0,3,2
3,2,6,0,1,7
8,2,17,1,2,21
20,1,14,5,1,27
15,2,18,2,1,25
16,1,15,4,0,25
14,4,22,2,2,31
21,1,22,6,0,39
17,1,16,5,0,34
18,5,17,7,0,34
15,6,22,5,2,38
17,5,19,9,0,42
17,6,9,4,0,34
16,8,9,7,3,26
8,11,7,1,2,17
8,11,7,4,3,16
5,12,6,2,2,14
9,13,9,2,1,18
8,13,11,1,1,20
12,11,10,2,2,22
11,11,11,1,4,21
7,14,9,3,2,19
13,9,17,2,5,29
9,12,13,1,3,29
9,12,6,5,5,26
16,11,9,4,0,28
8,12,9,1,6,20
15,9,16,2,4,27
17,9,11,7,3,23
12,9,14,2,3,20
9,11,19,5,4,27
17,9,7,4,1,25
11,9,7,9,2,15
10,12,10,4,4,14
6,13,8,1,2,14
10,8,9,4,2,17
10,9,11,4,3,17
9,11,14,3,3,21
11,13,9,5,3,22
7,16,9,3,8,19
9,11,15,2,4,26
11,13,6,2,4,23
7,12,6,0,3,18
12,13,14,3,1,26
10,13,14,2,4,29
16,7,12,4,1,30
13,12,6,4,6,19
8,15,10,1,4,16
7,13,7,1,7,16
10,11,9,2,1,18
8,12,6,3,1,13
10,13,17,1,2,22
14,12,12,2,3,24
8,7,9,1,0,19
10,11,12,4,2,23
10,12,15,3,2,28
11,11,14,3,2,32
16,9,11,1,1,33
12,13,10,2,3,27
9,14,7,3,5,21
14,10,11,3,0,23
12,4,5,2,2,14
5,10,5,0,5,7
4,14,9,1,4,12
7,14,3,0,4,11
3,14,1,0,1,4
3,14,5,0,5,6
3,15,3,0,3,6
4,12,2,1,3,5
3,9,2,2,4,3
1,12,1,0,1,2
1,13,3,1,1,4
2,11,0,2,3,2
0,13,1,0,4,1
1,13,1,0,0,2
1,6,3,1,1,4
4,3,3,2,1,6
3,3,3,3,0,5
2,3,5,1,2,7
5,1,0,5,0,5
0,1,0,0,0,0
2,0,4,1,0,4
3,0,1,0,0,3
0,2,1,0,1,1
1,0,0,1,0,1
0,0,0,0,0,0
0,1,0,0,0,0
0,1,1,0,1,1
1,1,0,1,0,1
0,2,0,0,2,0
0,2,1,0,1,1
1,1,0,0,1,1
0,4,0,0,4,0
1,1,3,1,1,3
2,1,1,1,1,3
1,3,0,1,2,1
0,3,1,0,1,1
2,0,7,0,0,8
13,3,15,1,2,21
14,2,16,4,1,24
13,0,17,4,0,27
17,1,15,3,0,29
15,3,19,2,1,31
19,1,25,2,0,41
21,2,11,7,0,33
19,3,19,6,0,31
19,4,21,6,1,33
16,7,22,5,1,36
18,6,12,6,0,32
12,9,5,5,1,19
10,9,5,4,3,12
3,9,8,1,1,10
9,12,9,2,1,16
9,12,13,2,2,20
10,10,10,0,2,21
14,10,8,2,2,19
6,12,11,2,3,16
12,12,12,2,2,22
11,10,12,3,3,22
13,11,15,3,4,26
13,13,5,4,3,18
8,10,9,1,3,14
10,11,13,2,5,19
14,8,13,1,5,22
13,7,14,7,3,22
15,9,14,4,1,23
12,10,13,5,3,22
12,12,15,5,3,24
8,12,4,5,4,16
11,12,12,6,3,20
13,8,9,6,2,19
10,10,8,4,4,14
7,11,11,5,5,14
9,12,8,3,6,15
6,13,14,1,3,20
8,17,12,3,8,26
10,15,11,4,5,29
8,15,4,1,4,23
11,13,8,4,3,23
11,11,15,2,2,27
15,12,14,7,3,32
15,9,11,1,4,28
11,12,13,6,1,24
9,14,12,1,4,25
10,14,9,4,6,25
10,15,13,4,4,28
11,11,5,1,2,23
13,14,18,1,4,30
10,15,9,1,2,26
15,9,13,5,1,29
14,9,11,6,4,25
11,14,14,4,4,25
14,10,15,2,2,29
16,10,16,3,1,31
13,11,4,4,2,19
6,14,8,0,5,14
11,10,13,5,0,21
13,12,9,4,1,19
8,7,6,0,1,12
7,15,10,1,5,14
9,13,7,2,2,14
8,14,3,0,4,8
0,13,1,0,2,1
2,15,4,0,6,5
2,13,0,0,3,3
1,9,1,1,3,2
2,12,1,1,6,2
0,11,2,0,2,2
2,13,2,1,4,4
2,10,1,1,1,3
1,8,4,1,2,5
3,9,1,2,3,5
3,5,3,1,0,5
2,5,3,2,1,5
4,3,2,4,1,5
1,2,1,1,1,2
2,0,2,2,0,3
1,2,0,0,1,1
0,0,1,0,0,1
1,1,1,0,0,2
1,2,0,0,0,1
0,0,1,0,0,1
1,1,0,1,1,1
0,1,1,0,1,1
1,1,0,0,0,1
0,1,1,0,1,1
1,2,1,0,0,2
1,3,0,1,2,1
0,4,0,0,3,0
0,1,0,0,0,0
1,2,1,1,1,1
0,1,1,0,1,1
1,1,1,0,1,2
6,2,12,0,1,13
14,3,17,1,3,24
15,2,13,3,2,23
12,2,15,4,1,23
19,0,18,1,0,29
18,0,15,3,0,25
13,3,23,3,2,30
17,5,18,7,1,35
19,4,17,7,0,35
20,3,19,9,2,36
18,5,22,6,1,38
15,8,11,4,0,31
15,9,11,7,2,26
12,10,5,5,1,16
9,9,11,3,4,15
7,15,5,3,2,11
8,13,12,1,3,16
8,14,13,2,2,21
11,13,8,0,4,21
7,14,7,3,3,17
13,11,13,2,5,23
13,9,15,4,2,25
12,8,13,3,3,25
15,8,12,3,6,25
11,14,11,4,4,22
10,12,9,2,4,20
11,10,9,2,0,18
10,9,12,2,4,19
7,15,15,4,4,24
13,11,15,6,5,32
14,11,10,4,4,30
8,12,7,4,4,22
8,13,11,3,3,25
14,10,10,6,5,28
12,13,9,3,4,23
14,10,10,8,5,22
8,13,12,2,3,18
9,14,12,5,7,22
6,13,12,2,8,25
10,12,10,2,7,30
13,11,11,7,3,31
18,11,8,6,4,25
12,11,12,1,2,20
14,6,10,6,3,18
9,8,14,4,3,17
9,14,7,3,2,15
9,14,12,2,5,18
11,13,13,3,4,22
10,12,8,3,2,19
9,14,9,2,5,18
10,13,12,1,1,21
12,11,14,3,1,25
16,8,10,3,1,23
4,10,7,1,3,14
4,3,9,1,2,19
10,11,20,2,2,35
16,12,11,3,1,36
13,11,11,2,2,31
14,12,6,5,4,24
11,11,13,2,3,23
14,10,9,0,0,21
5,9,3,2,2,11
6,14,8,0,4,14
9,11,4,1,2,11
6,13,5,0,3,7
2,13,3,0,5,4
2,13,2,0,3,4
3,11,4,1,3,6
5,13,4,1,3,7
2,12,0,1,1,2
3,14,2,1,3,2
1,10,0,1,5,1
0,14,2,0,1,2
4,7,3,3,1,6
0,11,1,0,3,3
2,9,1,1,1,3
1,4,2,1,0,3
3,5,3,3,1,5
3,2,1,3,0,3
0,1,3,0,0,3
2,0,2,1,0,5
4,1,1,1,0,4
2,0,2,1,0,2
0,0,1,0,0,1
1,1,0,0,0,1
0,1,0,0,0,0
0,2,0,0,1,0
0,1,0,0,0,0
2,2,2,1,0,2
0,2,1,0,1,1
1,2,0,0,2,1
0,2,2,0,2,2
2,2,0,1,2,2
0,1,0,0,0,0
0,5,2,0,4,2
2,1,1,1,0,3
4,2,7,0,1,8
10,1,18,1,1,22
15,4,12,6,3,24
17,0,20,2,0,29
15,1,16,1,0,28
19,2,18,2,2,31
16,1,15,3,0,27
16,3,17,6,0,28
16,3,16,6,0,28
15,6,22,8,1,34
20,6,13,6,1,32
12,10,15,4,1,27
13,6,7,4,1,22
8,10,4,3,4,13
7,11,8,1,2,13
7,10,6,3,1,12
5,15,10,2,3,15
8,13,9,1,5,19
12,9,10,2,2,21
6,13,11,0,6,20
10,12,13,5,2,27
14,9,12,3,0,29
12,10,9,4,5,24
13,11,4,2,3,16
5,14,11,1,3,14
3,10,8,2,3,17
10,10,6,1,3,20
10,11,17,3,5,27
10,6,14,4,3,31
13,9,21,7,1,42
10,13,15,4,2,45
15,9,7,5,3,42
14,8,11,3,3,38
13,10,7,5,5,31
10,13,9,5,4,28
9,11,10,3,6,27
9,12,11,5,3,29
13,12,12,8,4,31
10,13,10,3,6,28
8,13,8,2,4,26
11,11,12,5,6,31
15,12,9,4,1,29
8,10,14,1,1,27
12,12,12,6,5,31
14,12,14,1,3,34
13,9,8,4,3,28
11,10,8,5,3,22
9,13,8,2,6,19
2,11,16,0,3,26
13,13,8,1,3,32
14,10,10,4,1,29
14,9,17,2,2,32
13,10,13,1,3,31
15,11,9,7,4,27
11,13,16,2,2,29
15,11,8,5,2,26
13,12,12,2,4,24
12,8,8,2,0,18
8,9,9,2,2,14
5,9,11,2,0,17
11,14,6,1,7,18
7,9,3,1,1,10
4,15,7,0,4,10
8,16,10,1,5,16
8,17,5,1,6,13
10,12,6,1,4,11
2,17,4,0,4,5
4,5,4,1,1,7
5,10,2,2,2,5
0,12,2,0,4,2
3,13,4,1,4,6
4,15,0,3,3,4
1,14,3,0,4,3
1,14,1,0,2,3
5,7,3,3,2,5
0,3,2,0,2,2
3,3,1,3,0,3
1,4,3,1,1,3
2,5,2,2,0,4
2,2,1,2,0,3
3,4,2,1,0,3
0,1,0,0,0,0
0,1,0,0,0,0
1,2,1,1,0,1
0,1,0,0,0,0
0,2,1,0,2,1
1,3,0,0,1,1
2,1,2,0,0,2
1,2,2,0,0,2
1,3,0,0,2,1
0,2,0,0,2,0
1,2,1,0,2,1
1,0,2,1,0,2
1,2,1,1,2,2
1,1,0,1,0,1
0,2,1,0,2,1
4,1,6,0,1,7
9,2,11,1,0,14
10,2,14,4,1,19
16,3,20,1,2,29
16,1,18,3,0,31
18,1,13,4,1,28
15,1,18,2,0,28
17,2,18,4,0,31
19,4,24,7,0,38
17,5,18,6,2,37
21,5,23,10,0,43
14,9,11,5,1,33
13,9,11,3,1,30
11,10,10,3,3,27
9,9,6,3,2,22
7,13,8,3,1,21
13,12,10,6,2,24
7,12,12,1,2,23
8,15,9,3,5,25
7,10,10,0,2,27
11,14,13,2,2,33
12,9,5,5,2,27
16,9,16,5,6,31
10,12,12,4,4,27
15,11,12,2,4,29
8,14,10,2,6,25
12,11,13,3,4,30
18,6,14,2,2,31
12,10,13,6,3,26
9,10,16,5,5,30
13,13,16,4,3,37
10,7,5,4,2,29
8,13,10,3,5,29
9,12,10,4,1,32
11,11,9,6,5,33
11,12,9,5,8,32
7,13,12,2,3,33
5,17,11,2,7,37
6,16,9,3,5,40
12,12,7,4,6,40
16,12,12,5,4,41
10,8,6,5,3,31
6,14,16,3,3,35
10,13,13,4,3,42
12,12,14,4,4,47
16,8,6,5,3,41
15,10,10,6,6,35
13,12,13,5,3,33
11,14,14,2,5,33
13,13,9,2,4,32
12,12,9,3,2,28
12,11,4,2,0,19
5,8,15,1,1,22
9,5,12,2,2,29
13,12,10,4,2,30
10,12,15,3,2,32
11,13,12,3,3,34
12,10,9,1,3,32
17,10,3,4,1,23
5,8,14,1,3,20
11,7,14,2,2,29
9,13,2,1,4,20
7,14,9,1,5,20
8,14,6,1,4,19
12,15,5,2,3,16
5,14,3,1,1,7
4,13,6,1,3,8
4,12,3,1,2,7
4,12,1,1,3,4
0,13,3,0,4,3
0,14,2,0,4,5
5,14,1,4,2,3
0,12,2,0,1,2
2,10,3,1,2,5
3,10,0,3,3,3
0,5,3,0,2,3
4,0,1,4,0,4
1,2,2,1,0,2
1,5,0,1,1,1
1,2,1,1,1,1
1,0,1,0,0,1
0,0,1,0,0,1
1,2,1,0,1,2
1,0,2,0,0,3
2,1,0,1,0,2
0,2,0,0,1,0
1,1,1,1,1,1
0,1,0,0,0,0
1,2,2,0,0,2
2,0,1,1,0,2
0,1,0,0,0,0
0,1,1,0,1,1
1,0,0,1,0,1
0,5,2,0,4,2
2,3,1,2,3,3
1,2,1,0,1,2
2,1,3,1,0,4
9,3,12,1,3,14
14,0,14,4,0,19
10,2,15,1,0,20
15,4,19,2,1,29
18,0,20,4,0,34
22,1,24,5,1,40
20,4,16,6,1,34
21,4,21,8,0,35
20,5,24,7,0,40
17,5,13,5,3,33
15,8,9,6,2,24
12,9,11,2,1,19
9,11,8,4,5,15
7,11,6,2,0,12
7,13,9,1,2,14
10,13,11,2,1,18
8,13,11,1,4,19
12,10,10,1,3,21
10,12,10,3,4,19
10,11,17,2,2,26
9,14,9,4,2,25
13,11,9,3,4,25
16,11,12,3,3,24
10,7,10,3,2,18
11,11,15,2,4,23
15,10,12,5,2,24
12,8,11,4,6,20
12,10,16,4,4,24
8,13,15,4,1,27
15,11,10,6,4,29
11,11,7,5,7,21
13,7,9,5,1,19
9,13,9,3,3,15
9,12,10,3,6,16
11,9,8,4,2,15
9,11,16,4,4,22
4,14,14,2,4,27
10,12,7,4,7,30
8,14,6,3,5,25
13,13,11,3,3,27
13,10,13,4,3,27
13,11,10,4,3,24
13,11,13,3,3,25
12,7,12,3,2,24
11,11,11,4,3,22
13,12,8,3,2,19
8,11,8,1,2,14
8,13,6,2,5,13
6,12,8,2,5,13
6,12,11,2,2,17
11,13,15,1,1,26
12,12,8,1,3,23
12,11,10,4,5,21
13,12,14,2,4,23
16,12,19,4,2,29
17,6,14,5,2,27
7,13,4,4,4,14
9,14,7,3,2,14
8,13,14,0,4,19
12,9,7,3,2,18
6,11,7,1,3,13
10,12,14,1,3,21
10,12,8,1,4,19
7,14,4,3,2,13
7,15,3,0,4,9
1,14,3,0,5,5
4,12,1,1,3,5
1,14,2,0,0,3
3,9,3,1,2,5
3,16,3,2,1,5
4,14,2,3,6,4
0,10,2,0,3,2
1,12,3,1,2,5
4,7,0,2,1,4
1,3,3,0,1,3
4,2,4,4,0,6
2,3,1,2,2,3
2,6,2,2,0,3
2,1,1,1,0,2
1,0,2,1,0,2
1,2,1,1,1,2
1,0,0,1,0,1
0,0,0,0,0,0
1,0,2,0,0,2
1,4,1,0,2,2
1,1,1,0,1,2
1,3,0,0,0,1
0,0,0,0,0,0
1,3,1,0,1,1
1,1,1,0,0,1
0,2,1,0,2,1
1,4,1,1,3,2
2,1,2,1,0,3
2,3,1,2,3,2
0,2,1,0,1,1
2,2,5,0,1,6
10,1,14,2,1,18
14,2,11,3,0,19
9,3,13,2,3,18
12,2,15,2,0,24
16,2,27,1,0,39
20,4,20,3,2,43
20,4,18,6,0,41
25,1,22,10,0,43
18,5,21,7,2,40
19,3,22,8,0,44
21,7,10,4,0,34
9,13,11,6,2,24
17,8,8,4,1,23
6,12,8,2,5,14
10,13,6,5,2,14
6,13,13,0,0,17
11,14,13,2,2,24
15,10,12,3,4,25
10,11,6,2,2,16
10,12,15,2,3,21
9,11,16,0,4,27
12,11,12,2,3,30
16,7,10,6,2,28
12,12,10,2,3,22
11,14,9,3,5,19
13,10,14,4,5,22
13,7,12,3,3,21
11,10,13,4,4,21
13,14,20,3,4,31
14,11,7,3,3,25
12,9,12,5,4,22
9,13,7,6,5,17
9,10,10,3,2,18
9,13,7,4,6,16
6,12,8,1,2,17
7,13,15,3,2,26
15,13,15,7,5,33
10,13,9,5,7,26
15,12,10,4,6,26
12,12,13,5,4,24
14,12,17,3,4,29
13,13,7,5,5,22
11,11,10,1,4,20
11,12,13,4,3,22
14,11,10,5,2,20
11,10,11,3,2,17
7,15,10,1,4,16
14,12,14,3,3,23
13,12,9,5,4,18
10,15,11,3,2,16
11,12,8,0,3,14
6,10,9,2,4,12
7,11,12,4,2,18
13,11,11,1,1,22
14,9,17,4,2,26
17,10,18,4,2,30
9,14,11,3,4,25
12,13,7,6,6,23
11,10,9,0,2,20
10,11,7,1,3,15
7,12,8,2,2,13
8,12,12,3,5,18
9,14,7,0,3,17
8,15,1,2,3,9
3,14,4,0,3,5
3,16,5,0,4,7
5,14,2,0,7,6
3,13,2,2,2,3
2,11,4,1,2,4
2,11,3,2,1,5
3,13,1,1,1,3
2,13,2,2,1,2
0,12,3,0,3,3
2,12,1,2,3,4
4,2,3,3,0,5
1,2,0,1,0,2
1,0,5,1,0,6
4,1,1,4,0,5
1,2,3,1,1,4
4,1,1,2,1,4
0,0,1,0,0,1
2,1,1,1,0,2
1,1,1,0,0,1
0,0,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,5,0,0,2,0
1,1,2,0,0,2
1,3,0,0,1,1
0,1,0,0,1,0
0,1,0,0,1,0
3,3,3,1,3,3
1,2,1,1,1,1
0,3,0,0,3,0
2,2,3,0,2,3
4,1,14,0,0,15
15,2,11,4,2,22
13,4,20,4,3,27
15,0,15,3,0,29
14,1,11,1,0,25
19,0,22,3,0,33
17,3,24,2,0,38
18,3,12,7,1,33
15,5,14,5,1,29
18,4,15,6,1,29
12,7,16,3,0,27
18,4,15,5,1,32
14,11,13,4,3,27
9,13,5,3,3,17
11,11,11,2,2,18
10,12,7,4,0,14
7,12,12,0,1,16
10,13,14,2,2,23
12,12,10,1,4,23
12,11,10,4,2,21
12,12,15,3,3,24
12,11,7,3,4,19
10,11,15,3,6,22
9,10,10,1,2,22
12,13,7,4,5,20
13,8,14,1,2,23
11,9,10,2,4,19
11,10,12,3,3,20
11,10,13,4,3,22
11,12,18,6,2,30
16,8,12,4,1,31
10,11,4,5,1,18
13,11,10,5,2,18
7,11,11,1,3,18
9,11,7,2,3,17
9,10,13,5,3,20
10,13,13,4,1,24
10,13,15,3,7,29
12,12,13,4,5,32
15,11,13,6,6,33
12,12,7,1,1,25
9,14,7,1,2,21
8,13,13,2,5,25
14,9,10,4,3,26
15,9,11,3,2,24
8,11,11,2,3,21
15,8,11,4,3,23
8,9,9,2,2,16
11,11,10,3,0,18
9,12,9,4,1,16
12,13,13,1,2,20
10,11,4,1,2,12
8,14,13,2,1,15
11,11,10,3,3,17
13,11,10,1,3,16
7,10,11,1,2,14
14,10,18,4,5,25
9,11,5,2,3,16
10,13,12,4,4,19
9,9,13,0,2,22
14,8,4,3,2,17
4,11,5,1,1,8
7,11,8,2,3,12
8,13,8,1,2,13
5,13,0,0,4,5
0,12,0,0,1,0
2,13,5,0,4,5
5,12,3,1,2,6
3,10,3,2,3,4
2,14,2,1,3,3
2,11,3,2,2,4
2,11,0,1,4,2
0,10,1,0,3,1
2,11,3,1,4,4
1,10,0,1,2,2
2,7,3,2,0,4
2,1,3,2,0,5
3,2,1,2,0,4
3,2,4,2,0,5
1,2,3,1,2,5
4,1,1,2,0,5
1,1,0,0,1,1
0,0,0,0,0,0
2,1,3,1,1,3
1,1,0,0,0,1
0,1,0,0,1,0
0,1,0,0,1,0
0,1,1,0,0,1
1,1,2,0,0,3
2,1,0,1,1,2
0,2,0,0,2,0
0,3,0,0,3,0
0,2,2,0,2,2
2,1,2,2,1,4
2,3,0,1,2,2
0,3,3,0,2,3
6,2,8,0,1,11
9,1,8,0,1,13
13,1,18,4,0,22
13,1,18,3,1,27
18,2,17,2,0,31
20,1,20,3,1,33
15,2,20,3,0,33
21,3,19,4,0,37
21,2,13,7,0,29
12,5,16,4,0,24
14,7,21,3,1,33
17,7,8,5,0,27
13,10,7,7,3,17
6,8,10,1,2,14
9,6,7,7,1,15
7,12,9,0,1,15
6,15,8,1,3,16
8,14,15,0,2,25
15,11,10,2,1,27
11,10,8,4,3,20
11,11,16,1,6,25
12,9,9,2,3,23
10,12,14,2,4,25
12,12,8,2,4,23
13,11,8,3,0,19
8,12,9,2,4,15
10,10,16,2,5,23
16,9,12,5,6,25
13,8,18,4,1,27
15,11,13,7,1,28
15,10,12,3,3,25
10,9,8,5,2,17
12,9,8,8,5,16
6,13,13,1,4,17
10,11,6,5,2,16
8,12,10,2,2,16
10,13,13,3,5,22
8,12,14,3,3,26
10,13,9,5,7,26
7,13,14,1,5,31
12,12,9,5,3,33
9,13,8,2,5,29
11,14,8,3,5,27
11,14,11,3,3,27
16,8,14,4,0,30
8,12,11,3,6,26
11,12,10,1,5,28
13,12,10,3,3,27
13,10,9,6,2,23
8,13,9,3,2,18
9,14,12,1,3,22
14,14,12,2,2,25
12,10,12,4,2,23
8,11,8,5,3,19
8,12,11,3,4,22
14,11,13,3,2,27
14,11,20,3,2,33
13,11,6,4,2,25
13,10,10,3,4,22
8,14,9,3,1,18
13,10,8,2,2,18
6,11,3,0,3,9
6,14,13,1,4,16
8,15,4,1,2,13
5,12,4,0,5,9
4,12,1,0,2,5
2,14,3,0,6,4
2,13,0,2,2,2
0,11,0,0,4,0
0,15,1,0,3,1
0,11,1,0,1,2
2,12,3,2,5,4
0,12,2,0,2,4
4,8,2,2,1,6
2,7,1,2,3,3
2,1,4,0,0,5
2,3,0,2,2,3
3,1,3,3,0,4
1,0,0,1,0,1
0,0,1,0,0,1
1,0,1,1,0,2
1,0,1,0,0,2
2,1,1,0,1,2
1,2,1,0,1,1
0,1,0,0,1,0
0,1,0,0,1,0
0,3,2,0,2,2
2,0,0,0,0,2
0,0,1,0,0,1
1,2,1,0,1,2
1,3,0,1,2,1
0,1,0,0,0,0
1,3,2,1,2,2
2,2,1,1,1,2
0,4,0,0,3,0
0,2,3,0,2,3
4,2,6,0,1,9
11,0,16,1,0,21
13,3,15,2,3,26
13,1,19,3,0,32
13,3,13,0,2,31
16,1,20,3,0,38
16,4,8,2,2,30
19,2,30,9,0,44
23,3,20,6,0,45
21,4,24,7,0,46
21,6,14,8,2,39
15,6,8,6,0,26
8,16,12,2,4,23
10,12,6,6,3,21
13,9,8,4,2,19
8,12,8,3,2,14
4,17,11,0,4,17
8,13,10,2,2,23
14,11,8,3,2,23
15,12,13,4,5,22
10,13,14,3,4,21
12,10,16,2,4,27
14,10,12,6,4,27
15,10,6,4,6,19
9,11,13,3,1,17
8,11,10,3,5,18
14,11,10,2,3,20
13,6,11,4,2,17
9,11,16,3,0,20
16,12,16,5,4,28
13,12,11,6,3,23
10,12,7,5,5,16
12,11,8,3,5,14
6,11,14,2,5,16
8,12,5,2,3,16
8,14,13,3,5,21
11,14,13,4,6,27
9,14,8,3,5,23
9,13,15,3,7,29
12,13,11,4,7,31
13,12,9,5,2,27
11,11,9,6,4,23
11,12,12,2,4,24
11,10,14,4,1,27
13,11,12,5,3,30
11,12,9,2,2,26
7,13,12,2,6,26
13,12,9,5,4,27
16,10,13,4,0,27
14,8,6,1,2,17
7,13,13,4,2,16
12,14,13,0,3,22
9,13,12,1,3,22
11,12,5,4,4,19
7,12,15,0,3,23
20,3,12,3,1,28
12,10,13,3,3,20
9,12,9,3,3,18
9,14,7,2,2,15
10,7,13,1,2,19
11,7,5,2,0,14
5,12,6,1,5,10
7,15,5,1,3,9
3,13,2,0,3,4
3,11,2,0,2,3
1,13,3,0,3,3
2,9,1,0,5,3
1,14,1,0,1,2
2,12,2,2,2,3
1,11,0,0,1,1
4,12,1,2,2,1
