"X","航班号","起飞机场","目的机场","rwy","ramp","pb_time","s_dep_time","a_dep_time","所走航路","mission_full_date","time_pushback","time_takeoff_real","dep_taxi","mission_month","mission_date","dep_may_15_per_dep","arr_may_15_per_dep","dep_may_60_per_dep","arr_may_60_per_dep","pb_may_15_per_dep","pb_may_60_per_dep"
68723,"CHH7111","ZBAA","ZPPP","18R",26,1607,1535,1634,"SOS8CR",20140523,967,994,27,5,23,17,7,46,41,11,46
68724,"CCA1357","ZBAA","ZGSZ","18L",6,1606,1535,1633,"REN8DL",20140523,966,993,27,5,23,17,7,46,41,11,46
68725,"CSN6159","ZBAA","ZPPP","18L",15,1605,1540,1618,"SOS8DL",20140523,965,978,13,5,23,10,10,46,41,12,46
68726,"CCA1489","ZBAA","ZSGZ","18L",5,1559,1555,1616,"LAD8CL",20140523,959,976,17,5,23,10,10,46,41,12,46
68727,"ACA030","ZBAA","CYVR","19",8,1606,1605,1622,"YV8E",20140523,966,982,16,5,23,10,10,46,41,12,46
68728,"CCA985","ZBAA","KSFO","19",9,1555,1540,1619,"YV8E",20140523,955,979,24,5,23,10,10,46,41,12,46
68729,"CES5270","ZBAA","ZBYN","18R",22,1557,1555,1620,"REN8CR",20140523,957,980,23,5,23,10,10,46,41,12,46
68730,"CCA1365","ZBAA","ZGGG","18L",3,1605,1600,1623,"REN8DL",20140523,965,983,18,5,23,10,10,46,41,12,46
68731,"HVN513","ZBAA","VVNB","18R",21,1558,1545,1627,"REN8CR",20140523,958,987,29,5,23,10,10,46,41,12,46
68732,"CCA977","ZBAA","ZSAM","19",2,1538,1530,1606,"LAD8D",20140523,938,966,28,5,23,10,12,46,41,16,46
68733,"CCA1403","ZBAA","ZPPP","18L",3,1546,1545,1604,"SOS8DL",20140523,946,964,18,5,23,10,12,46,41,16,46
68734,"CHH7179","ZBAA","ZJSY","18R",27,1553,1500,1605,"REN8CR",20140523,953,965,12,5,23,10,12,46,41,16,46
68735,"CCA1291","ZBAA","ZWWW","18L",4,1553,1545,1608,"SOS8DL",20140523,953,968,15,5,23,10,12,46,41,16,46
68736,"CCA1513","ZBAA","ZSNT","18L",5,1552,1515,1609,"LAD8CL",20140523,952,969,17,5,23,10,12,46,41,16,46
68737,"CHH7997","ZBAA","WADD","18R",26,1555,1450,1608,"REN8CR",20140523,955,968,13,5,23,10,12,46,41,16,46
68738,"CCA177","ZBAA","ZSPD","19",7,1532,1525,1613,"LAD8D",20140523,932,973,41,5,23,10,12,46,41,16,46
68739,"CDG4654","ZBAA","ZSQD","18L",2,1544,1520,1606,"TON8CL",20140523,944,966,22,5,23,10,12,46,41,16,46
68740,"CSN3104","ZBAA","ZGGG","18L",21,1543,1530,1551,"REN8DL",20140523,943,951,8,5,23,10,11,39,45,11,39
68741,"CCA1515","ZBAA","ZSSS","19",5,1534,1530,1556,"LAD8D",20140523,934,956,22,5,23,10,11,39,45,11,39
68742,"CCA1409","ZBAA","ZUCK","18L",4,1534,1530,1555,"SOS8DL",20140523,934,955,21,5,23,10,11,39,45,11,39
68743,"CSN3160","ZBAA","ZGSZ","18L",21,1551,1500,1557,"REN8DL",20140523,951,957,6,5,23,10,11,39,45,11,39
68744,"GDC7149","ZBAA","ZYHB","19",24,1531,1540,1601,"YV8E",20140523,931,961,30,5,23,10,12,46,41,16,46
68745,"CCA1555","ZBAA","ZSYT","18L",2,1544,1545,1602,"TON8CL",20140523,944,962,18,5,23,10,12,46,41,16,46
68746,"ANA1256","ZBAA","RJTT","18L",12,1548,1545,1559,"TON8CL",20140523,948,959,11,5,23,10,11,39,45,11,39
68747,"CSC8886","ZBAA","ZUUU","18L",3,1528,1520,1539,"SOS8DL",20140523,928,939,11,5,23,7,13,39,45,11,39
68748,"CSZ9560","ZBAA","ZSWX","19",2,1527,1335,1541,"LAD8D",20140523,927,941,14,5,23,7,13,39,45,11,39
68749,"CCA8215","ZBAA","ZHHH","18L",6,1529,1525,1545,"REN43D",20140523,929,945,16,5,23,10,11,39,45,11,39
68750,"CES743","ZBAA","ZSQD","18L",18,1540,1515,1547,"TON8CL",20140523,940,947,7,5,23,10,11,39,45,11,39
68751,"CCA969","ZBAA","WSSS","18L",11,1537,1535,1549,"REN8DL",20140523,937,949,12,5,23,10,11,39,45,11,39
68752,"CSN3128","ZBAA","ZGHA","18R",22,1538,1540,1549,"REN8CR",20140523,938,949,11,5,23,10,11,39,45,11,39
68753,"MZT8336","ZBAA","ZYTX","19",16,1529,1450,1549,"CDY8D",20140523,929,949,20,5,23,10,11,39,45,11,39
68754,"CCA911","ZBAA","ESSA","19",9,1524,1350,1536,"YV8E",20140523,924,936,12,5,23,7,13,39,45,11,39
68755,"CCA995","ZBAA","KIAH","19",8,1502,1500,1527,"YV8E",20140523,902,927,25,5,23,8,12,39,45,9,39
68756,"CSZ9852","ZBAA","ZGSZ","18L",3,1523,1410,1532,"REN8DL",20140523,923,932,9,5,23,7,13,39,45,11,39
68757,"CSN6714","ZBAA","ZJSY","18L",20,1510,1455,1531,"REN8DL",20140523,910,931,21,5,23,7,13,39,45,11,39
68758,"CES5116","ZBAA","ZSSS","18L",21,1528,1500,1534,"LAD8CL",20140523,928,934,6,5,23,7,13,39,45,11,39
68759,"CCA1225","ZBAA","ZLXY","18L",3,1525,1525,1537,"SOS8DL",20140523,925,937,12,5,23,7,13,39,45,11,39
68760,"CCA1301","ZBAA","ZGGG","18L",32,1521,1500,1524,"REN8DL",20140523,921,924,3,5,23,8,12,39,45,9,39
68761,"CES2112","ZBAA","ZLXY","18R",18,1504,1505,1515,"SOS8CR",20140523,904,915,11,5,23,8,12,39,45,9,39
68762,"CCA1345","ZBAA","ZJSY","18L",3,1505,1510,1514,"REN8DL",20140523,905,914,9,5,23,14,9,39,45,8,39
68763,"CES2091","ZBAA","ZSCN","18L",18,1511,1400,1515,"LAD8CL",20140523,911,915,4,5,23,8,12,39,45,9,39
68764,"CCA1629","ZBAA","ZYCC","19",1,1448,1450,1516,"YV8E",20140523,888,916,28,5,23,8,12,39,45,9,39
68765,"JAL864","ZBAA","RJAA","18L",11,1513,1520,1520,"TON8CL",20140523,913,920,7,5,23,8,12,39,45,9,39
68766,"SAS996","ZBAA","EKCH","19",7,1456,1450,1521,"YV8E",20140523,896,921,25,5,23,8,12,39,45,9,39
68767,"CCA1229","ZBAA","ZBOW","18L",6,1513,1510,1522,"SOS8DL",20140523,913,922,9,5,23,8,12,39,45,9,39
68768,"CCA1693","ZBAA","ZYJM","19",5,1430,1435,1503,"YV8E",20140523,870,903,33,5,23,14,9,39,45,8,39
68769,"CCA1631","ZBAA","ZYDD","19",2,1443,1440,1506,"CDY8D",20140523,883,906,23,5,23,14,9,39,45,8,39
68770,"CXA8102","ZBAA","ZSAM","18L",21,1500,1500,1504,"LAD8CL",20140523,900,904,4,5,23,14,9,39,45,8,39
68771,"CSN6102","ZBAA","ZYTX","19",22,1442,1450,1509,"CDY8D",20140523,882,909,27,5,23,14,9,39,45,8,39
68772,"CPA391","ZBAA","VHHH","18L",8,1435,1330,1507,"REN8DL",20140523,875,907,32,5,23,14,9,39,45,8,39
68773,"CCA1325","ZBAA","ZHCC","18L",3,1457,1455,1511,"REN8DL",20140523,897,911,14,5,23,14,9,39,45,8,39
68774,"CCA4116","ZBAA","ZUUU","18L",4,1457,1500,1509,"SOS8DL",20140523,897,909,12,5,23,14,9,39,45,8,39
68775,"CCA939","ZBAA","LIRF","19",6,1446,1340,1513,"YV8E",20140523,886,913,27,5,23,14,9,39,45,8,39
68776,"CCA1521","ZBAA","ZSSS","18L",1,1456,1430,1512,"LAD8CL",20140523,896,912,16,5,23,14,9,39,45,8,39
68777,"CES5458","ZBAA","ZSHC","18L",22,1721,1705,1746,"LAD8CL",20140522,1041,1066,25,5,22,10,9,41,34,5,39
68778,"CCA1825","ZBAA","ZSCG","18L",1,1718,1715,1748,"LAD8CL",20140522,1038,1068,30,5,22,10,9,41,34,5,39
68779,"CCA1135","ZBAA","ZBOW","18L",6,1726,1720,1749,"SOS8DL",20140522,1046,1069,23,5,22,10,9,41,34,5,39
68780,"CCA1897","ZBAA","ZSWX","18L",5,1729,1715,1753,"LAD8CL",20140522,1049,1073,24,5,22,10,9,41,34,5,39
68781,"CCA1823","ZBAA","ZHYC","18L",2,1724,1720,1751,"REN8DL",20140522,1044,1071,27,5,22,10,9,41,34,5,39
68782,"CCA1235","ZBAA","ZLXY","18L",3,1734,1725,1756,"SOS8DL",20140522,1054,1076,22,5,22,10,9,41,34,5,39
68783,"CCA8205","ZBAA","ZHHH","18L",6,1732,1725,1754,"REN8DL",20140522,1052,1074,22,5,22,10,9,41,34,5,39
68784,"CSN3160","ZBAA","ZGSZ","18R",21,1718,1500,1745,"REN8CR",20140522,1038,1065,27,5,22,10,9,41,34,5,39
68785,"THA615","ZBAA","VTBS","18L",8,1710,1705,1736,"REN8DL",20140522,1030,1056,26,5,22,13,9,41,34,11,39
68786,"CSN323","ZBAA","ZGGG","18R",18,1710,1630,1739,"REN8CR",20140522,1030,1059,29,5,22,13,9,41,34,11,39
68787,"CCA1887","ZBAA","ZSJD","18L",3,1656,1645,1739,"LAD8CL",20140522,1016,1059,43,5,22,13,9,41,34,11,39
68788,"CCA821","ZBAA","VTSP","18L",10,1712,1710,1740,"REN8DL",20140522,1032,1060,28,5,22,13,9,41,34,11,39
68789,"CCA159","ZBAA","RJGG","19",5,1736,1700,1743,"TON8D",20140522,1056,1063,7,5,22,13,9,41,34,11,39
68790,"CES5280","ZBAA","ZSOF","18L",22,1707,1655,1743,"LAD8CL",20140522,1027,1063,36,5,22,13,9,41,34,11,39
68791,"AAR336","ZBAA","RKSI","18L",11,1711,1710,1744,"TON8CL",20140522,1031,1064,33,5,22,13,9,41,34,11,39
68792,"CSN679","ZBAA","ZWWW","18R",13,1716,1705,1736,"SOS8CR",20140522,1036,1056,20,5,22,13,9,41,34,11,39
68793,"CCD1611","ZBAA","ZYHB","19",1,1659,1700,1730,"YV8E",20140522,1019,1050,31,5,22,13,9,41,34,11,39
68794,"CCA1221","ZBAA","ZLLL","18L",4,1708,1625,1728,"SOS8DL",20140522,1028,1048,20,5,22,10,8,41,34,11,39
68795,"CCA421","ZBAA","RJAA","19",5,1717,1640,1727,"TON8D",20140522,1037,1047,10,5,22,10,8,41,34,11,39
68796,"CCA1507","ZBAA","ZSYA","18L",6,1639,1645,1729,"LAD8CL",20140522,999,1049,50,5,22,10,8,41,34,11,39
68797,"CCA175","ZBAA","ZSPD","18L",5,1644,1600,1732,"LAD8CL",20140522,1004,1052,48,5,22,13,9,41,34,11,39
68798,"CCA1123","ZBAA","ZBTL","19",2,1715,1710,1732,"YV8E",20140522,1035,1052,17,5,22,13,9,41,34,11,39
68799,"CSN6220","ZBAA","ZYHB","19",22,1717,1725,1737,"YV8E",20140522,1037,1057,20,5,22,13,9,41,34,11,39
68800,"FDX92","ZBAA","RKSI","18L",29,1716,1700,1734,"TON8CL",20140522,1036,1054,18,5,22,13,9,41,34,11,39
68801,"CES743","ZBAA","ZSQD","18L",18,1712,1515,1726,"TON8CL",20140522,1032,1046,14,5,22,10,8,41,34,11,39
68802,"CCA1815","ZBAA","ZSAM","18L",2,1630,1625,1712,"LAD8CL",20140522,990,1032,42,5,22,8,8,41,34,12,39
68803,"CES2114","ZBAA","ZLXY","18R",22,1702,1655,1713,"SOS8CR",20140522,1022,1033,11,5,22,8,8,41,34,12,39
68804,"DAL188","ZBAA","KDTW","19",21,1648,1650,1714,"YV8E",20140522,1008,1034,26,5,22,8,8,41,34,12,39
68805,"CHH7135","ZBAA","ZGHA","18R",25,1705,1705,1717,"REN8CR",20140522,1025,1037,12,5,22,10,8,41,34,11,39
68806,"CCA1549","ZBAA","ZSSS","18L",1,1652,1630,1720,"LAD8CL",20140522,1012,1040,28,5,22,10,8,41,34,11,39
68807,"ACA030","ZBAA","CYVR","19",10,1657,1605,1720,"YV8E",20140522,1017,1040,23,5,22,10,8,41,34,11,39
68808,"AAR316","ZBAA","RKPK","19",11,1700,1650,1718,"TON8D",20140522,1020,1038,18,5,22,10,8,41,34,11,39
68809,"CCA1425","ZBAA","ZUUU","18L",3,1701,1700,1723,"SOS8DL",20140522,1021,1043,22,5,22,10,8,41,34,11,39
68810,"CCA1375","ZBAA","ZGNN","18L",5,1703,1635,1725,"REN8DL",20140522,1023,1045,22,5,22,10,8,41,34,11,39
68811,"CSN6204","ZBAA","ZYHB","19",21,1639,1620,1711,"YV8E",20140522,999,1031,32,5,22,8,8,41,34,12,39
68812,"CCA1497","ZBAA","ZPLJ","18L",4,1645,1625,1659,"SOS8DL",20140522,1005,1019,14,5,22,11,10,45,41,7,40
68813,"CCA1303","ZBAA","ZGSZ","18L",4,1651,1330,1705,"REN8DL",20140522,1011,1025,14,5,22,8,8,41,34,12,39
68814,"CXA8114","ZBAA","ZSQZ","18L",22,1631,1615,1703,"LAD8CL",20140522,991,1023,32,5,22,8,8,41,34,12,39
68815,"CCD8906","ZBAA","ZYTL","19",2,1638,1635,1705,"TON8D",20140522,998,1025,27,5,22,8,8,41,34,12,39
68816,"CCA161","ZBAA","RJBB","19",5,1637,1625,1703,"TON8D",20140522,997,1023,26,5,22,8,8,41,34,12,39
68817,"CES2070","ZBAA","ZYCC","19",22,1626,1555,1659,"YV8E",20140522,986,1019,33,5,22,11,10,45,41,7,40
68818,"CCA1543","ZBAA","ZSOF","18L",5,1625,1620,1649,"LAD8CL",20140522,985,1009,24,5,22,11,10,45,41,7,40
68819,"CSN6194","ZBAA","ZYCC","19",21,1619,1625,1648,"YV8E",20140522,979,1008,29,5,22,11,10,45,41,7,40
68820,"CCA1473","ZBAA","ZGSD","18L",2,1627,1625,1648,"REN8DL",20140522,987,1008,21,5,22,11,10,45,41,7,40
68821,"CHH7705","ZBAA","ZGSZ","18R",26,1626,1445,1646,"REN8CR",20140522,986,1006,20,5,22,11,10,45,41,7,40
68822,"CCA1435","ZBAA","ZUCK","18L",3,1639,1635,1654,"SOS8DL",20140522,999,1014,15,5,22,11,10,45,41,7,40
68823,"CCA1571","ZBAA","ZSQD","19",2,1628,1625,1650,"TON8D",20140522,988,1010,22,5,22,11,10,45,41,7,40
68824,"SIA807","ZBAA","WSSS","18L",8,1641,1635,1656,"REN8DL",20140522,1001,1016,15,5,22,11,10,45,41,7,40
68825,"JAL22","ZBAA","RJTT","19",11,1632,1640,1656,"TON8D",20140522,992,1016,24,5,22,11,10,45,41,7,40
68826,"CSN3734","ZBAA","ZGSD","18R",22,1621,1610,1635,"REN8CR",20140522,981,995,14,5,22,12,8,45,41,11,40
68827,"CCA1635","ZBAA","ZYTX","19",1,1605,1600,1638,"CDY8D",20140522,965,998,33,5,22,12,8,45,41,11,40
68828,"CXA8108","ZBAA","ZSFZ","18L",22,1630,1605,1642,"LAD8CL",20140522,990,1002,12,5,22,12,8,45,41,11,40
68829,"CCA1615","ZBAA","ZYYJ","19",3,1614,1615,1641,"CDY8D",20140522,974,1001,27,5,22,12,8,45,41,11,40
68830,"CCA1521","ZBAA","ZSSS","18L",1,1620,1430,1639,"LAD8CL",20140522,980,999,19,5,22,12,8,45,41,11,40
68831,"CCA1563","ZBAA","ZSHC","18L",1,1610,1605,1646,"LAD8CL",20140522,970,1006,36,5,22,11,10,45,41,7,40
68832,"UAL850","ZBAA","KORD","19",9,1613,1610,1643,"YV8E",20140522,973,1003,30,5,22,12,8,45,41,11,40
68833,"CCA1345","ZBAA","ZJSY","18L",5,1627,1510,1644,"REN8DL",20140522,987,1004,17,5,22,12,8,45,41,11,40
68834,"CCA1539","ZBAA","ZSWZ","18L",5,1616,1610,1638,"LAD8CL",20140522,976,998,22,5,22,12,8,45,41,11,40
68835,"CCA991","ZBAA","CYVR","19",11,1557,1550,1625,"YV8E",20140522,957,985,28,5,22,12,11,45,41,12,40
68836,"CES271","ZBAA","ZSPD","18L",18,1546,1400,1625,"LAD8CL",20140522,946,985,39,5,22,12,11,45,41,12,40
68837,"CES5712","ZBAA","ZPPP","18R",22,1620,1620,1629,"SOS8CR",20140522,980,989,9,5,22,12,11,45,41,12,40
68838,"CES5114","ZBAA","ZSSS","18L",21,1602,1400,1627,"LAD8CL",20140522,962,987,25,5,22,12,11,45,41,12,40
68839,"CCA1489","ZBAA","ZSGZ","18L",6,1610,1555,1632,"LAD8CL",20140522,970,992,22,5,22,12,8,45,41,11,40
68840,"CHH7157","ZBAA","ZGNN","18L",24,1619,1435,1633,"REN8DL",20140522,979,993,14,5,22,12,8,45,41,11,40
68841,"UAL88","ZBAA","KEWR","19",9,1552,1545,1632,"YV8E",20140522,952,992,40,5,22,12,8,45,41,11,40
68842,"CCA1407","ZBAA","ZUUU","18L",7,1608,1600,1635,"SOS8DL",20140522,968,995,27,5,22,12,8,45,41,11,40
68843,"CSN3128","ZBAA","ZGHA","18R",22,1604,1540,1626,"REN8CR",20140522,964,986,22,5,22,12,11,45,41,12,40
68844,"CSN377","ZBAA","ZSAM","18L",18,1601,1555,1617,"LAD8CL",20140522,961,977,16,5,22,12,11,45,41,12,40
68845,"ANA1256","ZBAA","RJTT","19",12,1551,1545,1615,"TON8D",20140522,951,975,24,5,22,12,11,45,41,12,40
68846,"CCA1291","ZBAA","ZWWW","18L",1,1548,1545,1620,"SOS8DL",20140522,948,980,32,5,22,12,11,45,41,12,40
68847,"CCA1403","ZBAA","ZPPP","18L",3,1544,1545,1618,"SOS8DL",20140522,944,978,34,5,22,12,11,45,41,12,40
68848,"CCA985","ZBAA","KSFO","19",10,1549,1540,1619,"YV8E",20140522,949,979,30,5,22,12,11,45,41,12,40
68849,"CSZ9852","ZBAA","ZGSZ","18L",3,1558,1410,1621,"REN8DL",20140522,958,981,23,5,22,12,11,45,41,12,40
68850,"CCA8215","ZBAA","ZHHH","18L",6,1559,1525,1623,"REN8DL",20140522,959,983,24,5,22,12,11,45,41,12,40
68851,"CHH7633","ZBAA","ZLLL","18R",25,1549,1550,1602,"SOS8CR",20140522,949,962,13,5,22,10,12,45,41,10,40
68852,"CCA115","ZBAA","VHHH","18L",6,1539,1530,1605,"REN8DL",20140522,939,965,26,5,22,10,12,45,41,10,40
68853,"CES2832","ZBAA","ZSNJ","18L",22,1554,1550,1609,"LAD8CL",20140522,954,969,15,5,22,10,12,45,41,10,40
68854,"CCA1357","ZBAA","ZGSZ","18L",6,1545,1535,1607,"REN8DL",20140522,945,967,22,5,22,10,12,45,41,10,40
68855,"CSN6122","ZBAA","ZYTL","18L",22,1555,1550,1613,"TON8CL",20140522,955,973,18,5,22,10,12,45,41,10,40
68856,"CES2203","ZBAA","ZBLL","18R",22,1558,1555,1612,"REN8CR",20140522,958,972,14,5,22,10,12,45,41,10,40
68857,"CHH7179","ZBAA","ZJSY","18R",25,1603,1500,1613,"REN8CR",20140522,963,973,10,5,22,10,12,45,41,10,40
68858,"CCA969","ZBAA","WSSS","18L",7,1540,1535,1611,"REN8DL",20140522,940,971,31,5,22,10,12,45,41,10,40
68859,"CSN3104","ZBAA","ZGGG","18L",21,1546,1530,1602,"REN8DL",20140522,946,962,16,5,22,10,12,45,41,10,40
68860,"CDG4654","ZBAA","ZSQD","18L",4,1529,1520,1554,"TON8CL",20140522,929,954,25,5,22,9,10,39,44,16,42
68861,"CCA1577","ZBAA","ZSCN","18L",2,1528,1525,1557,"LAD8CL",20140522,928,957,29,5,22,9,10,39,44,16,42
68862,"CCA1555","ZBAA","ZSYT","19",1,1545,1545,1558,"TON8D",20140522,945,958,13,5,22,9,10,39,44,16,42
68863,"GDC7149","ZBAA","ZYHB","19",24,1540,1540,1556,"YV8E",20140522,940,956,16,5,22,9,10,39,44,16,42
68864,"CCA177","ZBAA","ZSPD","18L",2,1534,1525,1559,"LAD8CL",20140522,934,959,25,5,22,9,10,39,44,16,42
68865,"CCA1409","ZBAA","ZUCK","18L",4,1535,1530,1558,"SOS8DL",20140522,935,958,23,5,22,9,10,39,44,16,42
68866,"CSN6159","ZBAA","ZPPP","18R",18,1547,1540,1600,"SOS8CR",20140522,947,960,13,5,22,10,12,45,41,10,40
68867,"CCA1301","ZBAA","ZGGG","18L",8,1534,1500,1544,"REN8DL",20140522,934,944,10,5,22,8,11,39,44,9,42
68868,"CCA1225","ZBAA","ZLXY","18L",4,1528,1525,1546,"SOS8DL",20140522,928,946,18,5,22,9,10,39,44,16,42
68869,"CSN3162","ZBAA","ZGGG","18L",22,1452,1430,1548,"REN8DL",20140522,892,948,56,5,22,9,10,39,44,16,42
68870,"CHH7111","ZBAA","ZPPP","18L",23,1538,1535,1552,"SOS8DL",20140522,938,952,14,5,22,9,10,39,44,16,42
68871,"CSN6714","ZBAA","ZJSY","18R",20,1507,1455,1529,"REN8CR",20140522,907,929,22,5,22,12,11,39,44,8,42
68872,"JAL864","ZBAA","RJAA","18L",11,1515,1520,1532,"TON8CL",20140522,915,932,17,5,22,8,11,39,44,9,42
68873,"CSN3152","ZBAA","ZGSZ","18L",21,1504,1300,1530,"REN8DL",20140522,904,930,26,5,22,8,11,39,44,9,42
68874,"CSC8886","ZBAA","ZUUU","18L",3,1517,1520,1536,"SOS8DL",20140522,917,936,19,5,22,8,11,39,44,9,42
68875,"CES5140","ZBAA","ZSSS","18L",22,1527,1335,1534,"LAD8CL",20140522,927,934,7,5,22,8,11,39,44,9,42
68876,"CCA1513","ZBAA","ZSNT","18L",10,1520,1515,1538,"LAD8CL",20140522,920,938,18,5,22,8,11,39,44,9,42
68877,"AAR334","ZBAA","RKSI","18L",12,1527,1520,1539,"TON8CL",20140522,927,939,12,5,22,8,11,39,44,9,42
68878,"CHH7782","ZBAA","ZJHK","18R",24,1530,1530,1540,"REN8CR",20140522,930,940,10,5,22,8,11,39,44,9,42
68879,"CCA1229","ZBAA","ZBOW","18L",32,1514,1510,1528,"SOS8DL",20140522,914,928,14,5,22,12,11,39,44,8,42
68880,"UAL850","ZBAA","KORD","19",9,1639,1610,1734,"YV8E",20140521,999,1054,55,5,21,13,13,35,45,10,38
68881,"CCA421","ZBAA","RJAA","19",5,1649,1640,1738,"TON8D",20140521,1009,1058,49,5,21,13,13,35,45,10,38
68882,"CCA1135","ZBAA","ZBOW","18L",3,1726,1720,1741,"SOS8DL",20140521,1046,1061,15,5,21,13,13,35,45,10,38
68883,"CSN6204","ZBAA","ZYHB","19",22,1646,1620,1739,"YV8E",20140521,1006,1059,53,5,21,13,13,35,45,10,38
68884,"CCA1887","ZBAA","ZSJD","19",1,1705,1645,1744,"LAD8D",20140521,1025,1064,39,5,21,13,13,35,45,10,38
68885,"CCA173","ZBAA","YSSY","19",11,1644,1650,1742,"TON8D",20140521,1004,1062,58,5,21,13,13,35,45,10,38
68886,"CCA1375","ZBAA","ZGNN","18L",3,1708,1635,1744,"REN8DL",20140521,1028,1064,36,5,21,13,13,35,45,10,38
68887,"CCA941","ZBAA","OMDB","18L",10,1715,1705,1733,"SOS8DL",20140521,1035,1053,18,5,21,13,13,35,45,10,38
68888,"CES5120","ZBAA","ZSSS","18L",21,1720,1700,1725,"LAD8CL",20140521,1040,1045,5,5,21,9,8,35,45,15,38
68889,"CCA115","ZBAA","VHHH","18L",6,1632,1530,1727,"REN8DL",20140521,992,1047,55,5,21,9,8,35,45,15,38
68890,"CHH7287","ZBAA","ZLYL","18R",24,1656,2000,1732,"SOS8CR",20140521,1016,1052,36,5,21,13,13,35,45,10,38
68891,"CHH495","ZBAA","KSEA","19",26,1638,1620,1731,"YV8E",20140521,998,1051,53,5,21,13,13,35,45,10,38
68892,"CES5712","ZBAA","ZPPP","18R",22,1651,1620,1729,"SOS8CR",20140521,1011,1049,38,5,21,9,8,35,45,15,38
68893,"CSN3160","ZBAA","ZGSZ","18R",18,1652,1500,1736,"REN8CR",20140521,1012,1056,44,5,21,13,13,35,45,10,38
68894,"CHH7177","ZBAA","ZSHC","18L",24,1726,1730,1736,"LAD8CL",20140521,1046,1056,10,5,21,13,13,35,45,10,38
68895,"CCA1425","ZBAA","ZUUU","18L",6,1727,1700,1737,"SOS8DL",20140521,1047,1057,10,5,21,13,13,35,45,10,38
68896,"FDX92","ZBAA","RKSI","19",29,1656,1700,1716,"TON8D",20140521,1016,1036,20,5,21,9,8,35,45,15,38
68897,"AAR316","ZBAA","RKPK","19",12,1655,1650,1714,"TON8D",20140521,1015,1034,19,5,21,3,11,35,45,3,38
68898,"CCA1549","ZBAA","ZSSS","18L",1,1635,1630,1717,"LAD8CL",20140521,995,1037,42,5,21,9,8,35,45,15,38
68899,"CSN3128","ZBAA","ZGHA","18R",22,1558,1540,1721,"REN8CR",20140521,958,1041,83,5,21,9,8,35,45,15,38
68900,"CCD8906","ZBAA","ZYTL","19",1,1638,1635,1720,"TON8D",20140521,998,1040,42,5,21,9,8,35,45,15,38
68901,"CCA1571","ZBAA","ZSQD","19",2,1632,1625,1718,"TON8D",20140521,992,1038,46,5,21,9,8,35,45,15,38
68902,"CCA1807","ZBAA","ZSFZ","19",1,1644,1615,1723,"LAD8D",20140521,1004,1043,39,5,21,9,8,35,45,15,38
68903,"CES2203","ZBAA","ZBLL","36L",22,1643,1555,1655,"REN8AL",20140521,1003,1015,12,5,21,7,9,42,37,8,44
68904,"ACA030","ZBAA","CYVR","36R",8,1632,1605,1654,"YV8AR",20140521,992,1014,22,5,21,7,9,42,37,8,44
68905,"CCA1815","ZBAA","ZSAM","1",2,1626,1625,1657,"LAD8E",20140521,986,1017,31,5,21,7,9,42,37,8,44
68906,"CSN6122","ZBAA","ZYTL","1",21,1629,1550,1703,"LAD8E",20140521,989,1023,34,5,21,3,11,35,45,3,38
68907,"CHH7782","ZBAA","ZJHK","18L",25,1630,1530,1714,"REN8DL",20140521,990,1034,44,5,21,3,11,35,45,3,38
68908,"CSN6159","ZBAA","ZPPP","36L",18,1614,1540,1644,"SOS8AL",20140521,974,1004,30,5,21,14,11,42,37,14,44
68909,"CCA1435","ZBAA","ZUCK","36R",4,1639,1635,1644,"SOS8BR",20140521,999,1004,5,5,21,14,11,42,37,14,44
68910,"CCA1543","ZBAA","ZSOF","1",2,1622,1620,1643,"LAD8E",20140521,982,1003,21,5,21,14,11,42,37,14,44
68911,"CCA1301","ZBAA","ZGGG","36R",6,1546,1500,1646,"REN8BR",20140521,946,1006,60,5,21,7,9,42,37,8,44
68912,"CCA161","ZBAA","RJBB","1",5,1626,1625,1648,"LAD8E",20140521,986,1008,22,5,21,7,9,42,37,8,44
68913,"DAL188","ZBAA","KDTW","36R",20,1643,1650,1650,"YV8AR",20140521,1003,1010,7,5,21,7,9,42,37,8,44
68914,"CHH7179","ZBAA","ZJSY","36L",26,1604,1500,1653,"REN8AL",20140521,964,1013,49,5,21,7,9,42,37,8,44
68915,"CES563","ZBAA","ZSPD","36R",18,1628,1620,1640,"LAD8AR",20140521,988,1000,12,5,21,14,11,42,37,14,44
68916,"CCA1109","ZBAA","ZBXH","1",6,1613,640,1636,"YV8C",20140521,973,996,23,5,21,14,11,42,37,14,44
68917,"CXA8114","ZBAA","ZSQZ","36R",22,1619,1615,1635,"LAD8AR",20140521,979,995,16,5,21,14,11,42,37,14,44
68918,"CSN6194","ZBAA","ZYCC","36R",22,1625,1625,1636,"YV8AR",20140521,985,996,11,5,21,14,11,42,37,14,44
68919,"HVN513","ZBAA","VVNB","36L",20,1558,1545,1641,"REN8AL",20140521,958,1001,43,5,21,14,11,42,37,14,44
68920,"CCA1403","ZBAA","ZPPP","36R",4,1627,1545,1638,"SOS8BR",20140521,987,998,11,5,21,14,11,42,37,14,44
68921,"CCA1615","ZBAA","ZYYJ","1",6,1621,1615,1639,"CDY8B",20140521,981,999,18,5,21,14,11,42,37,14,44
68922,"CSN377","ZBAA","ZSAM","36R",16,1607,1555,1625,"LAD8AR",20140521,967,985,18,5,21,13,10,42,37,10,44
