"X","航班号","起飞机场","目的机场","rwy","ramp","pb_time","s_dep_time","a_dep_time","所走航路","mission_full_date","time_pushback","time_takeoff_real","dep_taxi","mission_month","mission_date","dep_may_15_per_dep","arr_may_15_per_dep","dep_may_60_per_dep","arr_may_60_per_dep","pb_may_15_per_dep","pb_may_60_per_dep"
76079,"CCA422","ZBAA","ZUUU","36R",10,1339,1300,1451,"SOS8BR",20140503,819,891,72,5,3,17,10,54,51,10,54
76080,"CSH9152","ZBAA","ZSHC","36R",22,1416,1410,1455,"LAD8AR",20140503,856,895,39,5,3,17,10,54,51,10,54
76081,"CSN6025","ZBAA","ZWWW","36L",18,1442,1440,1455,"SOS8AL",20140503,882,895,13,5,3,17,10,54,51,10,54
76082,"CES271","ZBAA","ZSPD","36R",18,1419,1400,1459,"LAD8AR",20140503,859,899,40,5,3,17,10,54,51,10,54
76083,"CCA1327","ZBAA","ZGGG","36R",4,1433,1400,1457,"REN8BR",20140503,873,897,24,5,3,17,10,54,51,10,54
76084,"CES5661","ZBAA","ZYHB","36R",21,1407,1405,1450,"YV8AR",20140503,847,890,43,5,3,17,10,54,51,10,54
76085,"CCA909","ZBAA","UUEE","1",10,1403,1345,1443,"YV8C",20140503,843,883,40,5,3,15,12,54,51,12,54
76086,"CXA8166","ZBAA","ZSFZ","36R",21,1353,1350,1441,"LAD8AR",20140503,833,881,48,5,3,15,12,54,51,12,54
76087,"CHH7157","ZBAA","ZGNN","36L",24,1435,1435,1446,"REN8AL",20140503,875,886,11,5,3,17,10,54,51,10,54
76088,"CHH497","ZBAA","KORD","36R",26,1352,1320,1444,"YV8AR",20140503,832,884,52,5,3,15,12,54,51,12,54
76089,"CPA391","ZBAA","VHHH","36R",8,1419,1330,1446,"REN8BR",20140503,859,886,27,5,3,17,10,54,51,10,54
76090,"CCA1716","ZBAA","ZSHC","1",1,1428,1405,1450,"LAD8E",20140503,868,890,22,5,3,17,10,54,51,10,54
76091,"CSZ9560","ZBAA","ZSWX","1",2,1410,1335,1447,"LAD8E",20140503,850,887,37,5,3,17,10,54,51,10,54
76092,"CCA1439","ZBAA","ZUCK","36R",4,1413,1330,1448,"SOS8BR",20140503,853,888,35,5,3,17,10,54,51,10,54
76093,"CCA1303","ZBAA","ZGSZ","36R",4,1408,1330,1442,"REN8BR",20140503,848,882,34,5,3,15,12,54,51,12,54
76094,"CSN6902","ZBAA","ZWWW","36L",22,1427,1425,1438,"SOS8AL",20140503,867,878,11,5,3,15,12,54,51,12,54
76095,"CCA861","ZBAA","LSGG","1",7,1353,1330,1435,"YV8C",20140503,833,875,42,5,3,15,12,54,51,12,54
76096,"CCA1873","ZBAA","ZHHH","36R",6,1411,1325,1437,"REN8BR",20140503,851,877,26,5,3,15,12,54,51,12,54
76097,"CES5114","ZBAA","ZSSS","36R",21,1411,1400,1435,"LAD8AR",20140503,851,875,24,5,3,15,12,54,51,12,54
76098,"CCA1541","ZBAA","ZSNB","1",3,1353,1350,1438,"LAD8E",20140503,833,878,45,5,3,15,12,54,51,12,54
76099,"CSN3162","ZBAA","ZGGG","36L",21,1435,1430,1443,"REN8AL",20140503,875,883,8,5,3,15,12,54,51,12,54
76100,"CCA1219","ZBAA","ZLIC","36R",3,1416,1325,1439,"SOS8BR",20140503,856,879,23,5,3,15,12,54,51,12,54
76101,"CCA931","ZBAA","EDDF","36R",9,1405,1400,1432,"YV8AR",20140503,845,872,27,5,3,15,12,54,51,12,54
76102,"CSN3718","ZBAA","ZGHA","36L",22,1413,1340,1427,"REN8AL",20140503,853,867,14,5,3,10,16,54,51,11,54
76103,"CCA939","ZBAA","LIRF","1",8,1352,1340,1423,"YV8C",20140503,832,863,31,5,3,10,16,54,51,11,54
76104,"CES2110","ZBAA","ZLXY","36L",18,1410,1405,1424,"SOS8AL",20140503,850,864,14,5,3,10,16,54,51,11,54
76105,"CES5140","ZBAA","ZSSS","36R",22,1339,1335,1430,"LAD8AR",20140503,819,870,51,5,3,15,12,54,51,12,54
76106,"CDG4854","ZBAA","ZSYT","1",2,1353,1345,1428,"TON8B",20140503,833,868,35,5,3,10,16,54,51,11,54
76107,"VQBCE","ZBAA","VHHH","36L",13,1419,1400,1430,"REN8AL",20140503,859,870,11,5,3,15,12,54,51,12,54
76108,"CHH7145","ZBAA","ZWWW","36L",25,1413,1340,1425,"SOS8AL",20140503,853,865,12,5,3,10,16,54,51,11,54
76109,"CHH7765","ZBAA","ZYCC","36R",24,1340,1330,1434,"YV8AR",20140503,820,874,54,5,3,15,12,54,51,12,54
76110,"CCA125","ZBAA","RKSI","1",7,1402,345,1416,"TON8B",20140503,842,856,14,5,3,10,16,54,51,11,54
76111,"GDC7233","ZBAA","ZLIC","36L",24,1404,1340,1420,"SOS8AL",20140503,844,860,16,5,3,10,16,54,51,11,54
76112,"CSN3106","ZBAA","ZGGG","36L",13,1410,1330,1421,"REN8AL",20140503,850,861,11,5,3,10,16,54,51,11,54
76113,"CES5714","ZBAA","ZPPP","36R",21,1309,1255,1418,"SOS8BR",20140503,789,858,69,5,3,10,16,54,51,11,54
76114,"CCA1471","ZBAA","ZGKL","36R",3,1400,1315,1427,"REN8BR",20140503,840,867,27,5,3,10,16,54,51,11,54
76115,"CES5710","ZBAA","ZULZ","36L",22,1403,1310,1410,"SOS8AL",20140503,843,850,7,5,3,12,13,54,51,21,54
76116,"CCA949","ZBAA","LIMC","1",11,1332,1330,1407,"YV8C",20140503,812,847,35,5,3,12,13,54,51,21,54
76117,"CCA1517","ZBAA","ZSSS","1",1,1328,1330,1409,"LAD8E",20140503,808,849,41,5,3,12,13,54,51,21,54
76118,"HAH601","ZBAA","ZSCN","36R",23,1322,650,1411,"LAD8AR",20140503,802,851,49,5,3,12,13,54,51,21,54
76119,"CCA1297","ZBAA","ZWWW","36R",4,1358,1310,1413,"SOS8BR",20140503,838,853,15,5,3,12,13,54,51,21,54
76120,"CCA933","ZBAA","LFPG","1",9,1347,1335,1412,"YV8C",20140503,827,852,25,5,3,12,13,54,51,21,54
76121,"CCA1271","ZBAA","ZLLL","36R",3,1312,1230,1407,"SOS8BR",20140503,792,847,55,5,3,12,13,54,51,21,54
76122,"CES5296","ZBAA","ZBYN","36L",22,1408,1325,1414,"REN8AL",20140503,848,854,6,5,3,12,13,54,51,21,54
76123,"CCA963","ZBAA","EDDL","1",11,1324,1320,1358,"YV8C",20140503,804,838,34,5,3,9,13,28,37,8,36
76124,"CSN3120","ZBAA","ZJHK","36L",22,1306,1250,1402,"REN8AL",20140503,786,842,56,5,3,12,13,54,51,21,54
76125,"CSN6712","ZBAA","ZJSY","36R",13,1314,1255,1400,"REN8BR",20140503,794,840,46,5,3,12,13,54,51,21,54
76126,"CHH7161","ZBAA","ZUCK","36L",25,1305,1305,1406,"SOS8AL",20140503,785,846,61,5,3,12,13,54,51,21,54
76127,"CCA981","ZBAA","KJFK","1",9,1312,1300,1354,"YV8C",20140503,792,834,42,5,3,9,13,28,37,8,36
76128,"CCA932","ZBAA","ZSOF","1",2,1328,1325,1404,"LAD8E",20140503,808,844,36,5,3,12,13,54,51,21,54
76129,"CES5695","ZBAA","ZHLY","36L",22,1312,1300,1345,"REN8AL",20140503,792,825,33,5,3,9,13,28,37,8,36
76130,"CCA1657","ZBAA","ZYTX","1",1,1304,1305,1342,"CDY8B",20140503,784,822,38,5,3,4,4,28,37,5,36
76131,"KOR152","ZBAA","ZKPY","36R",20,1327,1305,1346,"CDY8AR",20140503,807,826,19,5,3,9,13,28,37,8,36
76132,"CSN3732","ZBAA","ZGSD","36L",21,1256,1245,1343,"REN8AL",20140503,776,823,47,5,3,4,4,28,37,5,36
76133,"CES2108","ZBAA","ZLXY","36L",22,1300,1300,1350,"SOS8AL",20140503,780,830,50,5,3,9,13,28,37,8,36
76134,"CDG1154","ZBAA","ZSYT","36R",2,1320,1320,1350,"TON8AR",20140503,800,830,30,5,3,9,13,28,37,8,36
76135,"CSN3152","ZBAA","ZGSZ","36L",18,1307,1300,1347,"REN8AL",20140503,787,827,40,5,3,9,13,28,37,8,36
76136,"CCA1323","ZBAA","ZGSD","36R",6,1301,1235,1348,"REN8BR",20140503,781,828,47,5,3,9,13,28,37,8,36
76137,"KOR222","ZBAA","ZKPY","1",15,1304,500,1350,"CDY8B",20140503,784,830,46,5,3,9,13,28,37,8,36
76138,"CSC8884","ZBAA","ZUUU","36R",4,1336,1315,1344,"SOS8BR",20140503,816,824,8,5,3,4,4,28,37,5,36
76139,"CCA1958","ZBAA","ZSWZ","18L",5,1308,1310,1319,"LAD8CL",20140503,788,799,11,5,3,5,9,28,37,6,36
76140,"CES5112","ZBAA","ZSSS","18L",21,1314,1300,1326,"LAD8CL",20140503,794,806,12,5,3,5,9,28,37,6,36
76141,"CCA1373","ZBAA","ZGHA","36R",9,1255,1235,1342,"REN8BR",20140503,775,822,47,5,3,4,4,28,37,5,36
76142,"CSN6104","ZBAA","ZYTX","18L",22,1310,1255,1321,"CDY8CL",20140503,790,801,11,5,3,5,9,28,37,6,36
76143,"GDC7129","ZBAA","ZYHB","19",26,1240,855,1309,"YV8E",20140503,760,789,29,5,3,10,11,28,37,17,36
76144,"CCA1712","ZBAA","ZSHC","18L",1,1254,1255,1310,"LAD8CL",20140503,774,790,16,5,3,10,11,28,37,17,36
76145,"CCA109","ZBAA","VHHH","18L",9,1304,1300,1313,"REN8DL",20140503,784,793,9,5,3,10,11,28,37,17,36
76146,"CSN3146","ZBAA","ZGHA","18L",21,1250,1235,1312,"REN8DL",20140503,770,792,22,5,3,10,11,28,37,17,36
76147,"CCA1623","ZBAA","ZYHB","19",2,1254,1250,1315,"YV8E",20140503,774,795,21,5,3,5,9,28,37,6,36
76148,"CCA1871","ZBAA","ZSAM","18L",2,1303,1305,1316,"LAD8CL",20140503,783,796,13,5,3,5,9,28,37,6,36
76149,"CCA1867","ZBAA","ZSFY","18L",5,1238,1230,1308,"REN8DL",20140503,758,788,30,5,3,10,11,28,37,17,36
76150,"CCA1649","ZBAA","ZYCC","19",1,1203,1205,1259,"YV8E",20140503,723,779,56,5,3,9,12,44,45,8,36
76151,"HDA901","ZBAA","VHHH","18L",12,1239,1230,1259,"REN8DL",20140503,759,779,20,5,3,9,12,44,45,8,36
76152,"CHH7182","ZBAA","ZJHK","18L",25,1235,1230,1302,"REN8DL",20140503,755,782,27,5,3,10,11,28,37,17,36
76153,"CXA8128","ZBAA","ZSAM","18L",22,1258,1320,1304,"LAD8CL",20140503,778,784,6,5,3,10,11,28,37,17,36
76154,"DLH723","ZBAA","EDDM","19",8,1241,1235,1304,"YV8E",20140503,761,784,23,5,3,10,11,28,37,17,36
76155,"CCA4138","ZBAA","ZUCK","18L",3,1239,1230,1305,"SOS8DL",20140503,759,785,26,5,3,10,11,28,37,17,36
76156,"CCA1851","ZBAA","ZSLQ","18L",5,1253,1255,1307,"LAD8CL",20140503,773,787,14,5,3,10,11,28,37,17,36
76157,"CCA1223","ZBAA","ZLXY","18L",6,1232,1225,1255,"SOS8DL",20140503,752,775,23,5,3,9,12,44,45,8,36
76158,"CSN6994","ZBAA","ZLXN","18R",18,1205,1140,1242,"SOS8CR",20140503,725,762,37,5,3,10,11,44,45,8,36
76159,"CSN3278","ZBAA","ZGNN","18L",22,1211,1200,1247,"REN8DL",20140503,731,767,36,5,3,9,12,44,45,8,36
76160,"CSZ9960","ZBAA","ZGSZ","18L",10,1213,1200,1249,"REN8DL",20140503,733,769,36,5,3,9,12,44,45,8,36
76161,"CSN6146","ZBAA","ZYCC","19",18,1138,1145,1248,"YV8E",20140503,698,768,70,5,3,9,12,44,45,8,36
76162,"CHH7709","ZBAA","ZGSZ","18L",24,1214,1215,1252,"REN8DL",20140503,734,772,38,5,3,9,12,44,45,8,36
76163,"AFL205","ZBAA","UUEE","19",20,1136,1140,1253,"YV8E",20140503,696,773,77,5,3,9,12,44,45,8,36
76164,"CHH7298","ZBAA","ZSNB","18L",26,1249,1250,1257,"LAD8CL",20140503,769,777,8,5,3,9,12,44,45,8,36
76165,"CCA4172","ZBAA","ZPPP","18L",4,1209,1210,1236,"SOS8DL",20140503,729,756,27,5,3,10,11,44,45,8,36
76166,"CCA1889","ZBAA","ZSWX","18L",1,1218,1220,1235,"LAD8CL",20140503,738,755,17,5,3,10,11,44,45,8,36
76167,"CSN6130","ZBAA","ZYTL","18L",22,1232,1235,1238,"TON8CL",20140503,752,758,6,5,3,10,11,44,45,8,36
76168,"CSN3282","ZBAA","ZGKL","18R",21,1203,1155,1239,"REN8CR",20140503,723,759,36,5,3,10,11,44,45,8,36
76169,"CSN6216","ZBAA","ZYDQ","19",22,1136,1140,1241,"YV8E",20140503,696,761,65,5,3,10,11,44,45,8,36
76170,"CES5491","ZBAA","ZULZ","18R",22,1201,1205,1234,"SOS8CR",20140503,721,754,33,5,3,10,11,44,45,8,36
76171,"CRK337","ZBAA","VHHH","18R",20,1205,1210,1244,"REN8CR",20140503,725,764,39,5,3,10,11,44,45,8,36
76172,"CCA1511","ZBAA","ZSCN","18L",2,1159,1140,1218,"LAD8CL",20140503,719,738,19,5,3,11,11,44,45,2,36
76173,"CCA1339","ZBAA","ZGGG","18L",3,1202,1200,1223,"REN8DL",20140503,722,743,21,5,3,11,11,44,45,2,36
76174,"UAL888","ZBAA","KSFO","19",10,1206,1200,1222,"TON8D",20140503,726,742,16,5,3,11,11,44,45,2,36
76175,"CXA8116","ZBAA","ZSFZ","18L",21,1211,1125,1225,"LAD8CL",20140503,731,745,14,5,3,11,11,44,45,2,36
76176,"CSN3112","ZBAA","ZGGG","18R",20,1131,1130,1227,"REN8CR",20140503,691,747,56,5,3,11,11,44,45,2,36
76177,"CES5110","ZBAA","ZSSS","18L",21,1212,1200,1227,"LAD8CL",20140503,732,747,15,5,3,11,11,44,45,2,36
76178,"CCA1833","ZBAA","ZSAM","18L",2,1207,1140,1229,"LAD8CL",20140503,727,749,22,5,3,11,11,44,45,2,36
76179,"CCA1813","ZBAA","ZSWZ","18L",2,1217,1215,1233,"LAD8CL",20140503,737,753,16,5,3,10,11,44,45,8,36
76180,"AMU005","ZBAA","VMMC","18L",11,1206,1205,1230,"REN8DL",20140503,726,750,24,5,3,10,11,44,45,8,36
76181,"CCA1347","ZBAA","ZGOW","18L",6,1129,1125,1211,"LAD8CL",20140503,689,731,42,5,3,14,11,44,45,18,36
76182,"CCA1591","ZBAA","ZSYN","18L",2,1156,1135,1212,"LAD8CL",20140503,716,732,16,5,3,14,11,44,45,18,36
76183,"CCD8904","ZBAA","ZYTL","19",5,1158,1145,1214,"TON8D",20140503,718,734,16,5,3,14,11,44,45,18,36
76184,"CCA4162","ZBAA","ZUGY","18L",6,1200,1150,1214,"SOS8DL",20140503,720,734,14,5,3,14,11,44,45,18,36
76185,"KAL2852","ZBAA","RKSS","18L",21,1203,1150,1216,"TON8CL",20140503,723,736,13,5,3,11,11,44,45,2,36
76186,"CQN2329","ZBAA","ZUCK","18R",21,1123,1125,1216,"SOS8CR",20140503,683,736,53,5,3,11,11,44,45,2,36
76187,"CCA4114","ZBAA","ZUUU","18L",4,1159,1200,1219,"SOS8DL",20140503,719,739,20,5,3,11,11,44,45,2,36
76188,"CCA1704","ZBAA","ZSHC","18L",1,1202,1200,1222,"LAD8CL",20140503,722,742,20,5,3,11,11,44,45,2,36
76189,"CCA1881","ZBAA","ZGBH","18L",2,1144,1145,1207,"REN8DL",20140503,704,727,23,5,3,14,11,44,45,18,36
76190,"CES2822","ZBAA","ZSNJ","18L",22,1140,1140,1159,"LAD8CL",20140503,700,719,19,5,3,5,4,27,35,10,34
76191,"CCA1859","ZBAA","ZGZH","18L",5,1141,1145,1201,"REN8DL",20140503,701,721,20,5,3,14,11,44,45,18,36
76192,"AUA64","ZBAA","LOWW","19",10,1121,1125,1203,"YV8E",20140503,681,723,42,5,3,14,11,44,45,18,36
76193,"CCA1545","ZBAA","ZSYT","19",2,1152,1130,1206,"TON8D",20140503,712,726,14,5,3,14,11,44,45,18,36
76194,"CES2452","ZBAA","ZHHH","18R",22,1134,1130,1203,"REN8CR",20140503,694,723,29,5,3,14,11,44,45,18,36
76195,"CCA1557","ZBAA","ZSSS","18L",9,1151,1130,1205,"LAD8CL",20140503,711,725,14,5,3,14,11,44,45,18,36
76196,"CHH7279","ZBAA","ZJSY","18R",24,1155,1135,1204,"REN8CR",20140503,715,724,9,5,3,14,11,44,45,18,36
76197,"AAR3325","ZBAA","RKSS","19",12,1112,1110,1159,"TON8D",20140503,672,719,47,5,3,5,4,27,35,10,34
76198,"CCA1237","ZBAA","ZBYC","18L",3,1150,1145,1209,"SOS8DL",20140503,710,729,19,5,3,14,11,44,45,18,36
76199,"CES2412","ZBAA","ZLLL","36L",21,1117,1120,1142,"SOS8AL",20140503,677,702,25,5,3,2,12,27,35,9,34
76200,"CES2449","ZBAA","ZYTL","18L",22,1150,1150,1157,"TON8CL",20140503,710,717,7,5,3,5,4,27,35,10,34
76201,"BAW38","ZBAA","EGLL","19",8,1122,1115,1155,"YV8E",20140503,682,715,33,5,3,5,4,27,35,10,34
76202,"CCA1485","ZBAA","ZGNN","18L",3,1139,1140,1156,"REN8DL",20140503,699,716,17,5,3,5,4,27,35,10,34
76203,"CSN3688","ZBAA","ZUGY","18R",22,1145,1145,1200,"SOS8CR",20140503,705,720,15,5,3,14,11,44,45,18,36
76204,"AAR314","ZBAA","RKPK","19",12,1106,1055,1202,"TON8D",20140503,666,722,56,5,3,14,11,44,45,18,36
76205,"CCA131","ZBAA","RKSI","1",5,1107,1105,1119,"TON8B",20140503,667,679,12,5,3,6,11,27,35,8,34
76206,"CSC8882","ZBAA","ZUUU","36R",4,1119,1120,1123,"SOS8BR",20140503,679,683,4,5,3,6,11,27,35,8,34
76207,"CHH7185","ZBAA","ZJSY","36L",24,1114,950,1120,"REN8AL",20140503,674,680,6,5,3,6,11,27,35,8,34
76208,"CCA1313","ZBAA","ZGSZ","36R",6,1128,1130,1141,"REN8BR",20140503,688,701,13,5,3,2,12,27,35,9,34
76209,"CES5132","ZBAA","ZSHC","36R",21,1057,1055,1112,"LAD8AR",20140503,657,672,15,5,3,14,8,27,35,7,34
76210,"FIN52","ZBAA","EFHK","1",8,1051,1055,1110,"YV8C",20140503,651,670,19,5,3,14,8,27,35,7,34
76211,"KLM898","ZBAA","EHAM","36R",20,1057,1055,1113,"YV8AR",20140503,657,673,16,5,3,14,8,27,35,7,34
76212,"CCA4102","ZBAA","ZUUU","36R",4,1101,1100,1110,"SOS8BR",20140503,661,670,9,5,3,14,8,27,35,7,34
76213,"CCA1289","ZBAA","ZLXY","36R",6,1104,910,1115,"SOS8BR",20140503,664,675,11,5,3,6,11,27,35,8,34
76214,"CCA1847","ZBAA","ZSNJ","1",2,1055,1100,1114,"LAD8E",20140503,655,674,19,5,3,14,8,27,35,7,34
76215,"CES5108","ZBAA","ZSSS","36R",21,1057,1100,1117,"LAD8AR",20140503,657,677,20,5,3,6,11,27,35,8,34
76216,"CCA1475","ZBAA","ZHHH","36R",3,1119,1125,1122,"REN8BR",20140503,679,682,3,5,3,6,11,27,35,8,34
76217,"CXA8118","ZBAA","ZSAM","36R",21,1052,1040,1100,"LAD8AR",20140503,652,660,8,5,3,14,8,27,35,7,34
76218,"CSN6214","ZBAA","ZYDQ","36R",22,1047,1025,1058,"YV8AR",20140503,647,658,11,5,3,13,11,29,54,17,36
76219,"CES2078","ZBAA","ZLXN","36L",22,1047,1045,1101,"SOS8AL",20140503,647,661,14,5,3,14,8,27,35,7,34
76220,"CES2106","ZBAA","ZLXY","36L",22,1050,1050,1102,"SOS8AL",20140503,650,662,12,5,3,14,8,27,35,7,34
76221,"CES2812","ZBAA","ZSNJ","36R",22,1046,1050,1102,"LAD8AR",20140503,646,662,16,5,3,14,8,27,35,7,34
76222,"AAR374","ZBAA","RKTU","1",12,1047,1040,1103,"TON8B",20140503,647,663,16,5,3,14,8,27,35,7,34
76223,"CSN6279","ZBAA","ZYHB","36R",22,1052,1030,1104,"YV8AR",20140503,652,664,12,5,3,14,8,27,35,7,34
76224,"CCA1315","ZBAA","ZGGG","36R",4,1101,1100,1106,"REN8BR",20140503,661,666,5,5,3,14,8,27,35,7,34
76225,"KAL880","ZBAA","RKPC","36R",20,1057,1050,1109,"TON8AR",20140503,657,669,12,5,3,14,8,27,35,7,34
76226,"CCA1702","ZBAA","ZSHC","1",1,1054,1100,1107,"LAD8E",20140503,654,667,13,5,3,14,8,27,35,7,34
76227,"CHH7237","ZBAA","ZLXY","36L",25,1039,1035,1059,"SOS8AL",20140503,639,659,20,5,3,13,11,29,54,17,36
76228,"CSC8830","ZBAA","ZUCK","36R",3,1045,1045,1052,"SOS8BR",20140503,645,652,7,5,3,13,11,29,54,17,36
76229,"CES5178","ZBAA","ZSNB","36R",22,1036,1035,1054,"LAD8AR",20140503,636,654,18,5,3,13,11,29,54,17,36
76230,"CSN6144","ZBAA","ZYCC","36R",22,1042,1040,1056,"YV8AR",20140503,642,656,14,5,3,13,11,29,54,17,36
76231,"CCA1531","ZBAA","ZSSS","1",1,1046,1030,1054,"LAD8E",20140503,646,654,8,5,3,13,11,29,54,17,36
76232,"DLH721","ZBAA","EDDF","1",7,1036,1030,1057,"YV8C",20140503,636,657,21,5,3,13,11,29,54,17,36
76233,"CCA1213","ZBAA","ZLIC","36R",4,1054,1100,1057,"SOS8BR",20140503,654,657,3,5,3,13,11,29,54,17,36
76234,"CCA1209","ZBAA","ZLXY","36R",3,1040,1025,1045,"SOS8BR",20140503,640,645,5,5,3,13,11,29,54,17,36
76235,"CES5184","ZBAA","ZSYT","36R",18,1030,1030,1043,"TON8AR",20140503,630,643,13,5,3,7,15,29,54,11,36
76236,"CSN3116","ZBAA","ZGGG","36L",21,1035,1030,1048,"REN8AL",20140503,635,648,13,5,3,13,11,29,54,17,36
76237,"CSN6152","ZBAA","ZYYJ","36R",22,1039,1045,1049,"CDY8AR",20140503,639,649,10,5,3,13,11,29,54,17,36
76238,"CSN3118","ZBAA","ZHHH","36L",21,1034,1035,1042,"REN8AL",20140503,634,642,8,5,3,7,15,29,54,11,36
76239,"CES5174","ZBAA","ZSCN","36R",22,1036,1035,1051,"LAD8AR",20140503,636,651,15,5,3,13,11,29,54,17,36
76240,"CCA1605","ZBAA","ZYTL","1",2,1040,1040,1050,"TON8B",20140503,640,650,10,5,3,13,11,29,54,17,36
76241,"CSN6114","ZBAA","ZYAS","36R",21,1007,1015,1029,"CDY8AR",20140503,607,629,22,5,3,3,15,29,54,5,36
76242,"CES2122","ZBAA","ZLIC","36L",22,1021,1020,1027,"SOS8AL",20140503,621,627,6,5,3,3,15,29,54,5,36
76243,"AAL186","ZBAA","KORD","1",12,1015,1010,1031,"YV8C",20140503,615,631,16,5,3,7,15,29,54,11,36
76244,"CES5636","ZBAA","ZSSH","36R",22,1013,1030,1032,"LAD8AR",20140503,613,632,19,5,3,7,15,29,54,11,36
76245,"CCA1383","ZBAA","ZGSZ","36R",4,1024,1030,1034,"REN8BR",20140503,624,634,10,5,3,7,15,29,54,11,36
76246,"CSN6126","ZBAA","ZYTL","36R",22,1016,1015,1037,"TON8AR",20140503,616,637,21,5,3,7,15,29,54,11,36
76247,"ETD888","ZBAA","RJGG","1",7,1018,950,1036,"TON8B",20140503,618,636,18,5,3,7,15,29,54,11,36
76248,"CES5106","ZBAA","ZSSS","36R",21,956,1000,1011,"LAD8AR",20140503,596,611,15,5,3,6,13,29,54,3,36
76249,"CPA347","ZBAA","VHHH","36R",8,955,1000,1012,"REN8BR",20140503,595,612,17,5,3,6,13,29,54,3,36
76250,"CCA1415","ZBAA","ZUUU","36R",10,1001,955,1020,"SOS8BR",20140503,601,620,19,5,3,3,15,29,54,5,36
76251,"CSN3192","ZBAA","ZGSZ","36L",18,959,1000,1008,"REN8AL",20140503,599,608,9,5,3,6,13,29,54,3,36
76252,"CCA1277","ZBAA","ZLLL","36R",6,941,935,1001,"SOS8BR",20140503,581,601,20,5,3,6,13,29,54,3,36
76253,"CES277","ZBAA","ZSYT","36R",18,940,945,1005,"TON8AR",20140503,580,605,25,5,3,6,13,29,54,3,36
76254,"CDG4652","ZBAA","ZSQD","1",2,953,950,956,"TON8B",20140503,593,596,3,5,3,3,12,40,41,5,41
76255,"CCA1839","ZBAA","ZSNB","36R",3,954,955,1009,"LAD8AR",20140503,594,609,15,5,3,6,13,29,54,3,36
76256,"CCA1367","ZBAA","ZGSZ","36R",6,935,930,943,"REN8BR",20140503,575,583,8,5,3,16,9,40,41,11,41
76257,"CCA1651","ZBAA","ZYTX","1",2,939,945,942,"CDY8B",20140503,579,582,3,5,3,16,9,40,41,11,41
76258,"CSN3000","ZBAA","ZGGG","36R",21,933,930,944,"REN8BR",20140503,573,584,11,5,3,16,9,40,41,11,41
76259,"CHH7607","ZBAA","ZSSS","36R",26,931,925,948,"LAD8AR",20140503,571,588,17,5,3,3,12,40,41,5,41
76260,"MGL224","ZBAA","ZMUB","1",12,939,930,949,"YV8C",20140503,579,589,10,5,3,3,12,40,41,5,41
76261,"CDG1158","ZBAA","ZSJN","1",2,935,935,939,"LAD8E",20140503,575,579,4,5,3,16,9,40,41,11,41
76262,"CCA1519","ZBAA","ZSSS","1",1,925,930,934,"LAD8E",20140503,565,574,9,5,3,16,9,40,41,11,41
76263,"CCA1429","ZBAA","ZUCK","36R",4,928,930,933,"SOS8BR",20140503,568,573,5,5,3,16,9,40,41,11,41
76264,"CNM1121","ZBAA","ZBOW","36R",5,927,925,935,"SOS8BR",20140503,567,575,8,5,3,16,9,40,41,11,41
76265,"CDG4852","ZBAA","ZSYT","1",2,931,940,936,"TON8B",20140503,571,576,5,5,3,16,9,40,41,11,41
76266,"CCA1579","ZBAA","ZSNT","1",1,931,930,938,"LAD8E",20140503,571,578,7,5,3,16,9,40,41,11,41
76267,"CES5294","ZBAA","ZBYN","36L",22,925,935,938,"REN8AL",20140503,565,578,13,5,3,16,9,40,41,11,41
76268,"CCA111","ZBAA","VHHH","36R",8,927,930,940,"REN8BR",20140503,567,580,13,5,3,16,9,40,41,11,41
76269,"CHH7811","ZBAA","ZGGG","36L",24,930,935,941,"REN8AL",20140503,570,581,11,5,3,16,9,40,41,11,41
76270,"CQN2302","ZBAA","ZUCK","36R",14,917,910,930,"SOS8BR",20140503,557,570,13,5,3,16,9,40,41,11,41
76271,"CSN6267","ZBAA","ZYHB","36R",21,903,905,924,"YV8AR",20140503,543,564,21,5,3,11,12,40,41,9,41
76272,"CES5104","ZBAA","ZSSS","36R",18,859,900,922,"LAD8AR",20140503,539,562,23,5,3,11,12,40,41,9,41
76273,"B7797","ZBAA","ZYTL","36R",14,917,905,928,"TON8AR",20140503,557,568,11,5,3,11,12,40,41,9,41
76274,"DAL128","ZBAA","KSEA","36R",20,909,855,926,"YV8AR",20140503,549,566,17,5,3,11,12,40,41,9,41
76275,"CCA925","ZBAA","RJAA","1",7,925,925,931,"TON8B",20140503,565,571,6,5,3,16,9,40,41,11,41
76276,"CHH7191","ZBAA","ZSAM","36R",25,913,920,932,"LAD8AR",20140503,553,572,19,5,3,16,9,40,41,11,41
76277,"CSN6904","ZBAA","ZWWW","36L",14,919,905,933,"SOS8AL",20140503,559,573,14,5,3,16,9,40,41,11,41
76278,"AFR129","ZBAA","LFPG","36R",20,900,905,910,"YV8AR",20140503,540,550,10,5,3,10,8,40,41,16,41
76279,"CCA989","ZBAA","KJFK","1",10,906,900,912,"YV8C",20140503,546,552,6,5,3,10,8,40,41,16,41
76280,"CCA1643","ZBAA","ZYHB","1",5,906,900,910,"YV8C",20140503,546,550,4,5,3,10,8,40,41,16,41
76281,"CCA1487","ZBAA","ZUDX","36R",6,906,915,916,"SOS8BR",20140503,546,556,10,5,3,11,12,40,41,9,41
