"","X.1","X","航班号","起飞机场","目的机场","rwy","ramp","pb_time","s_dep_time","a_dep_time","mission_full_date","time_pushback","time_takeoff_real","dep_taxi","mission_month","mission_date","dep_window_per15","dep_window_per60","dep_36r_in_cluster","dep_36r_per_dep","arr_36r_per_dep"
"14856",14856,14856,"CCA179","ZBAA","RPLL","36R","506",2004,2000,2025,20140223,1204,1225,"21",2,23,2194,549,1,26,8
"14857",14857,14857,"CES5159","ZBAA","ZSLG","36R","814",1947,1940,2022,20140223,1187,1222,"35",2,23,2194,549,1,26,8
"14859",14859,14859,"CCA1217","ZBAA","ZLIC","36R","319",1955,1950,2010,20140223,1195,1210,"15",2,23,2193,549,1,26,8
"14861",14861,14861,"CNM1101","ZBAA","ZBHH","36R","321",2004,2005,2014,20140223,1204,1214,"10",2,23,2193,549,1,26,8
"14862",14862,14862,"CES2842","ZBAA","ZSNJ","36R","234",1943,1945,2017,20140223,1183,1217,"34",2,23,2194,549,1,26,8
"14863",14863,14863,"CCA1341","ZBAA","ZHHH","36R","413",1940,1935,2003,20140223,1180,1203,"23",2,23,2193,549,1,26,8
"14864",14864,14864,"CCA4106","ZBAA","ZUUU","36R","331",2000,2000,2016,20140223,1200,1216,"16",2,23,2194,549,1,26,8
"14866",14866,14866,"CCA4136","ZBAA","ZUCK","36R","332",1937,1930,1958,20140223,1177,1198,"21",2,23,2192,548,1,21,12
"14867",14867,14867,"CES763","ZBAA","PGSN","36R","811",1930,1910,1955,20140223,1170,1195,"25",2,23,2192,548,1,21,12
"14868",14868,14868,"CBJ5351","ZBAA","ZSHC","36R","116",1934,1925,2002,20140223,1174,1202,"28",2,23,2193,549,1,26,8
"14869",14869,14869,"CHH7177","ZBAA","ZSHC","36R","W208",1935,1740,2006,20140223,1175,1206,"31",2,23,2193,549,1,26,8
"14870",14870,14870,"CSC8892","ZBAA","ZUUU","36R","327",1950,1950,2005,20140223,1190,1205,"15",2,23,2193,549,1,26,8
"14873",14873,14873,"CCA1349","ZBAA","ZGHA","36R","333",1920,1915,1940,20140223,1160,1180,"20",2,23,2191,548,1,21,12
"14874",14874,14874,"CSN6902","ZBAA","ZWWW","36R","608",1927,1510,1943,20140223,1167,1183,"16",2,23,2191,548,1,21,12
"14875",14875,14875,"CCA4120","ZBAA","ZUUU","36R","328",1931,1930,1946,20140223,1171,1186,"15",2,23,2192,548,1,21,12
"14877",14877,14877,"HDA903","ZBAA","VHHH","36R","521",1930,1930,1947,20140223,1170,1187,"17",2,23,2192,548,1,21,12
"14879",14879,14879,"CSC8894","ZBAA","ZUUU","36R","335",1928,1920,1953,20140223,1168,1193,"25",2,23,2192,548,1,21,12
"14884",14884,14884,"CSN6163","ZBAA","ZSHC","36R","804",1916,1910,1936,20140223,1156,1176,"20",2,23,2191,548,1,21,12
"14885",14885,14885,"CSN315","ZBAA","RKSI","36R","207",1915,1915,1935,20140223,1155,1175,"20",2,23,2191,548,1,21,12
"14887",14887,14887,"CSZ9832","ZBAA","ZGSZ","36R","320",1920,1915,1932,20140223,1160,1172,"12",2,23,2191,548,1,21,12
"14888",14888,14888,"CSN6150","ZBAA","ZYCC","36R","231",1905,1900,1925,20140223,1145,1165,"20",2,23,2190,548,1,21,12
"14889",14889,14889,"CES5130","ZBAA","ZSPD","36R","228",1907,1905,1926,20140223,1147,1166,"19",2,23,2190,548,1,21,12
"14890",14890,14890,"CSN6106","ZBAA","ZYTX","36R","219",1910,1810,1929,20140223,1150,1169,"19",2,23,2190,548,1,21,12
"14893",14893,14893,"CCA1139","ZBAA","ZBYC","36R","414",1906,1905,1928,20140223,1146,1168,"22",2,23,2190,548,1,21,12
"14895",14895,14895,"CSN6216","ZBAA","ZYDQ","36R","802",1910,1910,1933,20140223,1150,1173,"23",2,23,2191,548,1,21,12
"14896",14896,14896,"CCA4110","ZBAA","ZUUU","36R","412",1859,1900,1924,20140223,1139,1164,"25",2,23,2190,548,1,21,12
"14897",14897,14897,"CCA825","ZBAA","VDSR","36R","465",1847,1845,1917,20140223,1127,1157,"30",2,23,2190,548,1,21,12
"14898",14898,14898,"KAL850","ZBAA","RKPK","36R","209",1848,1840,1922,20140223,1128,1162,"34",2,23,2190,548,1,21,12
"14905",14905,14905,"CES2992","ZBAA","ZSWX","36R","801",1830,1835,1907,20140223,1110,1147,"37",2,23,2189,548,1,21,12
"14907",14907,14907,"CCA107","ZBAA","VHHH","36R","454",1840,1830,1910,20140223,1120,1150,"30",2,23,2189,548,1,21,12
"14909",14909,14909,"CCA4198","ZBAA","ZUUU","36R","322",1844,1845,1914,20140223,1124,1154,"30",2,23,2189,548,1,21,12
"14912",14912,14912,"HDA993","ZBAA","VHHH","36R","525",1839,1830,1851,20140223,1119,1131,"12",2,23,2188,547,1,25,5
"14917",14917,14917,"CCA4144","ZBAA","ZUCK","36R","402",1830,1830,1850,20140223,1110,1130,"20",2,23,2188,547,1,25,5
"14918",14918,14918,"CCA1309","ZBAA","ZGGG","36R","535",1822,1815,1840,20140223,1102,1120,"18",2,23,2187,547,1,25,5
"14919",14919,14919,"CCA941","ZBAA","OMDB","36R","455",1826,1740,1842,20140223,1106,1122,"16",2,23,2187,547,1,25,5
"14921",14921,14921,"CXA8106","ZBAA","ZSAM","36R","233",1821,1825,1844,20140223,1101,1124,"23",2,23,2187,547,1,25,5
"14922",14922,14922,"CCA1305","ZBAA","ZGSZ","36R","337",1835,1830,1846,20140223,1115,1126,"11",2,23,2188,547,1,25,5
"14924",14924,14924,"CXA8122","ZBAA","ZSWY","36R","234",1828,1810,1848,20140223,1108,1128,"20",2,23,2188,547,1,25,5
"14926",14926,14926,"CCA1455","ZBAA","ZUMY","36R","324",1818,1810,1834,20140223,1098,1114,"16",2,23,2187,547,1,25,5
"14929",14929,14929,"CCA8205","ZBAA","ZHHH","36R","406",1751,1725,1832,20140223,1071,1112,"41",2,23,2187,547,1,25,5
"14930",14930,14930,"CES5122","ZBAA","ZSSS","36R","808",1814,1800,1838,20140223,1094,1118,"24",2,23,2187,547,1,25,5
"14931",14931,14931,"CCA1891","ZBAA","ZJSY","36R","331",1810,1810,1836,20140223,1090,1116,"26",2,23,2187,547,1,25,5
"14934",14934,14934,"CES5188","ZBAA","ZSCN","36R","222",1813,1755,1831,20140223,1093,1111,"18",2,23,2187,547,1,25,5
"14935",14935,14935,"GDC7193","ZBAA","ZSCN","36R","108",1750,1755,1820,20140223,1070,1100,"30",2,23,2186,547,1,25,5
"14938",14938,14938,"CXA8172","ZBAA","ZSFZ","36R","236",1756,1740,1824,20140223,1076,1104,"28",2,23,2186,547,1,25,5
"14939",14939,14939,"CCA1363","ZBAA","ZGHA","36R","319",1752,1740,1825,20140223,1072,1105,"33",2,23,2186,547,1,25,5
"14940",14940,14940,"CCA4104","ZBAA","ZUUU","36R","329",1801,1800,1827,20140223,1081,1107,"26",2,23,2186,547,1,25,5
"14941",14941,14941,"CSN3907","ZBAA","ZSSS","36R","224",1805,1805,1829,20140223,1085,1109,"24",2,23,2186,547,1,25,5
"14942",14942,14942,"CCA1425","ZBAA","ZUUU","36R","460",1757,1700,1821,20140223,1077,1101,"24",2,23,2186,547,1,25,5
"14944",14944,14944,"CCA117","ZBAA","VHHH","36R","534",1738,1730,1814,20140223,1058,1094,"36",2,23,2185,547,1,25,5
"14945",14945,14945,"CCA4142","ZBAA","ZUCK","36R","323",1736,1730,1811,20140223,1056,1091,"35",2,23,2185,547,1,25,5
"14946",14946,14946,"CCA1263","ZBAA","ZLIC","36R","453",1737,1730,1813,20140223,1057,1093,"36",2,23,2185,547,1,25,5
"14948",14948,14948,"CHH7601","ZBAA","ZSSS","36R","107",1741,1735,1818,20140223,1061,1098,"37",2,23,2186,547,1,25,5
"14949",14949,14949,"DAL188","ZBAA","KDTW","36R","214",1743,1750,1816,20140223,1063,1096,"33",2,23,2186,547,1,25,5
"14951",14951,14951,"AAR316","ZBAA","RKPK","36R","527",1746,1650,1823,20140223,1066,1103,"37",2,23,2186,547,1,25,5
"14955",14955,14955,"CCA1359","ZBAA","ZGDY","36R","332",1739,1740,1810,20140223,1059,1090,"31",2,23,2185,547,1,25,5
"14960",14960,14960,"CSN3862","ZBAA","ZGOW","36R","239",1707,1710,1754,20140223,1027,1074,"47",2,23,2184,546,1,26,5
"14962",14962,14962,"CSN6218","ZBAA","ZYHB","36R","220",1727,1700,1755,20140223,1047,1075,"28",2,23,2184,546,1,26,5
"14967",14967,14967,"AMU001","ZBAA","VMMC","36R","520",1720,1610,1740,20140223,1040,1060,"20",2,23,2183,546,1,26,5
"14968",14968,14968,"CCA1235","ZBAA","ZLXY","36R","333",1731,1725,1742,20140223,1051,1062,"11",2,23,2183,546,1,26,5
"14970",14970,14970,"THA615","ZBAA","VTBS","36R","510",1730,1705,1743,20140223,1050,1063,"13",2,23,2183,546,1,26,5
"14971",14971,14971,"CES5458","ZBAA","ZSHC","36R","232",1707,1710,1746,20140223,1027,1066,"39",2,23,2184,546,1,26,5
"14973",14973,14973,"CSC8888","ZBAA","ZUUU","36R","335",1734,1720,1747,20140223,1054,1067,"13",2,23,2184,546,1,26,5
"14974",14974,14974,"CCA1123","ZBAA","ZBTL","36R","330",1716,1715,1731,20140223,1036,1051,"15",2,23,2183,546,1,26,5
"14975",14975,14975,"CES5280","ZBAA","ZSOF","36R","234",1652,1655,1728,20140223,1012,1048,"36",2,23,2182,546,1,26,5
"14979",14979,14979,"CCA9557","ZBAA","ZBHH","36R","317",1716,1655,1734,20140223,1036,1054,"18",2,23,2183,546,1,26,5
"14981",14981,14981,"CES5120","ZBAA","ZSSS","36R","219",1705,1700,1732,20140223,1025,1052,"27",2,23,2183,546,1,26,5
"14982",14982,14982,"UAL88","ZBAA","KEWR","36R","526",1716,1700,1736,20140223,1036,1056,"20",2,23,2183,546,1,26,5
"14983",14983,14983,"CCA1718","ZBAA","ZSHC","36R","304",1706,1705,1738,20140223,1026,1058,"32",2,23,2183,546,1,26,5
"14986",14986,14986,"CCA1135","ZBAA","ZBOW","36R","320",1650,1650,1722,20140223,1010,1042,"32",2,23,2182,546,1,26,5
"14987",14987,14987,"CCA173","ZBAA","YSSY","36R","563",1708,1700,1723,20140223,1028,1043,"15",2,23,2182,546,1,26,5
"14988",14988,14988,"CCA1823","ZBAA","ZHYC","36R","318",1707,1705,1725,20140223,1027,1045,"18",2,23,2182,546,1,26,5
"14990",14990,14990,"CCA1867","ZBAA","ZSFY","36R","403",1713,1715,1727,20140223,1033,1047,"14",2,23,2182,546,1,26,5
"14992",14992,14992,"CCA159","ZBAA","RJGG","36R","504",1657,1700,1714,20140223,1017,1034,"17",2,23,2181,546,1,26,5
"14994",14994,14994,"CCD8906","ZBAA","ZYTL","36R","315",1636,1635,1719,20140223,996,1039,"43",2,23,2182,546,1,26,5
"14997",14997,14997,"FDX87","ZBAA","ZSPD","36R","N107",1638,1645,1708,20140223,998,1028,"30",2,23,2181,546,1,26,5
"14998",14998,14998,"CCA1543","ZBAA","ZSOF","36R","309",1635,1625,1720,20140223,995,1040,"45",2,23,2182,546,1,26,5
"15000",15000,15000,"HDA909","ZBAA","VHHH","36R","523",1641,1630,1706,20140223,1001,1026,"25",2,23,2181,546,1,26,5
"15001",15001,15001,"CSN6204","ZBAA","ZYHB","36R","226",1638,1640,1704,20140223,998,1024,"26",2,23,2181,546,1,26,5
"15003",15003,15003,"CSZ9802","ZBAA","ZGSZ","36R","325",1646,1635,1702,20140223,1006,1022,"16",2,23,2181,546,1,26,5
"15004",15004,15004,"SIA807","ZBAA","WSSS","36R","507",1643,1640,1710,20140223,1003,1030,"27",2,23,2181,546,1,26,5
"15005",15005,15005,"CCA1807","ZBAA","ZSFZ","36R","313",1614,1615,1649,20140223,974,1009,"35",2,23,2180,545,1,24,6
"15006",15006,15006,"CSC8832","ZBAA","ZUCK","36R","327",1621,1620,1650,20140223,981,1010,"29",2,23,2180,545,1,24,6
"15008",15008,15008,"CCA1549","ZBAA","ZSSS","36R","307",1628,1630,1659,20140223,988,1019,"31",2,23,2180,545,1,24,6
"15012",15012,15012,"CCA1435","ZBAA","ZUCK","36R","328",1628,1630,1701,20140223,988,1021,"33",2,23,2181,546,1,26,5
"15014",15014,15014,"CES5118","ZBAA","ZSSS","36R","809",1615,1600,1640,20140223,975,1000,"25",2,23,2179,545,1,24,6
"15015",15015,15015,"CES563","ZBAA","ZSPD","36R","811",1625,1620,1642,20140223,985,1002,"17",2,23,2179,545,1,24,6
"15017",15017,15017,"CSZ9852","ZBAA","ZGSZ","36R","321",1619,1405,1644,20140223,979,1004,"25",2,23,2179,545,1,24,6
"15018",15018,15018,"CCA1571","ZBAA","ZSQD","36R","310",1621,1620,1646,20140223,981,1006,"25",2,23,2180,545,1,24,6
"15019",15019,15019,"CCA1473","ZBAA","ZGSD","36R","410",1626,1625,1647,20140223,986,1007,"21",2,23,2180,545,1,24,6
"15025",15025,15025,"CCA985","ZBAA","KSFO","36R","529",1603,1600,1639,20140223,963,999,"36",2,23,2179,545,1,24,6
"15026",15026,15026,"CCA1465","ZBAA","ZGNN","36R","412",1618,1610,1637,20140223,978,997,"19",2,23,2179,545,1,24,6
"15027",15027,15027,"CSN377","ZBAA","ZSAM","36R","253",1608,1610,1631,20140223,968,991,"23",2,23,2179,545,1,24,6
"15028",15028,15028,"CSN6108","ZBAA","ZYTX","36R","236",1558,1600,1616,20140223,958,976,"18",2,23,2178,545,1,24,6
"15029",15029,15029,"CXA8114","ZBAA","ZSQZ","36R","231",1604,1605,1620,20140223,964,980,"16",2,23,2178,545,1,24,6
"15030",15030,15030,"CSN6122","ZBAA","ZYTL","36R","233",1607,1555,1626,20140223,967,986,"19",2,23,2178,545,1,24,6
"15033",15033,15033,"CCA1407","ZBAA","ZUUU","36R","334",1602,1600,1617,20140223,962,977,"15",2,23,2178,545,1,24,6
"15034",15034,15034,"ANA1256","ZBAA","RJTT","36R","521",1548,1555,1608,20140223,948,968,"20",2,23,2177,545,1,24,6
"15035",15035,15035,"AAR334","ZBAA","RKSI","36R","525",1540,1530,1610,20140223,940,970,"30",2,23,2177,545,1,24,6
"15036",15036,15036,"CCA1357","ZBAA","ZGSZ","36R","329",1604,1535,1614,20140223,964,974,"10",2,23,2177,545,1,24,6
"15038",15038,15038,"CAO1042","ZBAA","ZSPD","36R","N204",1542,1540,1612,20140223,942,972,"30",2,23,2177,545,1,24,6
"15039",15039,15039,"CXA8108","ZBAA","ZSFZ","36R","230",1554,1600,1604,20140223,954,964,"10",2,23,2177,545,1,24,6
"15040",15040,15040,"CCA1365","ZBAA","ZGGG","36R","454",1604,1600,1619,20140223,964,979,"15",2,23,2178,545,1,24,6
"15042",15042,15042,"CCA1489","ZBAA","ZSGZ","36R","322",1555,1555,1600,20140223,955,960,"5",2,23,2177,545,1,24,6
"15044",15044,15044,"CCA1291","ZBAA","ZWWW","36R","301",1547,1545,1602,20140223,947,962,"15",2,23,2177,545,1,24,6
"15045",15045,15045,"CES2070","ZBAA","ZYCC","36R","238",1545,1545,1559,20140223,945,959,"14",2,23,2176,544,0,19,4
"15047",15047,15047,"CES2822","ZBAA","ZSNJ","36R","240",1553,1550,1606,20140223,953,966,"13",2,23,2177,545,1,24,6
"15048",15048,15048,"CCA115","ZBAA","VHHH","36R","458",1539,1530,1544,20140223,939,944,"5",2,23,2175,544,0,19,4
"15049",15049,15049,"CSN3104","ZBAA","ZGGG","36R","221",1536,1530,1546,20140223,936,946,"10",2,23,2176,544,0,19,4
"15052",15052,15052,"CCA1221","ZBAA","ZLLL","36R","326",1543,1545,1555,20140223,943,955,"12",2,23,2176,544,0,19,4
"15053",15053,15053,"GDC7149","ZBAA","ZYHB","36R","103",1539,1540,1556,20140223,939,956,"17",2,23,2176,544,0,19,4
"15054",15054,15054,"CCA8215","ZBAA","ZHHH","36R","409",1545,1525,1557,20140223,945,957,"12",2,23,2176,544,0,19,4
"15055",15055,15055,"CCA1225","ZBAA","ZLXY","36R","323",1525,1525,1534,20140223,925,934,"9",2,23,2175,544,0,19,4
"15058",15058,15058,"CCA1409","ZBAA","ZUCK","36R","330",1528,1530,1536,20140223,928,936,"8",2,23,2175,544,0,19,4
"15060",15060,15060,"CCA969","ZBAA","WSSS","36R","555",1533,1525,1541,20140223,933,941,"8",2,23,2175,544,0,19,4
"15063",15063,15063,"CES743","ZBAA","ZSQD","36R","813",1530,1520,1539,20140223,930,939,"9",2,23,2175,544,0,19,4
"15066",15066,15066,"CSC8886","ZBAA","ZUUU","36R","324",1520,1520,1523,20140223,920,923,"3",2,23,2174,544,0,19,4
"15067",15067,15067,"CSN6194","ZBAA","ZYCC","36R","222",1517,1520,1525,20140223,917,925,"8",2,23,2174,544,0,19,4
"15068",15068,15068,"CXA8102","ZBAA","ZSAM","36R","234",1502,1500,1516,20140223,902,916,"14",2,23,2174,544,0,19,4
"15069",15069,15069,"CCA4116","ZBAA","ZUUU","36R","319",1458,1500,1507,20140223,898,907,"9",2,23,2173,544,0,19,4
"15070",15070,15070,"CCA1301","ZBAA","ZGGG","36R","408",1503,1450,1509,20140223,903,909,"6",2,23,2173,544,0,19,4
"15075",15075,15075,"CCA4170","ZBAA","ZPPP","36R","332",1502,1455,1512,20140223,902,912,"10",2,23,2173,544,0,19,4
"15076",15076,15076,"CES5116","ZBAA","ZSSS","36R","239",1506,1500,1518,20140223,906,918,"12",2,23,2174,544,0,19,4
"15078",15078,15078,"CHH7965","ZBAA","ULLI","36R","217",1455,1445,1502,20140223,895,902,"7",2,23,2173,544,0,19,4
"15081",15081,15081,"CCA1345","ZBAA","ZJSY","36R","335",1457,1450,1505,20140223,897,905,"8",2,23,2173,544,0,19,4
"15083",15083,15083,"CHH7391","ZBAA","ZSAM","36R","110",1448,1440,1459,20140223,888,899,"11",2,23,2172,543,0,21,1
"15085",15085,15085,"CSN6572","ZBAA","ZGOW","36R","723",1440,1430,1447,20140223,880,887,"7",2,23,2172,543,0,21,1
"15086",15086,15086,"CNM1115","ZBAA","ZBHH","36R","302",1441,1435,1449,20140223,881,889,"8",2,23,2172,543,0,21,1
"15089",15089,15089,"CCA1463","ZBAA","ZUGY","36R","414",1446,1445,1451,20140223,886,891,"5",2,23,2172,543,0,21,1
"15090",15090,15090,"CES5114","ZBAA","ZSSS","36R","219",1423,1400,1432,20140223,863,872,"9",2,23,2171,543,0,21,1
"15091",15091,15091,"CCA4108","ZBAA","ZUUU","36R","523",1423,1400,1435,20140223,863,875,"12",2,23,2171,543,0,21,1
"15095",15095,15095,"CCA1397","ZBAA","ZGSZ","36R","331",1436,1430,1438,20140223,876,878,"2",2,23,2171,543,0,21,1
"15096",15096,15096,"CCA1411","ZBAA","ZUCK","36R","325",1428,1430,1437,20140223,868,877,"9",2,23,2171,543,0,21,1
"15100",15100,15100,"CHH497","ZBAA","KORD","36R","W208",1408,1320,1422,20140223,848,862,"14",2,23,2170,543,0,21,1
"15101",15101,15101,"CCA1201","ZBAA","ZLXY","36R","327",1422,1420,1425,20140223,862,865,"3",2,23,2170,543,0,21,1
"15108",15108,15108,"CHH489","ZBAA","EDDT","36R","208",1406,1410,1414,20140223,846,854,"8",2,23,2169,543,0,21,1
"15110",15110,15110,"CCA1327","ZBAA","ZGGG","36R","526",1405,1400,1412,20140223,845,852,"7",2,23,2169,543,0,21,1
"15112",15112,15112,"KAL856","ZBAA","RKSI","36R","214",1407,1400,1416,20140223,847,856,"9",2,23,2170,543,0,21,1
"15114",15114,15114,"CES5486","ZBAA","ZSNB","36R","812",1409,1340,1419,20140223,849,859,"10",2,23,2170,543,0,21,1
"15115",15115,15115,"CES271","ZBAA","ZSPD","36R","805",1356,1355,1409,20140223,836,849,"13",2,23,2169,543,0,21,1
"15117",15117,15117,"GCR6574","ZBAA","ZSAQ","36R","W203",1338,1340,1402,20140223,818,842,"24",2,23,2169,543,0,21,1
"15118",15118,15118,"CXA8166","ZBAA","ZSFZ","36R","223",1349,1350,1405,20140223,829,845,"16",2,23,2169,543,0,21,1
"15119",15119,15119,"CES5661","ZBAA","ZYHB","36R","227",1357,1405,1407,20140223,837,847,"10",2,23,2169,543,0,21,1
"15121",15121,15121,"SJM06","ZBAA","VMMC","36R","627",1351,1400,1403,20140223,831,843,"12",2,23,2169,543,0,21,1
"15124",15124,15124,"CCA1355","ZBAA","ZJHK","36R","329",1407,1410,1410,20140223,847,850,"3",2,23,2169,543,0,21,1
"15125",15125,15125,"CCA959","ZBAA","VTBS","36R","517",1343,1340,1400,20140223,823,840,"17",2,23,2169,543,0,21,1
"15126",15126,15126,"CSH9152","ZBAA","ZSHC","36R","229",1339,1345,1357,20140223,819,837,"18",2,23,2168,542,1,24,5
"15127",15127,15127,"CCA1471","ZBAA","ZGKL","36R","330",1351,1350,1359,20140223,831,839,"8",2,23,2168,542,1,24,5
"15132",15132,15132,"CSZ9592","ZBAA","ZGNN","36R","323",1340,1345,1353,20140223,820,833,"13",2,23,2168,542,1,24,5
"15133",15133,15133,"CPA391","ZBAA","VHHH","36R","507",1334,1330,1351,20140223,814,831,"17",2,23,2168,542,1,24,5
"15139",15139,15139,"AFL205","ZBAA","UUEE","36R","212",1338,1335,1355,20140223,818,835,"17",2,23,2168,542,1,24,5
"15140",15140,15140,"CCA1873","ZBAA","ZHHH","36R","309",1331,1335,1344,20140223,811,824,"13",2,23,2167,542,1,24,5
"15143",15143,15143,"CCA1393","ZBAA","ZJHK","36R","322",1324,1320,1337,20140223,804,817,"13",2,23,2167,542,1,24,5
"15145",15145,15145,"CCA1375","ZBAA","ZGNN","36R","452",1330,1325,1343,20140223,810,823,"13",2,23,2167,542,1,24,5
"15146",15146,15146,"CCA1457","ZBAA","ZUGU","36R","320",1329,1325,1339,20140223,809,819,"10",2,23,2167,542,1,24,5
"15147",15147,15147,"CCA1303","ZBAA","ZGSZ","36R","337",1335,1330,1340,20140223,815,820,"5",2,23,2167,542,1,24,5
"15150",15150,15150,"CXA8128","ZBAA","ZSAM","36R","234",1310,1310,1325,20140223,790,805,"15",2,23,2166,542,1,24,5
"15152",15152,15152,"CSC8884","ZBAA","ZUUU","36R","336",1322,1320,1331,20140223,802,811,"9",2,23,2167,542,1,24,5
"15153",15153,15153,"PAL359","ZBAA","RPLL","36R","515",1310,1255,1329,20140223,790,809,"19",2,23,2166,542,1,24,5
"15156",15156,15156,"CCA1219","ZBAA","ZLIC","36R","328",1324,1325,1333,20140223,804,813,"9",2,23,2167,542,1,24,5
"15157",15157,15157,"CCA1439","ZBAA","ZUCK","36R","332",1324,1330,1334,20140223,804,814,"10",2,23,2167,542,1,24,5
"15158",15158,15158,"TBJ10","ZBAA","KLAX","36R","626",1311,1300,1324,20140223,791,804,"13",2,23,2166,542,1,24,5
"15160",15160,15160,"CES5112","ZBAA","ZSSS","36R","807",1307,1255,1322,20140223,787,802,"15",2,23,2166,542,1,24,5
"15162",15162,15162,"CCA109","ZBAA","VHHH","36R","463",1308,1300,1320,20140223,788,800,"12",2,23,2166,542,1,24,5
"15164",15164,15164,"CCA1377","ZBAA","ZJSY","36R","513",1305,1250,1327,20140223,785,807,"22",2,23,2166,542,1,24,5
"15167",15167,15167,"HDA901","ZBAA","VHHH","36R","525",1258,1230,1313,20140223,778,793,"15",2,23,2165,542,1,24,5
"15173",15173,15173,"CCA422","ZBAA","ZUUU","36R","533",1305,1300,1315,20140223,785,795,"10",2,23,2166,542,1,24,5
"15174",15174,15174,"CCA1325","ZBAA","ZHCC","36R","324",1259,1255,1311,20140223,779,791,"12",2,23,2165,542,1,24,5
"15180",15180,15180,"CBJ5357","ZBAA","ZBER","36R","116",1254,1240,1309,20140223,774,789,"15",2,23,2165,542,1,24,5
"15181",15181,15181,"CSN6130","ZBAA","ZYTL","36R","238",1252,1250,1307,20140223,772,787,"15",2,23,2165,542,1,24,5
"15183",15183,15183,"CCA1297","ZBAA","ZWWW","36R","331",1247,1235,1251,20140223,767,771,"4",2,23,2164,541,0,26,1
"15184",15184,15184,"CSN6104","ZBAA","ZYTX","36R","236",1246,1250,1254,20140223,766,774,"8",2,23,2164,541,0,26,1
"15188",15188,15188,"CHH7251","ZBAA","ZSWZ","36R","112",1225,1205,1239,20140223,745,759,"14",2,23,2163,541,0,26,1
"15190",15190,15190,"CCA1271","ZBAA","ZLLL","36R","321",1228,1230,1237,20140223,748,757,"9",2,23,2163,541,0,26,1
"15194",15194,15194,"CCA4138","ZBAA","ZUCK","36R","412",1230,1230,1240,20140223,750,760,"10",2,23,2163,541,0,26,1
"15195",15195,15195,"CCA1373","ZBAA","ZGHA","36R","326",1234,1235,1241,20140223,754,761,"7",2,23,2163,541,0,26,1
"15196",15196,15196,"CCA1223","ZBAA","ZLXY","36R","453",1241,1225,1246,20140223,761,766,"5",2,23,2164,541,0,26,1
"15197",15197,15197,"CBJ131","ZBAA","ZGGG","36R","605",1228,1230,1236,20140223,748,756,"8",2,23,2163,541,0,26,1
"15198",15198,15198,"AMU005","ZBAA","VMMC","36R","520",1207,1205,1225,20140223,727,745,"18",2,23,2162,541,0,26,1
"15199",15199,15199,"CCA1339","ZBAA","ZGGG","36R","328",1209,1200,1229,20140223,729,749,"20",2,23,2162,541,0,26,1
"15201",15201,15201,"CSZ9960","ZBAA","ZGSZ","36R","325",1208,1210,1231,20140223,728,751,"23",2,23,2163,541,0,26,1
"15203",15203,15203,"TBJ66","ZBAA","ZYHB","36R","604",1210,1155,1232,20140223,730,752,"22",2,23,2163,541,0,26,1
"15204",15204,15204,"CCA4172","ZBAA","ZPPP","36R","330",1216,1210,1234,20140223,736,754,"18",2,23,2163,541,0,26,1
"15207",15207,15207,"CCA4130","ZBAA","ZUCK","36R","329",1201,1130,1219,20140223,721,739,"18",2,23,2162,541,0,26,1
"15208",15208,15208,"CXA8116","ZBAA","ZSFZ","36R","227",1205,1135,1223,20140223,725,743,"18",2,23,2162,541,0,26,1
"15210",15210,15210,"CCA1323","ZBAA","ZGSD","36R","327",1202,1205,1221,20140223,722,741,"19",2,23,2162,541,0,26,1
"15211",15211,15211,"CES5110","ZBAA","ZSSS","36R","224",1206,1155,1227,20140223,726,747,"21",2,23,2162,541,0,26,1
"15213",15213,15213,"CCA1383","ZBAA","ZGSZ","36R","409",1144,1030,1204,20140223,704,724,"20",2,23,2161,541,0,26,1
"15214",15214,15214,"KAL2852","ZBAA","RKSS","36R","214",1149,1145,1209,20140223,709,729,"20",2,23,2161,541,0,26,1
"15215",15215,15215,"CCA4162","ZBAA","ZUGY","36R","410",1153,1150,1208,20140223,713,728,"15",2,23,2161,541,0,26,1
"15216",15216,15216,"KLM898","ZBAA","EHAM","36R","208",1149,1155,1211,20140223,709,731,"22",2,23,2161,541,0,26,1
"15217",15217,15217,"CCA4114","ZBAA","ZUUU","36R","334",1200,1200,1214,20140223,720,734,"14",2,23,2161,541,0,26,1
"15219",15219,15219,"CES2812","ZBAA","ZSNJ","36R","235",1159,1125,1216,20140223,719,736,"17",2,23,2162,541,0,26,1
"15222",15222,15222,"CCA1881","ZBAA","ZGBH","36R","313",1142,1145,1156,20140223,702,716,"14",2,23,2160,540,1,27,4
"15223",15223,15223,"CCA1347","ZBAA","ZGOW","36R","320",1139,1125,1202,20140223,699,722,"23",2,23,2161,541,0,26,1
"15224",15224,15224,"CCA1237","ZBAA","ZBYC","36R","333",1151,1145,1201,20140223,711,721,"10",2,23,2161,541,0,26,1
"15225",15225,15225,"CES2449","ZBAA","ZYTL","36R","239",1134,1140,1159,20140223,694,719,"25",2,23,2160,540,1,27,4
"15227",15227,15227,"CSN6220","ZBAA","ZYHB","36R","230",1146,1135,1205,20140223,706,725,"19",2,23,2161,541,0,26,1
"15232",15232,15232,"CHH7623","ZBAA","ZYQQ","36R","113",1126,1055,1150,20140223,686,710,"24",2,23,2160,540,1,27,4
