"","X.1","X","航班号","起飞机场","目的机场","rwy","ramp","pb_time","s_dep_time","a_dep_time","mission_full_date","time_pushback","time_takeoff_real","dep_taxi","mission_month","mission_date","dep_window_per15","dep_window_per60","dep_36r_in_cluster","dep_36r_per_dep","arr_36r_per_dep"
"15234",15234,15234,"CES5174","ZBAA","ZSCN","36R","229",1132,1120,1151,20140223,692,711,"19",2,23,2160,540,1,27,4
"15235",15235,15235,"CCA1283","ZBAA","ZBUL","36R","319",1144,1140,1155,20140223,704,715,"11",2,23,2160,540,1,27,4
"15236",15236,15236,"CCA1313","ZBAA","ZGSZ","36R","301",1138,1130,1153,20140223,698,713,"15",2,23,2160,540,1,27,4
"15239",15239,15239,"CES2412","ZBAA","ZLLL","36R","602",1130,1125,1137,20140223,690,697,"7",2,23,2159,540,1,27,4
"15242",15242,15242,"CCA1485","ZBAA","ZGNN","36R","323",1133,1135,1139,20140223,693,699,"6",2,23,2159,540,1,27,4
"15244",15244,15244,"CCA131","ZBAA","RKSI","36R","505",1113,1105,1122,20140223,673,682,"9",2,23,2158,540,1,27,4
"15245",15245,15245,"CSC8882","ZBAA","ZUUU","36R","335",1122,1120,1125,20140223,682,685,"3",2,23,2158,540,1,27,4
"15246",15246,15246,"AAR3325","ZBAA","RKSS","36R","523",1109,1055,1127,20140223,669,687,"18",2,23,2158,540,1,27,4
"15247",15247,15247,"DER632","ZBAA","ZSNJ","36R","606",1121,1130,1129,20140223,681,689,"8",2,23,2158,540,1,27,4
"15249",15249,15249,"CCA1475","ZBAA","ZHHH","36R","322",1124,1125,1133,20140223,684,693,"9",2,23,2159,540,1,27,4
"15251",15251,15251,"CSN6146","ZBAA","ZYCC","36R","228",1120,1125,1131,20140223,680,691,"11",2,23,2159,540,1,27,4
"15252",15252,15252,"CES5132","ZBAA","ZSHC","36R","234",1059,1055,1121,20140223,659,681,"22",2,23,2158,540,1,27,4
"15254",15254,15254,"CCA4102","ZBAA","ZUUU","36R","324",1103,1100,1111,20140223,663,671,"8",2,23,2157,540,1,27,4
"15256",15256,15256,"CCA9619","ZBAA","ZJSY","36R","408",1103,1100,1117,20140223,663,677,"14",2,23,2158,540,1,27,4
"15257",15257,15257,"CES5108","ZBAA","ZSSS","36R","224",1105,1100,1118,20140223,665,678,"13",2,23,2158,540,1,27,4
"15259",15259,15259,"CXA8118","ZBAA","ZSAM","36R","220",1048,1035,1115,20140223,648,675,"27",2,23,2158,540,1,27,4
"15261",15261,15261,"CCA1315","ZBAA","ZGGG","36R","336",1103,1100,1113,20140223,663,673,"10",2,23,2157,540,1,27,4
"15262",15262,15262,"CSN6214","ZBAA","ZYDQ","36R","240",1034,1040,1105,20140223,634,665,"31",2,23,2157,540,1,27,4
"15263",15263,15263,"CES5178","ZBAA","ZSNB","36R","227",1037,1040,1103,20140223,637,663,"26",2,23,2157,540,1,27,4
"15264",15264,15264,"CSN6152","ZBAA","ZYYJ","36R","236",1050,1055,1106,20140223,650,666,"16",2,23,2157,540,1,27,4
"15265",15265,15265,"KAL880","ZBAA","RKPC","36R","206",1053,1050,1110,20140223,653,670,"17",2,23,2157,540,1,27,4
"15267",15267,15267,"CCA1213","ZBAA","ZLIC","36R","326",1057,1055,1108,20140223,657,668,"11",2,23,2157,540,1,27,4
"15272",15272,15272,"CCA1111","ZBAA","ZBHH","36R","309",1050,1045,1102,20140223,650,662,"12",2,23,2157,540,1,27,4
"15274",15274,15274,"CES5636","ZBAA","ZSSH","36R","239",1027,1030,1100,20140223,627,660,"33",2,23,2157,540,1,27,4
"15275",15275,15275,"CSN6144","ZBAA","ZYCC","36R","611",1024,1020,1049,20140223,624,649,"25",2,23,2156,539,1,18,12
"15276",15276,15276,"CSN6114","ZBAA","ZYAS","36R","230",1018,1025,1048,20140223,618,648,"30",2,23,2156,539,1,18,12
"15277",15277,15277,"CSC8830","ZBAA","ZUCK","36R","321",1049,1040,1054,20140223,649,654,"5",2,23,2156,539,1,18,12
"15278",15278,15278,"CCA1209","ZBAA","ZLXY","36R","325",1028,1025,1051,20140223,628,651,"23",2,23,2156,539,1,18,12
"15280",15280,15280,"CSN6102","ZBAA","ZYTX","36R","229",1023,1035,1053,20140223,623,653,"30",2,23,2156,539,1,18,12
"15281",15281,15281,"CBJ5375","ZBAA","ZSAM","36R","W113",1016,1010,1058,20140223,616,658,"42",2,23,2156,539,1,18,12
"15282",15282,15282,"CPA347","ZBAA","VHHH","36R","510",1016,1000,1035,20140223,616,635,"19",2,23,2155,539,1,18,12
"15285",15285,15285,"CSN6126","ZBAA","ZYTL","36R","223",1019,1020,1040,20140223,619,640,"21",2,23,2155,539,1,18,12
"15288",15288,15288,"B8292","ZBAA","ZSZS","36R","628",1009,950,1020,20140223,609,620,"11",2,23,2154,539,1,18,12
"15289",15289,15289,"CES525","ZBAA","ZSQD","36R","W106",1001,1000,1026,20140223,601,626,"25",2,23,2154,539,1,18,12
"15291",15291,15291,"CSN6168","ZBAA","ZUGY","36R","608",1006,1005,1017,20140223,606,617,"11",2,23,2154,539,1,18,12
"15292",15292,15292,"CHH7765","ZBAA","ZYCC","36R","W202",948,925,1004,20140223,588,604,"16",2,23,2153,539,1,18,12
"15293",15293,15293,"N450GA","ZBAA","ZJSY","36R","626",956,1000,1008,20140223,596,608,"12",2,23,2153,539,1,18,12
"15294",15294,15294,"CHH7191","ZBAA","ZSAM","36R","N103",943,935,1010,20140223,583,610,"27",2,23,2153,539,1,18,12
"15298",15298,15298,"CCA1415","ZBAA","ZUUU","36R","337",952,955,1002,20140223,592,602,"10",2,23,2153,539,1,18,12
"15299",15299,15299,"SIA805","ZBAA","WSSS","36R","513",955,845,1012,20140223,595,612,"17",2,23,2153,539,1,18,12
"15300",15300,15300,"CES5106","ZBAA","ZSSS","36R","810",956,955,1014,20140223,596,614,"18",2,23,2153,539,1,18,12
"15303",15303,15303,"EZD845","ZBAA","RPVK","36R","520",213,150,232,20140223,133,152,"19",2,23,2123,531,0,6,4
"15304",15304,15304,"CCA965","ZBAA","EDDF","36R","507",226,200,238,20140223,146,158,"12",2,23,2123,531,0,6,4
"15305",15305,15305,"PAL399","ZBAA","RPLL","36R","519",222,230,236,20140223,142,156,"14",2,23,2123,531,0,6,4
"15306",15306,15306,"GLP522","ZBAA","UIUU","36R","517",238,230,247,20140223,158,167,"9",2,23,2124,531,0,6,4
"15307",15307,15307,"CYZ9021","ZBAA","ZSPD","36R","810",316,300,323,20140223,196,203,"7",2,23,2126,532,0,2,2
"15309",15309,15309,"SBI506","ZBAA","UHWW","36R","513",319,230,331,20140223,199,211,"12",2,23,2127,532,0,2,2
"15310",15310,15310,"QTR895","ZBAA","OTBD","36R","528",127,130,137,20140223,87,97,"10",2,23,2119,530,0,6,9
"15311",15311,15311,"SIA803","ZBAA","WSSS","36R","511",140,120,149,20140223,100,109,"9",2,23,2120,530,0,6,9
"15314",15314,15314,"AFR381","ZBAA","LFPG","36R","214",151,150,200,20140223,111,120,"9",2,23,2121,531,0,6,4
"15317",15317,15317,"MAS361","ZBAA","WMKK","36R","508",206,130,217,20140223,126,137,"11",2,23,2122,531,0,6,4
"15318",15318,15318,"CSN345","ZBAA","EHAM","36R","217",58,50,115,20140223,58,75,"17",2,23,2118,530,0,6,9
"15319",15319,15319,"CCA837","ZBAA","PHNL","36R","529",122,130,128,20140223,82,88,"6",2,23,2118,530,0,6,9
"15320",15320,15320,"ETD889","ZBAA","OMAA","36R","509",122,120,132,20140223,82,92,"10",2,23,2119,530,0,6,9
"15321",15321,15321,"CYZ9045","ZBAA","ZSNJ","36R","810",30,45,48,20140223,30,48,"18",2,23,2116,529,0,1,21
"15323",15323,15323,"THY21","ZBAA","LTBA","36R","513",49,50,102,20140223,49,62,"13",2,23,2117,530,0,6,9
"15332",15332,15332,"CSN6180","ZBAA","ZYCC","36R","227",2313,2310,2320,20140222,1393,1400,"7",2,22,2110,528,0,5,10
"15333",15333,15333,"CHH7175","ZBAA","ZBHH","36R","114",2308,2205,2318,20140222,1388,1398,"10",2,22,2110,528,0,5,10
"15334",15334,15334,"CSZ9970","ZBAA","ZGSZ","36R","320",2317,2130,2322,20140222,1397,1402,"5",2,22,2110,528,0,5,10
"15337",15337,15337,"CCD8902","ZBAA","ZYTL","36R","313",2304,2305,2309,20140222,1384,1389,"5",2,22,2109,528,0,5,10
"15338",15338,15338,"CDG4858","ZBAA","ZSYT","36R","317",2300,2305,2306,20140222,1380,1386,"6",2,22,2109,528,0,5,10
"15339",15339,15339,"CSN6586","ZBAA","ZHHH","36R","234",2228,2240,2236,20140222,1348,1356,"8",2,22,2107,527,0,12,2
"15340",15340,15340,"CHH7603","ZBAA","ZSSS","36R","108",2229,2050,2238,20140222,1349,1358,"9",2,22,2107,527,0,12,2
"15341",15341,15341,"CSN6140","ZBAA","ZYTL","36R","235",2219,2220,2229,20140222,1339,1349,"10",2,22,2106,527,0,12,2
"15342",15342,15342,"CSN6716","ZBAA","ZJSY","36R","219",2220,1915,2227,20140222,1340,1347,"7",2,22,2106,527,0,12,2
"15344",15344,15344,"CCA1708","ZBAA","ZSHC","36R","303",2224,2200,2234,20140222,1344,1354,"10",2,22,2107,527,0,12,2
"15346",15346,15346,"CES5182","ZBAA","ZSSS","36R","226",2203,2200,2215,20140222,1323,1335,"12",2,22,2106,527,0,12,2
"15347",15347,15347,"CSN6202","ZBAA","ZYHB","36R","232",2202,2205,2216,20140222,1322,1336,"14",2,22,2106,527,0,12,2
"15348",15348,15348,"CES2912","ZBAA","ZSWX","36R","231",2217,2210,2225,20140222,1337,1345,"8",2,22,2106,527,0,12,2
"15349",15349,15349,"CES5136","ZBAA","ZSYT","36R","236",2211,2215,2222,20140222,1331,1342,"11",2,22,2106,527,0,12,2
"15355",15355,15355,"CHH7337","ZBAA","ZLXY","36R","113",2150,2150,2202,20140222,1310,1322,"12",2,22,2105,527,0,12,2
"15357",15357,15357,"CCA8209","ZBAA","ZHHH","36R","329",2203,2125,2207,20140222,1323,1327,"4",2,22,2105,527,0,12,2
"15358",15358,15358,"CSN3726","ZBAA","ZSYW","36R","237",2159,2200,2211,20140222,1319,1331,"12",2,22,2105,527,0,12,2
"15359",15359,15359,"CES5134","ZBAA","ZSWZ","36R","238",2121,2130,2143,20140222,1281,1303,"22",2,22,2103,526,0,23,1
"15360",15360,15360,"CSN6138","ZBAA","ZYTL","36R","228",2134,2145,2145,20140222,1294,1305,"11",2,22,2104,526,0,23,1
"15361",15361,15361,"CHH7195","ZBAA","ZSFZ","36R","108",2120,2120,2142,20140222,1280,1302,"22",2,22,2103,526,0,23,1
"15364",15364,15364,"CSN6110","ZBAA","ZYTX","36R","240",2149,2155,2157,20140222,1309,1317,"8",2,22,2104,526,0,23,1
"15366",15366,15366,"CES2456","ZBAA","ZHHH","36R","239",2111,2050,2132,20140222,1271,1292,"21",2,22,2103,526,0,23,1
"15369",15369,15369,"CSN6142","ZBAA","ZYCC","36R","233",2114,2120,2135,20140222,1274,1295,"21",2,22,2103,526,0,23,1
"15371",15371,15371,"CSN6154","ZBAA","ZYYJ","36R","222",2119,2125,2137,20140222,1279,1297,"18",2,22,2103,526,0,23,1
"15372",15372,15372,"KAL854","ZBAA","RKSI","36R","212",2122,2125,2140,20140222,1282,1300,"18",2,22,2103,526,0,23,1
"15374",15374,15374,"AHK769","ZBAA","VHHH","36R","N203",2109,2130,2130,20140222,1269,1290,"21",2,22,2103,526,0,23,1
"15375",15375,15375,"CXA8110","ZBAA","ZSFZ","36R","227",2120,2115,2138,20140222,1280,1298,"18",2,22,2103,526,0,23,1
"15376",15376,15376,"CCA1331","ZBAA","ZHCC","36R","324",2115,2115,2124,20140222,1275,1284,"9",2,22,2102,526,0,23,1
"15377",15377,15377,"CES5196","ZBAA","ZSQD","36R","813",2107,2115,2122,20140222,1267,1282,"15",2,22,2102,526,0,23,1
"15378",15378,15378,"CSC8890","ZBAA","ZUUU","36R","322",2117,2025,2128,20140222,1277,1288,"11",2,22,2102,526,0,23,1
"15380",15380,15380,"CSN3288","ZBAA","ZGKL","36R","231",2110,2110,2126,20140222,1270,1286,"16",2,22,2102,526,0,23,1
"15382",15382,15382,"CCA983","ZBAA","KLAX","36R","535",2121,2100,2133,20140222,1281,1293,"12",2,22,2103,526,0,23,1
"15384",15384,15384,"CCA4174","ZBAA","ZPPP","36R","326",2107,2105,2114,20140222,1267,1274,"7",2,22,2101,526,0,23,1
"15386",15386,15386,"CXA8170","ZBAA","ZSAM","36R","234",2104,2110,2116,20140222,1264,1276,"12",2,22,2102,526,0,23,1
"15387",15387,15387,"CCA1143","ZBAA","ZBDS","36R","313",2106,2105,2118,20140222,1266,1278,"12",2,22,2102,526,0,23,1
"15388",15388,15388,"CHH7611","ZBAA","ZBCZ","36R","111",2100,2105,2110,20140222,1260,1270,"10",2,22,2101,526,0,23,1
"15390",15390,15390,"CCA821","ZBAA","VTSP","36R","466",2051,2050,2059,20140222,1251,1259,"8",2,22,2100,525,0,22,0
"15391",15391,15391,"CSZ9822","ZBAA","ZGSZ","36R","323",2100,2105,2103,20140222,1260,1263,"3",2,22,2101,526,0,23,1
"15393",15393,15393,"HDA975","ZBAA","VHHH","36R","522",2059,2100,2108,20140222,1259,1268,"9",2,22,2101,526,0,23,1
"15395",15395,15395,"CAO1055","ZBAA","ZSPD","36R","N202",2053,2110,2106,20140222,1253,1266,"13",2,22,2101,526,0,23,1
"15396",15396,15396,"CCA1329","ZBAA","ZGGG","36R","335",2106,2100,2112,20140222,1266,1272,"6",2,22,2101,526,0,23,1
"15400",15400,15400,"CAL518","ZBAA","RCTP","36R","512",2036,2005,2048,20140222,1236,1248,"12",2,22,2100,525,0,22,0
"15401",15401,15401,"CCA986","ZBAA","ZUCK","36R","509",2034,2030,2046,20140222,1234,1246,"12",2,22,2100,525,0,22,0
"15403",15403,15403,"CCA1653","ZBAA","ZYTX","36R","462",2040,2020,2051,20140222,1240,1251,"11",2,22,2100,525,0,22,0
"15404",15404,15404,"CES5126","ZBAA","ZSSS","36R","221",2035,2000,2042,20140222,1235,1242,"7",2,22,2099,525,0,22,0
"15405",15405,15405,"CCA4118","ZBAA","ZUUU","36R","332",2054,2100,2056,20140222,1254,1256,"2",2,22,2100,525,0,22,0
"15406",15406,15406,"CCA1661","ZBAA","ZYCC","36R","453",2032,2015,2038,20140222,1232,1238,"6",2,22,2099,525,0,22,0
"15409",15409,15409,"CCA903","ZBAA","VVTS","36R","533",2035,2030,2040,20140222,1235,1240,"5",2,22,2099,525,0,22,0
"15412",15412,15412,"CCA947","ZBAA","VIDP","36R","455",2036,2035,2044,20140222,1236,1244,"8",2,22,2099,525,0,22,0
"15413",15413,15413,"CCA1307","ZBAA","ZGSZ","36R","337",2030,2030,2033,20140222,1230,1233,"3",2,22,2099,525,0,22,0
"15415",15415,15415,"CCA1205","ZBAA","ZLXY","36R","330",2025,2025,2028,20140222,1225,1228,"3",2,22,2098,525,0,22,0
"15417",15417,15417,"CCA1952","ZBAA","ZSWZ","36R","301",2018,2020,2031,20140222,1218,1231,"13",2,22,2099,525,0,22,0
"15420",15420,15420,"CCA1883","ZBAA","ZSPD","36R","302",2026,2015,2036,20140222,1226,1236,"10",2,22,2099,525,0,22,0
"15424",15424,15424,"CNM1101","ZBAA","ZBHH","36R","315",2006,2005,2012,20140222,1206,1212,"6",2,22,2097,525,0,22,0
"15425",15425,15425,"CCA4166","ZBAA","ZUGY","36R","328",2010,2010,2014,20140222,1210,1214,"4",2,22,2097,525,0,22,0
"15428",15428,15428,"CCA1107","ZBAA","ZBOW","36R","327",2018,2020,2021,20140222,1218,1221,"3",2,22,2098,525,0,22,0
"15430",15430,15430,"CSC8892","ZBAA","ZUUU","36R","321",1955,1950,2002,20140222,1195,1202,"7",2,22,2097,525,0,22,0
"15432",15432,15432,"CXA8120","ZBAA","ZSFZ","36R","230",1949,1935,2004,20140222,1189,1204,"15",2,22,2097,525,0,22,0
"15433",15433,15433,"CCA4106","ZBAA","ZUUU","36R","329",1958,2000,2006,20140222,1198,1206,"8",2,22,2097,525,0,22,0
"15434",15434,15434,"CCA179","ZBAA","RPLL","36R","454",2004,2000,2009,20140222,1204,1209,"5",2,22,2097,525,0,22,0
"15436",15436,15436,"CCA1295","ZBAA","ZWWW","36R","333",2004,1955,2008,20140222,1204,1208,"4",2,22,2097,525,0,22,0
"15439",15439,15439,"CES5159","ZBAA","ZSLG","36R","805",1937,1940,1950,20140222,1177,1190,"13",2,22,2096,524,1,30,0
"15440",15440,15440,"GDC7101","ZBAA","ZBLA","36R","115",1940,1940,1952,20140222,1180,1192,"12",2,22,2096,524,1,30,0
"15441",15441,15441,"CCA1217","ZBAA","ZLIC","36R","414",1950,1950,1957,20140222,1190,1197,"7",2,22,2096,524,1,30,0
"15443",15443,15443,"CES2842","ZBAA","ZSNJ","36R","228",1945,1945,1955,20140222,1185,1195,"10",2,22,2096,524,1,30,0
"15444",15444,15444,"CES2073","ZBAA","ZSLY","36R","229",1951,1955,2001,20140222,1191,1201,"10",2,22,2097,525,0,22,0
"15445",15445,15445,"CCA979","ZBAA","VTBS","36R","510",1947,1945,1959,20140222,1187,1199,"12",2,22,2096,524,1,30,0
"15446",15446,15446,"N605PS","ZBAA","VHHH","36R","627",1935,1900,1943,20140222,1175,1183,"8",2,22,2095,524,1,30,0
"15448",15448,15448,"CCA1341","ZBAA","ZHHH","36R","325",1937,1935,1944,20140222,1177,1184,"7",2,22,2095,524,1,30,0
"15449",15449,15449,"CTM0005","ZBAA","LFPV","36R","704",1937,1600,1946,20140222,1177,1186,"9",2,22,2096,524,1,30,0
"15450",15450,15450,"CCA4136","ZBAA","ZUCK","36R","309",1938,1930,1949,20140222,1178,1189,"11",2,22,2096,524,1,30,0
"15452",15452,15452,"CCA4120","ZBAA","ZUUU","36R","319",1941,1930,1953,20140222,1181,1193,"12",2,22,2096,524,1,30,0
"15453",15453,15453,"CCA1349","ZBAA","ZGHA","36R","334",1934,1915,1938,20140222,1174,1178,"4",2,22,2095,524,1,30,0
"15454",15454,15454,"CSC8894","ZBAA","ZUUU","36R","336",1924,1920,1926,20140222,1164,1166,"2",2,22,2094,524,1,30,0
"15455",15455,15455,"CBJ5351","ZBAA","ZSHC","36R","116",1922,1925,1933,20140222,1162,1173,"11",2,22,2095,524,1,30,0
"15456",15456,15456,"CCA1105","ZBAA","ZBHH","36R","320",1927,1920,1931,20140222,1167,1171,"4",2,22,2095,524,1,30,0
"15457",15457,15457,"CCA1145","ZBAA","ZBYN","36R","324",1933,1930,1936,20140222,1173,1176,"3",2,22,2095,524,1,30,0
"15458",15458,15458,"HDA903","ZBAA","VHHH","36R","521",1932,1930,1940,20140222,1172,1180,"8",2,22,2095,524,1,30,0
"15459",15459,15459,"CCA4144","ZBAA","ZUCK","36R","326",1912,1830,1920,20140222,1152,1160,"8",2,22,2094,524,1,30,0
"15460",15460,15460,"CCA1581","ZBAA","ZSCN","36R","311",1911,1915,1918,20140222,1151,1158,"7",2,22,2094,524,1,30,0
"15462",15462,15462,"CSN6216","ZBAA","ZYDQ","36R","232",1907,1910,1921,20140222,1147,1161,"14",2,22,2094,524,1,30,0
"15465",15465,15465,"CSN6163","ZBAA","ZSHC","36R","802",1909,1910,1924,20140222,1149,1164,"15",2,22,2094,524,1,30,0
"15469",15469,15469,"CES5130","ZBAA","ZSPD","36R","231",1900,1905,1913,20140222,1140,1153,"13",2,22,2093,524,1,30,0
"15470",15470,15470,"CCA1281","ZBAA","ZBCF","36R","323",1905,1910,1912,20140222,1145,1152,"7",2,22,2093,524,1,30,0
"15471",15471,15471,"CHH7123","ZBAA","ZYMD","36R","104",1903,1900,1915,20140222,1143,1155,"12",2,22,2094,524,1,30,0
"15472",15472,15472,"CSN6150","ZBAA","ZYCC","36R","803",1859,1900,1910,20140222,1139,1150,"11",2,22,2093,524,1,30,0
"15473",15473,15473,"CSN315","ZBAA","RKSI","36R","206",1907,1915,1916,20140222,1147,1156,"9",2,22,2094,524,1,30,0
"15474",15474,15474,"CCA137","ZBAA","RKSS","36R","506",1853,1850,1901,20140222,1133,1141,"8",2,22,2093,524,1,30,0
"15475",15475,15475,"CCA1710","ZBAA","ZSHC","36R","305",1852,1900,1900,20140222,1132,1140,"8",2,22,2093,524,1,30,0
"15478",15478,15478,"CCA1621","ZBAA","ZYHB","36R","332",1859,1905,1902,20140222,1139,1142,"3",2,22,2093,524,1,30,0
"15479",15479,15479,"CCA1139","ZBAA","ZBYC","36R","402",1900,1905,1905,20140222,1140,1145,"5",2,22,2093,524,1,30,0
"15480",15480,15480,"CES5124","ZBAA","ZSSS","36R","223",1857,1900,1907,20140222,1137,1147,"10",2,22,2093,524,1,30,0
"15481",15481,15481,"CCA1891","ZBAA","ZJSY","36R","511",1833,1810,1845,20140222,1113,1125,"12",2,22,2092,523,0,24,0
"15482",15482,15482,"CHH7283","ZBAA","ZYTL","36R","108",1835,1755,1848,20140222,1115,1128,"13",2,22,2092,523,0,24,0
"15484",15484,15484,"CES2781","ZBAA","ZYJX","36R","236",1832,1835,1847,20140222,1112,1127,"15",2,22,2092,523,0,24,0
"15486",15486,15486,"CCA107","ZBAA","VHHH","36R","451",1840,1830,1850,20140222,1120,1130,"10",2,22,2092,523,0,24,0
"15487",15487,15487,"CCA1305","ZBAA","ZGSZ","36R","331",1847,1830,1852,20140222,1127,1132,"5",2,22,2092,523,0,24,0
"15489",15489,15489,"CCA4198","ZBAA","ZUUU","36R","330",1839,1845,1844,20140222,1119,1124,"5",2,22,2091,523,0,24,0
"15490",15490,15490,"HDA993","ZBAA","VHHH","36R","523",1829,1830,1835,20140222,1109,1115,"6",2,22,2091,523,0,24,0
"15492",15492,15492,"CSN6106","ZBAA","ZYTX","36R","229",1827,1810,1837,20140222,1107,1117,"10",2,22,2091,523,0,24,0
"15493",15493,15493,"CXA8106","ZBAA","ZSAM","36R","226",1824,1825,1839,20140222,1104,1119,"15",2,22,2091,523,0,24,0
"15495",15495,15495,"CCA1309","ZBAA","ZGGG","36R","526",1830,1815,1842,20140222,1110,1122,"12",2,22,2091,523,0,24,0
"15498",15498,15498,"CSN3907","ZBAA","ZSSS","36R","221",1809,1805,1820,20140222,1089,1100,"11",2,22,2090,523,0,24,0
"15499",15499,15499,"CSN6134","ZBAA","ZYTL","36R","230",1812,1815,1822,20140222,1092,1102,"10",2,22,2090,523,0,24,0
"15501",15501,15501,"CES5263","ZBAA","ZYTX","36R","237",1816,1750,1829,20140222,1096,1109,"13",2,22,2090,523,0,24,0
"15503",15503,15503,"GDC7193","ZBAA","ZSCN","36R","103",1817,1815,1830,20140222,1097,1110,"13",2,22,2091,523,0,24,0
"15505",15505,15505,"CES5188","ZBAA","ZSCN","36R","240",1802,1755,1812,20140222,1082,1092,"10",2,22,2089,523,0,24,0
"15507",15507,15507,"CCA1455","ZBAA","ZUMY","36R","322",1803,1810,1811,20140222,1083,1091,"8",2,22,2089,523,0,24,0
"15510",15510,15510,"CXA8122","ZBAA","ZSWY","36R","227",1805,1810,1816,20140222,1085,1096,"11",2,22,2090,523,0,24,0
"15511",15511,15511,"FDX92","ZBAA","RKSI","36R","N108",1802,1810,1818,20140222,1082,1098,"16",2,22,2090,523,0,24,0
"15513",15513,15513,"DAL188","ZBAA","KDTW","36R","217",1744,1750,1801,20140222,1064,1081,"17",2,22,2089,523,0,24,0
"15514",15514,15514,"CHH7601","ZBAA","ZSSS","36R","A106",1740,1735,1800,20140222,1060,1080,"20",2,22,2089,523,0,24,0
"15515",15515,15515,"CCA1363","ZBAA","ZGHA","36R","457",1743,1740,1758,20140222,1063,1078,"15",2,22,2088,522,1,23,6
"15516",15516,15516,"CCA1263","ZBAA","ZLIC","36R","456",1747,1730,1804,20140222,1067,1084,"17",2,22,2089,523,0,24,0
"15519",15519,15519,"CCA9543","ZBAA","ZBHH","36R","327",1752,1740,1805,20140222,1072,1085,"13",2,22,2089,523,0,24,0
"15521",15521,15521,"CCA4104","ZBAA","ZUUU","36R","329",1757,1800,1807,20140222,1077,1087,"10",2,22,2089,523,0,24,0
"15523",15523,15523,"CHH7177","ZBAA","ZSHC","36R","W208",1749,1740,1808,20140222,1069,1088,"19",2,22,2089,523,0,24,0
"15526",15526,15526,"CES5280","ZBAA","ZSOF","36R","803",1721,1655,1746,20140222,1041,1066,"25",2,22,2088,522,1,23,6
"15527",15527,15527,"CCA1359","ZBAA","ZGDY","36R","319",1741,1740,1750,20140222,1061,1070,"9",2,22,2088,522,1,23,6
"15529",15529,15529,"SENE001","ZBAA","UGTB","36R","601",1749,1800,1753,20140222,1069,1073,"4",2,22,2088,522,1,23,6
"15531",15531,15531,"CCA4142","ZBAA","ZUCK","36R","328",1737,1730,1748,20140222,1057,1068,"11",2,22,2088,522,1,23,6
"15532",15532,15532,"THA615","ZBAA","VTBS","36R","512",1709,1705,1735,20140222,1029,1055,"26",2,22,2087,522,1,23,6
"15533",15533,15533,"CCA1235","ZBAA","ZLXY","36R","321",1723,1725,1739,20140222,1043,1059,"16",2,22,2087,522,1,23,6
"15534",15534,15534,"CCA8205","ZBAA","ZHHH","36R","337",1724,1725,1741,20140222,1044,1061,"17",2,22,2087,522,1,23,6
"15538",15538,15538,"CCA117","ZBAA","VHHH","36R","452",1732,1730,1744,20140222,1052,1064,"12",2,22,2087,522,1,23,6
"15540",15540,15540,"CCA1823","ZBAA","ZHYC","36R","313",1723,1705,1743,20140222,1043,1063,"20",2,22,2087,522,1,23,6
"15544",15544,15544,"CES5458","ZBAA","ZSHC","36R","228",1701,1710,1727,20140222,1021,1047,"26",2,22,2086,522,1,23,6
"15545",15545,15545,"CCA1867","ZBAA","ZSFY","36R","334",1713,1715,1729,20140222,1033,1049,"16",2,22,2086,522,1,23,6
"15546",15546,15546,"CSN6218","ZBAA","ZYHB","36R","240",1706,1700,1734,20140222,1026,1054,"28",2,22,2087,522,1,23,6
"15549",15549,15549,"CSN3862","ZBAA","ZGOW","36R","227",1706,1710,1730,20140222,1026,1050,"24",2,22,2087,522,1,23,6
"15550",15550,15550,"CSC8888","ZBAA","ZUUU","36R","324",1720,1720,1738,20140222,1040,1058,"18",2,22,2087,522,1,23,6
"15556",15556,15556,"CCA1425","ZBAA","ZUUU","36R","320",1702,1700,1720,20140222,1022,1040,"18",2,22,2086,522,1,23,6
"15557",15557,15557,"CES5120","ZBAA","ZSSS","36R","234",1700,1700,1718,20140222,1020,1038,"18",2,22,2086,522,1,23,6
"15561",15561,15561,"CHH495","ZBAA","KSEA","36R","W209",1628,1625,1709,20140222,988,1029,"41",2,22,2085,522,1,23,6
"15563",15563,15563,"AMU001","ZBAA","VMMC","36R","520",1636,1610,1713,20140222,996,1033,"37",2,22,2085,522,1,23,6
"15564",15564,15564,"SIA807","ZBAA","WSSS","36R","508",1645,1640,1716,20140222,1005,1036,"31",2,22,2086,522,1,23,6
"15565",15565,15565,"CCA1135","ZBAA","ZBOW","36R","304",1649,1650,1715,20140222,1009,1035,"26",2,22,2086,522,1,23,6
"15566",15566,15566,"CCA823","ZBAA","VTCC","36R","506",1613,1615,1654,20140222,973,1014,"41",2,22,2084,521,1,25,10
