"","X","航班号","起飞机场","目的机场","rwy","ramp","s_arr_time","a_arr_time","oi_time","mission_full_date","time_wheelon_real","time_gatein","arr_taxi","mission_month","mission_date","dep_feb_15_per_arr","arr_feb_15_per_arr","dep_feb_60_per_arr","arr_feb_60_per_arr","pb_feb_15_per_arr","pb_feb_60_per_arr","heavy_dep_feb_per_arr","heavy_arr_feb_per_arr","flight_chosen_arr_36l"
"12686",12686,"CHH7346","ZWWW","ZBAA","36L","114",1234,1234,1238,20140226,754,758,4,2,26,13,11,49,38,12,7,4,2,1
"12689",12689,"CHH7710","ZGSZ","ZBAA","36L","A106",1221,1220,1228,20140226,740,748,8,2,26,12,8,49,38,10,7,4,2,1
"12692",12692,"CSN3119","ZJHK","ZBAA","36L","237",1227,1226,1232,20140226,746,752,6,2,26,12,8,49,38,10,7,4,2,1
"12694",12694,"CCA4107","ZUUU","ZBAA","36L","307",1217,1216,1232,20140226,736,752,16,2,26,12,8,49,38,10,7,4,2,1
"12695",12695,"CSH9157","ZSHC","ZBAA","36L","229",1233,1233,1239,20140226,753,759,6,2,26,13,11,49,38,12,7,4,2,1
"12697",12697,"GCR6573","ZSAQ","ZBAA","36L","W201",1215,1213,1217,20140226,733,737,4,2,26,13,9,49,38,13,7,4,2,1
"12700",12700,"CES2130","ZLLL","ZBAA","36L","233",1208,1207,1214,20140226,727,734,7,2,26,13,9,49,38,13,7,4,2,1
"12701",12701,"CSN3731","ZGSD","ZBAA","36L","234",1155,1154,1207,20140226,714,727,13,2,26,13,9,43,47,11,7,4,2,1
"12702",12702,"CSC8883","ZUUU","ZBAA","36L","336",1147,1146,1205,20140226,706,725,19,2,26,13,9,43,47,11,7,4,2,1
"12704",12704,"CES5105","ZSSS","ZBAA","36L","808",1204,1203,1208,20140226,723,728,5,2,26,13,9,49,38,13,7,4,2,1
"12708",12708,"CES2786","ZYTX","ZBAA","36L","238",1150,1149,1158,20140226,709,718,9,2,26,13,9,43,47,11,7,4,2,1
"12711",12711,"CBJ5316","ZYJX","ZBAA","36L","116",1200,1158,1203,20140226,718,723,5,2,26,13,9,43,47,11,7,4,2,1
"12712",12712,"CCA810","VTBS","ZBAA","36L","459",1140,1140,1200,20140226,700,720,20,2,26,8,12,43,47,15,7,4,2,1
"12713",12713,"CHH7181","ZJHK","ZBAA","36L","A113",1201,1200,1206,20140226,720,726,6,2,26,13,9,49,38,13,7,4,2,1
"12715",12715,"CCA1114","ZBUH","ZBAA","36L","313",1127,1126,1144,20140226,686,704,18,2,26,10,13,43,47,8,7,4,2,1
"12716",12716,"CCA4101","ZUUU","ZBAA","36L","312",1129,1129,1144,20140226,689,704,15,2,26,10,13,43,47,8,7,4,2,1
"12717",12717,"CES5129","ZSPD","ZBAA","36L","227",1143,1142,1149,20140226,702,709,7,2,26,8,12,43,47,15,7,4,2,1
"12718",12718,"CHH7804","ZGGG","ZBAA","36L","115",1145,1144,1148,20140226,704,708,4,2,26,8,12,43,47,15,7,4,2,1
"12722",12722,"SHE952","EHRD","ZBAA","36L","626",1122,1121,1136,20140226,681,696,15,2,26,10,13,43,47,8,7,4,2,1
"12725",12725,"CSN6711","ZJSY","ZBAA","36L","219",1135,1134,1143,20140226,694,703,9,2,26,8,12,43,47,15,7,4,2,1
"12729",12729,"CCA1134","ZBYC","ZBAA","36L","325",1125,1124,1141,20140226,684,701,17,2,26,10,13,43,47,8,7,4,2,1
"12730",12730,"CCA4137","ZUCK","ZBAA","36L","330",1120,1119,1140,20140226,679,700,21,2,26,10,13,43,47,8,7,4,2,1
"12731",12731,"CES5713","ZPPP","ZBAA","36L","223",1138,1137,1145,20140226,697,705,8,2,26,8,12,43,47,15,7,4,2,1
"12732",12732,"CES2434","ZBLL","ZBAA","36L","222",1118,1116,1124,20140226,676,684,8,2,26,10,13,43,47,8,7,4,2,1
"12733",12733,"CAL511","RCTP","ZBAA","36L","510",1110,1110,1128,20140226,670,688,18,2,26,12,13,43,47,12,7,4,2,1
"12734",12734,"CCA1108","ZBOW","ZBAA","36L","327",1115,1114,1131,20140226,674,691,17,2,26,12,13,43,47,12,7,4,2,1
"12744",12744,"CCA180","RPLL","ZBAA","36L","506",1105,1105,1118,20140226,665,678,13,2,26,12,13,43,47,12,7,4,2,1
"12746",12746,"CES5709","ZULZ","ZBAA","36L","226",1113,1112,1120,20140226,672,680,8,2,26,12,13,43,47,12,7,4,2,1
"12751",12751,"CES2451","ZHHH","ZBAA","36L","238",1100,1100,1106,20140226,660,666,6,2,26,12,13,43,47,12,7,4,2,1
"12755",12755,"CSN3101","ZGGG","ZBAA","36L","810",1104,1103,1108,20140226,663,668,5,2,26,12,13,43,47,12,7,4,2,1
"12759",12759,"CES5103","ZSSS","ZBAA","36L","224",1109,1108,1114,20140226,668,674,6,2,26,12,13,43,47,12,7,4,2,1
"12956",12956,"CCA1378","ZJSY","ZBAA","36L","407",2147,2147,2222,20140225,1307,1342,35,2,25,5,11,37,40,5,7,4,2,1
"12970",12970,"CCA1464","ZUGY","ZBAA","36L","312",2159,2159,2215,20140225,1319,1335,16,2,25,5,11,37,40,5,7,4,2,1
"12979",12979,"CSN6917","ZWWW","ZBAA","36L","229",2153,2153,2201,20140225,1313,1321,8,2,25,5,11,37,40,5,7,4,2,1
"12980",12980,"CSN6719","ZJHK","ZBAA","36L","731",2156,2156,2204,20140225,1316,1324,8,2,25,5,11,37,40,5,7,4,2,1
"12989",12989,"CSN3105","ZGGG","ZBAA","36L","206",2144,2144,2151,20140225,1304,1311,7,2,25,13,8,37,40,10,7,4,2,1
"12990",12990,"CES2841","ZSNJ","ZBAA","36L","226",2142,2142,2149,20140225,1302,1309,7,2,25,13,8,37,40,10,7,4,2,1
"12994",12994,"HDA906","VHHH","ZBAA","36L","523",2151,2151,2159,20140225,1311,1319,8,2,25,5,11,37,40,5,7,4,2,1
"12995",12995,"CCA4111","ZUUU","ZBAA","36L","464",2119,2118,2134,20140225,1278,1294,16,2,25,11,11,37,40,8,7,4,2,1
"12997",12997,"CCA1410","ZUCK","ZBAA","36L","564",2116,2117,2133,20140225,1277,1293,16,2,25,11,11,37,40,8,7,4,2,1
"12998",12998,"CSN6585","ZHHH","ZBAA","36L","237",2129,2130,2134,20140225,1290,1294,4,2,25,13,8,37,40,10,7,4,2,1
"13004",13004,"CHH7246","ZWWW","ZBAA","36L","103",2122,2121,2126,20140225,1281,1286,5,2,25,11,11,37,40,8,7,4,2,1
"13005",13005,"CHH7392","ZSAM","ZBAA","36L","108",2124,2124,2126,20140225,1284,1286,2,2,25,11,11,37,40,8,7,4,2,1
"13007",13007,"CCA1328","ZGGG","ZBAA","36L","408",2115,2116,2131,20140225,1276,1291,15,2,25,11,11,37,40,8,7,4,2,1
"13009",13009,"CHH7081","ZJHK","ZBAA","36L","A113",2111,2111,2114,20140225,1271,1274,3,2,25,8,10,37,40,11,7,4,2,1
"13011",13011,"CSC8833","ZUCK","ZBAA","36L","321",2057,2057,2112,20140225,1257,1272,15,2,25,8,12,46,45,6,7,4,2,1
"13015",13015,"TBJ07","VMMC","ZBAA","36L","626",2104,2104,2121,20140225,1264,1281,17,2,25,8,10,37,40,11,7,4,2,1
"13018",13018,"CBJ5182","ZPLJ","ZBAA","36L","116",2100,2100,2103,20140225,1260,1263,3,2,25,8,10,37,40,11,7,4,2,1
"13020",13020,"N999FH","VHHH","ZBAA","36L","628",2047,2047,2103,20140225,1247,1263,16,2,25,8,12,46,45,6,7,4,2,1
"13022",13022,"CCA4119","ZUUU","ZBAA","36L","555",2055,2054,2105,20140225,1254,1265,11,2,25,8,12,46,45,6,7,4,2,1
"13023",13023,"CCA1304","ZGSZ","ZBAA","36L","410",2053,2053,2106,20140225,1253,1266,13,2,25,8,12,46,45,6,7,4,2,1
"13025",13025,"CES5123","ZSSS","ZBAA","36L","238",2102,2101,2107,20140225,1261,1267,6,2,25,8,10,37,40,11,7,4,2,1
"13030",13030,"CHH7836","ZGHA","ZBAA","36L","107",2040,2039,2046,20140225,1239,1246,7,2,25,13,10,46,45,12,7,4,2,1
"13031",13031,"CCA1412","ZUCK","ZBAA","36L","402",2028,2028,2044,20140225,1228,1244,16,2,25,12,11,46,45,13,7,4,2,1
"13034",13034,"CSN3184","ZUCK","ZBAA","36L","721",2043,2043,2050,20140225,1243,1250,7,2,25,13,10,46,45,12,7,4,2,1
"13035",13035,"CES5719","ZPPP","ZBAA","36L","219",2046,2045,2055,20140225,1245,1255,10,2,25,8,12,46,45,6,7,4,2,1
"13036",13036,"CES2417","ZLLL","ZBAA","36L","227",2050,2049,2057,20140225,1249,1257,8,2,25,8,12,46,45,6,7,4,2,1
"13037",13037,"CSN3191","ZGSZ","ZBAA","36L","212",2025,2024,2033,20140225,1224,1233,9,2,25,12,11,46,45,13,7,4,2,1
"13040",13040,"CES5299","ZBYN","ZBAA","36L","231",2034,2034,2039,20140225,1234,1239,5,2,25,13,10,46,45,12,7,4,2,1
"13041",13041,"CHH7338","ZLXY","ZBAA","36L","104",2031,2031,2038,20140225,1231,1238,7,2,25,13,10,46,45,12,7,4,2,1
"13042",13042,"CSN3687","ZUGY","ZBAA","36L","236",2037,2038,2043,20140225,1238,1243,5,2,25,13,10,46,45,12,7,4,2,1
"13043",13043,"SAA288","FAOR","ZBAA","36L","511",2022,2021,2040,20140225,1221,1240,19,2,25,12,11,46,45,13,7,4,2,1
"13046",13046,"CES5707","ZPPP","ZBAA","36L","222",2027,2027,2035,20140225,1227,1235,8,2,25,12,11,46,45,13,7,4,2,1
"13051",13051,"CBJ5372","ZHYC","ZBAA","36L","105",2018,2017,2022,20140225,1217,1222,5,2,25,12,11,46,45,13,7,4,2,1
"13052",13052,"CHH7976","CYYZ","ZBAA","36L","W209",2008,2006,2013,20140225,1206,1213,7,2,25,13,12,46,45,14,7,4,2,1
"13055",13055,"CES2455","ZHHH","ZBAA","36L","235",2012,2011,2018,20140225,1211,1218,7,2,25,13,12,46,45,14,7,4,2,1
"13056",13056,"CXA8147","ZGHA","ZBAA","36L","233",2014,2014,2019,20140225,1214,1219,5,2,25,13,12,46,45,14,7,4,2,1
"13057",13057,"CBJ562","ZSQD","ZBAA","36L","604",2007,2005,2017,20140225,1205,1217,12,2,25,13,12,46,45,14,7,4,2,1
"13062",13062,"CES2117","ZLXY","ZBAA","36L","239",2004,2004,2010,20140225,1204,1210,6,2,25,13,12,46,45,14,7,4,2,1
"13066",13066,"CSN3113","ZGGG","ZBAA","36L","224",2002,2001,2010,20140225,1201,1210,9,2,25,13,12,46,45,14,7,4,2,1
"13103",13103,"CCA1314","ZGSZ","ZBAA","36L","331",1850,1849,1911,20140225,1129,1151,22,2,25,8,14,47,49,7,7,4,2,1
"13115",13115,"CCA1458","ZUGU","ZBAA","36L","333",1856,1856,1911,20140225,1136,1151,15,2,25,8,14,47,49,7,7,4,2,1
"13118",13118,"CES5721","ZUQJ","ZBAA","36L","229",1859,1859,1905,20140225,1139,1145,6,2,25,8,14,47,49,7,7,4,2,1
"13120",13120,"CSC8889","ZUUU","ZBAA","36L","323",1847,1847,1903,20140225,1127,1143,16,2,25,8,14,47,49,7,7,4,2,1
"13124",13124,"CSC8837","ZUWX","ZBAA","36L","321",1852,1851,1911,20140225,1131,1151,20,2,25,8,14,47,49,7,7,4,2,1
"13125",13125,"CSN6903","ZWWW","ZBAA","36L","223",1842,1843,1849,20140225,1123,1129,6,2,25,12,13,47,49,10,7,4,2,1
"13127",13127,"CCA1316","ZGGG","ZBAA","36L","406",1828,1827,1849,20140225,1107,1129,22,2,25,12,11,47,49,11,7,4,2,1
"13128",13128,"CHH7780","ZJSY","ZBAA","36L","110",1845,1845,1849,20140225,1125,1129,4,2,25,8,14,47,49,7,7,4,2,1
"13129",13129,"CSN3255","ZSGZ","ZBAA","36L","732",1839,1838,1847,20140225,1118,1127,9,2,25,12,13,47,49,10,7,4,2,1
"13136",13136,"CES5492","ZULZ","ZBAA","36L","235",1836,1836,1841,20140225,1116,1121,5,2,25,12,13,47,49,10,7,4,2,1
"13138",13138,"CSN6129","ZYTL","ZBAA","36L","224",1834,1834,1839,20140225,1114,1119,5,2,25,12,13,47,49,10,7,4,2,1
"13141",13141,"CES5880","ZPPP","ZBAA","36L","226",1840,1840,1849,20140225,1120,1129,9,2,25,12,13,47,49,10,7,4,2,1
"13142",13142,"CCA4135","ZUCK","ZBAA","36L","330",1831,1830,1848,20140225,1110,1128,18,2,25,12,13,47,49,10,7,4,2,1
"13144",13144,"CBJ116","ZHHH","ZBAA","36L","627",1815,1815,1830,20140225,1095,1110,15,2,25,12,11,47,49,11,7,4,2,1
"13145",13145,"CSN6121","ZYTL","ZBAA","36L","234",1825,1825,1830,20140225,1105,1110,5,2,25,12,11,47,49,11,7,4,2,1
"13147",13147,"CHH7252","ZSWZ","ZBAA","36L","115",1833,1833,1837,20140225,1113,1117,4,2,25,12,13,47,49,10,7,4,2,1
"13150",13150,"CSN3189","ZGSZ","ZBAA","36L","233",1812,1812,1820,20140225,1092,1100,8,2,25,15,11,47,49,11,7,4,2,1
"13153",13153,"CCA1374","ZGHA","ZBAA","36L","318",1810,1809,1826,20140225,1089,1106,17,2,25,15,11,47,49,11,7,4,2,1
"13155",13155,"CCA4103","ZUUU","ZBAA","36L","329",1809,1808,1825,20140225,1088,1105,17,2,25,15,11,47,49,11,7,4,2,1
"13157",13157,"CES536","ZSQD","ZBAA","36L","806",1822,1820,1826,20140225,1100,1106,6,2,25,12,11,47,49,11,7,4,2,1
"13159",13159,"CSN3139","ZHHH","ZBAA","36L","222",1803,1802,1812,20140225,1082,1092,10,2,25,15,11,47,49,11,7,4,2,1
"13164",13164,"CES5117","ZSSS","ZBAA","36L","220",1804,1804,1813,20140225,1084,1093,9,2,25,15,11,47,49,11,7,4,2,1
"13310",13310,"CHH7190","ZUGY","ZBAA","36L","A113",1457,1456,1505,20140225,896,905,9,2,25,9,12,47,42,12,7,4,2,1
"13311",13311,"UAL89","KEWR","ZBAA","36L","529",1452,1451,1507,20140225,891,907,16,2,25,9,12,47,42,12,7,4,2,1
"13312",13312,"CSC8831","ZUCK","ZBAA","36L","330",1454,1454,1509,20140225,894,909,15,2,25,9,12,47,42,12,7,4,2,1
"13313",13313,"CCA1240","ZLLL","ZBAA","36L","403",1459,1459,1514,20140225,899,914,15,2,25,9,12,47,42,12,7,4,2,1
"13316",13316,"CCA1432","ZUCK","ZBAA","36L","314",1431,1431,1451,20140225,871,891,20,2,25,12,11,47,42,15,7,4,2,1
"13317",13317,"CHH7148","ZUUU","ZBAA","36L","W207",1450,1449,1454,20140225,889,894,5,2,25,9,12,47,42,12,7,4,2,1
"13319",13319,"SIA802","WSSS","ZBAA","36L","511",1435,1434,1455,20140225,874,895,21,2,25,12,11,47,42,15,7,4,2,1
"13322",13322,"CCA1462","ZUGY","ZBAA","36L","305",1440,1439,1500,20140225,879,900,21,2,25,12,11,47,42,15,7,4,2,1
"13323",13323,"CCA1452","ZUMY","ZBAA","36L","332",1437,1436,1500,20140225,876,900,24,2,25,12,11,47,42,15,7,4,2,1
"13328",13328,"CSN6162","ZUUU","ZBAA","36L","801",1445,1444,1450,20140225,884,890,6,2,25,12,11,47,42,15,7,4,2,1
"13330",13330,"CSN6967","ZWWW","ZBAA","36L","226",1442,1442,1450,20140225,882,890,8,2,25,12,11,47,42,15,7,4,2,1
"13332",13332,"CCA1406","ZUUU","ZBAA","36L","331",1416,1416,1433,20140225,856,873,17,2,25,11,11,47,42,10,7,4,2,1
"13334",13334,"CCA1506","ZSFZ","ZBAA","36L","404",1422,1422,1437,20140225,862,877,15,2,25,11,11,47,42,10,7,4,2,1
"13335",13335,"CES5709","ZULZ","ZBAA","36L","234",1429,1429,1436,20140225,869,876,7,2,25,11,11,47,42,10,7,4,2,1
"13337",13337,"CDG1196","ZLIC","ZBAA","36L","318",1425,1425,1440,20140225,865,880,15,2,25,11,11,47,42,10,7,4,2,1
"13339",13339,"CSN613S","ZYTL","ZBAA","36L","229",1420,1419,1426,20140225,859,866,7,2,25,11,11,47,42,10,7,4,2,1
"13340",13340,"CCA129X","ZWWW","ZBAA","36L","312",1406,1405,1424,20140225,845,864,19,2,25,15,8,47,42,12,7,4,2,1
"13341",13341,"QTR894","OTBD","ZBAA","36L","535",1408,1408,1424,20140225,848,864,16,2,25,15,8,47,42,12,7,4,2,1
"13354",13354,"CSC8885","ZUUU","ZBAA","36L","326",1348,1348,1401,20140225,828,841,13,2,25,14,11,48,44,13,7,4,2,1
"13355",13355,"CCA1112","ZBHH","ZBAA","36L","322",1353,1352,1406,20140225,832,846,14,2,25,14,11,48,44,13,7,4,2,1
"13356",13356,"CHH7606","ZSSS","ZBAA","36L","A106",1400,1359,1404,20140225,839,844,5,2,25,14,11,48,44,13,7,4,2,1
"13358",13358,"CCA1502","ZSSS","ZBAA","36L","302",1350,1350,1408,20140225,830,848,18,2,25,14,11,48,44,13,7,4,2,1
"13359",13359,"CES2111","ZLXY","ZBAA","36L","227",1345,1344,1353,20140225,824,833,9,2,25,13,10,48,44,12,7,4,2,1
"13362",13362,"CHH7608","ZSSS","ZBAA","36L","A113",1356,1355,1401,20140225,835,841,6,2,25,14,11,48,44,13,7,4,2,1
"13364",13364,"CHH7636","ZGHA","ZBAA","36L","108",1343,1343,1348,20140225,823,828,5,2,25,13,10,48,44,12,7,4,2,1
"13365",13365,"CSN6187","ZUGY","ZBAA","36L","230",1342,1341,1347,20140225,821,827,6,2,25,13,10,48,44,12,7,4,2,1
"13369",13369,"CSN3159","ZGSZ","ZBAA","36L","224",1339,1338,1348,20140225,818,828,10,2,25,13,10,48,44,12,7,4,2,1
"13370",13370,"CCA985","ZUCK","ZBAA","36L","531",1325,1325,1338,20140225,805,818,13,2,25,11,12,48,44,12,7,4,2,1
"13372",13372,"CCA182V","ZHYC","ZBAA","36L","321",1322,1321,1337,20140225,801,817,16,2,25,11,12,48,44,12,7,4,2,1
"13373",13373,"CCA4115","ZUUU","ZBAA","36L","337",1318,1317,1336,20140225,797,816,19,2,25,11,12,48,44,12,7,4,2,1
"13374",13374,"CCA950","LIMC","ZBAA","36L","463",1319,1319,1336,20140225,799,816,17,2,25,11,12,48,44,12,7,4,2,1
"13376",13376,"CSN3103","ZGGG","ZBAA","36L","223",1332,1332,1340,20140225,812,820,8,2,25,13,10,48,44,12,7,4,2,1
"13377",13377,"CNM1122","ZBOW","ZBAA","36L","402",1327,1327,1340,20140225,807,820,13,2,25,11,12,48,44,12,7,4,2,1
"13379",13379,"CCA940","LIRF","ZBAA","36L","521",1312,1312,1324,20140225,792,804,12,2,25,10,11,48,44,16,7,4,2,1
"13384",13384,"ELY095","LLBG","ZBAA","36L","524",1309,1309,1323,20140225,789,803,14,2,25,10,11,48,44,16,7,4,2,1
"13388",13388,"CSN3121","ZGGG","ZBAA","36L","237",1316,1315,1321,20140225,795,801,6,2,25,11,12,48,44,12,7,4,2,1
"13390",13390,"N342GA","ZSSS","ZBAA","36L","627",1305,1304,1318,20140225,784,798,14,2,25,10,11,48,44,16,7,4,2,1
"13392",13392,"CSN3119","ZJHK","ZBAA","36L","236",1259,1300,1305,20140225,780,785,5,2,25,10,11,48,44,16,7,4,2,1
"13394",13394,"CES5107","ZSSS","ZBAA","36L","220",1258,1257,1307,20140225,777,787,10,2,25,8,10,40,43,7,7,4,2,1
"13395",13395,"SAS995","EKCH","ZBAA","36L","512",1252,1252,1307,20140225,772,787,15,2,25,8,10,40,43,7,7,4,2,1
"13396",13396,"AFL204","UUEE","ZBAA","36L","212",1255,1255,1307,20140225,775,787,12,2,25,8,10,40,43,7,7,4,2,1
"13400",13400,"CHH7297","ZSNB","ZBAA","36L","104",1302,1302,1310,20140225,782,790,8,2,25,10,11,48,44,16,7,4,2,1
"13402",13402,"DLH722","EDDM","ZBAA","36L","508",1239,1240,1253,20140225,760,773,13,2,25,10,10,40,43,8,7,4,2,1
"13404",13404,"CCA1232","ZLXY","ZBAA","36L","330",1241,1241,1256,20140225,761,776,15,2,25,10,10,40,43,8,7,4,2,1
"13406",13406,"CSN3147","ZGHA","ZBAA","36L","226",1249,1250,1257,20140225,770,777,7,2,25,8,10,40,43,7,7,4,2,1
"13408",13408,"CCA1208","ZLXN","ZBAA","36L","310",1244,1244,1258,20140225,764,778,14,2,25,10,10,40,43,8,7,4,2,1
"13410",13410,"CXA8165","ZSFZ","ZBAA","36L","222",1232,1232,1240,20140225,752,760,8,2,25,10,10,40,43,8,7,4,2,1
"13413",13413,"CCA1274","ZLLL","ZBAA","36L","412",1229,1229,1243,20140225,749,763,14,2,25,13,12,40,43,6,7,4,2,1
"13416",13416,"CES231Y","ZYTL","ZBAA","36L","801",1236,1236,1243,20140225,756,763,7,2,25,10,10,40,43,8,7,4,2,1
"13417",13417,"CSZ9559","ZSWX","ZBAA","36L","313",1227,1226,1246,20140225,746,766,20,2,25,13,12,40,43,6,7,4,2,1
"13419",13419,"CES5293","ZBYN","ZBAA","36L","239",1221,1221,1226,20140225,741,746,5,2,25,13,12,40,43,6,7,4,2,1
"13420",13420,"CHH718V","ZYTL","ZBAA","36L","110",1225,1224,1228,20140225,744,748,4,2,25,13,12,40,43,6,7,4,2,1
"13421",13421,"CSZ9591","ZGNN","ZBAA","36L","325",1215,1214,1232,20140225,734,752,18,2,25,9,11,40,43,15,7,4,2,1
"13423",13423,"CCA4107","ZUUU","ZBAA","36L","329",1219,1219,1235,20140225,739,755,16,2,25,13,12,40,43,6,7,4,2,1
"13425",13425,"CHH7138","ZLXY","ZBAA","36L","114",1217,1216,1222,20140225,736,742,6,2,25,13,12,40,43,6,7,4,2,1
"13426",13426,"CCA1148","ZBYZ","ZBAA","36L","312",1207,1207,1223,20140225,727,743,16,2,25,9,11,40,43,15,7,4,2,1
"13432",13432,"CCA1386","ZHXF","ZBAA","36L","324",1157,1157,1213,20140225,717,733,16,2,25,10,11,40,40,12,7,4,2,1
"13437",13437,"CCA946","ZUUU","ZBAA","36L","353",1159,1158,1214,20140225,718,734,16,2,25,10,11,40,40,12,7,4,2,1
"13438",13438,"CCA1114","ZBUH","ZBAA","36L","323",1202,1202,1217,20140225,722,737,15,2,25,9,11,40,43,15,7,4,2,1
"13439",13439,"CCA1134","ZBYC","ZBAA","36L","454",1204,1204,1218,20140225,724,738,14,2,25,9,11,40,43,15,7,4,2,1
"13440",13440,"CES2130","ZLLL","ZBAA","36L","238",1213,1212,1218,20140225,732,738,6,2,25,9,11,40,43,15,7,4,2,1
"13441",13441,"CSC8883","ZUUU","ZBAA","36L","337",1137,1137,1157,20140225,697,717,20,2,25,7,11,40,40,12,7,4,2,1
"13443",13443,"CCA1204","ZLXY","ZBAA","36L","321",1140,1139,1159,20140225,699,719,20,2,25,7,11,40,40,12,7,4,2,1
"13445",13445,"CCA1306","ZGSZ","ZBAA","36L","407",1154,1153,1207,20140225,713,727,14,2,25,10,11,40,40,12,7,4,2,1
"13446",13446,"CCA948","VIDP","ZBAA","36L","509",1204,1151,1206,20140225,711,726,15,2,25,10,11,40,40,12,7,4,2,1
"13447",13447,"CSN6711","ZJSY","ZBAA","36L","224",1149,1149,1156,20140225,709,716,7,2,25,10,11,40,40,12,7,4,2,1
"13449",13449,"CSN3731","ZGSD","ZBAA","36L","231",1142,1143,1149,20140225,703,709,6,2,25,7,11,40,40,12,7,4,2,1
"13450",13450,"CES5713","ZPPP","ZBAA","36L","219",1134,1135,1146,20140225,695,706,11,2,25,7,11,40,40,12,7,4,2,1
"13453",13453,"CES5129","ZSPD","ZBAA","36L","232",1146,1147,1152,20140225,707,712,5,2,25,10,11,40,40,12,7,4,2,1
"13462",13462,"CSN6103","ZYTX","ZBAA","36L","227",1128,1128,1135,20140225,688,695,7,2,25,8,9,40,40,8,7,4,2,1
"13464",13464,"CCA1334","ZHHH","ZBAA","36L","322",1125,1125,1138,20140225,685,698,13,2,25,8,9,40,40,8,7,4,2,1
"13467",13467,"CCA942","OMDB","ZBAA","36L","555",1100,1100,1112,20140225,660,672,12,2,25,15,9,40,40,8,7,4,2,1
"13468",13468,"CES2434","ZBLL","ZBAA","36L","233",1109,1109,1114,20140225,669,674,5,2,25,15,9,40,40,8,7,4,2,1
"13470",13470,"CSN3277","ZGNN","ZBAA","36L","230",1115,1114,1118,20140225,674,678,4,2,25,15,9,40,40,8,7,4,2,1
"13472",13472,"CSN3151","ZGSZ","ZBAA","36L","237",1122,1123,1128,20140225,683,688,5,2,25,8,9,40,40,8,7,4,2,1
"13473",13473,"CHH7181","ZJHK","ZBAA","36L","107",1121,1121,1126,20140225,681,686,5,2,25,8,9,40,40,8,7,4,2,1
"13477",13477,"CSN3281","ZGKL","ZBAA","36L","229",1107,1106,1112,20140225,666,672,6,2,25,15,9,40,40,8,7,4,2,1
"13480",13480,"CES5103","ZSSS","ZBAA","36L","220",1104,1103,1111,20140225,663,671,8,2,25,15,9,40,40,8,7,4,2,1
"13702",13702,"CCA1464","ZUGY","ZBAA","36L","311",2155,2154,2213,20140224,1314,1333,19,2,24,5,12,35,40,6,7,4,2,1
"13704",13704,"HDA906","VHHH","ZBAA","36L","525",2157,2156,2213,20140224,1316,1333,17,2,24,5,12,35,40,6,7,4,2,1
"13710",13710,"CES5264","ZYTX","ZBAA","36L","236",2143,2142,2148,20140224,1302,1308,6,2,24,11,7,35,40,5,7,4,2,1
"13713",13713,"CSN6717","ZJSY","ZBAA","36L","223",2149,2148,2156,20140224,1308,1316,8,2,24,5,12,35,40,6,7,4,2,1
"13716",13716,"DAL617","RJAA","ZBAA","36L","213",2152,2151,2201,20140224,1311,1321,10,2,24,5,12,35,40,6,7,4,2,1
"13722",13722,"CBJ191","ZGOW","ZBAA","36L","W111",2136,2135,2138,20140224,1295,1298,3,2,24,11,7,35,40,5,7,4,2,1
"13724",13724,"BHVP","URSS","ZBAA","36L","627",2126,2126,2141,20140224,1286,1301,15,2,24,10,7,35,40,13,7,4,2,1
"13725",13725,"CHH7116","ZBMZ","ZBAA","36L","110",2128,2138,2142,20140224,1298,1302,4,2,24,11,7,35,40,5,7,4,2,1
"13734",13734,"GDC7150","ZYHB","ZBAA","36L","W203",2116,2114,2118,20140224,1274,1278,4,2,24,9,14,35,40,7,7,4,2,1
"13735",13735,"CSN6585","ZHHH","ZBAA","36L","219",2119,2118,2131,20140224,1278,1291,13,2,24,10,7,35,40,13,7,4,2,1
"13737",13737,"CHH7836","ZGHA","ZBAA","36L","107",2108,2108,2112,20140224,1268,1272,4,2,24,9,14,35,40,7,7,4,2,1
"13738",13738,"CHH7392","ZSAM","ZBAA","36L","103",2105,2104,2110,20140224,1264,1270,6,2,24,9,14,35,40,7,7,4,2,1
"13742",13742,"CES5123","ZSSS","ZBAA","36L","240",2109,2110,2115,20140224,1270,1275,5,2,24,9,14,35,40,7,7,4,2,1
"13744",13744,"CES5179","ZSNB","ZBAA","36L","231",2113,2112,2118,20140224,1272,1278,6,2,24,9,14,35,40,7,7,4,2,1
"13745",13745,"CES2417","ZLLL","ZBAA","36L","812",2052,2051,2056,20140224,1251,1256,5,2,24,9,12,48,37,9,7,4,2,1
"13746",13746,"CSN6932","ZWWW","ZBAA","36L","723",2049,2048,2059,20140224,1248,1259,11,2,24,9,12,48,37,9,7,4,2,1
"13756",13756,"CES5719","ZPPP","ZBAA","36L","220",2039,2039,2047,20140224,1239,1247,8,2,24,12,10,48,37,13,7,4,2,1
"13760",13760,"CHH7338","ZLXY","ZBAA","36L","114",2045,2045,2048,20140224,1245,1248,3,2,24,9,12,48,37,9,7,4,2,1
"13761",13761,"CES2123","ZLIC","ZBAA","36L","233",2029,2030,2035,20140224,1230,1235,5,2,24,12,10,48,37,13,7,4,2,1
"13764",13764,"CES526","ZSQD","ZBAA","36L","801",2032,2032,2038,20140224,1232,1238,6,2,24,12,10,48,37,13,7,4,2,1
