"","X","航班号","起飞机场","目的机场","rwy","ramp","s_arr_time","a_arr_time","oi_time","mission_full_date","time_wheelon_real","time_gatein","arr_taxi","mission_month","mission_date","dep_feb_15_per_arr","arr_feb_15_per_arr","dep_feb_60_per_arr","arr_feb_60_per_arr","pb_feb_15_per_arr","pb_feb_60_per_arr","heavy_dep_feb_per_arr","heavy_arr_feb_per_arr","flight_chosen_arr_36l"
"11818",11818,"CES5167","ZSHC","ZBAA","36L","814",1420,1420,1424,20140227,860,864,4,2,27,13,10,49,44,3,7,4,2,1
"11821",11821,"CSN3141","ZGHA","ZBAA","36L","231",1420,1419,1423,20140227,859,863,4,2,27,13,10,49,44,3,7,4,2,1
"11823",11823,"CDG1196","ZLIC","ZBAA","36L","318",1358,1358,1417,20140227,838,857,19,2,27,13,14,54,43,15,7,4,2,1
"11825",11825,"CCA1460","ZUYB","ZBAA","36L","323",1404,1403,1420,20140227,843,860,17,2,27,13,12,49,44,20,7,4,2,1
"11828",11828,"CSC8885","ZUUU","ZBAA","36L","324",1409,1409,1423,20140227,849,863,14,2,27,13,12,49,44,20,7,4,2,1
"11829",11829,"BJN881","ZULS","ZBAA","36L","N104A",1416,1416,1423,20140227,856,863,7,2,27,13,10,49,44,3,7,4,2,1
"11831",11831,"CSN6901","ZWWW","ZBAA","36L","219",1401,1400,1408,20140227,840,848,8,2,27,13,12,49,44,20,7,4,2,1
"11833",11833,"CES2111","ZLXY","ZBAA","36L","238",1406,1406,1413,20140227,846,853,7,2,27,13,12,49,44,20,7,4,2,1
"11837",11837,"CCA4169","ZPPP","ZBAA","36L","329",1351,1351,1406,20140227,831,846,15,2,27,13,14,54,43,15,7,4,2,1
"11838",11838,"CAO1042","EDDF","ZBAA","36L","N109",1346,1345,1354,20140227,825,834,9,2,27,13,14,54,43,15,7,4,2,1
"11839",11839,"CSN6606","ZHHH","ZBAA","36L","230",1350,1348,1354,20140227,828,834,6,2,27,13,14,54,43,15,7,4,2,1
"11843",11843,"CXA8101","ZSAM","ZBAA","36L","233",1356,1355,1402,20140227,835,842,7,2,27,13,14,54,43,15,7,4,2,1
"11847",11847,"CSN6187","ZUGY","ZBAA","36L","237",1340,1341,1346,20140227,821,826,5,2,27,12,11,54,43,12,7,4,2,1
"11848",11848,"CSN3103","ZGGG","ZBAA","36L","W107",1343,1342,1348,20140227,822,828,6,2,27,12,11,54,43,12,7,4,2,1
"11855",11855,"CSN3159","ZGSZ","ZBAA","36L","220",1333,1332,1345,20140227,812,825,13,2,27,12,11,54,43,12,7,4,2,1
"11856",11856,"CCA108","VHHH","ZBAA","36L","534",1327,1326,1345,20140227,806,825,19,2,27,14,10,54,43,14,7,4,2,1
"11857",11857,"CCA985","ZUCK","ZBAA","36L","529",1329,1329,1345,20140227,809,825,16,2,27,14,10,54,43,14,7,4,2,1
"11859",11859,"CHH7636","ZGHA","ZBAA","36L","W207",1336,1335,1342,20140227,815,822,7,2,27,12,11,54,43,12,7,4,2,1
"11864",11864,"SAS995","EKCH","ZBAA","36L","513",1319,1318,1337,20140227,798,817,19,2,27,14,10,54,43,14,7,4,2,1
"11865",11865,"CBJ588","ZSSS","ZBAA","36L","628",1318,1317,1337,20140227,797,817,20,2,27,14,10,54,43,14,7,4,2,1
"11867",11867,"CCA940","LIRF","ZBAA","36L","516",1323,1323,1339,20140227,803,819,16,2,27,14,10,54,43,14,7,4,2,1
"11868",11868,"CCA950","LIMC","ZBAA","36L","525",1309,1308,1319,20140227,788,799,11,2,27,15,8,54,43,17,7,4,2,1
"11869",11869,"CHH7297","ZSNB","ZBAA","36L","104",1315,1314,1321,20140227,794,801,7,2,27,15,8,54,43,17,7,4,2,1
"11873",11873,"CES5107","ZSSS","ZBAA","36L","223",1302,1302,1311,20140227,782,791,9,2,27,15,8,54,43,17,7,4,2,1
"11875",11875,"CHH7104","ZYMD","ZBAA","36L","115",1255,1311,1316,20140227,791,796,5,2,27,15,8,54,43,17,7,4,2,1
"11878",11878,"CSN6026","ZWWW","ZBAA","36L","731",1257,1257,1305,20140227,777,785,8,2,27,12,10,42,48,10,7,4,2,1
"11879",11879,"GDC7128","ZYHB","ZBAA","36L","110",1300,1259,1305,20140227,779,785,6,2,27,12,10,42,48,10,7,4,2,1
"11881",11881,"CCA1574","ZSCN","ZBAA","36L","328",1251,1250,1309,20140227,770,789,19,2,27,12,10,42,48,10,7,4,2,1
"11882",11882,"CCA1832","ZSSS","ZBAA","36L","455",1254,1254,1309,20140227,774,789,15,2,27,12,10,42,48,10,7,4,2,1
"11884",11884,"CXA8165","ZSFZ","ZBAA","36L","224",1241,1241,1248,20140227,761,768,7,2,27,11,12,42,48,11,7,4,2,1
"11885",11885,"CSN3147","ZGHA","ZBAA","36L","805",1238,1238,1248,20140227,758,768,10,2,27,11,12,42,48,11,7,4,2,1
"11891",11891,"CCA1232","ZLXY","ZBAA","36L","326",1244,1243,1257,20140227,763,777,14,2,27,11,12,42,48,11,7,4,2,1
"11896",11896,"CSZ9591","ZGNN","ZBAA","36L","319",1232,1231,1244,20140227,751,764,13,2,27,11,12,42,48,11,7,4,2,1
"11897",11897,"CCA4107","ZUUU","ZBAA","36L","307",1226,1225,1242,20140227,745,762,17,2,27,9,14,42,48,7,7,4,2,1
"11898",11898,"CES744","ZSQD","ZBAA","36L","814",1246,1245,1249,20140227,765,769,4,2,27,12,10,42,48,10,7,4,2,1
"11899",11899,"CCA1334","ZHHH","ZBAA","36L","310",1207,1206,1229,20140227,726,749,23,2,27,10,12,42,48,16,7,4,2,1
"11904",11904,"CES2105","ZLXY","ZBAA","36L","812",1230,1230,1233,20140227,750,753,3,2,27,11,12,42,48,11,7,4,2,1
"11905",11905,"CSC8883","ZUUU","ZBAA","36L","336",1215,1215,1232,20140227,735,752,17,2,27,9,14,42,48,7,7,4,2,1
"11906",11906,"CHH7710","ZGSZ","ZBAA","36L","107",1233,1233,1237,20140227,753,757,4,2,27,11,12,42,48,11,7,4,2,1
"11907",11907,"CES5293","ZBYN","ZBAA","36L","238",1228,1227,1237,20140227,747,757,10,2,27,9,14,42,48,7,7,4,2,1
"11908",11908,"CES2434","ZBLL","ZBAA","36L","240",1222,1222,1229,20140227,742,749,7,2,27,9,14,42,48,7,7,4,2,1
"11915",11915,"CHH7138","ZLXY","ZBAA","36L","112",1214,1213,1218,20140227,733,738,5,2,27,10,12,42,48,16,7,4,2,1
"11917",11917,"CES2130","ZLLL","ZBAA","36L","229",1218,1218,1225,20140227,738,745,7,2,27,9,14,42,48,7,7,4,2,1
"11920",11920,"PAL358","RPLL","ZBAA","36L","517",1149,1149,1206,20140227,709,726,17,2,27,7,15,39,53,8,7,4,2,1
"11923",11923,"CES5709","ZULZ","ZBAA","36L","230",1202,1203,1210,20140227,723,730,7,2,27,10,12,42,48,16,7,4,2,1
"11925",11925,"CCA948","VIDP","ZBAA","36L","526",1151,1151,1211,20140227,711,731,20,2,27,7,15,39,53,8,7,4,2,1
"11928",11928,"CHH7346","ZWWW","ZBAA","36L","103",1209,1209,1216,20140227,729,736,7,2,27,10,12,42,48,16,7,4,2,1
"11931",11931,"CBJ531","ZSJU","ZBAA","36L","606",1141,1140,1155,20140227,700,715,15,2,27,9,13,39,53,18,7,4,2,1
"11933",11933,"CHH490","EDDT","ZBAA","36L","W205",1155,1155,1200,20140227,715,720,5,2,27,7,15,39,53,8,7,4,2,1
"11939",11939,"CHH7804","ZGGG","ZBAA","36L","114",1159,1159,1202,20140227,719,722,3,2,27,7,15,39,53,8,7,4,2,1
"11941",11941,"CES5713","ZPPP","ZBAA","36L","219",1134,1133,1145,20140227,693,705,12,2,27,9,13,39,53,18,7,4,2,1
"11946",11946,"CSN694S","ZLXY","ZBAA","36L","231",1147,1146,1152,20140227,706,712,6,2,27,7,15,39,53,8,7,4,2,1
"11948",11948,"CSN3151","ZGSZ","ZBAA","36L","234",1136,1136,1142,20140227,696,702,6,2,27,9,13,39,53,18,7,4,2,1
"11951",11951,"CHH7181","ZJHK","ZBAA","36L","A106",1126,1125,1133,20140227,685,693,8,2,27,11,12,39,53,7,7,4,2,1
"11957",11957,"CSN3277","ZGNN","ZBAA","36L","226",1129,1129,1138,20140227,689,698,9,2,27,11,12,39,53,7,7,4,2,1
"11960",11960,"CHH7390","ZLYA","ZBAA","36L","115",1121,1120,1123,20140227,680,683,3,2,27,11,12,39,53,7,7,4,2,1
"11961",11961,"CSN3281","ZGKL","ZBAA","36L","235",1118,1117,1123,20140227,677,683,6,2,27,11,12,39,53,7,7,4,2,1
"11965",11965,"CRK336","VHHH","ZBAA","36L","208",1115,1114,1129,20140227,674,689,15,2,27,12,13,39,53,11,7,4,2,1
"11966",11966,"CCA4171","ZPPP","ZBAA","36L","329",1110,1110,1129,20140227,670,689,19,2,27,12,13,39,53,11,7,4,2,1
"11968",11968,"CSN3101","ZGGG","ZBAA","36L","224",1102,1100,1111,20140227,660,671,11,2,27,12,13,39,53,11,7,4,2,1
"11973",11973,"CES2103","ZLXY","ZBAA","36L","236",1112,1112,1119,20140227,672,679,7,2,27,12,13,39,53,11,7,4,2,1
"11979",11979,"CHH7196","ZSFZ","ZBAA","36L","111",1103,1102,1107,20140227,662,667,5,2,27,12,13,39,53,11,7,4,2,1
"11984",11984,"CES5145","ZSSS","ZBAA","36L","221",1107,1107,1113,20140227,667,673,6,2,27,12,13,39,53,11,7,4,2,1
"12266",12266,"CCA1394","ZJHK","ZBAA","36L","359",2130,2129,2200,20140226,1289,1320,31,2,26,8,12,35,39,12,7,4,2,1
"12267",12267,"CHH7810","ZGGG","ZBAA","36L","A113",2159,2159,2204,20140226,1319,1324,5,2,26,7,8,35,39,7,7,4,2,1
"12270",12270,"CSN3105","ZGGG","ZBAA","36L","725",2153,2153,2202,20140226,1313,1322,9,2,26,7,8,35,39,7,7,4,2,1
"12273",12273,"CSN6571","ZGOW","ZBAA","36L","733",2157,2156,2209,20140226,1316,1329,13,2,26,7,8,35,39,7,7,4,2,1
"12276",12276,"CCA1378","ZJSY","ZBAA","36L","952",2133,2133,2145,20140226,1293,1305,12,2,26,11,8,35,39,6,7,4,2,1
"12282",12282,"CSN6585","ZHHH","ZBAA","36L","229",2148,2148,2153,20140226,1308,1313,5,2,26,7,8,35,39,7,7,4,2,1
"12284",12284,"HDA904","VHHH","ZBAA","36L","523",2125,2124,2136,20140226,1284,1296,12,2,26,8,12,35,39,12,7,4,2,1
"12285",12285,"CCA4111","ZUUU","ZBAA","36L","413",2123,2122,2133,20140226,1282,1293,11,2,26,8,12,35,39,12,7,4,2,1
"12287",12287,"CCA1222","ZLLL","ZBAA","36L","309",2116,2116,2135,20140226,1276,1295,19,2,26,8,12,35,39,12,7,4,2,1
"12289",12289,"CCA1412","ZUCK","ZBAA","36L","357",2127,2127,2139,20140226,1287,1299,12,2,26,8,12,35,39,12,7,4,2,1
"12290",12290,"CHH7836","ZGHA","ZBAA","36L","107",2135,2135,2140,20140226,1295,1300,5,2,26,11,8,35,39,6,7,4,2,1
"12293",12293,"CHH7081","ZJHK","ZBAA","36L","A106",2120,2119,2124,20140226,1279,1284,5,2,26,8,12,35,39,12,7,4,2,1
"12298",12298,"CSN3725","ZSYW","ZBAA","36L","231",2115,2114,2120,20140226,1274,1280,6,2,26,9,11,35,39,7,7,4,2,1
"12301",12301,"CCA4119","ZUUU","ZBAA","36L","308",2057,2056,2112,20140226,1256,1272,16,2,26,13,10,52,44,10,7,4,2,1
"12303",12303,"CHH7338","ZLXY","ZBAA","36L","103",2112,2112,2116,20140226,1272,1276,4,2,26,9,11,35,39,7,7,4,2,1
"12306",12306,"CSN3184","ZUCK","ZBAA","36L","228",2110,2110,2117,20140226,1270,1277,7,2,26,9,11,35,39,7,7,4,2,1
"12307",12307,"CCA1304","ZGSZ","ZBAA","36L","555",2105,2104,2117,20140226,1264,1277,13,2,26,9,11,35,39,7,7,4,2,1
"12308",12308,"CCA4197","ZUUU","ZBAA","36L","451",2108,2107,2120,20140226,1267,1280,13,2,26,9,11,35,39,7,7,4,2,1
"12309",12309,"CCA1516","ZSSS","ZBAA","36L","336",2101,2101,2117,20140226,1261,1277,16,2,26,9,11,35,39,7,7,4,2,1
"12311",12311,"CSN3111","ZGGG","ZBAA","36L","236",2050,2050,2058,20140226,1250,1258,8,2,26,13,10,52,44,10,7,4,2,1
"12312",12312,"CBJ5182","ZPLJ","ZBAA","36L","116",2054,2054,2058,20140226,1254,1258,4,2,26,13,10,52,44,10,7,4,2,1
"12314",12314,"CSC8833","ZUCK","ZBAA","36L","322",2047,2047,2102,20140226,1247,1262,15,2,26,13,10,52,44,10,7,4,2,1
"12317",12317,"CXA8169","ZSAM","ZBAA","36L","226",2059,2059,2106,20140226,1259,1266,7,2,26,13,10,52,44,10,7,4,2,1
"12318",12318,"CES5719","ZPPP","ZBAA","36L","224",2038,2038,2051,20140226,1238,1251,13,2,26,13,12,52,44,15,7,4,2,1
"12319",12319,"CES2417","ZLLL","ZBAA","36L","232",2043,2043,2049,20140226,1243,1249,6,2,26,13,12,52,44,15,7,4,2,1
"12324",12324,"CSN3191","ZGSZ","ZBAA","36L","212",2034,2033,2043,20140226,1233,1243,10,2,26,13,12,52,44,15,7,4,2,1
"12325",12325,"CPA312","VHHH","ZBAA","36L","510",2025,2025,2043,20140226,1225,1243,18,2,26,14,11,52,44,12,7,4,2,1
"12326",12326,"CSN6157","ZJHK","ZBAA","36L","219",2036,2035,2043,20140226,1235,1243,8,2,26,13,12,52,44,15,7,4,2,1
"12327",12327,"CCA1486","ZGNN","ZBAA","36L","314",2022,2021,2041,20140226,1221,1241,20,2,26,14,11,52,44,12,7,4,2,1
"12328",12328,"CES2455","ZHHH","ZBAA","36L","237",2031,2030,2046,20140226,1230,1246,16,2,26,13,12,52,44,15,7,4,2,1
"12330",12330,"CSZ9969","ZGSZ","ZBAA","36L","330",2028,2028,2046,20140226,1228,1246,18,2,26,14,11,52,44,12,7,4,2,1
"12334",12334,"CES2123","ZLIC","ZBAA","36L","229",2024,2023,2031,20140226,1223,1231,8,2,26,14,11,52,44,12,7,4,2,1
"12336",12336,"CCA4173","ZPPP","ZBAA","36L","332",2012,2012,2029,20140226,1212,1229,17,2,26,12,11,52,44,15,7,4,2,1
"12345",12345,"CCA1522","ZSSS","ZBAA","36L","406",2015,2014,2028,20140226,1214,1228,14,2,26,12,11,52,44,15,7,4,2,1
"12346",12346,"CXA8147","ZGHA","ZBAA","36L","227",2017,2017,2027,20140226,1217,1227,10,2,26,14,11,52,44,12,7,4,2,1
"12349",12349,"CHH7288","ZLYL","ZBAA","36L","108",2008,2007,2012,20140226,1207,1212,5,2,26,12,11,52,44,15,7,4,2,1
"12350",12350,"CBJ5372","ZHYC","ZBAA","36L","W109",2009,2010,2010,20140226,1210,1210,0,2,26,12,11,52,44,15,7,4,2,1
"12351",12351,"CSN3735","ZGSD","ZBAA","36L","734",2005,2004,2015,20140226,1204,1215,11,2,26,12,11,52,44,15,7,4,2,1
"12353",12353,"CCA4165","ZUGY","ZBAA","36L","334",2002,2001,2015,20140226,1201,1215,14,2,26,12,11,52,44,15,7,4,2,1
"12398",12398,"CSN6903","ZWWW","ZBAA","36L","219",1855,1856,1904,20140226,1136,1144,8,2,26,13,9,58,37,8,7,4,2,1
"12401",12401,"CCA1458","ZUGU","ZBAA","36L","311",1851,1851,1905,20140226,1131,1145,14,2,26,13,9,58,37,8,7,4,2,1
"12402",12402,"CSN3687","ZUGY","ZBAA","36L","240",1859,1859,1905,20140226,1139,1145,6,2,26,13,9,58,37,8,7,4,2,1
"12405",12405,"CCA4135","ZUCK","ZBAA","36L","332",1831,1830,1850,20140226,1110,1130,20,2,26,17,10,58,37,14,7,4,2,1
"12406",12406,"CHH7780","ZJSY","ZBAA","36L","103",1846,1846,1851,20140226,1126,1131,5,2,26,13,9,58,37,8,7,4,2,1
"12407",12407,"CCA1902","ZWWW","ZBAA","36L","328",1831,1827,1849,20140226,1107,1129,22,2,26,12,8,58,37,10,7,4,2,1
"12411",12411,"CHH7252","ZSWZ","ZBAA","36L","W201",1848,1847,1852,20140226,1127,1132,5,2,26,13,9,58,37,8,7,4,2,1
"12413",12413,"CSN3189","ZGSZ","ZBAA","36L","254",1836,1835,1843,20140226,1115,1123,8,2,26,17,10,58,37,14,7,4,2,1
"12414",12414,"CRK312","VHHH","ZBAA","36L","212",1833,1833,1843,20140226,1113,1123,10,2,26,17,10,58,37,14,7,4,2,1
"12415",12415,"CCA1374","ZGHA","ZBAA","36L","326",1825,1824,1848,20140226,1104,1128,24,2,26,12,8,58,37,10,7,4,2,1
"12416",12416,"CHH7968","UIII","ZBAA","36L","W203",1843,1842,1847,20140226,1122,1127,5,2,26,17,10,58,37,14,7,4,2,1
"12418",12418,"CES2468","ZYHB","ZBAA","36L","234",1841,1839,1846,20140226,1119,1126,7,2,26,17,10,58,37,14,7,4,2,1
"12423",12423,"GDC7234","ZLIC","ZBAA","36L","115",1818,1818,1823,20140226,1098,1103,5,2,26,12,8,58,37,10,7,4,2,1
"12427",12427,"CSN6715","ZJSY","ZBAA","36L","220",1822,1822,1830,20140226,1102,1110,8,2,26,12,8,58,37,10,7,4,2,1
"12429",12429,"CSC8893","ZUUU","ZBAA","36L","336",1755,1755,1810,20140226,1075,1090,15,2,26,13,11,38,49,13,7,4,2,1
"12431",12431,"CES5117","ZSSS","ZBAA","36L","224",1803,1803,1811,20140226,1083,1091,8,2,26,16,10,58,37,6,7,4,2,1
"12432",12432,"CCA1384","ZGSZ","ZBAA","36L","406",1801,1800,1815,20140226,1080,1095,15,2,26,16,10,58,37,6,7,4,2,1
"12435",12435,"CSN3139","ZHHH","ZBAA","36L","237",1811,1811,1820,20140226,1091,1100,9,2,26,16,10,58,37,6,7,4,2,1
"12436",12436,"CSZ9831","ZGSZ","ZBAA","36L","319",1806,1806,1820,20140226,1086,1100,14,2,26,16,10,58,37,6,7,4,2,1
"12440",12440,"CCA4143","ZUCK","ZBAA","36L","324",1746,1746,1807,20140226,1066,1087,21,2,26,13,11,38,49,13,7,4,2,1
"12441",12441,"CSN6365","ZJHK","ZBAA","36L","704",1749,1748,1758,20140226,1068,1078,10,2,26,13,11,38,49,13,7,4,2,1
"12442",12442,"CCA1224","ZLXY","ZBAA","36L","456",1741,1741,1757,20140226,1061,1077,16,2,26,9,12,38,49,12,7,4,2,1
"12443",12443,"CES2113","ZLXY","ZBAA","36L","235",1751,1750,1757,20140226,1070,1077,7,2,26,13,11,38,49,13,7,4,2,1
"12449",12449,"CES2109","ZLXY","ZBAA","36L","231",1736,1736,1743,20140226,1056,1063,7,2,26,9,12,38,49,12,7,4,2,1
"12451",12451,"CHH7080","ZJSY","ZBAA","36L","108",1734,1734,1745,20140226,1054,1065,11,2,26,9,12,38,49,12,7,4,2,1
"12453",12453,"CSN3153","ZGSZ","ZBAA","36L","226",1748,1743,1748,20140226,1063,1068,5,2,26,9,12,38,49,12,7,4,2,1
"12456",12456,"CSN6932","ZWWW","ZBAA","36L","238",1726,1727,1734,20140226,1047,1054,7,2,26,8,14,38,49,6,7,4,2,1
"12457",12457,"NSJ129","ZSSS","ZBAA","36L","628",1718,1718,1734,20140226,1038,1054,16,2,26,8,14,38,49,6,7,4,2,1
"12458",12458,"CXA8105","ZSAM","ZBAA","36L","236",1724,1724,1734,20140226,1044,1054,10,2,26,8,14,38,49,6,7,4,2,1
"12459",12459,"CES5147","ZSSS","ZBAA","36L","806",1729,1729,1736,20140226,1049,1056,7,2,26,8,14,38,49,6,7,4,2,1
"12460",12460,"CCA1362","ZJHK","ZBAA","36L","455",1721,1720,1736,20140226,1040,1056,16,2,26,8,14,38,49,6,7,4,2,1
"12461",12461,"CES5115","ZSSS","ZBAA","36L","223",1731,1732,1739,20140226,1052,1059,7,2,26,9,12,38,49,12,7,4,2,1
"12464",12464,"CHH7806","ZGGG","ZBAA","36L","A113",1738,1738,1743,20140226,1058,1063,5,2,26,9,12,38,49,12,7,4,2,1
"12476",12476,"CSN3902","ZPPP","ZBAA","36L","219",1704,1704,1711,20140226,1024,1031,7,2,26,8,12,38,49,13,7,4,2,1
"12477",12477,"CES2415","ZLLL","ZBAA","36L","222",1701,1702,1709,20140226,1022,1029,7,2,26,8,12,38,49,13,7,4,2,1
"12480",12480,"GDC7216","ZGKL","ZBAA","36L","103",1710,1709,1713,20140226,1029,1033,4,2,26,8,12,38,49,13,7,4,2,1
"12484",12484,"CSN3109","ZGGG","ZBAA","36L","702",1707,1706,1718,20140226,1026,1038,12,2,26,8,12,38,49,13,7,4,2,1
"12485",12485,"CSN309","VHHH","ZBAA","36L","209",1712,1711,1720,20140226,1031,1040,9,2,26,8,12,38,49,13,7,4,2,1
"12486",12486,"CES5880","ZPPP","ZBAA","36L","234",1713,1713,1719,20140226,1033,1039,6,2,26,8,12,38,49,13,7,4,2,1
"12529",12529,"CSC8887","ZUUU","ZBAA","36L","336",1549,1548,1615,20140226,948,975,27,2,26,13,11,47,49,11,7,4,2,1
"12534",12534,"CCA1470","ZPLJ","ZBAA","36L","334",1559,1558,1620,20140226,958,980,22,2,26,13,11,47,49,11,7,4,2,1
"12535",12535,"CSZ9801","ZGSZ","ZBAA","36L","319",1556,1555,1619,20140226,955,979,24,2,26,13,11,47,49,11,7,4,2,1
"12540",12540,"CCA976","WSSS","ZBAA","36L","508",1546,1545,1603,20140226,945,963,18,2,26,13,11,47,49,11,7,4,2,1
"12541",12541,"CSN6760","ZJSY","ZBAA","36L","220",1553,1553,1603,20140226,953,963,10,2,26,13,11,47,49,11,7,4,2,1
"12542",12542,"CCA1238","ZBYC","ZBAA","36L","321",1543,1543,1605,20140226,943,965,22,2,26,12,11,47,49,17,7,4,2,1
"12545",12545,"CCA1430","ZUCK","ZBAA","36L","465",1530,1529,1549,20140226,929,949,20,2,26,11,14,47,49,7,7,4,2,1
"12546",12546,"CSN378","ZSAM","ZBAA","36L","721",1542,1541,1550,20140226,941,950,9,2,26,12,11,47,49,17,7,4,2,1
"12547",12547,"HAH502","ZWWW","ZBAA","36L","606",1537,1536,1549,20140226,936,949,13,2,26,12,11,47,49,17,7,4,2,1
"12549",12549,"CCA1380","ZJHK","ZBAA","36L","956",1540,1538,1555,20140226,938,955,17,2,26,12,11,47,49,17,7,4,2,1
"12559",12559,"CES5111","ZSSS","ZBAA","36L","224",1527,1526,1537,20140226,926,937,11,2,26,11,14,47,49,7,7,4,2,1
"12562",12562,"CSC8831","ZUCK","ZBAA","36L","324",1518,1517,1533,20140226,917,933,16,2,26,11,14,47,49,7,7,4,2,1
"12565",12565,"CSN3193","ZGSZ","ZBAA","36L","812",1534,1533,1537,20140226,933,937,4,2,26,12,11,47,49,17,7,4,2,1
"12567",12567,"CCA421","ZUUU","ZBAA","36L","464",1525,1524,1540,20140226,924,940,16,2,26,11,14,47,49,7,7,4,2,1
"12569",12569,"CES2821","ZSNJ","ZBAA","36L","813",1515,1515,1521,20140226,915,921,6,2,26,11,14,47,49,7,7,4,2,1
"12571",12571,"CCA1462","ZUGY","ZBAA","36L","309",1506,1505,1525,20140226,905,925,20,2,26,11,13,47,49,9,7,4,2,1
"12575",12575,"CCA8216","ZHHH","ZBAA","36L","325",1502,1502,1522,20140226,902,922,20,2,26,11,13,47,49,9,7,4,2,1
"12578",12578,"CHH7390","ZLYA","ZBAA","36L","110",1511,1510,1515,20140226,910,915,5,2,26,11,13,47,49,9,7,4,2,1
"12582",12582,"CSN6162","ZUUU","ZBAA","36L","724",1514,1513,1524,20140226,913,924,11,2,26,11,13,47,49,9,7,4,2,1
"12590",12590,"CES5711","ZPPP","ZBAA","36L","235",1504,1504,1509,20140226,904,909,5,2,26,11,13,47,49,9,7,4,2,1
"12623",12623,"CCA1568","ZSWZ","ZBAA","36L","323",1355,1355,1408,20140226,835,848,13,2,26,11,12,44,41,16,7,4,2,1
"12624",12624,"CCA4169","ZPPP","ZBAA","36L","406",1350,1350,1405,20140226,830,845,15,2,26,11,12,44,41,16,7,4,2,1
"12630",12630,"CDG1196","ZLIC","ZBAA","36L","316",1353,1351,1410,20140226,831,850,19,2,26,11,12,44,41,16,7,4,2,1
"12632",12632,"CES2111","ZLXY","ZBAA","36L","232",1345,1345,1352,20140226,825,832,7,2,26,11,12,44,41,16,7,4,2,1
"12636",12636,"CSN3103","ZGGG","ZBAA","36L","807",1347,1346,1354,20140226,826,834,8,2,26,11,12,44,41,16,7,4,2,1
"12638",12638,"CSC8885","ZUUU","ZBAA","36L","336",1342,1342,1400,20140226,822,840,18,2,26,10,9,44,41,15,7,4,2,1
"12641",12641,"CSN6187","ZUGY","ZBAA","36L","230",1334,1334,1340,20140226,814,820,6,2,26,10,9,44,41,15,7,4,2,1
"12643",12643,"CSN6606","ZHHH","ZBAA","36L","231",1337,1337,1342,20140226,817,822,5,2,26,10,9,44,41,15,7,4,2,1
"12645",12645,"CXA8101","ZSAM","ZBAA","36L","237",1339,1339,1345,20140226,819,825,6,2,26,10,9,44,41,15,7,4,2,1
"12650",12650,"CHH7636","ZGHA","ZBAA","36L","W205",1332,1332,1336,20140226,812,816,4,2,26,10,9,44,41,15,7,4,2,1
"12651",12651,"CSN3159","ZGSZ","ZBAA","36L","220",1321,1319,1328,20140226,799,808,9,2,26,13,8,44,41,10,7,4,2,1
"12653",12653,"CSN318","RKSS","ZBAA","36L","213",1314,1313,1321,20140226,793,801,8,2,26,10,12,44,41,13,7,4,2,1
"12654",12654,"CCA985","ZUCK","ZBAA","36L","526",1309,1308,1324,20140226,788,804,16,2,26,10,12,44,41,13,7,4,2,1
"12656",12656,"CHH7608","ZSSS","ZBAA","36L","A113",1317,1317,1324,20140226,797,804,7,2,26,13,8,44,41,10,7,4,2,1
"12661",12661,"CES5107","ZSSS","ZBAA","36L","224",1305,1305,1314,20140226,785,794,9,2,26,10,12,44,41,13,7,4,2,1
"12664",12664,"CAO1042","EDDF","ZBAA","36L","N108",1311,1310,1318,20140226,790,798,8,2,26,10,12,44,41,13,7,4,2,1
"12666",12666,"CSN6907","ZWWW","ZBAA","36L","723",1301,1301,1310,20140226,781,790,9,2,26,10,12,44,41,13,7,4,2,1
"12669",12669,"ALK888","VTBS","ZBAA","36L","210",1250,1249,1302,20140226,769,782,13,2,26,11,10,49,38,8,7,4,2,1
"12671",12671,"CHH495","ZLXY","ZBAA","36L","W209",1258,1257,1303,20140226,777,783,6,2,26,11,10,49,38,8,7,4,2,1
"12672",12672,"CHH7297","ZSNB","ZBAA","36L","108",1304,1303,1307,20140226,783,787,4,2,26,10,12,44,41,13,7,4,2,1
"12673",12673,"CSN613Y","ZYTL","ZBAA","36L","240",1246,1247,1256,20140226,767,776,9,2,26,11,10,49,38,8,7,4,2,1
"12674",12674,"CCA1232","ZLXY","ZBAA","36L","319",1253,1252,1308,20140226,772,788,16,2,26,11,10,49,38,8,7,4,2,1
"12675",12675,"CXA8165","ZSFZ","ZBAA","36L","239",1243,1243,1250,20140226,763,770,7,2,26,13,11,49,38,12,7,4,2,1
"12676",12676,"CES5293","ZBYN","ZBAA","36L","222",1240,1240,1251,20140226,760,771,11,2,26,13,11,49,38,12,7,4,2,1
"12680",12680,"CSZ9591","ZGNN","ZBAA","36L","322",1237,1237,1253,20140226,757,773,16,2,26,13,11,49,38,12,7,4,2,1
"12682",12682,"CES2092","ZSCN","ZBAA","36L","812",1255,1254,1258,20140226,774,778,4,2,26,11,10,49,38,8,7,4,2,1
"12684",12684,"CSN3147","ZGHA","ZBAA","36L","236",1231,1230,1237,20140226,750,757,7,2,26,13,11,49,38,12,7,4,2,1
"12685",12685,"KAL855","RKSI","ZBAA","36L","208",1224,1223,1236,20140226,743,756,13,2,26,12,8,49,38,10,7,4,2,1
